Id,betweenness_centrality
9801187,5.80E-07
,
9602180,2.60E-05
,
9702059,1.63E-06
,
9709081,9.89E-06
,
9802092,2.61E-05
,
9410203,0.000238684
,
9506084,6.10E-05
,
9703159,2.59E-06
,
9704114,0.000215053
,
9801007,5.71E-07
,
9801207,8.60E-05
,
9803087,2.86E-06
,
9710024,1.58E-05
,
9804061,6.46E-05
,
9803139,1.60E-05
,
9808125,1.01E-05
,
9606139,0.000739324
,
9703051,2.36E-05
,
9704043,6.30E-05
,
9707027,1.45E-05
,
9708118,0.000282834
,
9802067,0.001029584
,
9812015,3.75E-08
,
9812155,2.28E-06
,
9810014,6.44E-06
,
9811119,1.32E-06
,
9904210,8.92E-07
,
107152,0.000226928
,
1132,9.17E-06
,
2037,1.58E-05
,
3242,5.50E-05
,
3263,0.000250146
,
5049,0.000729816
,
6047,6.35E-05
,
6100,0.000157016
,
6189,0.000240246
,
6224,1.00E-04
,
9072,2.38E-05
,
9112,0.000120388
,
9247,0.000197734
,
10196,0.000154622
,
10217,1.00E-05
,
10222,0.000194022
,
10223,0.000395506
,
11017,0.0004105
,
11079,0.000354043
,
12041,8.53E-05
,
12054,0.000192217
,
101114,0.0003241
,
101135,7.00E-05
,
104041,1.44E-05
,
104147,0.0002825
,
104200,0.000229603
,
105014,5.98E-05
,
105063,8.07E-05
,
105077,2.44E-05
,
105159,7.97E-05
,
105216,2.54E-05
,
106079,5.52E-05
,
106262,3.40E-05
,
107063,0.000531003
,
9507158,0.001264976
,
9508072,0.000218625
,
9602111,3.48E-05
,
9603090,0.000136618
,
9606040,0.000393495
,
9607108,0.000165259
,
9608005,5.66E-05
,
9610105,0.000199846
,
9610157,0.000645305
,
9611161,1.44E-05
,
9612076,1.98E-06
,
9701054,0.000144716
,
9702103,4.68E-05
,
9703082,8.95E-05
,
9703101,1.09E-05
,
9704147,3.19E-05
,
9708065,3.03E-06
,
9712186,0.000509027
,
9801205,1.91E-05
,
9802033,1.18E-05
,
9803142,1.94E-05
,
9805220,5.69E-06
,
9807056,1.51E-05
,
9807087,3.91E-05
,
9812049,0.000453469
,
9902100,8.40E-05
,
9906200,0.000169985
,
9907013,1.27E-05
,
9907131,9.84E-06
,
9908135,2.62E-05
,
9910170,6.43E-05
,
9910172,2.31E-05
,
9911161,0.000264116
,
9912147,9.30E-06
,
9912188,1.06E-05
,
107153,0.000138275
,
3025,0.000217449
,
4073,6.60E-05
,
6011,0.000160145
,
102095,3.24E-05
,
103170,0.001050983
,
103183,3.59E-05
,
105101,0.000105393
,
106267,3.19E-05
,
208020,0.000447165
,
9505054,9.51E-05
,
9506048,2.20E-05
,
9510101,0.001190861
,
9512059,0.001402495
,
9512077,0.00124883
,
9601038,0.000636009
,
9604041,0.000386846
,
9604178,6.09E-05
,
9607163,0.001038194
,
9608163,0.000448297
,
9609017,0.000189482
,
9611090,8.88E-05
,
9712028,0.000444815
,
9802012,5.99E-05
,
9802049,0.000263871
,
9802108,0.000239494
,
9804208,0.000608671
,
9805141,6.40E-06
,
9805168,0.000795441
,
9805201,1.34E-06
,
9806226,1.58E-05
,
9806238,2.02E-05
,
9812209,8.90E-06
,
9906011,4.46E-05
,
9912271,0.002823444
,
9506026,6.32E-05
,
107154,3.66E-07
,
6160,0.000202808
,
8083,0.000825451
,
10160,4.09E-05
,
107155,7.01E-05
,
2016,0.000101408
,
5222,3.82E-05
,
10268,5.14E-05
,
107216,1.00E-06
,
9602011,9.26E-05
,
9602022,0.005351953
,
9607112,0.000104713
,
9609086,5.00E-05
,
9703214,1.67E-05
,
9706148,4.20E-06
,
9710136,4.34E-05
,
9711162,0.011969016
,
9712004,0.000546168
,
9803031,0.000171724
,
9807199,1.69E-06
,
9810072,0.000390075
,
9903205,0.0015782
,
9908142,0.044043468
,
9911068,0.000116465
,
4104,6.14E-05
,
6091,0.000197968
,
9153,4.73E-05
,
105094,0.000511223
,
107156,2.24E-05
,
2091,0.000261506
,
3118,0.000186126
,
3237,0.000567066
,
10141,3.66E-05
,
11118,1.77E-05
,
101027,3.83E-05
,
105048,0.001274312
,
9711200,0.080417805
,
9905012,0.000542355
,
9905111,0.01586417
,
9906064,0.027861581
,
9906182,0.000165893
,
9908076,0.000139105
,
9911043,6.26E-05
,
9912001,0.000113576
,
107157,8.56E-06
,
5282,4.53E-05
,
9209027,5.68E-06
,
9307080,1.96E-05
,
9401086,0.000135699
,
9401115,0.00035097
,
9407026,1.01E-05
,
9410105,2.18E-05
,
9506058,8.80E-05
,
9705103,4.15E-05
,
9301003,8.05E-05
,
9306091,0.000156974
,
9303046,0.001415025
,
9209049,0.000710374
,
9212149,0.001846053
,
9301068,0.003048701
,
9306013,0.000742451
,
9307111,0.000411986
,
9309128,0.000361835
,
9311015,0.000482717
,
9401044,2.42E-05
,
9401153,0.002709131
,
9501092,7.45E-05
,
9507088,1.62E-05
,
9508003,0.000271703
,
107158,0.00012027
,
5263,6.37E-05
,
6003,0.000108947
,
102049,1.01E-05
,
104247,4.20E-05
,
105050,0.000123127
,
9302044,0.000191179
,
9906065,3.36E-05
,
107159,2.89E-05
,
6201,7.99E-05
,
12124,2.23E-05
,
9205068,0.002868519
,
9310151,9.01E-05
,
9509115,1.24E-05
,
9606087,3.02E-05
,
9703059,5.75E-05
,
9704177,2.71E-05
,
9807011,4.79E-05
,
9807067,7.17E-07
,
9812118,3.36E-05
,
9907112,8.34E-07
,
9907184,1.19E-05
,
9909116,2.10E-06
,
9912108,3.88E-06
,
107160,0.000789986
,
2142,4.57E-07
,
3029,6.52E-05
,
3184,0.0004416
,
7007,0.000527811
,
9096,0.000289462
,
9137,2.15E-05
,
11102,0.000478526
,
12128,0.000418631
,
12149,1.09E-06
,
102156,1.39E-05
,
103064,4.51E-05
,
103197,6.82E-05
,
105046,0.000664451
,
105123,2.33E-05
,
105248,5.77E-05
,
9201080,8.32E-05
,
9207032,0.000128376
,
9303160,0.00109384
,
9307037,5.20E-05
,
9308037,7.15E-05
,
9407151,2.38E-05
,
9503209,0.000263421
,
9509166,0.000872578
,
9510149,0.000127799
,
9511134,0.000370666
,
9512175,0.000143205
,
9512210,7.90E-05
,
9603156,0.000209829
,
9604026,2.92E-05
,
9605062,0.000104924
,
9605151,0.000243611
,
9606050,0.000122579
,
9606102,0.000125728
,
9606130,5.90E-05
,
9606138,0.000230746
,
9606154,0.000190559
,
9609238,0.000291597
,
9610168,3.25E-05
,
9611160,0.00019342
,
9703028,6.78E-06
,
9705240,4.83E-05
,
9707090,7.22E-06
,
9710248,0.000321526
,
9802109,0.022155625
,
9802150,0.03094901
,
9807034,0.00043841
,
9807091,5.84E-05
,
9808124,0.001180678
,
9808169,0.000828114
,
9812016,3.20E-05
,
9903162,0.000734023
,
9909068,9.39E-05
,
9911163,0.000117069
,
9912143,2.10E-05
,
9206063,8.92E-05
,
9302027,4.96E-05
,
9304011,0.008069312
,
9201079,4.41E-06
,
9204097,5.62E-06
,
107161,2.89E-06
,
104003,5.54E-05
,
9211059,0.000244483
,
9407190,0.001378691
,
9902098,0.00069908
,
9912281,1.26E-05
,
107162,6.92E-05
,
6120,0.000162878
,
10269,7.44E-05
,
11257,2.76E-05
,
12141,0.002520455
,
102122,4.31E-05
,
102183,4.29E-05
,
102201,0.000136724
,
9201056,0.004294765
,
9206084,0.005270921
,
9207094,0.001195425
,
9406095,6.07E-06
,
9705038,7.77E-05
,
9705241,0.000320882
,
9811237,0.000232716
,
9912151,3.14E-05
,
107163,0.000825171
,
3004,0.000131117
,
4036,0.000103121
,
7146,0.000428323
,
101176,8.08E-05
,
102077,0.000543339
,
105038,0.000976814
,
106109,0.000888434
,
106112,0.000262302
,
106113,0.001039074
,
9202085,0.000109805
,
9203079,0.000883524
,
9204099,0.007738531
,
9306069,0.00147772
,
9307168,0.000331801
,
9308100,0.000107879
,
9308139,0.000927697
,
9309145,0.000944834
,
9401070,0.002676807
,
9409089,0.008520396
,
9412232,4.95E-05
,
9511227,2.99E-05
,
9601029,0.006985581
,
9602052,0.002621185
,
9607235,0.000429385
,
9612197,0.000219076
,
9712251,0.000730045
,
9806026,0.000435284
,
9812013,0.000187841
,
9812056,0.001252232
,
9812193,0.000322188
,
9907030,4.94E-06
,
9912224,5.91E-05
,
9205095,1.73E-05
,
9302127,1.51E-06
,
9307057,1.30E-06
,
9402125,4.26E-05
,
9402136,0.000186456
,
9503016,0.00018924
,
9506138,5.48E-05
,
9506182,0.000160193
,
9504147,0.000536166
,
9602043,0.000983236
,
9603078,0.000136345
,
9605112,1.21E-05
,
9609075,9.10E-06
,
9612146,0.000341559
,
9707170,1.56E-05
,
9803025,6.26E-05
,
107164,0.000118356
,
3272,8.29E-06
,
4186,0.000467091
,
8031,0.000119667
,
8225,8.65E-05
,
12016,1.75E-05
,
9603136,0.000132115
,
9605038,3.73E-05
,
9712211,4.72E-05
,
9902005,4.99E-05
,
9906119,5.11E-05
,
9907014,1.77E-05
,
9907090,5.88E-06
,
9909035,2.17E-06
,
9909218,8.71E-05
,
9912082,1.20E-05
,
9912083,1.71E-05
,
9601146,7.00E-05
,
9605229,0.000517971
,
9702161,1.90E-06
,
9704153,3.42E-06
,
9708006,1.82E-06
,
9709080,3.94E-06
,
9803127,1.80E-05
,
9804139,8.42E-06
,
9804164,1.21E-05
,
9804174,7.92E-05
,
9901107,1.70E-06
,
9902111,3.39E-05
,
9903095,0
,
9907157,1.31E-06
,
107165,1.99E-05
,
12072,0.000276326
,
104136,0.00019092
,
105314,1.50E-06
,
106235,0.000511857
,
107116,0.000223367
,
9701137,6.04E-05
,
9808141,0.000544564
,
9810188,0.001890943
,
9903128,2.34E-07
,
9906055,4.60E-05
,
9908030,5.65E-07
,
9605033,0.000623927
,
9710206,0.000120882
,
9811035,0.000337288
,
9902196,2.92E-06
,
107166,0.000604812
,
1133,5.62E-06
,
2103,9.81E-06
,
4165,8.87E-05
,
5067,0.000800699
,
6049,1.19E-05
,
7024,0.000836185
,
7090,0.000228716
,
8142,0.002555695
,
8173,4.32E-05
,
8230,7.00E-05
,
8250,0.000214336
,
10091,1.64E-05
,
11073,0.000359405
,
11089,0.000286361
,
11130,2.02E-05
,
11256,0.00033504
,
11269,8.16E-05
,
12156,5.16E-05
,
12157,1.97E-05
,
101096,3.67E-05
,
101206,6.20E-06
,
103115,0.00019777
,
103167,9.66E-05
,
103177,2.60E-05
,
105096,9.94E-05
,
105155,0.000441236
,
105208,4.00E-05
,
106026,1.95E-05
,
106034,0.000123216
,
106040,7.03E-05
,
106162,1.70E-05
,
106177,7.62E-05
,
107036,8.11E-05
,
107138,0.000144073
,
107143,0.00013138
,
9410206,3.94E-05
,
9503030,0.000384012
,
9508033,5.54E-05
,
9511030,0.001463167
,
9602032,1.95E-05
,
9603167,0.002312409
,
9605049,3.39E-05
,
9606169,6.90E-05
,
9610106,0.000128477
,
9701057,3.92E-05
,
9704059,1.63E-05
,
9704151,0.00024162
,
9704185,1.27E-05
,
9705163,2.92E-05
,
9706051,1.80E-05
,
9706158,0.000105729
,
9708040,1.71E-05
,
9710149,0.000563287
,
9711201,2.25E-05
,
9801114,1.83E-05
,
9802103,6.38E-05
,
9803141,7.40E-06
,
9804026,6.74E-05
,
9804110,6.28E-06
,
9805157,0.000164424
,
9806008,6.51E-06
,
9806044,4.24E-06
,
9806080,4.81E-05
,
9807235,0.000108602
,
9808139,0.000274286
,
9812071,5.79E-05
,
9812088,0.000134339
,
9903051,5.78E-05
,
9905098,2.41E-05
,
9907086,5.08E-06
,
9908023,5.53E-05
,
9908072,4.90E-05
,
9908130,2.31E-05
,
9909172,8.13E-05
,
9911021,1.95E-06
,
9911190,5.92E-07
,
9912204,2.99E-05
,
9409096,4.18E-05
,
9409184,1.39E-07
,
9506006,1.40E-05
,
9202046,0.000425113
,
9304104,3.60E-05
,
9307171,3.26E-05
,
9505080,2.05E-06
,
9508073,5.22E-06
,
9510009,5.17E-05
,
9510094,1.29E-06
,
9601036,0.000128881
,
9203025,9.80E-05
,
9406132,0.00010698
,
9501131,3.40E-05
,
9502077,0.000558443
,
9505098,0.00012472
,
9507162,2.13E-06
,
9512034,6.76E-06
,
9512155,0.000184922
,
9602045,0.000167478
,
9603074,0.001862793
,
9604112,0.000136633
,
9605170,0.000108291
,
9605221,6.65E-06
,
9607138,2.11E-06
,
9607144,3.57E-05
,
9609027,4.90E-06
,
9609137,0.000443923
,
9607137,3.34E-07
,
107167,0.000300294
,
1212,2.69E-06
,
2190,5.32E-05
,
3054,1.51E-05
,
4057,2.73E-05
,
5016,0.000246279
,
5217,0.000150972
,
6059,7.97E-05
,
6215,6.72E-05
,
8041,9.68E-05
,
8054,0.000502452
,
8128,0.000133168
,
9022,9.93E-05
,
9199,6.31E-05
,
11111,0.000227567
,
11245,3.15E-05
,
12049,4.78E-05
,
102125,0.000644573
,
103031,0.000255923
,
9510017,0.027850474
,
9602070,0.001856447
,
9603133,0.000368233
,
9603142,0.003888245
,
9611213,0.000726779
,
9612128,0.00159672
,
9709093,8.68E-06
,
9802183,0.001194891
,
9803015,0.000268738
,
9803076,9.03E-05
,
9803086,0.000202889
,
9803214,1.23E-05
,
9804092,2.81E-05
,
9804184,0.000142421
,
9806091,3.35E-06
,
9806143,2.88E-06
,
9807082,5.21E-06
,
9808048,5.65E-07
,
9809147,0.000182872
,
9810010,0.00018764
,
9811193,2.52E-05
,
9812163,2.32E-05
,
9902080,3.14E-06
,
9904007,7.86E-09
,
9904211,7.86E-09
,
9905033,7.86E-09
,
9905137,1.33E-06
,
107168,1.40E-05
,
2009,2.79E-05
,
6137,0.000228932
,
101029,0.000702369
,
103013,0.000771947
,
103179,0.00061908
,
106011,0.00068873
,
106016,1.66E-05
,
9710191,2.01E-05
,
107169,2.31E-05
,
2145,5.47E-05
,
12052,5.75E-05
,
103171,0.000265817
,
104180,0.000128712
,
104181,8.00E-05
,
105017,8.39E-06
,
106201,0.001036452
,
9605016,0.000117197
,
9610068,1.24E-05
,
9611175,3.30E-06
,
9905177,5.52E-05
,
9906022,6.84E-05
,
9410215,4.53E-05
,
9411187,0.000852601
,
9506200,0.000409291
,
9511064,0.000155869
,
9601177,0.000471004
,
9602051,0.000633948
,
9602065,0.000143561
,
9603060,0.000135019
,
9603061,7.57E-05
,
9603109,0.000224791
,
9603195,5.79E-05
,
9604042,0.000174232
,
9605091,5.28E-05
,
9606031,1.51E-05
,
9606185,0.000164652
,
9607149,6.69E-05
,
9512031,0.000173629
,
9604166,0.000263681
,
9608108,4.66E-05
,
9609076,2.40E-05
,
9610172,5.47E-05
,
107170,0
,
7132,1.58E-08
,
107171,2.40E-07
,
10199,5.41E-05
,
107172,0.000121234
,
4147,0.000688545
,
7089,4.58E-05
,
8013,0.000226403
,
8042,0.00016348
,
8075,0.000487535
,
8144,2.39E-05
,
8205,9.52E-05
,
9101,4.79E-05
,
10122,0.000185499
,
10204,6.35E-05
,
10258,3.20E-05
,
11125,0.000237053
,
11131,0.000360924
,
11147,4.81E-05
,
12145,0.000492679
,
12218,0.000212293
,
101016,3.45E-05
,
102158,0.000185902
,
103124,0.000175205
,
104036,0.000116481
,
104045,2.38E-05
,
104139,7.81E-05
,
105139,5.08E-05
,
105166,0.000570034
,
106024,2.53E-05
,
106048,0.01339655
,
106121,2.38E-06
,
106217,1.47E-05
,
107087,9.37E-06
,
107106,0.000361167
,
9510161,0.000200037
,
9601057,0.000201886
,
9603194,8.97E-05
,
9611173,0.000615574
,
9710230,0.000233812
,
9711165,0.002601151
,
9802088,5.62E-05
,
9805034,5.21E-05
,
9809100,1.16E-05
,
9811213,2.04E-06
,
9901080,8.60E-05
,
9904095,3.81E-05
,
9907132,1.76E-06
,
9907166,0.000146887
,
9908056,0.00078643
,
9908134,0.000257395
,
9908152,2.28E-05
,
9909214,0.000134712
,
9910004,0.000170145
,
9910052,5.28E-05
,
9910053,0.002293973
,
9911041,5.50E-05
,
107173,0.000107597
,
2230,0.000296171
,
9501127,0.000389702
,
9806004,0.000236624
,
9806087,0.000964882
,
9808032,3.04E-05
,
9812032,0.00011889
,
9910267,8.81E-06
,
9609085,0.00020207
,
9709064,4.28E-05
,
9711002,0.001731686
,
9802203,9.09E-05
,
9803028,0.000546142
,
9803119,7.39E-07
,
9803131,0.001871707
,
9803251,0.000107519
,
9804035,4.30E-05
,
9804041,0
,
9804058,0.000270582
,
9804083,0.000121258
,
9804099,5.71E-06
,
9804170,7.58E-05
,
9805114,0.000875924
,
9805171,0.000428668
,
107174,2.79E-07
,
1197,0.000362659
,
1206,0.00037486
,
3002,1.57E-06
,
12143,0.000428635
,
106120,0.000548102
,
106237,7.26E-07
,
9910149,0.000179246
,
9910174,8.82E-05
,
107175,6.27E-06
,
6158,1.22E-05
,
7064,0.000474839
,
7177,7.75E-05
,
10186,7.18E-05
,
105091,4.06E-05
,
9911181,7.64E-06
,
9912118,4.31E-05
,
107176,2.91E-05
,
1071,6.75E-05
,
1159,2.76E-05
,
3197,0.00025284
,
7018,0.002008087
,
7044,0.000469478
,
11045,1.77E-06
,
12104,0.000440008
,
12110,3.83E-05
,
103233,0.000212361
,
103239,0.000961184
,
104056,9.47E-05
,
104073,0.000189476
,
105032,0.000111081
,
105061,3.92E-05
,
105199,3.25E-05
,
105203,2.71E-05
,
105204,0.000227923
,
105212,8.49E-06
,
106179,0.000103902
,
106241,0.000102623
,
106282,9.22E-06
,
107148,7.89E-06
,
9605136,7.97E-05
,
9608019,8.31E-05
,
9609209,9.70E-05
,
9707143,5.18E-05
,
9710208,3.09E-05
,
9711197,4.10E-05
,
9801030,4.67E-05
,
9803235,0.000504319
,
9805181,0.000256114
,
9806051,0.000235338
,
9811141,1.68E-05
,
107177,0.001113999
,
3136,0.003620732
,
6010,6.04E-05
,
7191,0.00098957
,
8001,0.000466147
,
11023,8.19E-05
,
11190,6.91E-05
,
12011,0.000108427
,
12136,2.80E-05
,
102185,0.000313814
,
103011,0.000246349
,
103067,0.000389161
,
103155,8.42E-05
,
103223,3.17E-05
,
104124,1.25E-05
,
104208,2.85E-05
,
105225,5.80E-05
,
9301042,0.004901624
,
9301043,0.000319093
,
9402005,0.000339739
,
9408013,0.000270932
,
9501068,0.002237774
,
9504090,0.001679615
,
9504145,0.00096954
,
9506150,0.000170805
,
9609122,0.000247497
,
9702202,0.000140278
,
9705199,0.000478673
,
9708147,0.001039645
,
9805112,0.000314697
,
9805183,1.09E-05
,
9806030,0.000100911
,
9808014,1.41E-05
,
9811131,0.000181749
,
9812205,0.000263722
,
9901154,6.58E-06
,
9902029,3.09E-05
,
9902186,4.96E-06
,
9907026,0.000812995
,
107178,0.000135731
,
3007,0.000892782
,
10090,0.000168622
,
10105,0.000618761
,
105311,4.27E-05
,
107200,5.60E-05
,
9510227,0.000188994
,
9601150,0.000554388
,
9612115,0.00278935
,
9703052,3.52E-05
,
9705084,6.10E-05
,
9705130,0.000181687
,
10158,2.89E-05
,
12068,4.00E-05
,
9604119,0.000120042
,
9707079,0.000235784
,
107179,1.53E-05
,
2101,4.64E-06
,
4071,1.06E-05
,
9231,1.73E-05
,
10113,0.000262939
,
10187,8.27E-05
,
10256,0.000143087
,
10264,0.000397327
,
12184,2.77E-05
,
101177,5.00E-06
,
102092,0.000404039
,
104021,6.81E-05
,
104232,0.000532195
,
106072,7.50E-05
,
106242,1.64E-05
,
9912238,1.26E-05
,
107180,0.000249261
,
1053,0.000768463
,
5048,0.000508517
,
5183,0.000459073
,
6023,9.47E-05
,
6062,0.000434857
,
6085,9.44E-05
,
8073,6.92E-05
,
9140,0.000113085
,
9181,0.000107619
,
9182,0.000238339
,
11054,6.87E-07
,
11282,0.000257167
,
12093,7.26E-05
,
12183,0.000207202
,
103154,0.000654785
,
106129,6.41E-05
,
9210116,2.52E-06
,
9705221,0.000393847
,
9802042,0.000706708
,
9803002,0.000824996
,
9807226,0.000103893
,
9808017,4.22E-05
,
9808149,0.000263842
,
9809022,0.000203268
,
9910099,1.99E-06
,
107181,9.54E-06
,
5270,7.39E-05
,
104081,6.54E-05
,
9504081,0.000765014
,
9806106,7.90E-05
,
9811101,1.96E-05
,
107182,4.68E-06
,
102106,7.50E-05
,
9507105,5.57E-05
,
9607161,0.001891925
,
9806117,4.82E-06
,
9909064,5.44E-05
,
107184,3.57E-05
,
3057,0.000469334
,
3204,4.01E-05
,
5159,5.36E-05
,
9401139,0.010615945
,
9807198,1.61E-05
,
9810099,9.95E-06
,
9810116,2.66E-05
,
9810185,1.79E-06
,
9810219,3.47E-05
,
9812219,0.001139888
,
9906161,0.0001038
,
9906192,0.00048651
,
9908019,3.39E-05
,
9909176,2.47E-05
,
9911018,4.06E-07
,
9912038,1.27E-06
,
9912293,3.12E-06
,
107185,0.000136433
,
1111,8.73E-07
,
2194,4.43E-07
,
6018,1.93E-05
,
8125,0.000274273
,
10022,9.10E-05
,
11033,0.000160051
,
102009,4.05E-05
,
104061,9.86E-06
,
104146,0.000128943
,
104236,0.00015121
,
106067,7.85E-05
,
9610249,0.000397174
,
9611159,0.000522627
,
9612080,0.000471504
,
9612120,0.000101562
,
9701125,0.001015634
,
9711179,0.000110696
,
9808074,2.39E-05
,
9903210,0.00011613
,
9906214,8.76E-05
,
9907211,1.74E-05
,
9909095,0.000184664
,
9909132,2.59E-06
,
9909139,9.57E-06
,
9912070,1.49E-05
,
107186,3.04E-05
,
2189,4.49E-06
,
103247,0.000228368
,
105001,9.48E-05
,
106149,0.000633997
,
106200,0.000570228
,
107040,1.24E-07
,
9805125,3.20E-05
,
9806042,3.83E-05
,
9806159,0.00080386
,
9808004,8.47E-06
,
9810226,2.55E-05
,
9908163,3.00E-06
,
107187,6.81E-05
,
6147,0.000267162
,
8093,2.42E-06
,
9161,1.26E-05
,
102026,0.000260789
,
105141,2.32E-05
,
9609035,3.57E-05
,
9610193,0.001201296
,
9705151,0.001799281
,
9705176,0.000343205
,
9807069,0.001137995
,
9808127,2.32E-06
,
9808129,0.000145139
,
9811077,0.000183146
,
9812090,0.000289551
,
9905147,0.00026963
,
9905215,1.26E-05
,
9906198,3.03E-05
,
9907180,9.36E-05
,
107188,4.28E-06
,
9402015,0.000202806
,
9612163,1.80E-06
,
9707028,2.66E-05
,
9908124,0.000308724
,
9407056,5.14E-05
,
9605231,9.71E-05
,
107189,5.33E-05
,
1199,4.94E-06
,
5065,0.000221223
,
9242,0.000448819
,
12234,0.00126828
,
102176,1.61E-05
,
105200,3.99E-05
,
105252,2.49E-05
,
105283,0.00023579
,
106004,0.000184256
,
106005,0.000273802
,
106171,0.000183959
,
107035,0.000122895
,
107131,1.04E-05
,
9609112,0.001002429
,
9612148,0.000153944
,
9806024,6.78E-05
,
9806194,0.000421548
,
9812027,5.09E-06
,
9812046,5.07E-05
,
9812100,4.10E-07
,
9901122,8.52E-06
,
9903219,7.07E-05
,
9904145,0.000197341
,
9908036,0.000844692
,
9908040,0.000368464
,
9909030,0.000207095
,
9909110,0.000125555
,
9909163,4.97E-05
,
107190,2.65E-05
,
4084,0.000260543
,
9243,0.000121395
,
105124,6.99E-06
,
106166,1.02E-06
,
9307036,0.000449263
,
9803165,5.04E-06
,
9809123,0.0001398
,
9811150,0.000126244
,
9902024,0.000342087
,
107191,0.000277032
,
4044,1.39E-05
,
106183,8.50E-05
,
9406208,0.000407427
,
9511157,0.000358262
,
9511167,0.000242319
,
9603141,2.59E-05
,
9611051,0.000878078
,
9305185,0.00078959
,
9404151,3.16E-05
,
9411028,0.007765358
,
9501030,0.000131901
,
9504027,0.000164152
,
9504047,0.000564627
,
9505053,0.000262285
,
9506122,5.57E-05
,
9506126,0.000302899
,
9506160,0.000135812
,
9506194,0.000122918
,
9507027,3.29E-05
,
9507050,0.000152651
,
9507121,0.001322285
,
9508144,1.61E-05
,
9509132,0.001258917
,
9510169,0.001382955
,
9510225,0.000149931
,
9510229,0.000389409
,
9510234,2.28E-05
,
9511026,2.26E-05
,
9511043,0.000557091
,
9205043,0.000703558
,
9304071,2.47E-05
,
9306154,0.000119054
,
9308048,0.000114553
,
9312200,2.74E-05
,
9402155,1.03E-05
,
9404077,5.35E-05
,
9406109,1.82E-05
,
9409164,3.73E-05
,
9506061,6.87E-05
,
9508112,2.28E-09
,
9601156,5.25E-10
,
107192,0
,
107193,0.000195396
,
7040,1.49E-05
,
9311037,0.000219662
,
9404013,0.000810284
,
9404173,0.000550616
,
9508025,3.22E-05
,
9604044,0.000868399
,
9605187,0.001225194
,
9610208,9.31E-07
,
9802100,1.94E-05
,
9908179,7.47E-05
,
9211133,3.64E-05
,
9211111,0.000685271
,
9507056,1.81E-07
,
9511210,4.82E-06
,
9609123,0.000494334
,
9611025,7.07E-09
,
9805008,0.000360404
,
9808153,1.79E-05
,
107194,5.65E-07
,
101088,3.59E-05
,
