,Id,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
31,1032,0.038665928,3.91e-05,0.000101189,0.065730443,0.004196209,0.001302272,7.7e-05,2295.571411,1.79e-05,4.62e-06,4.62e-06,0.119601878
32,1033,0.057998893,0.000116612,7.27e-07,0.078892796,0.006294313,0.004015338,0.010974403,2746.244391,8.76e-05,0.001638351,0.001638351,0.262106249
33,1034,0.001333308,0.0,3.04e-10,0.000178088,0.000144697,0.0,9.75e-33,5.833333333,3.87e-05,0.0,0.0,0.002546535
34,1035,0.045332468,5.16e-05,0.000101045,0.055138508,0.004919693,0.001917233,7.01e-05,1990.863139,2.24e-05,0.000212776,0.000212776,0.320634835
35,1036,0.009999809,1.15e-05,4.77e-06,0.01195051,0.001085226,0.000397916,2.12e-16,415.9349948,1.89e-05,4.56e-07,4.56e-07,0.218845969
36,1037,0.042665852,3.33e-05,0.000101267,0.05849562,0.0046303,0.001157575,1.81e-05,2285.298228,2.46e-05,2e-05,2e-05,0.025447199
37,1038,0.000999981,1.15e-06,1.53e-10,8.14e-05,0.000108523,3.62e-05,9.570000000000001e-35,2.5,3.76e-05,6.54e-10,6.54e-10,0.295187636
38,1039,0.002333289,6.47e-07,1.18e-11,0.007713293,0.00025322,0.000180871,1.97e-20,236.3960211,2.21e-05,3.6e-06,3.6e-06,0.582741084
39,1040,0.000666654,1.47e-25,5.04e-15,3.62e-05,7.23e-05,3.62e-05,5.47e-37,1.0,1.98e-05,1.31e-09,1.31e-09,0.277374555
40,1041,0.051332353,3.56e-05,0.000102677,0.077295725,0.005570829,0.001157575,0.003205427,2722.755214,7.63e-05,0.000336713,0.000336713,0.007634188
41,1042,0.005666558,5.02e-08,4.47e-06,0.058360841,0.000614962,7.23e-05,5.02e-05,2031.07578,9.01e-05,7.21e-05,7.21e-05,0.285008742
42,1044,0.030999408,3.44e-06,0.00010129,0.065453126,0.003364202,0.000108523,0.00012928,2420.839806,2.19e-05,1.9e-06,1.9e-06,0.239203756
43,1045,0.001333308,3.45e-12,1.53e-10,0.035541434,0.000144697,3.62e-05,7.78e-11,1097.541358,5.09e-05,0.0,0.0,0.241748462
44,1046,0.004333251,1.03e-11,1.52e-10,0.042309519,0.000470265,0.000217045,2.93e-09,1486.245626,6.68e-05,0.000101666,0.000101666,0.119601878
45,1047,0.022666234,2.3e-06,7.87e-05,0.063550407,0.002459847,0.000108523,0.000126996,2255.325326,2.98e-05,3.49e-06,3.49e-06,0.081431079
46,1048,0.001999962,2.8499999999999997e-25,2.3299999999999996e-23,0.000195536,0.000217045,7.23e-05,6.65e-29,7.95,3.76e-05,8.07e-09,8.07e-09,0.05598388
47,1049,0.038332601,1.27e-05,0.000102013,0.06710543,0.004160035,0.000397916,0.00014052,2568.861223,3.73e-05,6.65e-05,6.65e-05,0.223935451
48,1050,0.003666597,2.03e-06,4.3e-06,0.005681381,0.000397916,0.000217045,8.5e-23,184.7861916,1.73e-05,1.97e-06,1.97e-06,0.002546535
49,1051,0.033332697,2.3e-06,0.000101445,0.056152396,0.003617422,7.23e-05,2.54e-05,2167.56793,3.04e-05,3.3e-07,3.3e-07,0.096699385
50,1052,0.000666654,0.0,3.35e-11,0.000146506,7.23e-05,0.0,3.73e-33,4.916666667,2.12e-05,0.0,0.0,0.269740437
51,1053,0.067332048,0.000108711,0.000101725,0.074650505,0.007307191,0.003942989,0.00080367,2574.3304,2.53e-05,0.000411972,0.000411972,0.201032957
52,1054,0.042665852,8.2e-06,0.000103343,0.081437968,0.0046303,0.000289394,0.003541251,3048.360742,2.94e-05,1.91e-05,1.91e-05,0.007634188
53,1055,0.044332487,3.12e-05,0.000102409,0.073044224,0.004811171,0.000976704,0.000785686,2664.894505,3.6e-05,8.77e-05,8.77e-05,0.030536681
54,1056,0.03633264,2.32e-05,0.000102012,0.072075126,0.003942989,0.000832007,0.001358984,2529.673082,2.42e-05,0.000177912,0.000177912,0.259561543
55,1057,0.034666005,2.32e-06,0.00010272,0.069534693,0.003762118,7.23e-05,0.001438487,2528.987596,2.32e-05,1.15e-07,1.15e-07,0.043260281
56,1060,0.002999943,1.14e-06,4.42e-09,0.003621536,0.000325568,7.23e-05,2.53e-25,117.4333333,3.18e-05,5.52e-08,5.52e-08,0.16795157
57,1061,0.000999981,1.85e-25,6.859999999999999e-24,7.23e-05,0.000108523,3.62e-05,8.75e-36,2.0,2.13e-05,0.0,0.0,0.005086035
58,1062,0.019332964,7.49e-06,5.59e-05,0.050053772,0.002098104,0.00025322,1.57e-07,1885.268258,5.7e-05,5.53e-05,5.53e-05,0.244293238
59,1063,0.035332659,1.84e-05,0.000101663,0.068550189,0.003834467,0.000578787,0.000248849,2364.86229,2.55e-05,1.81e-06,1.81e-06,0.254472132
60,1064,0.004999905,8.73e-07,1.02e-08,0.006448794,0.000542613,7.23e-05,2.47e-22,223.9737734,4.44e-05,3.99e-07,3.99e-07,0.295187636
61,1065,0.031999389,4.63e-06,0.000102674,0.079700975,0.003472725,0.000144697,0.002952319,2893.404212,2.37e-05,9.55e-06,9.55e-06,0.23665905
62,1066,0.040332563,1.27e-05,0.000101564,0.073305545,0.00437708,0.000434091,0.000433511,2672.186088,4.88e-05,0.000123415,0.000123415,0.264650955
63,1067,0.003999924,1.68e-08,1.49e-06,0.005009878,0.000434091,7.23e-05,2.89e-22,166.2589827,3.88e-05,8.18e-07,8.18e-07,0.007634188
64,1068,0.039665909,2.3e-05,0.0001011,0.071057288,0.004304732,0.000759659,0.00035667,2502.799725,3.91e-05,2.85e-05,2.85e-05,0.076341597
65,1069,0.000333327,0.0,1.2999999999999998e-23,4.82e-05,3.62e-05,0.0,8.22e-36,1.5,3.21e-05,0.0,0.0,0.328269023
66,1070,0.003999924,3.1e-08,6.16e-10,0.008473772,0.000434091,7.23e-05,4.05e-19,272.4811522,8.72e-05,1.02e-06,1.02e-06,0.274829849
67,1071,0.063665451,0.000103302,0.00010193,0.074512735,0.006909275,0.003472725,0.004605223,2656.027452,2.65e-05,0.000122886,0.000122886,0.015268305
68,1072,0.026999484,2.31e-06,0.000101806,0.06936272,0.002930111,7.23e-05,0.000472305,2388.08361,1.98e-05,2.2e-09,2.2e-09,0.038170799
69,1073,0.011333117,6.92e-06,3.13e-05,0.06711203,0.001229923,0.000217045,8.73e-05,2334.220858,1.73e-05,1.73e-06,1.73e-06,0.389342315
70,1074,0.027999465,3.42e-06,0.000101012,0.049169426,0.003038634,0.000144697,7.91e-07,1820.55381,2.19e-05,1.26e-06,1.26e-06,0.335903141
71,1075,0.000666654,0.0,1.74e-09,0.004662417,7.23e-05,0.0,1.5e-20,143.402952,1.6e-05,0.0,0.0,0.015268305
72,1076,0.014999714,1.15e-06,4.23e-05,0.059072256,0.00162784,3.62e-05,1.81e-05,2116.669409,3.7e-05,1.42e-08,1.42e-08,0.022902493
73,1077,0.046665776,6.94e-06,0.000103159,0.082123103,0.00506439,0.000217045,0.003676261,3060.619655,4.83e-05,0.000107825,0.000107825,0.259561543
74,1080,0.028332792,0.0,0.000101653,0.065740797,0.003074808,0.0,2.18e-05,2231.88727,9e-05,0.0,0.0,0.015268305
75,1081,0.004666578,7.95e-07,1.35e-08,0.002363337,0.000506439,3.62e-05,4.11e-24,91.92160895,5.42e-05,0.000124032,0.000124032,0.117057172
76,1082,0.049999045,4.58e-05,0.00010264,0.079935334,0.005426132,0.001519317,0.002520677,2861.956982,4.04e-05,0.000612052,0.000612052,0.343537329
77,1083,0.050665699,1.44e-05,0.000102374,0.078644554,0.005498481,0.000470265,0.000452636,2894.957131,0.000110253,0.000304307,0.000304307,0.320634835
78,1084,0.057665566,8.85e-05,0.000101121,0.062485395,0.006258139,0.003291854,1.73e-05,2244.239698,1.9e-05,2.94e-05,2.94e-05,0.254472132
79,1085,0.019666291,8.13e-06,5.6e-05,0.079143224,0.002134279,0.000289394,0.002353316,2831.447852,6.2e-05,7.31e-05,7.31e-05,0.027991905
80,1086,0.001999962,4.41e-08,1.3e-06,0.007710035,0.000217045,0.000108523,2.95e-20,236.1460211,2.26e-05,1.31e-09,1.31e-09,0.300277048
81,1087,0.000666654,0.0,2.58e-10,8.14e-05,7.23e-05,0.0,8.75e-36,2.5,1.9e-05,0.0,0.0,0.251927355
82,1088,0.006999866,1.45e-06,2.66e-05,0.017271596,0.000759659,7.23e-05,2.16e-14,544.0139555,1.59e-05,3.58e-06,3.58e-06,0.297732342
83,1089,0.039332582,1.85e-05,0.000102425,0.07490455,0.004268557,0.000578787,0.000381934,2697.175779,2.87e-05,9.39e-05,9.39e-05,0.277374555
84,1090,0.006666539,3.44e-06,8.69e-06,0.003425799,0.000723484,0.000144697,6.2e-22,118.9202381,7.51e-05,5.6e-08,5.6e-08,0.297732342
85,1091,0.001666635,1.89e-09,1.31e-09,0.002078409,0.000180871,3.62e-05,4.24e-26,67.67380952,2.72e-05,3.33e-08,3.33e-08,0.010178894
86,1092,0.042999179,4.83e-05,0.000101882,0.071336659,0.004666474,0.001555491,0.001363777,2455.878807,1.7e-05,6.09e-06,6.09e-06,0.007634188
87,1093,0.035332659,2.29e-06,0.000101733,0.074917708,0.003834467,7.23e-05,0.000651857,2805.84531,4.09e-05,1.07e-05,1.07e-05,0.005086035
88,1094,0.004666578,0.0,1.5e-06,0.014212024,0.000506439,0.0,4.02e-15,455.3390387,6.67e-05,0.0,0.0,0.073796891
89,1096,0.000999981,7.68e-27,-1.2699999999999999e-23,8.14e-05,0.000108523,3.62e-05,8.75e-36,2.5,4.2e-05,3.93e-09,3.93e-09,0.025447199
90,1097,0.005333232,1.27e-06,3.88e-06,0.006595961,0.000578787,0.000144697,9.489999999999999e-23,231.6736846,5.34e-05,6.54e-06,6.54e-06,0.318090129
91,1098,0.033332697,3.46e-06,0.000102169,0.07484375,0.003617422,0.000108523,0.001210888,2737.618575,5.71e-05,5.97e-05,5.97e-05,0.119601878
92,1100,0.001666635,1.14e-06,4.18e-09,0.047969855,0.000180871,7.23e-05,9.09e-08,1607.667611,2.35e-05,3.49e-05,3.49e-05,0.203577663
93,1101,0.030666081,2.32e-06,0.000101414,0.07099301,0.003328028,7.23e-05,0.000253968,2516.378318,2.67e-05,1.41e-06,1.41e-06,0.094154679
94,1102,0.000666654,1.14e-06,3.11e-24,3.62e-05,7.23e-05,3.62e-05,5.47e-37,1.0,2.85e-05,1.69e-05,1.69e-05,0.295187636
95,1103,0.045999122,3.35e-05,0.000102943,0.08005538,0.004992042,0.001085226,0.004288769,2928.046889,3.66e-05,0.000567608,0.000567608,0.269740437
96,1105,0.0296661,8.07e-06,0.000101353,0.066447361,0.003219505,0.00025322,5.56e-05,2351.458172,2.09e-05,9.37e-05,9.37e-05,0.005086035
97,1106,0.033332697,8.1e-06,0.000101322,0.052282066,0.003617422,0.000289394,2.43e-06,2010.936072,3.39e-05,2.48e-06,2.48e-06,0.23665905
98,1107,0.033999351,2.19e-05,0.00010119,0.07153635,0.00368977,0.000723484,0.001570387,2452.250776,2.02e-05,2.57e-06,2.57e-06,0.101788867
99,1108,0.002666616,1.89e-12,1.36e-06,0.000849218,0.000289394,3.62e-05,1.0900000000000001e-29,29.08333333,9.04e-05,8.77e-08,8.77e-08,0.246837944
100,1109,0.033666024,3.44e-06,0.000101273,0.07942266,0.003653596,0.000108523,0.00270901,2872.803428,9.53e-05,0.000223067,0.000223067,0.282464037
101,1110,0.011666444,1.92e-07,1.71e-05,0.005580573,0.001266098,3.62e-05,6.6e-20,202.2265873,7.43e-05,1.25e-07,1.25e-07,0.203577663
102,1111,0.036999294,1.95e-05,0.000101568,0.067557229,0.004015338,0.000614962,0.000211372,2429.039773,2.24e-05,0.00016905,0.00016905,0.015268305
103,1112,0.007999847,1.61e-05,1.45e-07,0.042399583,0.000868181,0.000578787,3.84e-09,1584.655371,1.87e-05,5.57e-07,5.57e-07,0.376618716
104,1113,0.049332391,0.000149728,0.0,0.0,0.005353784,0.005353784,1.76e-38,0.0,1.55e-05,0.0,0.0,0.005086035
105,1114,0.031999389,2.46e-06,0.000101097,0.063589647,0.003472725,0.000108523,0.000392004,2306.482718,5.95e-05,3.06e-05,3.06e-05,0.351171516
106,1115,0.000666654,1.16e-06,7.65e-10,0.000115757,7.23e-05,3.62e-05,7.93e-34,3.75,1.61e-05,5.34e-09,5.34e-09,0.234114344
107,1116,0.000333327,0.0,-8.66e-24,3.62e-05,3.62e-05,0.0,5.47e-37,1.0,2.85e-05,0.0,0.0,0.277374555
108,1117,0.001333308,0.0,1.5e-09,0.004046749,0.000144697,0.0,1.17e-24,127.6747586,3.71e-05,0.0,0.0,0.007634188
109,1118,0.028999446,1.15e-05,0.000101094,0.071399363,0.003147157,0.000361742,0.00031637,2489.362651,1.67e-05,1.32e-05,1.32e-05,0.216301263
110,1119,0.000666654,1.14e-06,1.32e-09,0.000559748,7.23e-05,3.62e-05,1.9000000000000002e-29,16.41666667,1.58e-05,4.48e-08,4.48e-08,0.229024862
111,1121,0.019666291,1.05e-12,5.99e-05,0.049495375,0.002134279,3.62e-05,6.73e-07,1751.133906,5.49e-05,1.8e-05,1.8e-05,0.002546535
112,1122,0.043665833,2.67e-05,0.000102632,0.087586873,0.004738822,0.000868181,0.006786803,2928.863644,6.12e-05,0.000131478,0.000131478,0.206122369
113,1123,0.035332659,1.04e-05,0.000101369,0.067207219,0.003834467,0.000325568,0.000158765,2530.955421,6.16e-05,0.000260876,0.000260876,0.234114344
114,1124,0.018999637,2.17e-06,3.65e-05,0.015002812,0.00206193,0.000217045,2.79e-15,523.5107881,0.000102244,0.000264405,0.000264405,0.274829849
115,1125,0.034666005,1.16e-06,0.000101251,0.074103116,0.003762118,7.23e-05,0.000363292,2705.918536,8.2e-05,6.21e-06,6.21e-06,0.005086035
116,1126,0.03633264,1.8e-05,0.000102101,0.072966113,0.003942989,0.000578787,0.00074001,2583.828374,2.44e-05,1.58e-05,1.58e-05,0.262106249
117,1127,0.034999332,5.76e-06,0.000102964,0.07783958,0.003798293,0.000180871,0.001373524,2751.357473,3.32e-05,2.51e-05,2.51e-05,0.285008742
118,1128,0.016666348,5.69e-06,3.78e-05,0.043384361,0.001808711,0.000361742,1.27e-08,1578.824335,6.02e-05,1.09e-05,1.09e-05,0.234114344
119,1129,0.004666578,4.2e-06,1.75e-09,0.000354507,0.000506439,0.000325568,5.05e-31,13.06666667,2.63e-05,2.99e-07,2.99e-07,0.033081387
120,1130,0.029332773,4.61e-06,0.000101164,0.066438274,0.003183331,0.000144697,0.000118403,2361.527742,2.08e-05,6.32e-06,6.32e-06,0.257016838
121,1131,0.040332563,1.85e-05,0.00010212,0.079305425,0.00437708,0.000651136,0.002725665,2882.477228,7.18e-05,5.1e-05,5.1e-05,0.122146584
122,1132,0.045332468,3.44e-05,0.000101351,0.062529487,0.004919693,0.001157575,0.000117246,2408.025614,3.87e-05,4.24e-05,4.24e-05,0.239203756
123,1133,0.040999217,2.75e-05,0.000101545,0.071914083,0.004449428,0.000868181,0.000415758,2596.330519,4.46e-05,9.59e-05,9.59e-05,0.050894398
124,1134,0.01433306,3.62e-06,3.94e-05,0.072108307,0.001555491,0.000180871,0.000319984,2456.5299,6.52e-05,2.88e-05,2.88e-05,0.358805634
125,1135,0.033999351,1.03e-05,0.000102025,0.069028004,0.00368977,0.000325568,0.00012884,2482.591238,2.82e-05,5.54e-05,5.54e-05,0.002546535
126,1136,0.003666597,2.28e-06,1.67e-09,0.033144923,0.000397916,7.23e-05,7.62e-13,1126.926734,8.28e-05,3.49e-05,3.49e-05,0.053439174
127,1137,0.013333079,1.56e-06,1.71e-05,0.004818241,0.001446969,0.000325568,4.09e-20,176.8459957,3.74e-05,1.67e-07,1.67e-07,0.0127236
128,1138,0.044999141,2.66e-05,0.000102651,0.072909976,0.004883519,0.000868181,0.005011629,2596.670065,3.48e-05,5.58e-06,5.58e-06,0.035626093
129,1140,0.011999771,3.5e-06,3.81e-05,0.056626964,0.001302272,0.000144697,2.65e-06,1878.899998,4.16e-05,9.79e-06,9.79e-06,0.155227971
130,1141,0.025999504,1.14e-06,0.000101057,0.054522221,0.002821589,3.62e-05,8.52e-06,2065.744183,1.62e-05,2.89e-06,2.89e-06,0.269740437
131,1142,0.037999274,0.0,0.00010184,0.068663184,0.004123861,0.0,9.71e-05,2425.471836,8.47e-05,0.0,0.0,0.269740437
132,1143,0.042665852,3.57e-05,0.000101479,0.064682998,0.0046303,0.001157575,7.86e-05,2372.260009,2.85e-05,0.000180023,0.000180023,0.297732342
133,1144,0.035332659,1.38e-05,0.000101687,0.073843425,0.003834467,0.000434091,0.000454096,2668.981482,2.74e-05,5.54e-05,5.54e-05,0.015268305
134,1145,0.03299937,1.5e-05,0.000101106,0.072687839,0.003581247,0.000542613,0.000630905,2555.970124,2.19e-05,2.52e-05,2.52e-05,0.246837944
135,1146,0.000666654,0.0,1.53e-10,0.000144697,7.23e-05,0.0,5.9400000000000005e-33,4.916666667,3.25e-05,0.0,0.0,0.264650955
136,1147,0.000333327,0.0,5.14e-09,0.001046468,3.62e-05,0.0,2.79e-26,32.25238095,1.56e-05,0.0,0.0,0.279919331
137,1148,0.001333308,0.0,1.12e-08,0.012100824,0.000144697,0.0,6.41e-16,380.1600945,1.76e-05,0.0,0.0,0.020357787
138,1149,0.015333041,1.14e-06,4.02e-05,0.073221822,0.001664014,3.62e-05,0.000346641,2619.756182,4.64e-05,4.21e-06,4.21e-06,0.005086035
139,1150,0.028999446,1.14e-06,0.000101074,0.067632691,0.003147157,3.62e-05,7.5e-05,2441.804241,5.4e-05,2.02e-10,2.02e-10,0.142504371
140,1151,0.003999924,1.1e-06,1.28e-06,0.054476956,0.000434091,0.000217045,1.6e-05,1916.376458,3.09e-05,0.000160305,0.000160305,0.226480156
141,1152,0.000666654,9.75e-12,1.16e-10,0.007652658,7.23e-05,3.62e-05,1.48e-19,233.2496059,2.14e-05,2.17e-06,2.17e-06,0.223935451
142,1153,0.000333327,0.0,1.05e-14,3.62e-05,3.62e-05,0.0,5.47e-37,1.0,1.63e-05,0.0,0.0,0.002546535
143,1154,0.000333327,0.0,2.29e-10,3.62e-05,3.62e-05,0.0,5.47e-37,1.0,1.65e-05,0.0,0.0,0.376618716
144,1155,0.000666654,6.14e-15,5.44e-13,3.62e-05,7.23e-05,3.62e-05,5.47e-37,1.0,1.87e-05,0.0,0.0,0.203577663
145,1156,0.001666635,1.14e-06,3.06e-10,0.000393897,0.000180871,3.62e-05,8.72e-33,13.16666667,8.5e-05,2.05e-08,2.05e-08,0.206122369
146,1157,0.031666062,3.46e-06,0.000101337,0.071734899,0.00343655,0.000108523,0.000310443,2546.774711,3.75e-05,5.05e-06,5.05e-06,0.208667145
147,1158,0.011999771,2.29e-06,3.78e-05,0.013349402,0.001302272,7.23e-05,6.58e-16,451.1420724,2.66e-05,9.17e-07,9.17e-07,0.226480156
148,1159,0.055665604,7.42e-05,0.000101981,0.078608312,0.006041094,0.002459847,0.002458088,2752.369536,2.69e-05,0.000175655,0.000175655,0.277374555
149,1161,0.028999446,2.32e-06,0.000101079,0.066374966,0.003147157,0.000108523,5.36e-05,2348.799428,2.67e-05,2.94e-05,2.94e-05,0.027991905
150,1162,0.00333327,1.02e-07,4.45e-06,0.001449851,0.000361742,7.23e-05,8.26e-25,49.15,2.52e-05,2.61e-07,2.61e-07,0.318090129
151,1163,0.004999905,4.46e-07,8.86e-09,0.048007216,0.000542613,0.000108523,2.08e-07,1594.404628,4.71e-05,4.06e-05,4.06e-05,0.277374555
152,1164,0.005333232,4.45e-07,3.36e-09,0.044555136,0.000578787,0.000144697,4.11e-08,1482.297901,6.58e-05,2.77e-05,2.77e-05,0.010178894
153,1165,0.015666368,5.73e-06,4.37e-05,0.070238099,0.001700188,0.000217045,0.000241106,2449.038661,6.92e-05,5.12e-05,5.12e-05,0.241748462
154,1166,0.033666024,6.93e-06,0.000101296,0.071550603,0.003653596,0.000361742,0.001706031,2479.351617,2.71e-05,4.67e-06,4.67e-06,0.005086035
155,1167,0.040332563,4.02e-05,0.000101317,0.068231437,0.00437708,0.001338446,0.000166488,2410.91098,2.4e-05,9.71e-05,9.71e-05,0.358805634
156,1168,0.040999217,9.17e-06,0.000101408,0.05684763,0.004449428,0.000289394,6.51e-06,2268.49793,0.000103298,6.51e-06,6.51e-06,0.24938265
157,1169,0.032332716,4.94e-06,0.000101152,0.067857309,0.003508899,0.000217045,6.73e-05,2479.745219,4.05e-05,3.25e-06,3.25e-06,0.259561543
158,1170,0.037665948,8.04e-06,0.000101476,0.066913928,0.004087686,0.000289394,0.000255326,2551.176139,5.15e-05,3.1e-05,3.1e-05,0.173041052
159,1171,0.001666635,1.14e-06,2.47e-09,0.002768691,0.000180871,3.62e-05,2.72e-25,91.12662338,1.87e-05,0.0,0.0,0.216301263
160,1172,0.005999885,4.02e-11,4.04e-09,0.008128168,0.000651136,3.62e-05,1.11e-20,288.151445,4.45e-05,1.08e-07,1.08e-07,0.231569638
161,1173,0.005999885,4.59e-06,4.76e-08,0.052879707,0.000651136,0.000180871,1.02e-06,1936.594597,3.79e-05,5.17e-06,5.17e-06,0.277374555
162,1174,0.003666597,8.43e-07,4.3e-06,0.002463972,0.000397916,0.000108523,6.020000000000001e-27,77.80952381,2.53e-05,3.16e-07,3.16e-07,0.226480156
163,1175,0.007333193,1.43e-06,1.28e-05,0.04609065,0.000795833,0.000144697,3.14e-07,1586.034414,3.82e-05,1.6e-05,1.6e-05,0.218845969
164,1176,0.017333002,3.46e-06,5.45e-05,0.036639782,0.001881059,0.000108523,1.15e-10,1390.815135,2.83e-05,6.81e-07,6.81e-07,0.211211851
165,1177,0.037665948,9.3e-06,0.000102674,0.084640329,0.004087686,0.000325568,0.004735456,2971.108744,3.31e-05,2.92e-05,2.92e-05,0.229024862
166,1178,0.036999294,2.2e-05,0.000101795,0.079831523,0.004015338,0.00068731,0.005039799,2882.118836,3.05e-05,1.38e-05,1.38e-05,0.346082034
167,1179,0.031666062,6.36e-06,0.000102175,0.080221032,0.00343655,0.000217045,0.003286898,2898.038536,5.25e-05,0.00011783,0.00011783,0.035626093
168,1180,0.033666024,1.38e-05,0.00010137,0.068089813,0.003653596,0.000470265,0.000157938,2336.585822,3.24e-05,5.64e-05,5.64e-05,0.017813082
169,1182,0.040999217,4.49e-05,0.000101289,0.066062004,0.004449428,0.001519317,6.08e-05,2308.328832,1.66e-05,0.000117905,0.000117905,0.005086035
170,1183,0.01433306,2.41e-05,3.6e-07,0.072967674,0.001555491,0.000832007,0.00091006,2549.142313,4.39e-05,5.01e-05,5.01e-05,0.015268305
