Id,Degree-Centrality
9701015,0.001145432
9701007,3.82E-05
9701017,0.000114543
9701018,0.000419992
9701019,0.000419992
9701020,0.000419992
9701021,0.000152724
9701022,7.64E-05
9701023,0.000572716
9701024,0.000114543
9701025,0.00290176
9701026,7.64E-05
9701027,0.000305448
9701028,0.000305448
9701029,0.000114543
9509164,3.82E-05
9701032,0.000496354
9701033,0.000152724
9701034,0.000305448
9701035,0.000343629
9701037,0.002252682
9701039,3.82E-05
9509166,0.001298156
9701041,0.000114543
9701042,0.000572716
9701043,0.000419992
9701044,3.82E-05
9701045,0.001183613
9701040,3.82E-05
9701047,7.64E-05
9701048,0.000801802
9701049,3.82E-05
9701050,7.64E-05
9509168,7.64E-05
9701052,0.000190905
9701053,0.001107251
9701054,0.000496354
9701055,0.00106907
9509169,0.000152724
9701057,0.000458173
9701058,3.82E-05
9701059,7.64E-05
9701060,0.000610897
9701061,0.000610897
9701062,0.000496354
9701056,0.000152724
9701064,3.82E-05
9701065,7.64E-05
9701066,7.64E-05
9701063,3.82E-05
9701067,7.64E-05
9701069,0.000992707
9701071,3.82E-05
9701072,0.000152724
9701073,0.000458173
9701074,0.000114543
9701075,3.82E-05
9701076,0.000152724
9701077,0.000305448
9701078,0.001259975
9701079,3.82E-05
9701080,0.000572716
9701081,0.000572716
9701082,0.000343629
9701083,7.64E-05
9701084,0.000114543
9701085,0.000229086
9701087,7.64E-05
9701088,0.002367225
9701090,3.82E-05
9701091,0.000152724
9701092,0.000419992
9701093,0.001603604
9701094,0.000229086
9701095,0.001030888
9701096,0.000229086
9701097,0.000305448
9701098,7.64E-05
9701099,0.000152724
9701100,0.000305448
9701101,0.000190905
9701102,0.000343629
9701103,0.000190905
9701104,0.000305448
9701105,7.64E-05
9701106,0.000496354
9701107,0.000152724
9701108,0.000152724
9701109,0.000381811
9701111,7.64E-05
9701112,3.82E-05
9701113,0.000190905
9701114,7.64E-05
9701115,0.000534535
9701116,7.64E-05
9701117,0.000954526
9701118,0.000496354
9701119,0.000419992
9701120,0.000229086
9701121,0.000801802
9701122,0.000229086
9701123,0.000954526
9701124,0.000190905
9701125,0.003436295
9701126,0.000190905
9701127,0.000343629
9701128,0.001412699
9701129,0.000649078
9701130,3.82E-05
9701131,7.64E-05
9701132,0.000381811
9701133,7.64E-05
9701134,7.64E-05
9701136,3.82E-05
9701137,0.001107251
9701138,3.82E-05
9701139,0.000916345
9701140,0.000267267
9701141,7.64E-05
9701142,0.000878164
9701143,0.000381811
9701144,0.000458173
9701145,3.82E-05
9701146,7.64E-05
9701147,0.000381811
9701148,0.000496354
9701149,0.001832691
9701150,0.000305448
9701151,0.000801802
9701152,0.000229086
9701153,0.000381811
9701154,0.000267267
9701155,0.000419992
9701156,0.000114543
9701157,0.000152724
9701158,0.000152724
9701160,0.000114543
9701161,0.000190905
9701162,0.001412699
9701163,0.000916345
9701165,0.00072544
9701166,0.001985415
9701168,0.000381811
9701169,0.000610897
9701170,0.000992707
9701171,0.000267267
9701172,0.000152724
9701173,0.000534535
9701174,7.64E-05
9701175,0.000419992
9701176,7.64E-05
9701177,0.000267267
9701178,3.82E-05
9701179,0.000229086
9701180,3.82E-05
9701181,3.82E-05
9701182,3.82E-05
9701183,3.82E-05
9701185,0.000916345
9701186,0.001298156
9701187,0.001679966
9701188,0.000610897
9701190,0.000763621
9701191,0.000992707
9701193,3.82E-05
9308001,0.000190905
9308002,0.000229086
9308003,7.64E-05
9308005,0.000343629
9308006,3.82E-05
9308008,3.82E-05
9308009,0.000114543
9308012,3.82E-05
9308013,3.82E-05
9308014,7.64E-05
9308016,0.000114543
9308017,0.000114543
9308018,0.000458173
9308019,0.000267267
9308020,0.000763621
9308021,0.000190905
9308022,0.000229086
9308023,7.64E-05
9308025,3.82E-05
9308027,0.000496354
9308028,7.64E-05
9308029,3.82E-05
9308030,0.000190905
9308031,3.82E-05
9308034,0.000267267
9308035,3.82E-05
9308036,7.64E-05
9308037,0.000267267
9308038,3.82E-05
9308039,0.000152724
9308041,7.64E-05
9308042,0.000381811
9308043,7.64E-05
9308044,3.82E-05
9308045,0.000610897
9308046,0.000190905
9308047,0.000114543
9308048,0.000190905
9308049,3.82E-05
9308051,3.82E-05
9308052,0.000343629
9308053,7.64E-05
9308054,7.64E-05
9308057,0.000534535
9308058,3.82E-05
9308060,0.000496354
9308062,0.000152724
9308063,3.82E-05
9308066,0.000343629
9308067,3.82E-05
9308068,3.82E-05
9308070,3.82E-05
9308072,7.64E-05
9308073,0.000114543
9308074,3.82E-05
9308075,0.001183613
9308076,7.64E-05
9308077,0.000343629
9308078,3.82E-05
9308080,0.000152724
9308081,3.82E-05
9308083,0.001259975
9308085,3.82E-05
9308086,0.000267267
9308087,3.82E-05
9308090,0.000152724
9308091,7.64E-05
9308094,0.000229086
9308095,0.000190905
9308096,3.82E-05
9308099,0.000114543
9308100,0.00072544
9308101,3.82E-05
9308102,0.000114543
9308103,3.82E-05
9308106,0.000610897
9308107,3.82E-05
9308108,0.000152724
9308109,7.64E-05
9308110,3.82E-05
9308112,0.000954526
2001,3.82E-05
2002,3.82E-05
9308115,0.000305448
9308114,0.000343629
9308116,0.000381811
2006,3.82E-05
2007,0.000305448
2008,0.000190905
2009,0.000458173
9308122,0.001374518
2010,3.82E-05
2011,0.000267267
2012,7.64E-05
9308124,0.000687259
2015,7.64E-05
2016,0.000954526
9308129,0.00072544
9308125,0.000152724
9308131,0.000267267
2019,3.82E-05
2021,0.000190905
9308134,0.000267267
2023,0.000916345
9308136,0.000229086
2024,3.82E-05
9308135,3.82E-05
9308139,0.001527242
2027,0.000458173
2028,0.000381811
2030,7.64E-05
2025,7.64E-05
2029,3.82E-05
9308145,7.64E-05
2034,0.000954526
9308146,0.000114543
9308148,0.000152724
2037,0.001030888
9308149,3.82E-05
2033,7.64E-05
2039,0.000114543
2040,0.000458173
9308154,0.001183613
9308155,0.000229086
2044,0.000687259
2043,0.000190905
9308158,7.64E-05
2047,0.000152724
2046,0.000152724
2049,3.82E-05
2050,0.000267267
2051,3.82E-05
2052,3.82E-05
9308157,3.82E-05
2054,0.000572716
2053,3.82E-05
2056,0.000190905
2057,7.64E-05
2058,7.64E-05
2060,3.82E-05
2061,0.000190905
2062,0.000190905
2063,3.82E-05
2065,0.000152724
2066,0.000534535
2067,0.001030888
2068,3.82E-05
2069,3.82E-05
2070,0.000305448
2071,3.82E-05
2072,0.002023596
2073,0.001107251
2074,3.82E-05
2075,0.003932649
2076,0.000419992
2077,7.64E-05
2078,7.64E-05
2079,3.82E-05
2082,0.000229086
2084,0.000916345
2085,3.82E-05
2086,3.82E-05
2087,7.64E-05
2088,3.82E-05
2090,0.000610897
2091,0.003665381
2092,3.82E-05
2093,7.64E-05
2094,0.000649078
2095,3.82E-05
2096,3.82E-05
2098,0.000114543
2099,0.000267267
2100,0.000419992
2101,0.000229086
2102,3.82E-05
2103,0.000305448
2104,0.000152724
2105,3.82E-05
2106,0.000381811
2107,7.64E-05
2108,7.64E-05
2110,0.000267267
2111,0.000229086
2114,3.82E-05
2116,3.82E-05
2117,0.002405406
2118,7.64E-05
2119,0.00072544
2120,3.82E-05
2121,0.000763621
2122,3.82E-05
2123,7.64E-05
2125,0.000229086
2126,0.000152724
2127,3.82E-05
2128,7.64E-05
2129,3.82E-05
2130,0.000305448
2131,0.000114543
2132,0.000458173
2133,3.82E-05
2134,3.82E-05
2135,3.82E-05
2136,7.64E-05
2138,0.000267267
2139,3.82E-05
2140,0.000267267
2141,0.000152724
2142,0.000267267
2143,0.000954526
2145,0.000916345
2146,0.000267267
2147,0.000343629
2148,3.82E-05
2149,0.000343629
2150,3.82E-05
2151,3.82E-05
2152,7.64E-05
2153,3.82E-05
2154,0.000458173
2155,3.82E-05
2156,0.000114543
2157,0.000267267
2158,0.000992707
2159,0.002405406
2160,0.002252682
2161,0.001183613
2162,3.82E-05
2164,0.001298156
2165,3.82E-05
2166,3.82E-05
2167,0.000114543
2169,0.000114543
2170,0.000763621
2171,0.001145432
2172,0.000458173
2173,7.64E-05
2174,0.000572716
2175,0.000305448
2176,0.000305448
2179,0.000114543
2180,0.000649078
2181,3.82E-05
2182,7.64E-05
2183,0.000229086
2184,0.000114543
2185,3.82E-05
2186,0.002481769
2187,7.64E-05
2188,7.64E-05
2189,0.000458173
2190,0.001336337
2191,0.000229086
2192,0.000572716
2193,0.000419992
2194,0.000190905
2195,3.82E-05
2196,0.000190905
2197,3.82E-05
2198,0.000229086
2199,3.82E-05
2202,0.000572716
2203,7.64E-05
2204,0.000305448
2205,0.000992707
2206,7.64E-05
2207,0.000152724
2208,0.000114543
2209,0.000190905
2210,0.00072544
2211,0.003932649
2212,0.000190905
2213,0.000305448
2214,0.000114543
2215,0.000267267
2216,0.000190905
2217,0.000190905
2218,0.000152724
2219,0.000419992
2220,3.82E-05
2221,0.000190905
2222,0.002939941
2223,0.002558131
2225,0.000190905
2226,0.001870872
2227,0.000114543
2228,0.000878164
2229,0.000229086
2230,0.001641785
2231,0.000496354
2232,0.000114543
2233,0.000496354
2234,0.000229086
2235,0.000649078
2236,0.000419992
2237,0.002978122
2238,7.64E-05
2239,0.000381811
2240,0.000381811
2241,0.000267267
2242,0.001336337
2243,0.000114543
2244,0.000572716
2245,0.002252682
2246,0.000267267
2247,0.000305448
2248,7.64E-05
2249,0.000458173
2250,0.000839983
2251,3.82E-05
2252,0.000114543
2254,0.000114543
2255,0.000381811
2256,0.000534535
2258,0.000229086
2259,3.82E-05
9702001,7.64E-05
9702002,0.000763621
9702003,7.64E-05
9702004,3.82E-05
9702005,3.82E-05
9702006,0.000954526
9702007,0.000229086
9702008,0.001527242
9702009,0.000190905
9702010,0.000572716
9702011,3.82E-05
9702012,0.000687259
9702014,0.002558131
9702015,0.001565423
9702016,7.64E-05
9702017,0.000419992
9702018,0.000649078
9702019,0.000190905
9702020,7.64E-05
9702022,3.82E-05
9702023,0.000114543
9702024,0.000343629
9702025,0.000190905
9702026,0.000458173
9702027,0.000305448
9702028,7.64E-05
9702029,7.64E-05
9702030,0.000610897
9702031,0.000419992
9702032,0.000114543
9702033,3.82E-05
9702034,3.82E-05
9702035,0.000458173
9702036,7.64E-05
9702037,0.001107251
9702038,0.001030888
9702039,0.000381811
9702040,7.64E-05
9702042,0.000305448
9702043,0.000419992
9702045,0.000801802
9702046,0.000458173
9702047,0.000305448
9702048,7.64E-05
9702049,0.00072544
9702050,0.000114543
9702051,0.000267267
9702052,3.82E-05
9702053,0.000343629
9702054,0.000572716
9702056,0.000267267
9702057,0.000152724
9702058,0.000458173
9702059,0.000343629
9702060,7.64E-05
9702061,0.000229086
9702062,3.82E-05
9702063,3.82E-05
9702064,3.82E-05
9702065,0.000343629
9702066,0.000152724
9702067,0.000343629
9702068,0.000343629
9702070,3.82E-05
9702071,3.82E-05
9702072,0.000190905
9702073,3.82E-05
9702074,0.000229086
9702075,0.000381811
9702076,0.001489061
9702077,0.000992707
9702078,0.000152724
9702079,0.000419992
9702080,7.64E-05
9702081,0.000229086
9702082,0.000114543
9702083,0.001489061
9702084,0.000458173
9702085,0.000114543
9702086,0.001527242
9702087,0.000190905
9702088,0.000190905
9702089,0.000496354
9702090,7.64E-05
9702091,7.64E-05
9702092,3.82E-05
9702093,0.00072544
9702094,0.000839983
9702095,0.000152724
9702096,3.82E-05
9702097,0.000114543
9702098,0.000992707
9702099,0.000343629
9702100,7.64E-05
9702101,0.000878164
9702102,3.82E-05
9702103,0.000839983
9702104,3.82E-05
9702105,0.000687259
9702106,0.000878164
9702107,0.000763621
9702108,0.001259975
9702109,0.000801802
9702110,0.000572716
9702111,0.000649078
9702112,0.000114543
9702114,0.000152724
9702115,0.000343629
9702117,3.82E-05
9702118,0.000343629
9702120,0.000114543
9702121,3.82E-05
9702123,7.64E-05
9702125,7.64E-05
9702126,0.000152724
9702127,0.000419992
9702129,3.82E-05
9702130,3.82E-05
9702131,3.82E-05
9702132,0.000267267
9702133,0.001145432
9702134,0.000649078
9702135,3.82E-05
9702136,0.001298156
9702137,3.82E-05
9702138,0.000190905
9702139,0.000152724
9702140,3.82E-05
9702141,0.000152724
9702142,0.000229086
9702143,0.000152724
9702144,0.000114543
9702145,0.000114543
9702147,3.82E-05
9702148,3.82E-05
9702149,0.000152724
9702150,0.000114543
9702152,7.64E-05
9702153,0.000954526
9702154,0.001145432
9702155,0.001030888
9702156,0.000229086
9702158,0.000114543
9702159,0.000343629
9702161,0.000114543
9702162,0.000190905
9702163,0.000878164
9702164,0.000534535
9702165,0.000305448
9702166,0.001336337
9702167,0.000916345
9702168,0.000534535
9702169,0.000114543
9702170,0.000229086
9702171,0.000152724
9702172,0.000152724
9702173,0.000801802
9702174,0.001298156
9702176,3.82E-05
9702177,7.64E-05
9702178,0.000190905
9702179,0.000419992
9702180,0.001489061
9702181,0.000152724
9702182,0.000305448
9702183,3.82E-05
9702184,0.001221794
9702185,7.64E-05
9702186,0.000114543
9702187,0.003092665
9702188,0.000305448
9702189,0.000496354
9702190,0.000458173
9702191,7.64E-05
9702192,7.64E-05
9702193,0.000114543
9702194,0.001030888
9702195,3.82E-05
9702196,0.000534535
9702197,0.000114543
9702198,0.000763621
9702199,0.000534535
9702200,0.000496354
9702201,0.000878164
9702202,0.001221794
9702203,0.000801802
9702204,0.000305448
9702205,0.000610897
9309001,3.82E-05
9309002,0.000343629
9309003,0.000152724
9309004,3.82E-05
9309005,0.000114543
9309007,3.82E-05
9309008,0.000152724
9309011,0.000343629
9309012,0.000419992
9309013,0.000572716
9309014,0.000229086
9309015,3.82E-05
9309016,0.000381811
9309017,3.82E-05
9309018,3.82E-05
9309019,7.64E-05
9309021,0.000152724
9309022,0.000381811
9309023,0.000992707
9309025,0.000267267
9309026,7.64E-05
9309027,0.000305448
9309028,0.000381811
9309029,3.82E-05
9309030,0.000267267
9309033,0.000343629
9309034,0.000458173
9309035,0.000114543
9309036,0.000229086
9309037,3.82E-05
9309039,0.001718147
9309040,0.000190905
9309041,0.000343629
9309042,0.000419992
9309043,3.82E-05
9309044,0.000954526
9309045,0.000229086
9309046,0.000114543
9309047,3.82E-05
9309048,0.000152724
9309049,3.82E-05
9309050,0.000458173
9309051,3.82E-05
9309052,0.000267267
9309055,0.000839983
9309056,0.000152724
9309058,3.82E-05
9309059,0.000190905
9309060,3.82E-05
9309061,3.82E-05
9309062,3.82E-05
9309063,7.64E-05
9309064,3.82E-05
9309065,0.000152724
9309066,3.82E-05
9309067,0.000496354
9309068,3.82E-05
9309069,7.64E-05
9309070,3.82E-05
9309071,3.82E-05
9309072,3.82E-05
9309073,3.82E-05
9309074,3.82E-05
9309075,0.001603604
9309076,0.000114543
9309082,0.000114543
9309083,0.000343629
9309084,0.000114543
9309085,3.82E-05
9309086,7.64E-05
9309087,3.82E-05
9309090,3.82E-05
9309092,3.82E-05
9309093,0.000152724
9309094,0.000190905
9309095,0.000229086
9309096,3.82E-05
9309097,0.001374518
9309098,3.82E-05
9309099,7.64E-05
9309100,0.000229086
9309101,3.82E-05
9309102,7.64E-05
9309103,0.000152724
9309104,7.64E-05
9309105,0.000305448
9309106,0.000687259
9309107,0.000190905
9309108,0.000152724
9309110,0.000839983
9309111,0.000152724
9309112,3.82E-05
3001,0.000152724
3002,0.000381811
9309115,0.000687259
3004,0.000419992
3005,0.000305448
3006,0.00072544
9309119,0.000687259
3007,0.00106907
3003,0.000114543
3009,0.000229086
3011,0.000152724
9309124,0.000152724
3012,0.000610897
3014,0.000190905
3015,7.64E-05
3010,0.000229086
3017,0.000763621
3018,0.000152724
3019,0.001107251
3020,0.001259975
9309133,0.000229086
3021,0.000152724
3023,0.000267267
3024,0.001565423
3025,0.001603604
3026,0.000381811
3027,0.000381811
9309134,0.000190905
3029,0.001183613
9309141,0.000114543
9309143,0.000190905
3032,0.001909053
9309145,0.002481769
3033,0.001221794
3030,0.000267267
3031,0.002405406
3037,0.003130846
3038,0.000839983
3034,7.64E-05
3035,0.000381811
3041,0.000381811
3042,0.000343629
3036,0.000381811
3039,7.64E-05
3045,0.000992707
3040,7.64E-05
3047,0.000190905
3048,0.000343629
3043,0.000152724
3050,0.000954526
3051,0.000343629
3052,0.002481769
3053,0.000687259
3054,0.000954526
3055,0.000916345
3056,0.000687259
3057,0.001641785
3058,0.000152724
3059,0.000381811
3060,7.64E-05
3061,0.001221794
3062,7.64E-05
3063,0.001145432
3064,0.000496354
3065,0.000152724
3066,0.000152724
3067,0.001221794
3068,0.000763621
3069,0.000114543
3070,0.000305448
3071,0.000305448
3072,0.000458173
3073,0.000267267
3074,0.000916345
3075,0.002290863
3076,0.001909053
3077,3.82E-05
3078,0.000687259
3079,3.82E-05
3080,7.64E-05
3081,0.000152724
3082,0.000114543
3083,0.000190905
3084,0.000152724
3085,0.000649078
3086,0.001870872
3087,0.000152724
3089,7.64E-05
3090,0.000152724
3091,3.82E-05
3092,0.000114543
3093,0.000839983
3094,3.82E-05
3095,0.000152724
3096,0.001221794
3097,0.000152724
3098,0.000190905
3099,0.000572716
3100,0.001298156
3101,0.003283571
3102,0.000381811
3103,0.000878164
3106,0.000419992
3107,3.82E-05
3108,0.000114543
3109,0.000801802
3110,0.001259975
3111,3.82E-05
3112,0.000190905
3113,0.001527242
3114,0.000190905
3115,0.000419992
3116,0.001030888
3117,0.001374518
3118,0.000992707
3119,0.000878164
3120,0.000649078
3121,0.000343629
3122,0.002787217
3123,0.000458173
3124,0.001221794
3125,0.000152724
3127,0.000114543
3128,0.000458173
3129,0.000534535
3130,7.64E-05
3131,0.000267267
3132,3.82E-05
3133,0.000229086
3134,7.64E-05
3135,0.000229086
3136,0.005765339
3137,0.000763621
3138,0.000190905
3139,0.000381811
3140,0.000152724
3141,0.000267267
3142,0.000229086
3143,0.000419992
3144,0.000610897
3145,0.001909053
3146,0.000305448
3147,0.000496354
3148,0.000572716
3149,0.000114543
3150,3.82E-05
3151,0.000839983
3152,0.000534535
3153,0.000114543
3154,0.000229086
3155,0.000229086
3156,0.000114543
3157,0.000419992
3158,0.000114543
3159,0.000343629
3160,0.005383529
3161,0.000687259
3162,0.000610897
3163,0.000381811
3164,0.000190905
3165,0.000152724
3166,0.000458173
3167,3.82E-05
3168,0.000419992
3169,0.001412699
3170,0.000190905
3171,0.000343629
3172,3.82E-05
3173,0.000572716
3174,0.000305448
3175,0.00106907
3176,0.001527242
3177,0.000534535
3178,0.000152724
3179,0.00072544
3180,0.002443587
3181,3.82E-05
3182,3.82E-05
3183,0.001489061
3184,0.00145088
3185,0.000954526
3186,0.000152724
3187,0.003321752
3188,0.000610897
3189,7.64E-05
3190,0.002749036
3191,0.000305448
3192,0.000572716
3193,0.000267267
3194,0.000229086
3195,7.64E-05
3196,7.64E-05
3197,0.00106907
3198,0.002061777
3199,0.000305448
3200,0.000305448
3201,7.64E-05
3202,0.000190905
3203,0.002252682
3204,0.00072544
3205,0.000381811
3206,0.000152724
3208,0.001030888
3209,7.64E-05
3210,0.000343629
3211,0.000954526
3212,3.82E-05
3213,0.00072544
3214,7.64E-05
3215,0.002749036
3216,0.000687259
3217,0.000419992
3218,0.00072544
3219,0.00106907
3220,0.001527242
3221,0.002634493
3222,0.000229086
3223,0.000572716
3224,0.000114543
3225,0.000114543
3226,0.00072544
3227,0.001107251
3228,0.000190905
3229,7.64E-05
3230,0.000954526
3231,0.000839983
3232,0.000687259
3233,0.000267267
3234,0.000343629
3235,0.000649078
3236,0.001145432
3237,0.00179451
3238,3.82E-05
3239,0.000152724
3240,0.000381811
3241,0.000343629
3242,0.001412699
3243,0.000343629
3244,7.64E-05
3245,0.000458173
3246,0.000305448
3247,0.000190905
3248,0.000878164
3249,0.000419992
209058,7.64E-05
3251,0.000343629
3252,7.64E-05
3253,7.64E-05
3254,7.64E-05
3255,0.000572716
3256,0.000878164
3250,7.64E-05
3258,7.64E-05
3257,0.000152724
3259,7.64E-05
3261,0.00072544
3262,0.000496354
3263,0.001641785
3264,0.000419992
3265,0.000305448
3266,3.82E-05
3267,0.000190905
3268,0.000114543
3269,0.000458173
3270,0.000190905
3271,0.000381811
3272,0.000343629
3273,0.000649078
3274,3.82E-05
3275,0.000114543
3276,0.000229086
3277,0.000305448
3278,0.001565423
3279,3.82E-05
3280,0.000649078
3281,0.000763621
3282,7.64E-05
3283,7.64E-05
3284,0.000839983
3285,0.000534535
3286,0.00145088
3287,3.82E-05
3288,0.000381811
3289,0.001336337
3290,0.000419992
3291,0.000190905
3292,0.000190905
3293,7.64E-05
3294,0.000419992
3295,0.000267267
3296,0.000190905
3297,0.000267267
3298,0.001221794
3299,0.000649078
3300,0.001107251
3301,0.000229086
9703001,7.64E-05
9703002,7.64E-05
9703003,0.000152724
9703004,7.64E-05
