Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality,Page-Rank,Percolation-Centrality,Rank-Prestige,scores
9307102,1.12E-18,0,0,0.000775103,0.001549006,0,0,3.43E-10,0,0,0,0,0,0
9307103,1.76E-11,0,0.000444485,0,0,2.57E-39,0.00036622,4.45E-21,0.000170006,0,0.003162775,0,0.001976285,0
9307104,0.000140039,0,0.000444485,0.003100861,0.00309837,2.57E-39,0.00036622,0.000209862,0.000170006,0,0.000566467,0,0.003952569,0.010419333
9307106,0.000267283,0.000289779,0.00088897,0.006201633,0.005422148,5.14E-39,0.00073244,1.12E-05,0.000340012,0.000292587,0.000141617,0.000289779,0.009881423,0
9307107,7.68E-05,0.000950679,0.001333609,0.00542644,0.003872963,7.67E-39,0.00109866,1.65E-06,0.000510018,0.000969353,0.004295709,0.000950679,0.017786561,0
9307108,0.000103075,0.000937969,0.000444485,0.017829546,0.017815648,2.57E-39,0.00036622,0.002510928,0.000170006,0.00093119,0.00042485,0.000937969,0.003952569,0.010419333
9307109,4.17E-08,0.000963388,0.000444485,0.001550475,0.001549006,2.57E-39,0.00036622,2.99E-07,0.000170006,0.000964265,0.001038523,0.000963388,0.003952569,0
9307110,1.12E-18,0,0,0,0.000774503,0,0,3.55E-21,0,0,0,0,0,0
9307111,1.12E-18,0,0,0.036434196,0.037180481,0,0,0.007284947,0,0,0,0,0,0
9307112,1.12E-18,0,0,0,0.000774503,0,0,3.81E-21,0,0,0,0,0,0
9307113,1.12E-18,0,0,0,0.000774503,0,0,4.25E-21,0,0,0,0,0,0
9307115,0.000625556,0.003177403,0.001778145,0.00542644,0.00309837,1.01E-36,0.001770064,8.37E-05,0.000715726,0.003332947,0.001038523,0.003177403,0.017786561,0
9307116,0.000312778,0.001344677,0.002222681,0.007752019,0.004647556,7.19E-38,0.001831101,8.78E-06,0.000867031,0.001452758,0.002501896,0.001344677,0.02173913,0
9307117,1.12E-18,0,0,0.002325668,0.00309837,0,0,1.25E-07,0,0,0,0,0,0
9307118,1.12E-18,0,0,0.006976826,0.007745926,0,0,2.06E-07,0,0,0,0,0,0
9307119,1.12E-18,0,0,0,0.000774503,0,0,9.65E-08,0,0,0,0,0,0
9307120,1.12E-18,0,0,0.001550475,0.002323778,0,0,6.84E-07,0,0,0,0,0,0
9307121,1.12E-18,0,0,0.000775103,0.001549006,0,0,0.000935929,0,0,0,0,0,0
9307123,0.001883777,0.000945595,0.005989542,0.011628002,0.006196741,4.99E-35,0.006103669,0.000989528,0.001484665,0.000943911,0.008544213,0.000945595,0.027667984,0
9307124,1.19E-06,0,0.00088897,0.000775103,0,5.14E-39,0.00073244,4.45E-21,0.000340012,0,0.00042485,0,0.009881423,0
9307125,1.49E-05,0,0.000444485,0.000775103,0.000774503,2.57E-39,0.00036622,3.47E-08,0.000170006,0,0.000802495,0,0.003952569,0
9307126,1.83E-05,0.003812883,0.003048253,0.006201633,0.003872963,1.37E-36,0.002868725,0.000145543,0.00081773,0.00379091,0.009252296,0.003812883,0.015810277,0
9307128,1.10E-18,0,0.000444485,0,0,2.57E-39,0.00036622,4.45E-21,0.000170006,0,0.006372755,0,0.003952569,0
9307129,1.19E-06,0,0.00088897,0.000775103,0,5.14E-39,0.00073244,4.45E-21,0.000340012,0,0.00042485,0,0.009881423,0.010419333
9307130,1.19E-06,0,0.00088897,0.000775103,0,5.14E-39,0.00073244,4.45E-21,0.000340012,0,0.00042485,0,0.009881423,0
9307131,5.41E-06,0,0.000444485,0,0,2.57E-39,0.00036622,4.45E-21,0.000170006,0,0.000236028,0,0.001976285,0
9307132,1.12E-18,0,0,0,0.000774503,0,0,4.65E-21,0,0,0,0,0,0
9307136,3.69E-06,9.53E-07,0.000444485,0.002325668,0.002323778,2.57E-39,0.00036622,1.71E-08,0.000170006,9.54E-07,0.00042485,9.53E-07,0.001976285,0.010419333
9307137,1.12E-18,0,0,0.002325668,0.00309837,0,0,3.62E-05,0,0,0,0,0,0
9307139,3.30E-06,9.53E-07,0.00088897,0.003876054,0.00309837,5.14E-39,0.00073244,7.96E-07,0.000340012,9.54E-07,0.000896906,9.53E-07,0.007905138,0
9307140,0.004897821,7.60E-05,0.002667217,0.00542644,0.001549006,1.54E-38,0.002197321,2.21E-05,0.001020036,7.00E-05,0.000708084,7.60E-05,0.031620553,0
9307143,0.002267641,3.23E-06,0.007585807,0.013178388,0.000774503,3.34E-36,0.00720233,2.71E-05,0.003082218,3.15E-06,0.003257186,3.23E-06,0.077075099,0
9307145,0.00027297,0.004067075,0.002586399,0.00542644,0.002323778,3.08E-37,0.002380431,1.23E-05,0.000935033,0.004045333,0.008733035,0.004067075,0.023715415,0.010419333
9307146,1.12E-18,0,0,0.004651247,0.005422148,0,0,0.000355406,0,0,0,0,0,0
9307147,1.39E-05,0.003431595,0.003585926,0.008527212,0.003872963,1.37E-36,0.003295981,1.85E-05,0.001327748,0.003740025,0.006278344,0.003431595,0.027667984,0.010419333
9307148,2.37E-11,4.78E-07,0.000592304,0.001550475,0.001549006,6.17E-38,0.00054933,1.05E-08,0.000187007,4.78E-07,0.00236028,4.78E-07,0.001976285,0
9307150,7.54E-07,0,0.000444485,0,0,2.57E-39,0.00036622,4.45E-21,0.000170006,0,0.00042485,0,0.005928854,0
9307151,0.00037249,0.002821533,0.001333609,0.003100861,0.001549006,7.67E-39,0.00109866,0.000341387,0.000510018,0.00292587,0.001227345,0.002821533,0.015810277,0.041683369
9307154,5.86E-05,0.000419417,0.002222681,0.006976826,0.003872963,2.49E-37,0.001831101,0.000260576,0.000918035,0.000424887,0.00354042,0.000419417,0.019762846,0
9307155,1.12E-18,0,0,0.009302423,0.010069722,0,0,0.000312114,0,0,0,0,0,0.010419333
9307156,3.68E-10,0,0.000444485,0.000775103,0.000774503,2.57E-39,0.00036622,1.12E-09,0.000170006,0,0.002124252,0,0.003952569,0.010419333
9307157,0.000789054,6.96E-05,0.003000622,0.004651247,0.000774503,3.69E-37,0.002746651,1.85E-05,0.00112204,4.35E-05,0.001652196,6.96E-05,0.027667984,0
9307158,0.001983298,0.002999468,0.002000418,0.03488381,0.032532925,1.13E-36,0.001831101,0.006024,0.000749728,0.003002197,0.000660878,0.002999468,0.019762846,0.010419333
9307159,8.53E-06,0.000622771,0.00088897,0.001550475,0.000774503,5.14E-39,0.00073244,3.37E-21,0.000340012,0.000620793,0.000849701,0.000622771,0.007905138,0
9307160,0.011658094,8.77E-06,0.001587632,0.006976826,0.005422148,1.25E-37,0.001464881,9.28E-05,0.000544021,9.01E-06,0.000472056,8.77E-06,0.009881423,0.010419333
9307161,1.12E-18,0,0,0.002325668,0.00309837,0,0,5.52E-07,0,0,0,0,0,0
9307163,0.001094723,0.008007054,0.010671744,0.00542644,0.002323778,2.07E-24,0.009991707,6.10E-06,0.001606361,0.007505492,0.010149203,0.008007054,0.023715415,0
9307165,1.12E-18,0,0,0.001550475,0.002323778,0,0,1.57E-05,0,0,0,0,0,0.020842283
9307166,1.12E-18,0,0,0,0.000774503,0,0,4.33E-21,0,0,0,0,0,0
9307168,1.12E-18,0,0,0.037984582,0.038729666,0,0,0.015535633,0,0,0,0,0,0
9307169,4.19E-05,3.00E-05,0.00088897,0.008527212,0.007745926,5.14E-39,0.00073244,5.32E-05,0.000340012,2.93E-05,0.000377645,3.00E-05,0.011857708,0
9307170,0.000192643,0.000155566,0.000999834,0.006201633,0.005422148,6.41E-38,0.00091555,4.74E-06,0.000357013,0.000129756,0.001841018,0.000155566,0.007905138,0
9307171,0.001101832,0.003355337,0.002222681,0.015503967,0.0123935,7.19E-38,0.001831101,0.000416426,0.000867031,0.003332947,0.002029841,0.003355337,0.013833992,0
9307172,0.00081038,1.22E-06,0.00088897,0.001550475,0.000774503,5.14E-39,0.00073244,8.78E-07,0.000340012,9.36E-07,0.000141617,1.22E-06,0.005928854,0
9307173,0.002914523,5.16E-07,0.002667217,0.004651247,0.000774503,7.43E-38,0.002197321,5.03E-06,0.001037037,5.16E-07,0.005050999,5.16E-07,0.019762846,0
9307174,1.12E-18,0,0,0.026356669,0.027110759,0,0,0.000159974,0,0,0,0,0,0
9307175,8.53E-05,0.000211488,0.001852239,0.006976826,0.004647556,2.46E-37,0.001647991,2.65E-05,0.000748026,0.000203539,0.001557785,0.000211488,0.017786561,0
9307176,0.001755823,0.001337051,0.00568063,0.006201633,0.002323778,3.99E-33,0.006073151,7.34E-07,0.001301304,0.001307737,0.007600101,0.001337051,0.029644269,0.010419333
9307177,0.003454777,0.00168021,0.005020647,0.006976826,0.004647556,2.45E-34,0.004730344,8.33E-05,0.000970261,0.001707181,0.011093315,0.00168021,0.02173913,0
9307178,1.12E-18,0,0,0.010077616,0.010844314,0,0,3.97E-06,0,0,0,0,0,0.010419333
9307179,4.59E-07,0,0.000444485,0,0,2.57E-39,0.00036622,4.45E-21,0.000170006,0,0.001274551,0,0.003952569,0
9307180,4.93E-06,3.97E-07,0.00355629,0.006201633,0.000774503,1.39E-35,0.002929761,1.18E-08,0.001537029,1.98E-07,0.01114052,3.97E-07,0.037549407,0
9307181,0.000499023,0,0.001778145,0.003100861,0.000774503,1.02E-38,0.001464881,3.46E-06,0.000680024,0,0.000566467,0,0.019762846,0
9307182,1.12E-18,0,0,0.004651247,0.005422148,0,0,1.22E-05,0,0,0,0,0,0
9307183,1.12E-18,0,0,0.007752019,0.008520519,0,0,0.000453534,0,0,0,0,0,0
9307184,1.12E-18,0,0,0,0.000774503,0,0,4.24E-21,0,0,0,0,0,0
9307185,0.000159943,5.49E-05,0.004085812,0.003876054,0.002323778,4.78E-35,0.003845312,2.57E-05,0.000580229,3.31E-05,0.001463373,5.49E-05,0.011857708,0
9307186,5.40E-10,0.002041163,0.000444485,0.008527212,0.008520519,2.57E-39,0.00036622,4.45E-07,0.000170006,0.00204302,0.003162775,0.002041163,0.003952569,0
9307188,1.12E-18,0,0,0,0.000774503,0,0,4.37E-08,0,0,0,0,0,0.020842283
9307189,1.12E-18,0,0,0.003100861,0.003872963,0,0,3.34E-06,0,0,0,0,0,0
9307190,0.000199041,0.005236359,0.003351119,0.010077616,0.006971333,1.57E-20,0.003295981,8.70E-06,0.001160054,0.004732277,0.002171457,0.005236359,0.017786561,0
9307193,1.12E-18,0,0,0,0.000774503,0,0,4.36E-21,0,0,0,0,0,0
9307194,0.0009099,0.00078037,0.004629593,0.00542644,0.003872963,4.78E-34,0.00460827,0.001179188,0.000622782,0.000801434,0.002265869,0.00078037,0.011857708,0
9307195,0.000695931,0.001090485,0.002722783,0.007752019,0.003872963,2.51E-37,0.002380431,0.000171518,0.001088041,0.001050769,0.002171457,0.001090485,0.017786561,0
9307196,3.08E-07,0.000772744,0.000444485,0.017829546,0.017815648,2.57E-39,0.00036622,0.000129876,0.000170006,0.000760726,0.000708084,0.000772744,0.001976285,0
9307197,1.19E-06,0,0.00088897,0.001550475,0.000774503,5.14E-39,0.00073244,3.88E-08,0.000340012,0,0.00042485,0,0.009881423,0
9509113,8.03E-07,9.53E-07,0.001422516,0.002325668,0.000774503,1.95E-36,0.021712059,1.86E-09,0.00056442,9.54E-07,0.012462277,9.53E-07,0.013833992,0
9509119,1.05E-18,0,0.004135229,0.001550475,0,1.93E-35,0.00036622,4.45E-21,0.000748197,0,0.016569164,0,0.009881423,0
9509122,1.30E-18,0,0.000444485,0,0,2.57E-39,0.003234945,4.45E-21,0.000170006,0,0.006372755,0,0.003952569,0
9509123,1.17E-18,0,0.019348059,0,0,3.63E-26,0.00073244,4.45E-21,0.000939248,0,0.018693415,0,0.003952569,0
