,Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-centrality,Page-Rank,Percolation-Centrality,score
16,9306137.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1.25e-08,0.000881624,0.0,1.31e-05,0.0,169693000000000.0
17,9306139.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,0.0,1.26e-07,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
18,9306140.0,3.6300000000000003e-22,3.79e-08,7.64e-05,0.000114543,3.82e-05,6.12e-46,2.0,2.55e-10,0.001057949,3.79e-08,3.53e-05,3.79e-08,127270000000000.0
19,9306141.0,1.74e-07,7.23e-07,0.000152724,0.000229086,7.64e-05,1.2199999999999999e-45,4.0,5.41e-07,0.001234274,7.18e-07,1.86e-05,7.23e-07,551504000000000.0
20,9306142.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,4.48e-10,0.000881624,0.0,1.31e-05,0.0,466658000000000.0
21,9306144.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,2.76e-15,0.000881624,0.0,1.31e-05,0.0,42444400000000.0
22,9306145.0,0.0,0.0,0.0,0.000419992,0.000419992,4.82e-48,0.0,2.18e-06,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
23,9306146.0,1.99e-07,9.68e-08,0.000114543,0.000458173,0.000343629,9.16e-46,3.0,8.06e-08,0.001146111,9.66e-08,1.56e-05,9.68e-08,254540000000000.0
24,9306147.0,3.31e-08,1.52e-06,3.82e-05,0.000419992,0.000381811,3.09e-46,1.0,3.04e-06,0.000969787,1.5e-06,1.53e-05,1.52e-06,42444400000000.0
25,9306148.0,0.0,0.0,0.0,0.000114543,0.000114543,4.82e-48,0.0,4.04e-09,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
26,9306149.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,-1.97e-24,0.000881624,0.0,1.31e-05,0.0,42444400000000.0
27,9306150.0,0.0,0.0,0.0,0.000152724,0.000152724,4.82e-48,0.0,1.98e-07,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
28,9306152.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,-9.04e-25,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
29,9306153.0,3.34e-06,6.83e-05,0.00083186,0.002634493,0.001947234,3.76e-43,24.83333333,0.000109364,0.002636938,6.83e-05,6.73e-05,6.83e-05,42444400000000.0
30,9306154.0,1.95e-09,4.11e-07,3.82e-05,0.000229086,0.000190905,3.09e-46,1.0,2.87e-08,0.000969787,4.25e-07,1.42e-05,4.11e-07,42444400000000.0
31,9306155.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,-8.82e-24,0.000881624,0.0,1.31e-05,0.0,42444400000000.0
32,9306156.0,1.26e-09,9.28e-06,0.00027151,0.000305448,3.82e-05,3.5599999999999995e-24,7.5,2.8e-08,0.001618828,9.22e-06,6.33e-05,9.28e-06,296963000000000.0
33,9306157.0,0.0,0.0,0.0,0.000152724,0.000152724,4.82e-48,0.0,7.74e-07,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
34,9306161.0,0.0,0.0,0.0,0.000305448,0.000305448,4.82e-48,0.0,1.95e-05,0.000881624,0.0,1.31e-05,0.0,806044000000000.0
35,9306162.0,4.28e-08,5.59e-06,0.00019636,0.000458173,0.000267267,2.04e-44,5.5,5.54e-07,0.001340069,5.6e-06,3.98e-05,5.59e-06,42444400000000.0
36,9306163.0,3.14e-10,7.33e-07,7.64e-05,0.000343629,0.000267267,6.12e-46,2.0,4.96e-09,0.001057949,7.34e-07,1.63e-05,7.33e-07,42444400000000.0
37,9306164.0,0.0,0.0,0.0,0.000114543,0.000114543,4.82e-48,0.0,1.14e-07,0.000881624,0.0,1.31e-05,0.0,381810000000000.0
38,9307001.0,0.0,0.0,0.0,0.000649078,0.000649078,4.82e-48,0.0,1.32e-05,0.000881624,0.0,1.31e-05,0.0,2670000000000000.0
39,9307002.0,2.21e-07,1.52e-06,7.64e-05,0.000114543,3.82e-05,6.12e-46,2.0,4.19e-06,0.001057949,1.49e-06,1.9e-05,1.52e-06,127270000000000.0
40,9307003.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,0.0,-6.989999999999999e-24,0.000881624,0.0,1.31e-05,0.0,127270000000000.0
41,9307007.0,-1.84e-22,0.0,8.73e-05,7.64e-05,3.82e-05,1.33e-28,2.5,3.59e-11,0.001007189,0.0,0.000128597,0.0,509081000000000.0
42,9307008.0,8.51e-10,4.37e-09,0.000152724,0.000190905,3.82e-05,1.33e-28,4.0,-7.769999999999999e-24,0.001255646,4.37e-09,0.000115784,4.37e-09,42444400000000.0
43,9307009.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,2.11e-07,0.000881624,0.0,1.31e-05,0.0,212117000000000.0
44,9307010.0,0.0,0.0,0.0,0.000763621,0.000763621,4.82e-48,0.0,0.000196957,0.000881624,0.0,1.31e-05,0.0,466658000000000.0
45,9307011.0,0.0,0.0,0.0,0.000114543,0.000114543,4.82e-48,0.0,1.74e-08,0.000881624,0.0,1.31e-05,0.0,254540000000000.0
46,9307012.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,0.0,1.04e-05,0.000881624,0.0,1.31e-05,0.0,424234000000000.0
47,9307013.0,0.0,0.0,0.0,0.000190905,0.000190905,4.82e-48,0.0,2.4e-07,0.000881624,0.0,1.31e-05,0.0,509081000000000.0
48,9307015.0,2.3e-08,8.02e-08,0.000289372,0.000305448,0.000114543,1.02e-42,8.5,8.28e-11,0.001388558,8.02e-08,4.95e-05,8.02e-08,42444400000000.0
49,9307016.0,4.85e-07,0.0,3.82e-05,3.82e-05,0.0,3.09e-46,1.0,0.0,0.000969787,0.0,1.53e-05,0.0,254540000000000.0
50,9307017.0,4.86e-07,5.02e-07,7.64e-05,0.000114543,3.82e-05,6.12e-46,2.0,1.36e-09,0.001057949,5.02e-07,2.64e-05,5.02e-07,1230000000000000.0
51,9307018.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,9.8e-24,0.000881624,0.0,1.31e-05,0.0,1320000000000000.0
52,9307022.0,3.53e-09,1.17e-08,3.82e-05,7.64e-05,3.82e-05,3.09e-46,1.0,1.27e-08,0.000969787,1.17e-08,1.4e-05,1.17e-08,84888900000000.0
53,9307023.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1.98e-07,0.000881624,0.0,1.31e-05,0.0,169693000000000.0
54,9307024.0,1.54e-09,1.49e-07,3.82e-05,7.64e-05,3.82e-05,3.09e-46,1.0,1.62e-07,0.000969787,1.47e-07,1.47e-05,1.49e-07,424234000000000.0
55,9307025.0,7.03e-07,7.29e-10,0.000122179,0.000152724,3.82e-05,1.78e-28,3.5,2.92e-08,0.001185295,7.29e-10,1.77e-05,7.29e-10,127270000000000.0
56,9307027.0,2.14e-10,6.92e-06,3.82e-05,0.000229086,0.000190905,3.09e-46,1.0,4.22e-06,0.000969787,6.92e-06,1.68e-05,6.92e-06,42444400000000.0
57,9307029.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,2.26e-07,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
58,9307030.0,0.0,0.0,0.0,0.000152724,0.000152724,4.82e-48,0.0,1.14e-06,0.000881624,0.0,1.31e-05,0.0,636351000000000.0
59,9307031.0,1.27e-07,5.67e-06,0.000206178,0.000267267,0.000114543,6.230000000000001e-43,6.333333333,6.98e-07,0.001281,5.62e-06,2.47e-05,5.67e-06,890891000000000.0
60,9307032.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1.37e-12,0.000881624,0.0,1.31e-05,0.0,975738000000000.0
61,9307033.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,0.0,3.6e-07,0.000881624,0.0,1.31e-05,0.0,593928000000000.0
62,9307034.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,0.0,2.25e-12,0.000881624,0.0,1.31e-05,0.0,424234000000000.0
63,9307035.0,1.91e-10,1.63e-08,3.82e-05,0.000305448,0.000267267,3.09e-46,1.0,3.22e-08,0.000969787,1.63e-08,1.45e-05,1.63e-08,127270000000000.0
64,9307036.0,0.0,0.0,0.0,0.000572716,0.000572716,4.82e-48,0.0,4.09e-06,0.000881624,0.0,1.31e-05,0.0,381810000000000.0
65,9307037.0,0.0,0.0,0.0,0.000114543,0.000114543,4.82e-48,0.0,6.12e-09,0.000881624,0.0,1.31e-05,0.0,1570000000000000.0
66,9307038.0,0.0,0.0,0.0,0.000419992,0.000419992,4.82e-48,0.0,4.41e-06,0.000881624,0.0,1.31e-05,0.0,806044000000000.0
67,9307039.0,2.82e-07,1.4e-08,0.000136361,0.000381811,0.000267267,1.98e-44,4.0,9.47e-06,0.001163744,1.4e-08,1.62e-05,1.4e-08,84888900000000.0
68,9307040.0,0.0,0.0,0.0,0.000190905,0.000190905,4.82e-48,0.0,5.96e-07,0.000881624,0.0,1.31e-05,0.0,339387000000000.0
69,9307042.0,-4.51e-23,7.97e-08,3.82e-05,0.000190905,0.000152724,3.09e-46,1.0,6.62e-06,0.000969787,7.97e-08,1.49e-05,7.97e-08,84888900000000.0
70,9307043.0,8.42e-10,0.0,7.64e-05,0.000114543,3.82e-05,6.12e-46,2.0,2.1e-08,0.001057949,0.0,1.81e-05,0.0,1190000000000000.0
71,9307045.0,0.0,0.0,0.0,0.000649078,0.000649078,4.82e-48,0.0,2.5e-05,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
72,9307046.0,3.45e-08,2.72e-06,0.000122179,0.000267267,0.000152724,2.11e-43,3.5,3.41e-08,0.001164625,2.78e-06,2.02e-05,2.72e-06,169693000000000.0
73,9307047.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1e-09,0.000881624,0.0,1.31e-05,0.0,466658000000000.0
74,9307048.0,0.0,0.0,0.0,0.000229086,0.000229086,4.82e-48,0.0,9.72e-09,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
75,9307049.0,2.35e-06,2.06e-05,0.000119316,0.001909053,0.001832691,2.89e-44,3.5,0.000777175,0.001084398,2.11e-05,1.48e-05,2.06e-05,509081000000000.0
76,9307050.0,2.89e-07,3.75e-06,7.64e-05,0.000267267,0.000190905,1e-44,2.0,8.38e-05,0.001066765,3.61e-06,1.6e-05,3.75e-06,42444400000000.0
77,9307052.0,4.76e-06,6.72e-06,0.000392719,0.000419992,3.82e-05,4.07e-44,11.0,5.71e-09,0.001798513,6.87e-06,1.97e-05,6.72e-06,1480000000000000.0
78,9307053.0,9.18e-07,0.0,0.000122179,0.000114543,0.0,1.03e-44,3.5,0.0,0.001154928,0.0,1.9e-05,0.0,721198000000000.0
79,9307054.0,3.14e-07,4.28e-06,0.000267267,0.000343629,7.64e-05,2.1299999999999998e-45,7.0,3.59e-10,0.001498761,4.32e-06,2.21e-05,4.28e-06,254540000000000.0
80,9307055.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,-6.67e-24,0.000881624,0.0,1.31e-05,0.0,1480000000000000.0
81,9307056.0,2.62e-09,1.37e-08,0.000159088,0.000267267,0.000114543,2.21e-43,4.5,4.96e-08,0.001261604,1.4e-08,1.98e-05,1.37e-08,466658000000000.0
82,9307057.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,0.0,7.85e-07,0.000881624,0.0,1.31e-05,0.0,1150000000000000.0
83,9307059.0,5.09e-08,8.81e-06,0.000124725,0.000267267,0.000229086,6.1200000000000006e-43,3.666666667,5.05e-06,0.001007696,8.83e-06,1.39e-05,8.81e-06,933314000000000.0
84,9307061.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,-1.06e-23,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
85,9307063.0,3.58e-07,2.48e-06,0.000152724,0.000343629,0.000190905,1.2199999999999999e-45,4.0,1.73e-07,0.001234274,2.48e-06,1.85e-05,2.48e-06,254540000000000.0
86,9307064.0,4.48e-09,0.0,0.000114543,0.000114543,0.0,9.16e-46,3.0,0.0,0.001146111,0.0,1.72e-05,0.0,933314000000000.0
87,9307065.0,3.07e-07,8.07e-06,0.000152724,0.000190905,3.82e-05,1.2199999999999999e-45,4.0,5.16e-08,0.001234274,8.13e-06,1.83e-05,8.07e-06,381810000000000.0
88,9307066.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,0.0,2.39e-07,0.000881624,0.0,1.31e-05,0.0,848468000000000.0
89,9307067.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,-1.5e-24,0.000881624,0.0,1.31e-05,0.0,254540000000000.0
90,9307068.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1.02e-06,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
91,9307069.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1.06e-06,0.000881624,0.0,1.31e-05,0.0,254540000000000.0
92,9307071.0,8.459999999999999e-23,3.35e-08,3.82e-05,0.000152724,0.000114543,3.09e-46,1.0,3.86e-08,0.000969787,3.35e-08,1.68e-05,3.35e-08,169693000000000.0
93,9307072.0,1.03e-06,0.0,3.82e-05,3.82e-05,0.0,3.09e-46,1.0,0.0,0.000969787,0.0,1.35e-05,0.0,127270000000000.0
94,9307073.0,1.22e-06,1.2e-07,0.00051974,7.64e-05,3.82e-05,6.68e-42,14.58333333,1.78e-07,0.001145318,1.2e-07,1.42e-05,1.2e-07,975738000000000.0
95,9307074.0,2.08e-06,2.62e-08,0.000233859,0.000305448,7.64e-05,1.12e-44,6.5,3e-08,0.001419415,2.62e-08,4.9e-05,2.62e-08,509081000000000.0
96,9307075.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,0.0,2.26e-06,0.000881624,0.0,1.31e-05,0.0,42444400000000.0
97,9307076.0,8.28e-23,2.92e-09,7.64e-05,0.000114543,3.82e-05,6.12e-46,2.0,1.24e-07,0.001057949,2.92e-09,3.53e-05,2.92e-09,296963000000000.0
98,9307079.0,3.07e-08,5.13e-07,3.82e-05,0.000152724,0.000114543,3.09e-46,1.0,2.11e-06,0.000969787,5.16e-07,1.42e-05,5.13e-07,127270000000000.0
99,9307080.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1.42e-07,0.000881624,0.0,1.31e-05,0.0,593928000000000.0
100,9307083.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1.32e-23,0.000881624,0.0,1.31e-05,0.0,763621000000000.0
101,9307085.0,0.0,0.0,0.0,0.000229086,0.000229086,4.82e-48,0.0,2.33e-05,0.000881624,0.0,1.31e-05,0.0,254540000000000.0
102,9307086.0,-1.69e-22,0.0,0.0,7.64e-05,3.82e-05,4.45e-29,0.0,-7.13e-24,0.000979582,0.0,6.7e-05,0.0,254540000000000.0
103,9307087.0,3.37e-07,1.88e-06,7.64e-05,0.000190905,0.000114543,6.12e-46,2.0,5.01e-08,0.001057949,1.9e-06,1.37e-05,1.88e-06,3610000000000000.0
104,9307089.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,-8.45e-24,0.000881624,0.0,1.31e-05,0.0,169693000000000.0
105,9307091.0,2.04e-09,9.56e-08,0.000152724,0.000229086,7.64e-05,1.2199999999999999e-45,4.0,1.76e-10,0.001234274,6.44e-08,2.28e-05,9.56e-08,1360000000000000.0
106,9307092.0,4.55e-07,1.46e-08,7.64e-05,0.000190905,0.000114543,6.12e-46,2.0,3.61e-07,0.001057949,1.46e-08,2.54e-05,1.46e-08,848468000000000.0
107,9307093.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1.5e-09,0.000881624,0.0,1.31e-05,0.0,848468000000000.0
108,9307095.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,-1.2699999999999999e-23,0.000881624,0.0,1.31e-05,0.0,254540000000000.0
109,9307097.0,6.65e-11,1.17e-08,3.82e-05,7.64e-05,3.82e-05,3.09e-46,1.0,1.31e-09,0.000969787,1.17e-08,1.38e-05,1.17e-08,466658000000000.0
110,9307099.0,0.0,0.0,0.0,0.000152724,0.000152724,4.82e-48,0.0,4.74e-11,0.000881624,0.0,1.31e-05,0.0,212117000000000.0
111,9307101.0,1.98e-07,2.92e-08,7.64e-05,0.000152724,7.64e-05,6.12e-46,2.0,2.99e-08,0.001057949,2.92e-08,1.51e-05,2.92e-08,84888900000000.0
112,9307102.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,0.0,9.26e-16,0.000881624,0.0,1.31e-05,0.0,339387000000000.0
113,9307103.0,1.56e-10,0.0,3.82e-05,3.82e-05,0.0,3.09e-46,1.0,0.0,0.000969787,0.0,1.68e-05,0.0,4120000000000000.0
114,9307104.0,-4.51e-23,2.43e-09,3.82e-05,0.000152724,0.000114543,3.09e-46,1.0,6.59e-06,0.000969787,2.43e-09,1.49e-05,2.43e-09,763621000000000.0
115,9307106.0,1.26e-07,5.95e-07,7.64e-05,0.000229086,0.000152724,6.12e-46,2.0,1.22e-08,0.001057949,5.98e-07,1.55e-05,5.95e-07,890891000000000.0
116,9307107.0,9.99e-08,1.11e-07,0.000114543,0.000229086,0.000114543,9.16e-46,3.0,6.01e-09,0.001146111,1.12e-07,2.03e-05,1.11e-07,1740000000000000.0
117,9307108.0,3.86e-07,1.95e-06,3.82e-05,0.00072544,0.000687259,3.09e-46,1.0,0.000109899,0.000969787,1.95e-06,1.49e-05,1.95e-06,721198000000000.0
118,9307109.0,3.04e-13,5.83e-09,3.82e-05,0.000114543,7.64e-05,3.09e-46,1.0,-9.939999999999999e-24,0.000969787,5.83e-09,1.53e-05,5.83e-09,636351000000000.0
119,9307110.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,3.16e-06,0.000881624,0.0,1.31e-05,0.0,42444400000000.0
120,9307111.0,0.0,0.0,0.0,0.000954526,0.000954526,4.82e-48,0.0,0.000103754,0.000881624,0.0,1.31e-05,0.0,42444400000000.0
121,9307112.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1.06e-06,0.000881624,0.0,1.31e-05,0.0,1100000000000000.0
122,1001.0,0.0,0.0,0.0,0.000229086,0.000229086,4.82e-48,0.0,0.000173133,0.000881624,0.0,1.31e-05,0.0,721198000000000.0
123,9307113.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,-4.02e-24,0.000881624,0.0,1.31e-05,0.0,466658000000000.0
124,9307115.0,2.63e-07,9.23e-06,0.000114543,0.000229086,0.000114543,1.03e-44,3.0,8.05e-10,0.001154928,9.35e-06,1.54e-05,9.23e-06,1740000000000000.0
125,9307116.0,3.08e-07,7.47e-07,0.000190905,0.000305448,0.000114543,1.52e-45,5.0,1.9e-09,0.001322436,7.24e-07,1.94e-05,7.47e-07,84888900000000.0
126,1002.0,0.0,0.0,0.0,0.000458173,0.000458173,4.82e-48,0.0,0.000145388,0.000881624,0.0,1.31e-05,0.0,593928000000000.0
127,9307118.0,0.0,0.0,0.0,0.000190905,0.000190905,4.82e-48,0.0,7.82e-13,0.000881624,0.0,1.31e-05,0.0,296963000000000.0
128,9307119.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,1.25e-10,0.000881624,0.0,1.31e-05,0.0,466658000000000.0
129,1008.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,4.14e-13,0.000881624,0.0,1.31e-05,0.0,169693000000000.0
130,9307120.0,0.0,0.0,0.0,0.000114543,0.000114543,4.82e-48,0.0,1.3e-08,0.000881624,0.0,1.31e-05,0.0,636351000000000.0
131,1010.0,0.0,0.0,0.0,0.000190905,0.000190905,4.82e-48,0.0,7.65e-05,0.000881624,0.0,1.31e-05,0.0,551504000000000.0
132,9307123.0,2.21e-06,1.81e-07,0.000114543,0.000267267,0.000152724,9.16e-46,0.0,3.95e-06,0.001146111,1.82e-07,1.52e-05,1.81e-07,1400000000000000.0
133,1012.0,0.0,0.0,0.0,0.000801802,0.000801802,4.82e-48,3.0,5.94e-05,0.000881624,0.0,1.31e-05,0.0,721198000000000.0
134,1013.0,0.0,0.0,0.0,0.000267267,0.000267267,4.82e-48,0.0,1.27e-05,0.000881624,0.0,1.31e-05,0.0,678774000000000.0
135,9307124.0,8.5e-10,0.0,3.82e-05,3.82e-05,0.0,3.09e-46,0.0,0.0,0.000969787,0.0,1.34e-05,0.0,848468000000000.0
136,9307126.0,8.12e-08,6.92e-06,0.000152724,0.000229086,0.000114543,2.92e-44,1.0,2.98e-06,0.00117256,6.95e-06,2.51e-05,6.92e-06,890891000000000.0
137,1014.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,4.5,-1.86e-24,0.000881624,0.0,1.31e-05,0.0,127270000000000.0
138,1017.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,1.0,1.07e-09,0.000881624,0.0,1.31e-05,0.0,1100000000000000.0
139,9307129.0,9.17e-10,0.0,7.64e-05,7.64e-05,0.0,6.12e-46,0.0,0.0,0.001057949,0.0,1.41e-05,0.0,127270000000000.0
140,1019.0,0.0,0.0,0.0,0.000152724,0.000152724,4.82e-48,0.0,1.9e-09,0.000881624,0.0,1.31e-05,0.0,678774000000000.0
141,1016.0,0.0,0.0,0.0,0.000229086,0.000229086,4.82e-48,0.0,0.000144016,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
142,9307125.0,0.0,0.0,0.0,3.82e-05,3.82e-05,4.82e-48,0.0,-9.83e-24,0.000881624,0.0,1.31e-05,0.0,42444400000000.0
143,9307128.0,-1.7199999999999998e-23,0.0,3.82e-05,3.82e-05,0.0,3.09e-46,0.0,0.0,0.000969787,0.0,2.42e-05,0.0,2160000000000000.0
144,1023.0,0.0,0.0,0.0,0.000114543,0.000114543,4.82e-48,2.0,2.98e-08,0.000881624,0.0,1.31e-05,0.0,296963000000000.0
145,9307136.0,1.78e-09,1.31e-08,3.82e-05,0.000114543,7.64e-05,3.09e-46,0.0,7.53e-11,0.000969787,1.31e-08,1.4e-05,1.31e-08,212117000000000.0
146,1024.0,0.0,0.0,0.0,0.000534535,0.000534535,4.82e-48,1.0,5.79e-05,0.000881624,0.0,1.31e-05,0.0,254540000000000.0
147,1025.0,0.0,0.0,0.0,0.000343629,0.000343629,4.82e-48,0.0,1.7e-05,0.000881624,0.0,1.31e-05,0.0,721198000000000.0
148,1027.0,0.0,0.0,0.0,0.00106907,0.00106907,4.82e-48,0.0,0.000248824,0.000881624,0.0,1.31e-05,0.0,848468000000000.0
149,9307140.0,8.16e-07,1.06e-07,7.64e-05,0.000152724,7.64e-05,6.12e-46,0.0,2.11e-07,0.001057949,1.08e-07,1.38e-05,1.06e-07,127270000000000.0
150,1029.0,0.0,0.0,0.0,7.64e-05,7.64e-05,4.82e-48,0.0,3.72e-05,0.000881624,0.0,1.31e-05,0.0,1530000000000000.0
151,9307139.0,0.0,0.0,0.0,0.000114543,0.000114543,4.82e-48,0.0,2.22e-10,0.000881624,0.0,1.31e-05,0.0,2040000000000000.0
152,9307143.0,5.8e-06,1.05e-08,0.000458173,0.000496354,3.82e-05,3.19e-44,2.0,1.86e-07,0.001966022,1.05e-08,1.87e-05,1.05e-08,296963000000000.0
153,1032.0,0.0,0.0,0.0,0.00072544,0.00072544,4.82e-48,12.0,0.000101231,0.000881624,0.0,1.31e-05,0.0,509081000000000.0
154,1033.0,0.0,0.0,0.0,0.002061777,0.002061777,4.82e-48,0.0,0.000299292,0.000881624,0.0,1.31e-05,0.0,84888900000000.0
155,9307145.0,4.19e-08,3.66e-06,0.000170079,0.000229086,0.000114543,4.8e-44,0.0,6.9e-08,0.001190193,3.6e-06,1.97e-05,3.66e-06,2120000000000000.0
156,9307147.0,1.24e-08,1.14e-06,0.000318175,0.000458173,0.000152724,5.89e-44,5.0,2.38e-07,0.001639821,1.14e-06,3.87e-05,1.14e-06,212117000000000.0
157,1035.0,0.0,0.0,0.0,0.00106907,0.00106907,4.82e-48,9.0,3.46e-05,0.000881624,0.0,1.31e-05,0.0,1150000000000000.0
158,1037.0,0.0,0.0,0.0,0.00072544,0.00072544,4.82e-48,0.0,7.84e-05,0.000881624,0.0,1.31e-05,0.0,1700000000000000.0
