,Rank,Id,Degree-Centrality,Closeness-Centrality,Betweenness-Centrality,EigenVector-centrality,Hybrid-Centrality,Harmonic-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Percolation-Centrality,Page-Rank,Load-Centrality
42,43,9912121,206038,211122,9708118,302150,206094,205134,9601038,103163,9910053,9708118,203005,9805019
43,44,9912119,9511030,205134,9711001,304241,208232,211122,9809022,9905227,9505105,9711001,211181,9803051
44,45,9912118,9402002,204054,9805019,209047,209263,212210,9810126,4038,9402002,9805019,302174,9709139
45,46,9912111,9602070,301196,201253,206094,211206,210262,7191,7018,9803002,201253,212306,201253
46,47,9912107,9810188,212248,9811010,212184,211073,205089,9805171,9805136,9301042,9811010,212119,9711001
47,48,9912100,9512059,301171,9708044,211198,210157,208079,9912012,203191,9611042,9708044,109212,9811010
48,49,9912094,102085,303115,9709139,208231,212184,212111,9401139,12129,9805114,9709139,212215,9807097
49,50,9912092,9904207,211206,9807097,211206,211122,212332,9508143,2230,202021,9807097,208081,211074
50,51,9912086,9505105,212111,211074,209215,304198,207104,9704080,206094,9507121,211074,304271,9712028
51,52,9912077,9602043,211289,9812218,304198,208231,303157,9909047,9198,9703030,9812218,206183,9708044
52,53,9912076,9612115,302222,10122,209155,304181,212248,3136,206155,9904207,10122,209169,9901146
53,54,9912073,9504090,212231,9806159,212343,212215,212009,9204099,9806217,9912072,9806159,204155,9803231
54,55,9912072,9601038,212009,9901146,304181,209047,301171,9910053,6041,9411048,9901146,207201,9704114
55,56,9912070,9803002,303157,9712028,303172,208010,209054,9602135,12076,9802042,9712028,212066,9806159
56,57,9912067,9611042,207105,9704114,201210,212343,302222,9912001,12033,9512062,9704114,206172,9812218
57,58,9912060,9802042,301187,9803231,211122,211198,303115,9902121,9907006,9704080,9803231,108172,10122
58,59,9912059,9805114,212223,9811057,211217,201210,204203,9708005,205160,9507158,9811057,301071,9811057
59,60,9912042,3160,208074,9607050,211188,205134,212066,9602043,7041,9411057,9607050,111273,9607050
60,61,9912028,9507121,212210,9609017,208010,207067,211030,106113,9902058,9511222,9609017,210167,9609017
61,62,9912025,9507158,303223,110108,303017,208041,211289,9702076,9804062,9805170,110108,303270,110108
62,63,9912024,9301042,209054,205089,209011,209155,212253,9507121,112045,9710009,205089,201175,9712117
63,64,9912018,9703030,207104,9712117,208041,303050,207105,9905104,112037,9802183,9712117,212332,9912140
64,65,9912013,9812219,304181,9712253,302148,303001,209122,9710009,12158,9408074,9712253,301114,9712253
65,66,9912012,9512062,304232,9806104,210246,302127,304232,9712251,112226,9812219,9806104,112133,9802051
66,67,9912010,9804085,204146,108172,204083,211195,211182,9512059,5213,9402044,108172,209157,9806104
67,68,9912002,5067,211030,9912140,207067,303095,211206,9911161,9803051,9804085,9912140,8222,205089
68,69,9912001,9411048,303050,9802051,303001,208074,304271,9504090,110108,9903205,9802051,302058,9804170
69,70,9911253,9912072,205266,204054,211201,303017,207107,112044,9810195,9510086,204054,303001,108172
70,71,9911246,9611137,304198,9805015,202193,210246,211011,9808017,9804184,9603161,9805015,208216,9805015
71,72,9911242,203157,302127,9803067,210229,303013,212231,9906194,104198,9905012,9803067,210278,9803067
72,73,9911238,9802067,209122,9804202,303050,205089,208074,9703040,109054,9605150,9804202,208059,9904036
73,74,9911222,9511222,212332,9904036,302127,211217,211138,8001,205131,9807080,9904036,301161,204054
74,75,9911215,7018,212066,9902106,210234,209215,303223,9511030,212111,112044,9902106,208110,9904017
75,76,9911206,7191,204174,9711030,210122,209043,301101,9602070,2040,9806087,9711030,204253,9902106
76,77,9911205,9704080,208010,9904017,212215,208165,204144,9805112,212277,9702187,9904017,302008,9804202
77,78,9911203,9411057,207107,9510134,203191,208187,204146,9611042,3119,9910219,9510134,210292,7170
78,79,9911199,9709220,209081,5049,112226,210035,204174,9705221,9812025,9207016,5049,301171,9407190
79,80,9911195,9805170,208014,7170,208074,204083,211222,9906182,5007,9602114,7170,302158,5049
80,81,9911193,112044,301009,9605046,209203,302148,210200,9806194,206098,9709220,9605046,201253,9805050
81,82,9911190,9911022,303193,9407190,205134,209011,303193,9908134,9912107,3160,9407190,301124,9906039
82,83,9911185,9710009,212297,9802069,211285,210292,206196,2160,9903109,9510101,9802069,302027,9707079
83,84,9911181,9802183,211218,9712084,303193,209004,205266,9804083,9805097,9708147,9712084,302181,9605046
84,85,9911180,9804058,211222,9906039,303222,304045,208010,2091,210039,9803015,9906039,212133,9510134
85,86,9911178,203211,301101,10105,304072,212253,304181,9805129,9805139,9712251,10105,212198,9804037
86,87,9911170,9408074,303199,9805050,212253,211042,301187,9709220,1055,9805019,9805050,212219,9903205
87,88,9911169,9604034,208029,5067,303013,211188,209081,9703030,9803111,9904017,5067,207097,9804085
88,89,9911161,9712251,211090,9510182,304139,303193,212281,9911096,7062,9504081,9510182,9905111,9809147
89,90,9911160,9607201,206196,9705199,212017,212277,212278,9512062,9903238,9505035,9705199,207246,9809057
90,91,9911152,9805019,210221,9809057,210094,202193,206183,9804170,112119,208020,9809057,208014,9510182
91,92,9911147,201253,301035,9707079,209043,210229,212297,9802203,109081,9402032,9707079,211012,9712084
92,93,9911140,202109,211182,9804170,112152,203191,303050,9806074,5151,9607201,9804170,112132,10105
93,94,9911139,9510086,212278,9809147,205089,204089,303199,9805028,9806197,9304154,9809147,212199,9705199
94,95,9911137,9903205,210158,9805171,210091,211285,208029,9806159,6196,9509161,9805171,208012,12198
95,96,9911136,204054,211138,9706204,301071,112226,108172,9809057,106255,9604035,9706204,304224,5067
96,97,9911135,9402044,209090,12198,112045,206038,212223,9511222,9808143,9705221,12198,304057,9612102
97,98,9911129,9807080,209197,9612102,211195,211201,209228,202109,203018,106048,9612102,9506171,9805171
98,99,9911123,9904017,209255,9705088,304120,210234,212244,9810206,106008,9604034,9705088,111091,9705088
99,100,9911117,9605150,208178,102085,302008,207214,212063,106109,209163,9802068,102085,209214,9706204
100,101,9911116,9705221,212136,9903205,304045,303087,210221,2159,106112,201081,9903205,208190,9711030
101,102,9911115,9806194,212184,9810008,109122,212223,212136,9605033,9809033,9910149,9810008,211149,3187
102,103,9911114,12210,212253,3187,208148,301071,209068,9411149,103222,106113,3187,211258,9801206
103,104,9911113,303095,210200,8075,112140,209081,209090,9907166,9808161,9804058,8075,302148,9802069
104,105,9911112,9504081,304173,9801206,209081,205266,209197,9808075,9809027,9912249,9801206,205131,9810008
105,106,9911105,9603161,212281,9712072,212223,303222,212112,9808016,12148,9511043,9712072,304220,9712072
106,107,9911100,2118,206237,9801067,210158,112045,304198,9411048,2028,9603003,9801067,205194,9803015
107,108,9911098,9905012,304183,9804085,205266,212248,208141,201081,205180,9611173,9804085,9805142,9801067
108,109,9911096,209169,110055,9803015,302104,211289,302127,9910149,9810224,9701125,9803015,210124,9706207
109,110,9911095,9505035,212244,9706207,210035,209067,212010,9711002,9811156,9803001,9706207,304120,102085
110,111,9911091,9910219,204203,9904190,210056,204146,209255,9607201,203048,9803235,9904190,208184,9903107
111,112,9911088,9510101,209201,9812087,209004,212332,205096,9803076,9804175,9306002,9812087,211105,9812087
112,113,9911085,9602114,207067,9803111,209244,302008,302186,9812219,211212,9509066,9803111,210094,9806099
113,114,9911082,9148,206131,9903107,201176,210158,211090,9605150,212297,9808141,9903107,207116,8075
114,115,9911081,11095,304192,9903244,208042,303157,301035,9611173,209050,9602135,9903244,212112,101029
115,116,9911080,106048,212074,101029,304271,303170,202083,9504081,211195,9611202,101029,303251,9903244
116,117,9911066,110028,206167,9806099,208165,304018,302008,9612115,102032,9701025,9806099,208111,9908105
117,118,9911060,9602135,210313,9707192,212126,209203,208003,9803135,9807137,9208027,9707192,209142,109162
118,119,9911057,9702187,302186,107177,208187,210122,303001,9702187,11115,9505075,107177,208141,9711156
119,120,9911043,9708147,208003,109162,202083,112152,301071,9912018,201209,9706109,109162,209148,9707192
120,121,9911042,9806087,204144,9806194,206248,204054,201210,208020,9912132,9148,9806194,208132,9807240
121,122,9911041,9706110,209068,9804037,209224,211181,211172,9505105,106078,110242,9804037,109054,9806194
122,123,9911040,9708164,209228,9711179,212332,212281,112045,9708147,9809059,202109,9711179,211041,9806042
123,124,9911039,9803015,205066,9908105,207194,110055,209217,110242,204023,9602064,9908105,212298,9712115
124,125,9911037,110108,209217,9712115,210157,304271,301161,9810201,207091,9606139,9712115,304090,9710231
125,126,9911032,206062,208141,9804111,209116,211138,301009,9510086,109017,9612128,9804111,201145,9609176
126,127,9911022,9207016,212118,9711156,212281,208029,211218,9801206,9911088,9612157,9711156,209029,9904207
127,128,9911016,9602051,208042,9609176,211289,208042,207127,1206,5049,9205027,9609176,9911022,107177
128,129,9911015,9606185,208231,9807240,205251,204174,210158,9909070,206128,9211021,9807240,212179,9711179
129,130,9911011,9611173,206183,11156,212277,209122,211012,9903205,110209,9505162,11156,212177,9904190
130,131,9911004,106113,211032,9806042,209225,202083,207190,9609026,203023,9603087,9806042,303236,9804111
131,132,9911002,107177,303057,9604052,212248,211031,205066,9910219,102158,9612121,9604052,212231,9609219
132,133,9910267,212253,207190,9904207,212217,212017,207117,9507158,1122,9607163,9904207,304076,9802042
133,134,9910256,303172,304271,9710231,212095,301171,206237,9905012,103071,9908056,9710231,207212,9802109
134,135,9910249,9304154,205096,9802042,205311,303173,210313,110007,11122,9911116,9802042,211182,9310170
135,136,9910246,9309140,212166,103112,211138,304120,212079,8140,9810135,2075,103112,209153,11156
136,137,9910245,9603087,209222,9310170,303095,210091,208042,3237,9811019,9307049,9310170,207130,9604052
137,138,9910244,9702076,301049,9305040,208086,207104,208178,9706109,9810244,9506126,9305040,212277,1206
138,139,9910233,9803235,210030,9609219,211197,206131,211091,9808088,3151,9508072,9609219,209228,9803111
139,140,9910226,9807124,303001,9606185,204146,212009,207091,9803051,108025,9508155,9606185,203048,103112
140,141,9910219,2091,210153,6028,208029,210094,206131,9903026,207247,9602051,6028,206016,9305040
141,142,9910217,9402032,211285,1206,207037,212095,303057,9612146,3057,9605033,1206,212317,6028
142,143,9910207,9602064,212145,9704131,112253,304072,207067,110108,202056,9806194,9704131,107151,9606185
143,144,9910205,9910149,211012,9702136,206131,109122,304183,9604129,108239,9810126,9702136,211156,108075
144,145,9910202,9509161,302008,9806011,209194,303199,212095,9805096,110050,2091,9806011,304233,9702136
145,146,9910197,9603003,211172,9707017,207247,209054,212184,9808149,210256,9309140,9707017,207243,9601169
146,147,9910194,8241,212343,9802109,304138,212217,210217,9701025,208010,9510161,9802109,304208,106048
147,148,9910190,208020,212112,9601169,303157,208014,209194,9711138,2091,9602136,9601169,209067,9704131
148,149,9910185,301136,212061,9804051,211042,206237,212074,9903224,9810053,9701149,9804051,301102,9707017
149,150,9910174,304018,302026,108075,210187,205311,302174,7064,9811147,9709027,108075,108036,9909041
150,151,9910172,9604035,202083,9909041,212212,211012,208081,9807033,1041,9506112,9909041,210200,9707247
151,152,9910170,9802068,212217,9909070,210272,207105,206182,9411057,9809188,9512031,9909070,212339,9909070
152,153,9910160,9806199,212063,106048,212079,205066,304192,1197,208086,9609026,106048,212021,9902022
153,154,9910157,9906142,207117,9709087,208179,211182,212145,7018,9805050,9611159,9709087,209145,9804051
154,155,9910150,9912001,205109,9707247,301049,304192,209222,9807137,3129,9612080,9707247,209025,9712168
155,156,9910149,9912249,301071,9907129,204174,301049,302026,9704151,9808175,9902105,9907129,211011,4183
156,157,9910143,10240,211091,9809033,210309,207037,206158,9510161,304183,9908134,9809033,210123,9801023
157,158,9910136,12198,206182,9801023,304192,206196,206167,9805156,201145,9504047,9801023,2118,9808035
158,159,9910132,201081,205067,9710165,205187,212079,304173,9604042,3281,9504145,9710165,212329,9701019
159,160,9910129,210292,209163,9907006,210212,212210,301049,3052,2183,9505150,9907006,209137,9809033
160,161,9910126,9508155,208041,9701019,206005,208148,211266,9607235,208165,9512219,9701019,206173,9907129
161,162,9910121,9605033,212010,2118,111238,302222,207208,9606139,9910050,9610249,2118,207264,9710165
162,163,9910118,9612121,209179,4183,212074,209194,112152,9707093,209189,9802067,4183,210224,9709087
163,164,9910117,9712072,207208,4125,206237,212074,212061,9510225,9804095,9510225,4125,112228,9806011
164,165,9910116,9803001,301094,9712168,207214,112140,301094,9511080,9807097,9805112,9712168,212294,9803235
165,166,9910113,111238,303222,9808035,206079,212066,209201,9604178,12034,9905210,9808035,204127,4125
166,167,9910110,201032,210246,9902022,205037,209197,209163,9307049,10179,1206,9902022,202188,202210
167,168,9910109,9604166,301161,9507141,211012,210200,207162,9811035,9805099,3136,9507141,3190,2118
168,169,9910099,9611202,207089,9803235,212056,211218,204004,9605199,9804111,7191,9803235,212331,9907006
169,170,9910096,208014,301250,2160,304224,209255,207171,9806021,9912210,9103,2160,111260,9704197
170,171,9910094,9505162,304208,9801151,303087,207107,212166,9807098,9902210,9702076,9801151,303151,9801151
171,172,9910093,1206,112045,11095,204058,207247,205187,9604034,11179,9908105,11095,212183,9507141
172,173,9910091,9306002,302174,202210,208190,209116,212118,9603003,204066,5031,202210,6141,9810195
173,174,9910082,9505075,212269,5006,211025,212278,211271,9905210,205236,5129,5006,302130,9510209
174,175,9910081,9507090,212079,9810195,209122,212010,205109,9707079,9903003,9305185,9810195,212211,2160
175,176,9910077,9509066,207171,11166,205066,209222,205067,9806199,112099,9505100,11166,110071,11166
176,177,9910076,9511043,210206,103099,209222,211030,210167,9806104,9901033,9507090,103099,207127,5006
177,178,9910070,9808141,210308,9704197,303199,210056,210030,9612128,1206,9509175,9704197,203006,11095
178,179,9910067,9906039,207037,3221,301171,205187,304208,9704089,9807140,9701166,3221,210035,9701127
179,180,9910065,10108,208142,9510209,212061,211222,211032,9612126,9811131,9805171,9510209,204206,9611190
180,181,9910055,12179,208126,9812172,302174,210221,210153,9611202,111284,9309145,9812172,212043,9701149
181,182,9910053,204004,205311,9701127,207127,304173,208231,9810188,9902106,9812135,9701127,7110,9706072
182,183,9910052,211012,205291,11017,211091,206248,208142,9904207,111085,9205068,11017,111228,3221
183,184,9910050,9605200,212095,8241,205048,212061,211285,9803214,112264,9309097,8241,301187,11017
184,185,9910047,9612128,205187,9611190,301161,211090,112226,9603161,102125,9510182,9611190,206094,103099
185,186,9910037,9701125,207162,9701149,209066,108172,208110,9604035,112083,9604179,9701149,205230,9706192
186,187,9910036,9708118,208081,9706072,108172,301161,207089,9701125,9803077,9607207,9706072,211031,8241
187,188,9910030,7170,201210,9811089,111276,201176,202148,9803235,302008,9610148,9811089,111236,106247
188,189,9910023,9712028,303017,9711163,210292,211091,205291,9906201,202210,9603060,9711163,207181,9809164
189,190,9910021,2075,211266,106247,212274,303057,208041,9803263,203239,9603090,106247,208079,9811089
190,191,9910017,2094,210167,9907070,212010,302174,207247,9807164,8074,9603150,9907070,7133,9711163
191,192,9910016,9512031,206158,9706192,304173,301101,207223,9606165,12248,9604042,9706192,212126,9507050
192,193,9910013,9603060,211073,9809164,203268,210313,209179,9705163,208079,9605184,9809164,104204,9907070
193,194,9910011,9603133,210256,9803077,207053,208003,203191,9912072,9203,9606112,9803077,212131,9704167
194,195,9910004,9609017,209194,9704167,209197,209228,209057,9806146,109064,9301068,9704167,112151,9809022
195,196,9909216,9706109,303269,9609113,211218,212136,212002,9606185,101096,9505062,9609113,303050,9508143
196,197,9909215,9911116,208232,9508143,211182,209090,212343,9402002,211292,9511164,9508143,302012,9712143
197,198,9909214,110242,205048,9506112,209255,205109,210256,9803053,2008,9603061,9506112,301030,9506112
198,199,9909205,9508072,207247,9701101,206038,207127,208126,9802067,110175,9708005,9701101,209160,9609113
199,200,9909199,9510161,304120,204146,209067,207117,212109,9604089,211023,9810072,204146,112158,204146
200,201,9909186,9512219,304224,9809022,205291,204203,303222,106191,101164,9911161,9809022,211042,9910149
201,202,9909180,9607163,207127,3180,205109,212212,204071,102042,204038,9912001,3180,302026,9901032
202,203,9909179,9612157,210263,9507050,207104,206005,210246,9802116,9903021,5048,9507050,203191,9701101
203,204,9909177,9701025,209057,9709138,212092,208179,109122,202157,9804159,9206084,9709138,207139,3180
204,205,9909176,9704114,206176,9901032,207117,205048,112193,9803023,9806213,9503163,9901032,9601169,9812172
205,206,9909172,9704151,207091,9708037,210200,206079,210206,9812035,10222,9902121,9708037,205017,9805028
206,207,9909163,9707075,206223,9712143,209179,208086,207037,9807226,9910136,2211,9712143,209240,9709138
207,208,9909154,9805171,208197,9707041,208197,212112,205100,12148,205066,9210010,9707041,9242,9409098
208,209,9909152,9208027,206079,203124,209054,205291,208190,9603087,209029,9507050,203124,204220,9506159
209,210,9909146,9506126,206005,9409098,201247,302186,210263,9803068,3218,9603109,9409098,303185,9707041
210,211,9909139,9602136,207004,9506159,204112,209179,212217,9802051,303157,9604129,9506159,205162,9806044
211,212,9909137,9603127,207221,9807230,211181,205067,206045,7170,206057,9606185,9807230,206181,9807230
212,213,9909129,9603150,303039,9910149,210308,208081,203267,9805217,101181,9610234,9910149,205170,9510017
213,214,9909125,9604042,208110,9901148,212278,207190,205311,9604179,3052,9702014,9901148,212116,9901148
214,215,9909124,9611159,212109,9806120,206065,210309,301250,9902155,102172,9712186,9806120,206062,202109
215,216,9909116,9706082,209116,202109,212009,304224,210088,9908105,9902156,9801182,202109,209205,9903091
216,217,9909112,9038,204004,203211,303057,212126,205131,9903238,9810051,9809022,203211,101041,9806120
217,218,9909110,107251,208196,9705241,210218,212244,303039,9704018,9910096,9907166,9705241,211091,203124
218,219,9909103,202179,209191,9903091,208065,210308,210308,9612121,205052,5040,9903091,202207,9506171
219,220,9909101,205100,212317,9506171,206138,209244,302158,9808038,111231,9410073,9506171,204083,9708037
220,221,9909099,209067,207223,9806044,203052,209068,207221,106247,102130,9603133,9806044,106260,9803209
221,222,9909088,209122,207175,9803137,208081,302104,303017,9712239,9806182,9604091,9803137,211138,2091
222,223,9909085,301071,208103,9805028,207221,302026,207004,3075,10002,9604166,9805028,206148,9604089
223,224,9909082,9606139,112152,9706066,209193,204144,207238,9611159,5246,9710230,9706066,212244,9706066
224,225,9909076,9610249,206045,9604089,302158,209217,207115,9805157,2156,9803194,9604089,8241,9705241
225,226,9909072,9701149,210088,2091,204054,209224,208197,1053,9903228,9905104,2091,304045,9803174
226,227,9909071,9709027,205033,9803209,210256,208190,212269,9603133,206237,9401070,9803209,12062,9710248
227,228,9909070,9710231,203191,12054,212177,212145,210056,9612157,7011,9403198,12054,9910157,203211
228,229,9909061,9801207,211271,9605200,211031,212063,205290,9602114,3102,9504147,9605200,209194,9811156
229,230,9909059,9908105,207238,9610125,210313,206182,208103,9408074,11191,9602065,9610125,201032,9610172
230,231,9909058,2211,209263,9610041,212066,210030,303248,9702014,3148,9609239,9610041,206226,9810226
231,232,9909053,5049,210229,9609191,202126,209163,303054,2230,9808060,9704151,9609191,207177,9605200
232,233,9909047,11029,205321,7024,206196,111238,204083,9903225,302012,9806051,7024,205096,9610082
233,234,9909043,204203,212197,9705221,301129,304138,209116,9511164,9909047,9910004,9705221,212210,12054
234,235,9909041,209145,208028,9811156,303170,112253,111238,9704005,9803090,1113,9811156,209043,9609191
235,236,9909030,212010,208179,9808143,211141,206183,205048,9605234,212186,2237,9808143,211158,7024
236,237,9909015,9205027,211220,9803174,111093,208197,303269,9803077,9804093,9204083,9803174,206001,9607203
237,238,9909013,9211021,304220,9610082,209228,208141,211073,9602051,2044,9306069,9610082,208052,9704172
238,239,9909002,9307049,208190,9710248,205067,207091,202193,9803137,10205,9407031,9710248,210262,9610041
239,240,9909001,9505150,211217,111165,207091,210256,212212,9610249,202150,9503179,111165,302006,5127
240,241,9908201,9506112,210234,5127,205180,205096,206118,9602065,108152,9603127,5127,205228,9808143
241,242,9908193,9510225,210309,9607203,206073,211271,205259,9803251,8001,9605199,9607203,212246,9409069
242,243,9908192,9612080,109122,9808149,210221,304139,206223,9512031,1204,9703040,9808149,112029,9803137
243,244,9908186,9705199,210091,9704172,211271,301094,304224,9503121,9812016,9906182,9704172,9712110,9803077
244,245,9908175,9712115,112226,206038,208014,304208,209158,9610172,1016,9912012,206038,207208,9711035
245,246,9908171,9805157,302073,9711035,212307,207221,206176,9509066,9904179,1197,9711035,207228,9610125
246,247,9908167,9902105,212017,9703078,303185,211172,304220,9504047,112152,106109,9703078,212307,9511173
247,248,9908165,9908056,112193,9409069,212047,208126,208196,9802068,9904056,9212149,9409069,211266,9705221
248,249,9908160,7158,302158,9510017,206223,207208,207175,9807097,210064,9505053,9510017,101110,9703078
249,250,9908153,102112,209193,9810226,212225,207171,206079,9606169,9804099,9612146,9810226,212136,7191
250,251,9908152,203048,209047,9901060,207228,205251,304120,9511043,6060,9706072,9901060,301105,9901060
251,252,9908149,205089,207115,7191,207257,204004,211216,1071,11177,9706110,7191,205076,9903048
252,253,9908146,9504047,212113,9610172,206176,205033,212293,9507012,9808002,9805028,9610172,303186,9501144
253,254,9908144,9609026,202148,9511173,211090,206223,203160,9505062,9209,7018,9511173,304206,9910004
254,255,9908142,9701166,206248,9910004,205070,210206,302148,9611137,6190,9206070,9910004,104127,9612146
255,256,9908141,9704089,211198,9611137,206221,207162,205321,9712253,9901143,9504006,9611137,208187,202179
256,257,9908135,9704174,205290,6064,212112,208142,209191,11156,9809045,9511080,6064,209057,9906194
257,258,9908134,9707192,210217,9501144,210047,212274,205033,9811047,9902125,9601036,9501144,212278,6064
258,259,9908130,9712110,209011,9612146,212051,206176,212317,9612080,4186,9611137,9612146,212002,9509106
259,260,9908129,9808101,210108,202179,302026,206045,208232,9810008,9809057,9701037,202179,209139,111165
260,261,9908126,9810126,303248,9903048,212306,209193,206005,9705117,106286,9712028,9903048,303157,9707126
261,262,9908116,9812196,209158,9706148,205227,212056,211263,202153,207212,2186,9706148,210060,9309125
262,263,9908115,103112,204083,9506091,112002,302158,206138,9805131,210041,3037,9506091,212063,9701169
263,264,9908114,112045,211263,9309125,202180,207194,209150,9309145,9905219,9210065,9309125,211068,9703126
264,265,9908106,203108,207129,9509106,212210,205321,206195,9512219,303141,9302103,9509106,203129,9706148
265,266,9908105,9601108,211216,9703126,205321,207089,301213,9603109,9810069,9601003,9703126,3086,9506091
266,267,9908094,9605199,210056,204089,210078,211197,210254,9706072,1193,9604178,204089,208166,206038
267,268,9908089,9609239,212212,9707126,302186,206065,209193,10252,9808037,9606040,9707126,303048,103110
268,269,9908088,9702014,212177,9907178,303173,206138,205101,9909215,4040,9803031,9907178,210173,9611137
269,270,9908085,9803109,205218,9906194,209120,210187,205316,9704170,9906194,9804170,9906194,209004,5048
270,271,9908076,9806104,206029,9701169,211030,206158,207228,1192,4142,9910093,9701169,9607234,9603167
271,272,9908072,5031,209150,9804095,210085,210167,212177,9711161,4123,9201061,9804095,208165,105005
272,273,9908066,103163,206065,9603167,205033,210217,208227,9712117,301244,9304011,9603167,210250,9810135
273,274,9908065,111165,212236,9812219,302073,212177,203186,9909058,101043,9507012,9812219,209129,9907178
274,275,9908064,9510182,303054,1033,206010,210263,212113,9510101,106073,9602120,1033,301094,9508091
275,276,9908060,9606122,212293,103110,208003,207223,212279,111093,10206,9606017,103110,211095,9603187
276,277,9908056,9610148,108172,9709118,207124,212317,208028,9811156,102020,9704089,9709118,303154,1033
277,278,9908051,9706072,205227,9604034,211222,205100,208179,9802126,4131,9710231,9604034,202014,9709118
278,279,9908047,9708044,209155,9912287,207145,211266,304072,9910267,7036,9806074,9912287,205211,9604034
279,280,9908044,9802032,204071,105005,212014,209057,210072,9906022,210126,9809057,105005,209081,106109
