,Id,Unnamed: 0.1,Node Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality
11,9307108,0.00420751279604407,0.9389323491497289,0.00010307499999999992,0.000937969,0.000444485,0.017829546,0.017815648,2.57e-39,0.00036622,0.002510928,0.000170006,0.00093119
12,9307111,0.004337642057777392,0.9389326518719586,1.0347e-18,0.0,0.0,0.036434196,0.037180481,0.0,0.0,0.007284947,0.0,0.0
13,9307158,0.005812440357421705,0.9389373945202231,0.001983298,0.002999468,0.002000418,0.03488381,0.032532925,1.13e-36,0.001831101,0.006024,0.000749728,0.003002197
14,9307163,0.005985946039732801,0.9389378990572725,0.001094723,0.008007054,0.010671744,0.00542644,0.002323778,2.07e-24,0.009991707,6.1e-06,0.001606361,0.007505492
15,9307168,0.006116075301466123,0.9389384035943219,1.0347e-18,0.0,0.0,0.037984582,0.038729666,0.0,0.0,0.015535633,0.0,0.0
16,9307174,0.006376333824932767,0.9389390090387812,1.0347e-18,0.0,0.0,0.026356669,0.027110759,0.0,0.0,0.000159974,0.0,0.0
17,9307196,0.007200485815910471,0.9389412290017987,3.079999999999147e-07,0.000772744,0.000444485,0.017829546,0.017815648,2.57e-39,0.00036622,0.000129876,0.000170006,0.000760726
18,9701010,0.00828489633035482,0.9786799797176106,0.102785289,0.000102185,0.012736269,0.013178388,0.002323778,2.06e-32,0.0,0.000111322,0.003116104,0.000103042
19,9701011,0.008328272750932593,0.9786800806250205,0.017416055,0.007447831,0.10498628,0.012403195,0.003872963,3.45e-19,0.039429267,0.000465903,0.004199945,0.007632704
20,9701014,0.008458402012665915,0.9786803833472502,1.0347e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.00073244,0.005721039,0.0,0.0
21,9701015,0.008501778433243689,0.97868048425466,0.096269552,0.00488049,0.009001867,0.027131862,0.0123935,1.21e-34,0.0,0.003121137,0.003601263,0.004681392
22,9509161,0.008631907694977011,0.9593209940388948,1.0347e-18,0.0,0.0,0.100000075,0.100697128,0.0,0.0,0.024822271,0.0,0.0
23,9701019,0.008675284115554785,0.9786808878842995,1.0347e-18,0.0,0.0,0.006976826,0.007745926,0.0,0.005951077,0.005638496,0.0,0.0
24,9701023,0.00884878979786588,0.9786812915139391,1.0347e-18,0.0,0.0,0.017829546,0.01859024,0.0,0.0,0.002853139,0.0,0.0
25,9701025,0.008935542639021427,0.9786814933287589,1.0347e-18,0.0,0.0,0.101550461,0.102246313,0.0,0.0,0.056971421,0.0,0.0
26,9701037,0.00941268326537694,0.9786827042176774,0.091749197,0.046438627,0.053226761,0.074418688,0.054996129,5.03e-20,0.109238385,0.012820367,0.005527708,0.047254071
27,9701048,0.009803071050576907,0.9786838141991862,0.046063687,0.007727443,0.066333245,0.013953581,0.006196741,3.34e-19,0.01720232,0.000494764,0.002418634,0.008217878
28,9701053,0.010019953153465776,0.9786843187362356,0.104177863,0.003711206,0.107477962,0.026356669,0.00309837,3.32e-18,0.001464881,0.002712956,0.016525615,0.003536486
29,9701054,0.01006332957404355,0.9786844196436455,0.095285723,0.013624702,0.092890357,0.02403109,0.007745926,1.23e-18,0.0,0.002482066,0.008072471,0.013509886
30,9701055,0.010106705994621323,0.9786845205510554,0.079138552,0.007346155,0.05955443,0.044961319,0.024012389,7.11e-19,0.002697822,0.007367408,0.012380302,0.006742222
31,9701057,0.010193458835776872,0.9786847223658751,0.001244004,0.014361859,0.070723915,0.010852809,0.003872963,5.56e-19,0.005829004,0.000262637,0.004006018,0.014374926
32,9701060,0.010323588097510194,0.9786850250881047,0.001201352,0.003101145,0.002845032,0.020930318,0.017041055,1.33e-37,0.002929761,2.99e-05,0.001054039,0.003103966
33,9701061,0.010366964518087968,0.9786851259955147,1.0347e-18,0.0,0.0,0.015503967,0.016266463,0.0,0.070733243,0.005845101,0.0,0.0
34,9509170,0.010453717359243515,0.9593219022055837,0.00459926,0.021911368,0.026097875,0.019379932,0.006971333,4.170000000000001e-21,0.00054933,0.000258102,0.00399027,0.022312938
35,9701069,0.010713975882710159,0.9786859332547937,1.0347e-18,0.0,0.0,0.034108617,0.034856703,0.0,0.0,0.012179483,0.0,0.0
36,9701073,0.010887481565021255,0.9786863368844333,0.0005054209999999999,0.007905377,0.005401118,0.008527212,0.002323778,7.360000000000001e-32,0.0,7.17e-05,0.00187617,0.00791257
37,9701078,0.011104363667910124,0.9786868414214827,0.00136485,0.016141205,0.01771297,0.032558231,0.020914018,7.559999999999998e-28,0.00109866,0.001344109,0.003296887,0.016054121
38,9701080,0.011191116509065673,0.9786870432363024,3.099999999999991e-05,0.002320775,0.012984287,0.021705511,0.016266463,7.56e-22,0.012799394,1.95e-05,0.001870992,0.002315254
39,9701082,0.01127786935022122,0.9786872450511223,1.0347e-18,0.0,0.0,0.01627916,0.017041055,0.0,0.01398961,0.002898493,0.0,0.0
40,9701088,0.011494751453110089,0.9786878504955815,0.120996795,0.020691245,0.073873496,0.063565969,0.037180481,1.93e-18,0.042085658,0.019909017,0.013265224,0.019997685
41,9701092,0.01162488071484341,0.9786882541252211,0.087048284,0.004905909,0.064182175,0.012403195,0.002323778,2.26e-19,0.013983506,0.000511256,0.006961763,0.004884931
42,9701093,0.011668257135421184,0.978688355032631,1.0347e-18,0.0,0.0,0.047286916,0.048024795,0.0,0.00036622,0.017970408,0.0,0.0
43,9701094,0.01171163355599896,0.9786884559400408,0.08247035,6.81e-05,0.028342801,0.013953581,0.000774503,5.52e-21,0.0,0.000222232,0.003978494,6.74e-05
44,9701095,0.011755009976576733,0.9786885568474507,0.098646666,0.001713255,0.066631215,0.026356669,0.003872963,3.32e-19,0.013299895,0.002115116,0.013468077,0.001661385
45,9701106,0.012188774182354471,0.9786896668289594,0.047129976,0.015480305,0.039657037,0.013178388,0.004647556,1.1e-20,0.0,0.000614332,0.002933512,0.015341735
46,9701115,0.012535785546976664,0.9786905749956484,0.004712998,0.013294252,0.05383203,0.011628002,0.003872963,3.01e-18,0.058587377,0.001170942,0.002662402,0.013408117
47,9701117,0.012622538388132211,0.9786907768104681,0.216148166,0.009964334,0.086700612,0.030232652,0.001549006,1.17e-18,0.001647991,0.000102664,0.013462597,0.009871631
48,9701121,0.012796044070443307,0.9786911804401077,0.058930242,0.0,0.045709833,0.01627916,0.0,5.800000000000001e-21,0.0,4.45e-21,0.005614887,0.0
49,9701123,0.012882796911598856,0.9786913822549275,1.0347e-18,0.0,0.0,0.033333424,0.03408211,0.0,0.011237727,0.008231637,0.0,0.0
50,9701125,0.012969549752754403,0.9786915840697472,1.0347e-18,0.0,0.0,0.084496197,0.085205258,0.0,0.017242866,0.030033168,0.0,0.0
51,9701128,0.013099679014487725,0.9786918867919768,0.061276078,0.008769631,0.058589589,0.033333424,0.0123935,1.82e-19,0.06864662,0.004994849,0.007467533,0.008803052
52,9701132,0.01327318469679882,0.9786922904216164,2.4199999999999914e-05,0.015124436,0.020530769,0.003876054,0.000774503,4.170000000000001e-21,0.023718859,6.64e-08,0.001272187,0.015138196
53,9701137,0.01349006679968769,0.9786927949586658,1.0347e-18,0.0,0.0,0.032558231,0.033307518,0.0,0.039869009,0.015178578,0.0,0.0
54,9701139,0.013576819640843238,0.9786929967734855,0.092492756,0.002358904,0.009912896,0.044186126,0.036405888,1.01e-30,0.012683425,0.014579748,0.002073211,0.002432288
55,9701140,0.013620196061421012,0.9786930976808954,0.00141461,0.009252596,0.01573065,0.009302423,0.005422148,4.990000000000001e-21,0.0,1.39e-05,0.001591143,0.009159245
56,9701142,0.013706948902576559,0.9786932994957153,0.077038674,0.006710674,0.052568543,0.022480704,0.006971333,1.01e-19,0.040527928,0.003335534,0.0044668,0.006665895
57,9701143,0.013750325323154334,0.9786934004031251,0.095923364,0.000225977,0.03776852,0.012403195,0.00309837,5.15e-21,0.00091555,0.000651439,0.002814426,0.000269689
58,9701144,0.013793701743732107,0.978693501310535,0.031633242,0.067946592,0.068851309,0.013953581,0.005422148,2.84e-18,0.025098288,0.002461451,0.005290313,0.06504794
59,9701149,0.014010583846620977,0.9786940058475844,1.0347e-18,0.0,0.0,0.064341162,0.065065832,0.0,0.032312761,0.019796829,0.0,0.0
60,9701151,0.014097336687776525,0.9786942076624041,0.093296738,0.001756468,0.037079537,0.022480704,0.014717277,2.64e-21,0.060077689,0.005633672,0.002486336,0.001834393
61,9701154,0.014227465949509846,0.9786945103846338,0.142056715,0.012811287,0.081407679,0.028682266,0.007745926,3.2e-19,0.01107816,0.001150326,0.005568977,0.01289927
62,9701161,0.01448772447297649,0.978695216736503,0.0007819449999999999,0.0,0.02587087,0.00542644,0.0,9.61e-26,0.005127082,4.45e-21,0.002308152,0.0
63,9701162,0.014531100893554263,0.9786953176439129,1.0347e-18,0.0,0.0,0.04263574,0.043377222,0.0,0.0,0.00635174,0.0,0.0
64,9701163,0.014574477314132037,0.9786954185513228,0.05388314,0.000237161,0.104496074,0.018604739,0.000774503,2.22e-18,0.00036622,8.33e-05,0.010054273,0.000227963
65,9701165,0.014617853734709812,0.9786956203661425,1.0347e-18,0.0,0.0,0.02403109,0.024786981,0.0,0.0,0.004410986,0.0,0.0
66,9701166,0.014661230155287586,0.9786957212735524,1.0347e-18,0.0,0.0,0.056589232,0.057319906,0.0,0.002136284,0.016379576,0.0,0.0
67,9701169,0.014747982996443134,0.978696023995782,0.149398471,0.002310607,0.024474048,0.017829546,0.004647556,3.13e-24,0.091960232,0.001925457,0.003756303,0.002368683
68,9701173,0.01492148867875423,0.9786964276254216,0.012795469,0.011260715,0.010528606,0.010852809,0.003872963,3.17e-32,0.024607378,0.003389134,0.002205546,0.01127096
69,9701185,0.015398629305109742,0.9786976385143402,0.098160438,0.010523557,0.086716225,0.023255897,0.007745926,4.62e-19,0.0,0.004374003,0.006967957,0.010507689
70,9701186,0.015442005725687517,0.9786977394217501,0.17390748,0.021530079,0.08565986,0.029457459,0.003872963,1.3e-19,0.00036622,0.001422447,0.01033021,0.021549668
71,9701187,0.01548538214626529,0.97869784032916,0.132337846,0.022724783,0.097652926,0.04263574,0.013168092,5.64e-18,0.000793477,0.007326425,0.022021285,0.020862725
72,9701188,0.015528758566843064,0.9786979412365698,0.113269754,2.82e-05,0.038148621,0.014728774,0.000774503,2.64e-21,0.006286779,0.000428796,0.00403399,3.87e-05
73,9701190,0.015572134987420837,0.9786981430513896,1.0347e-18,0.0,0.0,0.020155125,0.020914018,0.0,0.00109866,0.003661254,0.0,0.0
74,9701191,0.015615511407998613,0.9786982439587995,0.016989539,0.000739699,0.022781741,0.017829546,0.00309837,6.010000000000001e-21,0.003295981,0.000206152,0.009990362,0.000651324
75,9308018,0.01622278129608745,0.9390241748927228,0.00100942,0.007905377,0.006519875,0.015503967,0.006196741,5.07e-34,0.001464881,0.000139359,0.002739723,0.008090666
76,9308020,0.016309534137242995,0.9390243767075426,0.0007961619999999999,0.003609529,0.003585926,0.02403109,0.019364833,2.54e-37,0.00091555,0.001884226,0.001258047,0.003612813
77,9308027,0.016526416240131864,0.9390250830594118,5.3499999999914704e-08,0.001026936,0.000444485,0.017054353,0.017041055,2.57e-39,0.0,1.11e-05,0.000170006,0.001027871
78,9308045,0.017220438969376247,0.9390268993927897,1.0347e-18,0.0,0.0,0.017829546,0.01859024,0.0,0.0,7.59e-06,0.0,0.0
79,9308052,0.01748069749284289,0.9390276057446588,0.0018198,0.011540326,0.003568639,0.009302423,0.005422148,3.86e-35,0.00036622,0.002403729,0.001190556,0.011754364
80,9308057,0.017610826754576214,0.9390281102817083,3.259999999999915e-06,0.000854086,0.001333609,0.015503967,0.013942685,7.67e-39,0.006317298,4.99e-06,0.000510018,0.000854863
81,9308075,0.0181313438015095,0.9390299266150861,1.0347e-18,0.0,0.0,0.028682266,0.029434555,0.0,0.0,0.013767511,0.0,0.0
82,9308083,0.018391602324976143,0.9390307338743652,1.0347e-18,0.0,0.0,0.044186126,0.044926407,0.0,0.001770064,0.007835455,0.0,0.0
83,9308100,0.01882536653075388,0.9390324493003332,1.0347e-18,0.0,0.0,0.019379932,0.020139426,0.0,0.0,0.00725522,0.0,0.0
84,9308106,0.01899887221306498,0.9390330547447926,1.4199999999999915e-05,0.003889141,0.001778145,0.020930318,0.01859024,1.02e-38,0.00073244,0.000315412,0.000680024,0.003892679
85,9308112,0.019215754315953848,0.9390336601892518,0.002523551,0.001209955,0.001333609,0.023255897,0.021688611,7.67e-39,0.00073244,0.003141752,0.000510018,0.001190702
86,9308122,0.019519389259998264,0.9390346692633507,1.0347e-18,0.0,0.0,0.052713267,0.053446943,0.0,0.0,0.011786476,0.0,0.0
87,9308124,0.01956276568057604,0.9390348710781704,1.0347e-18,0.0,0.0,0.030232652,0.03098374,0.0,0.0,0.007410164,0.0,0.0
88,9308129,0.01977964778346491,0.9390353756152199,0.0005658439999999999,0.00259276,0.001333609,0.023255897,0.021688611,1.25e-37,0.00036622,0.002597511,0.000544021,0.002569677
89,9308139,0.020083282727509325,0.9390363846893187,1.0347e-18,0.0,0.0,0.041085354,0.041828036,0.0,0.00626498,0.018206946,0.0,0.0
90,9308154,0.020603799774442613,0.9390378983004669,0.001521239,0.000683777,0.001587632,0.041085354,0.039504259,1.85e-37,0.001464881,0.006555995,0.000561018,0.000643691
91,2218,0.020864058297909258,0.0,1.0546999999999999e-18,0.0,0.016576978,0.0,0.0,7.64e-21,0.103807573,4.45e-21,0.000526578,0.0
92,9702006,0.021384575344842543,0.9787804834978544,0.094256398,0.007320735,0.059941019,0.027131862,0.019364833,9.77e-20,0.0,0.012728919,0.003566222,0.007251069
93,9702008,0.02147132818599809,0.9787806853126743,1.0347e-18,0.0,0.0,0.041860547,0.042602629,0.0,0.00036622,0.010057193,0.0,0.0
94,9702010,0.02155808102715364,0.978780887127494,0.012368953,0.003558691,0.107711209,0.013953581,0.004647556,2.77e-18,0.0,0.000878206,0.010626346,0.003282063
95,9702012,0.021644833868309187,0.9787810889423137,0.069948562,0.024631224,0.083562959,0.020930318,0.007745926,2.27e-19,0.00073244,0.001640967,0.006720193,0.025009827
96,9702014,0.021731586709464734,0.9787812907571335,0.02466682,0.013650121,0.015991305,0.07751946,0.071262591,1.3000000000000001e-30,0.065532084,0.02394757,0.002366831,0.014349484
97,9702015,0.02177496313004251,0.9787813916645434,0.059214586,0.026165528,0.06755484,0.051162881,0.041053444,2.17e-18,0.00109866,0.025237049,0.005283006,0.027522768
98,9702018,0.02190509239177583,0.9787816943867731,0.061489336,0.018886481,0.065928867,0.01627916,0.005422148,3.56e-20,0.008708628,0.002378991,0.006374365,0.018903664
99,9702024,0.0221219744946647,0.9787822998312323,0.008956828,0.013726379,0.066522814,0.007752019,0.000774503,2.3e-18,0.00091555,1.99e-05,0.003139544,0.013738867
100,9702037,0.02268586796217576,0.9787836116275609,0.055447031,0.003101145,0.004000826,0.020930318,0.014717277,2.31e-38,0.0,0.001731674,0.001530058,0.003129409
101,9702038,0.022729244382753536,0.9787837125349708,0.059498929,0.008057893,0.047543462,0.033333424,0.020914018,1.18e-20,0.00036622,0.010248625,0.004015391,0.008217878
102,9702039,0.022772620803331308,0.9787838134423806,0.01329307,0.00014794,0.054418052,0.008527212,0.001549006,1.73e-20,0.05964927,0.000114208,0.004511369,0.000149347
103,9702043,0.02290275006506463,0.9787842170720201,1.0347e-18,0.0,0.0,0.013953581,0.014717277,0.0,0.0,0.001104973,0.0,0.0
104,9702045,0.022946126485642405,0.9787844188868399,0.06980639,0.001093026,0.07052016,0.020930318,0.006971333,3.11e-18,0.0,0.004721698,0.009188871,0.001020238
105,9702046,0.022989502906220177,0.9787845197942497,0.0007080159999999999,0.011845357,0.034754789,0.010852809,0.006196741,1.06e-20,0.003234945,0.001071989,0.002010715,0.012059672
106,9702047,0.023032879326797952,0.9787846207016597,0.024808992,0.010396461,0.008650888,0.006201633,0.002323778,9.93e-28,0.00091555,0.003121137,0.001194888,0.010609459
107,9702049,0.0231196321679535,0.9787848225164795,0.0003689359999999999,0.001286213,0.011006966,0.017054353,0.009295111,3.83e-31,0.005462784,4.87e-06,0.002422903,0.001310281
108,9702076,0.02420404268239785,0.9787875470165462,1.0347e-18,0.0,0.0,0.050387688,0.051123166,0.0,0.00036622,0.062677906,0.0,0.0
109,9702077,0.024247419102975624,0.9787876479239562,0.109903835,0.010803169,0.110696669,0.030232652,0.010844314,3.52e-18,0.0,0.002444959,0.015412132,0.010762113
110,9702079,0.02433417194413117,0.978787849738776,0.076324971,0.015404047,0.098103867,0.019379932,0.005422148,4.78e-18,0.001464881,0.00216047,0.01221975,0.015494389
111,9702083,0.024507677626442265,0.9787882533684155,0.071307725,0.001875938,0.059026088,0.027131862,0.004647556,1.97e-19,0.0,0.001133834,0.0107077,0.001808951
112,9702086,0.024637806888175587,0.9787885560906451,0.083918371,0.004473783,0.072975133,0.030232652,0.00309837,8.5e-18,0.0,0.000659685,0.014579059,0.004401526
113,9702089,0.02476793614990891,0.9787888588128748,1.0347e-18,0.0,0.0,0.015503967,0.016266463,0.0,0.070960532,0.000242022,0.0,0.0
114,9702093,0.024941441832220006,0.9787892624425143,1.0347e-18,0.0,0.0,0.020155125,0.020914018,0.0,0.082586146,0.009191314,0.0,0.0
115,9702094,0.024984818252797778,0.9787893633499242,1.0347e-18,0.0,0.0,0.032558231,0.033307518,0.0,0.0,0.010134417,0.0,0.0
116,9702098,0.025158323935108876,0.9787897669795638,0.217149767,0.000137264,0.050330731,0.026356669,0.000774503,7.44e-21,0.004712033,0.000956544,0.007263532,0.000120088
117,9702099,0.025201700355686647,0.9787898678869736,1.0347e-18,0.0,0.0,0.015503967,0.016266463,0.0,0.00073244,0.01037413,0.0,0.0
118,9702101,0.025288453196842198,0.9787900697017934,1.0347e-18,0.0,0.0,0.033333424,0.03408211,0.0,0.003540128,0.01931897,0.0,0.0
119,9702103,0.025375206037997745,0.9787902715166131,1.0347e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.00036622,0.014651737,0.0,0.0
120,9702107,0.02554871172030884,0.9787906751462527,1.0347e-18,0.0,0.0,0.018604739,0.019364833,0.0,0.00036622,0.003578793,0.0,0.0
121,9702108,0.025592088140886614,0.9787907760536626,0.118799529,0.004524621,0.057330537,0.023255897,0.007745926,6.62e-20,0.0098147,0.005843246,0.005530213,0.004579622
122,9702109,0.02563546456146439,0.9787908769610725,0.053812054,0.003863721,0.082020945,0.023255897,0.006971333,2.01e-17,0.004211532,0.003974605,0.013646848,0.003612813
123,9702110,0.02567884098204216,0.9787909778684823,1.0347e-18,0.0,0.0,0.017054353,0.017815648,0.0,0.00073244,0.001030758,0.0,0.0
124,9702127,0.02632948729070877,0.9787926932944504,4.169999999999991e-05,1.4e-05,0.004695413,0.007752019,0.000774503,4.7e-36,0.003845312,8.04e-09,0.002029878,1.4e-05
125,9702133,0.026589745814175413,0.9787932987389096,1.0347e-18,0.0,0.0,0.035659003,0.036405888,0.0,0.001464881,0.013262563,0.0,0.0
126,9702136,0.026719875075908735,0.9787936014611393,1.0347e-18,0.0,0.0,0.036434196,0.037180481,0.0,0.077986004,0.022814766,0.0,0.0
127,9702153,0.027413897805153117,0.9787953168871073,0.099796126,0.001522611,0.073686556,0.02403109,0.004647556,4.07e-18,0.002197321,0.001979056,0.010366849,0.001419683
128,9702154,0.027457274225730893,0.9787954177945172,0.027723516,0.023614456,0.03913624,0.038759775,0.029434555,2.13e-21,0.001281771,0.008252128,0.002970209,0.024195672
129,9702155,0.027500650646308668,0.978795518701927,1.0347e-18,0.0,0.0,0.027907073,0.028659962,0.0,0.070772415,0.012777241,0.0,0.0
130,9702159,0.02763077990804199,0.9787959223315666,0.083742077,0.000112861,0.06862649,0.017054353,0.000774503,6.05e-19,0.00036622,6.31e-05,0.007487725,0.000109402
131,9702163,0.02776090916977531,0.9787963259612061,1.0347e-18,0.0,0.0,0.031783038,0.032532925,0.0,0.081686942,0.020178828,0.0,0.0
132,9702164,0.027804285590353084,0.978796426868616,0.076885839,0.017234231,0.094709686,0.021705511,0.008520519,1.46e-17,0.004858521,0.00462423,0.012074828,0.017580662
133,9702166,0.02789103843150863,0.9787966286834358,0.076462167,0.024224517,0.083890667,0.028682266,0.0123935,8.99e-19,0.001647991,0.007541194,0.008839569,0.024450095
134,9702167,0.027934414852086406,0.9787967295908456,0.15033254,0.000269444,0.094887798,0.026356669,0.000774503,1.19e-18,0.071703383,0.000507133,0.01034307,0.000208627
135,9702168,0.02797779127266418,0.9787968304982556,0.059285672,0.020691245,0.104864278,0.018604739,0.005422148,3.13e-18,0.003644762,0.00169869,0.009049167,0.021422456
136,9702173,0.02819467337555305,0.978797335035305,0.035542969,0.010167688,0.069328838,0.015503967,0.003872963,8.79e-19,0.0,0.000766884,0.003845229,0.010355035
137,9702174,0.028238049796130822,0.9787974359427148,0.011515922,0.000627855,0.001778145,0.035659003,0.033307518,1.02e-38,0.003418055,0.005798016,0.000680024,0.000623338
138,9702178,0.028368179057864144,0.9787978395723544,1.0347e-18,0.0,0.0,0.008527212,0.009295111,0.0,0.045707763,0.004057065,0.0,0.0
139,9702180,0.02845493189901969,0.9787980413871742,0.060423047,0.032249873,0.07973271,0.048062109,0.037180481,1.02e-18,0.017594262,0.009517281,0.00427856,0.031721518
140,9702182,0.028541684740175242,0.9787982432019939,0.001563891,0.000235636,0.014924336,0.014728774,0.00309837,3.38e-22,0.0,5.48e-05,0.003763788,0.00023814
141,9702184,0.02862843758133079,0.9787984450168137,0.008601398,0.033253424,0.071477147,0.032558231,0.022463203,1.5e-18,0.030664134,0.00164509,0.003976685,0.033143237
142,9702187,0.02875856684306411,0.9787987477390433,1.0347e-18,0.0,0.0,0.103100847,0.103795498,0.0,0.0,0.059558996,0.0,0.0
143,9702189,0.028845319684219658,0.9787989495538632,0.131245966,1.46e-05,0.055789447,0.019379932,0.000774503,1.48e-20,0.068147321,0.000956544,0.006282668,1.24e-05
144,9702194,0.029062201787108527,0.9787994540909125,0.00318465,0.000564307,0.044259447,0.027907073,0.001549006,2.7e-19,0.001464881,2.02e-07,0.007964961,0.00056482
145,9702198,0.029235707469419624,0.9787998577205521,1.0347e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.002746651,0.008715393,0.0,0.0
146,9702199,0.029279083889997396,0.978799958627962,0.02239207,0.000287237,0.044651015,0.019379932,0.002323778,7.48e-20,0.0,6.72e-05,0.007621179,0.000290043
147,9702201,0.029365836731152947,0.9788001604427817,1.0347e-18,0.0,0.0,0.03488381,0.035631296,0.0,0.0,0.013189668,0.0,0.0
148,9702202,0.02940921315173072,0.9788002613501916,1.0347e-18,0.0,0.0,0.036434196,0.037180481,0.0,0.0,0.013265696,0.0,0.0
149,9702203,0.029452589572308494,0.9788003622576015,1.0347e-18,0.0,0.0,0.026356669,0.027110759,0.0,0.0,0.016023965,0.0,0.0
150,9702205,0.02953934241346404,0.9788005640724212,0.038955094,0.002427536,0.068543721,0.018604739,0.006196741,6.5e-19,0.002746651,0.004306962,0.005498751,0.002544235
151,9309013,0.02997310661924178,0.9391245777655568,1.0347e-18,0.0,0.0,0.020930318,0.021688611,0.0,0.001281771,0.000155026,0.0,0.0
152,9309023,0.030363494404441745,0.9391255868396556,1.0347e-18,0.0,0.0,0.037209389,0.037955073,0.0,0.00036622,0.004564487,0.0,0.0
153,9309028,0.030537000086752843,0.939126091376705,8.249999999999992e-05,0.007651185,0.003266379,0.007752019,0.006196741,4.58e-34,0.0,0.000279129,0.000566342,0.007963455
154,9309034,0.030710505769063937,0.9391266968211643,1.0347e-18,0.0,0.0,0.014728774,0.01549187,0.0,0.0,0.000185949,0.0,0.0
155,9309039,0.030884011451375034,0.9391272013582137,1.0347e-18,0.0,0.0,0.049612495,0.050348573,0.0,0.001525917,0.012594425,0.0,0.0
156,9309044,0.031100893554263903,0.9391277058952632,0.003056695,0.005948098,0.003879594,0.027907073,0.023237796,6.34e-22,0.00036622,0.001777028,0.001301945,0.005978952
157,9309055,0.03149128133946387,0.9391288158767719,1.0347e-18,0.0,0.0,0.028682266,0.029434555,0.0,0.00036622,0.000166158,0.0,0.0
158,9309067,0.03196842196581938,0.9391300267656905,0.003163324,0.041210911,0.008915433,0.010077616,0.001549006,3.95e-34,0.0,7.01e-05,0.002429954,0.04136544
159,9309075,0.032315433330441574,0.9391308340249696,0.001627868,0.007930797,0.002469653,0.051938074,0.04957398,3.02e-36,0.00036622,0.005549562,0.000787129,0.008752167
160,9309097,0.03292270321853041,0.939133053987987,1.0347e-18,0.0,0.0,0.058139618,0.058869092,0.0,0.00036622,0.008547173,0.0,0.0
161,9309103,0.03318296174199705,0.9391336594324463,0.002495116,0.0,0.005976546,0.007752019,0.000774503,2.38e-25,0.00109866,5.77e-06,0.00221764,0.0
162,9309106,0.03331309100373037,0.9391339621546759,1.0347e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.006530926,0.002902616,0.0,0.0
163,9309110,0.033443220265463695,0.9391343657843154,0.003682252,0.005160102,0.003600749,0.036434196,0.03098374,1.39e-37,0.00073244,0.002168716,0.001394051,0.005088469
164,9309119,0.03379023163008588,0.9391352739510044,0.00333393,0.01042188,0.004677295,0.020155125,0.013942685,1.0600000000000001e-21,0.0,0.000279129,0.001806152,0.010456805
165,9309125,0.034007113732974756,0.9391358793954637,8.249999999999992e-05,0.040642791,0.006916462,0.011628002,0.002323778,4.74e-33,0.002746651,0.000206976,0.003086338,0.039716013
166,9309137,0.034484254359330266,0.9391370902843823,1.0347e-18,0.0,0.0,0.018604739,0.019364833,0.0,0.00036622,6.27e-06,0.0,0.0
167,9309140,0.03461438362106359,0.9391373930066119,1.0347e-18,0.0,0.0,0.084496197,0.085205258,0.0,0.003704927,0.015441298,0.0,0.0
