,Id,Degree-Centrality,Betweenness-Centrality,EigenVector-centrality,Closeness-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Page-Rank,Katz Centrality,Page-Rank.1,Percolation-Centrality,score
193,9708078.0,0.001014713,3.3e-05,0.004828328,0.273551576,7.26e-05,7.26e-05,0.001014713,3.22e-05,0.273551576,3.22e-05,3.3e-05,3.45e-05
194,,,,,,,,,,,,,
195,9708134.0,0.001050953,1.96e-05,0.002178481,0.247882784,3.28e-05,3.28e-05,0.001050953,3.13e-05,0.247882784,3.13e-05,1.96e-05,2.51e-05
196,,,,,,,,,,,,,
197,9712010.0,0.000761035,2.43e-06,0.001155282,0.239264797,1.74e-05,1.74e-05,0.000761035,2.66e-05,0.239264797,2.66e-05,2.43e-06,4.26e-06
198,,,,,,,,,,,,,
199,9712116.0,0.000761035,1.65e-06,0.000903065,0.232829426,1.36e-05,1.36e-05,0.000761035,2.61e-05,0.232829426,2.61e-05,1.65e-06,1.99e-06
200,,,,,,,,,,,,,
201,9506098.0,0.001920707,0.000479182,0.002884141,0.266766717,4.34e-05,4.34e-05,0.001920707,6.9e-05,0.266766717,6.9e-05,0.000479182,0.000515494
202,,,,,,,,,,,,,
203,9506139.0,0.00159455,0.000392259,0.002020119,0.237346541,3.03e-05,3.03e-05,0.00159455,5.61e-05,0.237346541,5.61e-05,0.000392259,0.000362697
204,,,,,,,,,,,,,
205,9506196.0,0.001304631,8.15e-06,0.001781678,0.239264797,2.68e-05,2.68e-05,0.001304631,4e-05,0.239264797,4e-05,8.15e-06,1.06e-05
206,,,,,,,,,,,,,
207,9710105.0,0.002138146,4.23e-05,0.002123853,0.241754103,3.19e-05,3.19e-05,0.002138146,6.66e-05,0.241754103,6.66e-05,4.23e-05,4.68e-05
208,,,,,,,,,,,,,
209,9801173.0,0.002138146,0.000115952,0.005213055,0.256337807,7.83e-05,7.83e-05,0.002138146,6.04e-05,0.256337807,6.04e-05,0.000115952,0.00010827
210,,,,,,,,,,,,,
211,9503163.0,0.004022614,0.000185575,0.011873097,0.269938287,0.000178656,0.000178656,0.004022614,0.000108647,0.269938287,0.000108647,0.000185575,0.00020613
212,,,,,,,,,,,,,
213,9505035.0,0.006015801,0.001272248,0.01147628,0.274175842,0.000172398,0.000172398,0.006015801,0.000180851,0.274175842,0.000180851,0.001272248,0.001250114
214,,,,,,,,,,,,,
215,9507169.0,0.00159455,6.19e-05,0.00293107,0.256127059,4.4e-05,4.4e-05,0.00159455,5.25e-05,0.256127059,5.25e-05,6.19e-05,5.83e-05
216,,,,,,,,,,,,,
217,9509161.0,0.005653403,0.000267471,0.010743096,0.265998639,0.000161272,0.000161272,0.005653403,0.000155472,0.265998639,0.000155472,0.000267471,0.0002828
218,,,,,,,,,,,,,
219,9511118.0,0.000289918,3.74e-05,7.1e-05,0.214422804,1.07e-06,1.07e-06,0.000289918,2.82e-05,0.214422804,2.82e-05,3.74e-05,4.11e-05
220,,,,,,,,,,,,,
221,9511180.0,0.001848228,3.13e-06,0.004951007,0.248974667,7.43e-05,7.43e-05,0.001848228,4.68e-05,0.248974667,4.68e-05,3.13e-06,4.22e-06
222,,,,,,,,,,,,,
223,9512005.0,0.001703269,1.08e-05,0.005323413,0.259016744,7.99e-05,7.99e-05,0.001703269,4.39e-05,0.259016744,4.39e-05,1.08e-05,9.75e-06
224,,,,,,,,,,,,,
225,9606043.0,0.001630789,2.8e-06,0.005133321,0.258479479,7.71e-05,7.71e-05,0.001630789,4.17e-05,0.258479479,4.17e-05,2.8e-06,4.21e-06
226,,,,,,,,,,,,,
227,9609041.0,0.003877655,0.000502729,0.010490622,0.269962767,0.000157481,0.000157481,0.003877655,0.000100443,0.269962767,0.000100443,0.000502729,0.000452349
228,,,,,,,,,,,,,
229,9609145.0,0.003225339,3.56e-05,0.009398994,0.266022409,0.000141116,0.000141116,0.003225339,7.83e-05,0.266022409,7.83e-05,3.56e-05,3.58e-05
230,,,,,,,,,,,,,
231,9610156.0,0.003370298,0.000419722,0.009228677,0.26872802,0.000138555,0.000138555,0.003370298,9.21e-05,0.26872802,9.21e-05,0.000419722,0.000374101
232,,,,,,,,,,,,,
233,9701055.0,0.002609263,4.5e-05,0.007595863,0.261826448,0.000114021,0.000114021,0.002609263,6.72e-05,0.261826448,6.72e-05,4.5e-05,4.59e-05
234,,,,,,,,,,,,,
235,9704067.0,0.001739509,1.87e-05,0.004390949,0.261384536,6.6e-05,6.6e-05,0.001739509,4.97e-05,0.261384536,4.97e-05,1.87e-05,1.99e-05
236,,,,,,,,,,,,,
237,9706076.0,0.00159455,1.47e-05,0.004690765,0.260229371,7.05e-05,7.05e-05,0.00159455,4.27e-05,0.260229371,4.27e-05,1.47e-05,1.6e-05
238,,,,,,,,,,,,,
239,9707071.0,0.000978474,6.19e-06,0.004264401,0.25887659,6.41e-05,6.41e-05,0.000978474,2.86e-05,0.25887659,2.86e-05,6.19e-06,5.9e-06
240,,,,,,,,,,,,,
241,9710001.0,0.001087193,3.18e-05,0.002555263,0.255367821,3.84e-05,3.84e-05,0.001087193,3.63e-05,0.255367821,3.63e-05,3.18e-05,3e-05
242,,,,,,,,,,,,,
243,9801187.0,0.000724795,5.8e-07,0.000882953,0.232282386,1.33e-05,1.33e-05,0.000724795,2.53e-05,0.232282386,2.53e-05,5.8e-07,6.88e-07
244,,,,,,,,,,,,,
245,9602180.0,0.000942234,2.6e-05,0.000857765,0.236650516,1.29e-05,1.29e-05,0.000942234,3.71e-05,0.236650516,3.71e-05,2.6e-05,3.23e-05
246,,,,,,,,,,,,,
247,9702059.0,0.000942234,1.63e-06,0.001399282,0.235968953,2.1e-05,2.1e-05,0.000942234,2.98e-05,0.235968953,2.98e-05,1.63e-06,2.76e-06
248,,,,,,,,,,,,,
249,9709081.0,0.000761035,9.89e-06,0.002636992,0.256607874,3.96e-05,3.96e-05,0.000761035,2.59e-05,0.256607874,2.59e-05,9.89e-06,8.63e-06
250,,,,,,,,,,,,,
251,9802092.0,0.000869754,2.61e-05,0.000984599,0.239081177,1.48e-05,1.48e-05,0.000869754,3.18e-05,0.239081177,3.18e-05,2.61e-05,3.37e-05
252,,,,,,,,,,,,,
253,9410203.0,0.000688555,0.000238684,0.000142041,0.229110176,2.13e-06,2.13e-06,0.000688555,4.65e-05,0.229110176,4.65e-05,0.000238684,0.000248155
254,,,,,,,,,,,,,
255,9506084.0,0.001050953,6.1e-05,0.003164483,0.264243522,4.76e-05,4.76e-05,0.001050953,3.55e-05,0.264243522,3.55e-05,6.1e-05,6.04e-05
256,,,,,,,,,,,,,
257,9703159.0,0.000905994,2.59e-06,0.001008052,0.236801115,1.52e-05,1.52e-05,0.000905994,3.19e-05,0.236801115,3.19e-05,2.59e-06,3.6e-06
258,,,,,,,,,,,,,
259,9704114.0,0.001087193,0.000215053,0.001628718,0.25651697,2.45e-05,2.45e-05,0.001087193,5.06e-05,0.25651697,5.06e-05,0.000215053,0.000248256
260,,,,,,,,,,,,,
261,9801007.0,0.000362398,5.71e-07,0.00062766,0.235979345,9.44e-06,9.44e-06,0.000362398,1.64e-05,0.235979345,1.64e-05,5.71e-07,6.14e-07
262,,,,,,,,,,,,,
263,9801207.0,0.002899181,8.6e-05,0.008189046,0.267841475,0.000123126,0.000123126,0.002899181,7.13e-05,0.267841475,7.13e-05,8.6e-05,9.07e-05
264,,,,,,,,,,,,,
265,9803087.0,0.000905994,2.86e-06,0.001142879,0.233653817,1.72e-05,1.72e-05,0.000905994,3.12e-05,0.233653817,3.12e-05,2.86e-06,3.72e-06
266,,,,,,,,,,,,,
267,9710024.0,0.000652316,1.58e-05,0.001032935,0.239570743,1.55e-05,1.55e-05,0.000652316,2.56e-05,0.239570743,2.56e-05,1.58e-05,1.79e-05
268,,,,,,,,,,,,,
269,9804061.0,0.001848228,6.46e-05,0.004919567,0.256472769,7.39e-05,7.39e-05,0.001848228,5.36e-05,0.256472769,5.36e-05,6.46e-05,5.81e-05
270,,,,,,,,,,,,,
271,9803139.0,0.000905994,1.6e-05,0.002436849,0.254729268,3.66e-05,3.66e-05,0.000905994,2.98e-05,0.254729268,2.98e-05,1.6e-05,1.37e-05
272,,,,,,,,,,,,,
273,9808125.0,0.000616076,1.01e-05,0.003044184,0.261770168,4.58e-05,4.58e-05,0.000616076,1.95e-05,0.261770168,1.95e-05,1.01e-05,9.36e-06
274,,,,,,,,,,,,,
275,9606139.0,0.006196999,0.000739324,0.0145031,0.275628478,0.00021803,0.00021803,0.006196999,0.000152753,0.275628478,0.000152753,0.000739324,0.0007262
276,,,,,,,,,,,,,
