,Rank,Id,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic
48,49,9912092,9703166,9503124,11283,9601013,9304154,9212149,9910004,9910004,9211034,9910004,112195
49,50,9912090,9512077,9303143,8241,9208027,9208027,9810188,8042,8042,9211021,11283,9409089
50,51,9912088,9103,11094,112195,9411149,9411149,9304011,9808141,9808141,209241,8042,9804208
51,52,9912085,9402002,8033,9711165,9910053,210157,9402044,107251,107251,9812056,7191,303191
52,53,9912075,9504090,8227,9808100,210157,9706210,9208027,9610043,9610043,12234,9808141,106117
53,54,9912072,9402044,7153,4068,9602022,9910053,9507158,9812135,9812135,9805170,107251,210217
54,55,9912070,9603167,9812219,9611050,9706210,9712110,9611230,8075,8075,9206084,8075,12234
55,56,9912065,9507158,7170,105097,9904180,9401153,9303046,107172,107172,9512085,107172,9202
56,57,9912047,12251,109182,9805096,9401153,9602022,9407190,7191,7191,5029,9610043,11193
57,58,9912042,9512062,8231,9301042,9712110,9505161,9512062,9810072,9810072,9903005,9812135,8001
58,59,9912019,9904207,10016,106061,212114,9904180,9612115,106113,106113,9602022,9810072,106061
59,60,9912018,9505105,9311177,9511053,9708009,9506136,9411057,7078,7078,9501068,7078,9511030
60,61,9912012,9208027,10190,9906064,9505161,9208047,9504090,5073,5073,9903268,5073,106178
61,62,9912011,9912249,12080,4187,9208047,9910222,9510169,111208,111208,9503023,111208,4063
62,63,9912010,9507121,9105,109162,9910222,9708009,9507121,10221,10221,9205068,10221,9910053
63,64,9912007,9703030,4147,7191,9711165,9212149,9812219,110055,110055,5031,110055,7064
64,65,9912001,7018,7226,9907123,9506136,9912271,9805114,9911116,9911116,9603142,110108,12037
65,66,9911253,9903205,301094,209241,9212149,9505061,9402032,9904207,9904207,9504090,9911116,9504047
66,67,9911252,9808141,9142,106178,9505061,212114,9306069,9908056,9908056,9303160,9908056,9504090
67,68,9911251,210157,303172,9804208,9903268,9405187,9309140,11094,11094,5247,9904207,9902149
68,69,9911243,9905012,9061,11193,9405187,9903268,9411102,208142,208142,9401070,9803131,9611050
69,70,9911242,9511030,105227,205301,9912271,9310170,9512077,104139,104139,9511030,11094,9906044
70,71,9911233,9512059,8101,9902149,9310170,9711165,9703166,9030,9030,9810188,104139,11282
71,72,9911214,9805114,11033,12131,304018,304018,9909134,9803131,9803131,9303046,208142,9810188
72,73,9911212,9909134,10218,5247,5247,9412229,9602043,103124,103124,206063,9030,205100
73,74,9911205,9805019,5040,9702098,9412229,9304057,9603167,9803031,9803031,9912271,103124,9510169
74,75,9911203,9910219,11009,106117,9812219,303185,7191,6240,6240,9301068,9803031,9805170
75,76,9911202,10060,5204,9906044,303185,9707202,9805170,110108,110108,9309140,6240,9501068
76,77,9911200,8001,209034,9910222,9304057,206063,9804058,6112,6112,209169,6112,103115
77,78,9911197,9807080,106201,9504090,9501068,9501068,9905012,9208027,9208027,9207016,9208027,106234
78,79,9911174,9904017,7043,9501068,9707202,5247,9806087,6062,6062,107163,104036,9512077
79,80,9911165,210224,9410167,4063,9408067,9812219,106113,104036,104036,9507158,6062,9301042
80,81,9911163,9911116,9903205,205060,5130,207130,9911055,12218,12218,9407190,110007,9408074
81,82,9911161,9911055,10028,9511030,206063,9504090,7170,9805019,9805019,9505161,12218,8241
82,83,9911136,5129,9213,303191,207130,9408067,9401070,7204,7204,9306069,7204,209241
83,84,9911125,108172,9510135,9708009,9504090,9309140,9512059,107115,107115,9711002,111238,205301
84,85,9911124,10108,5048,10222,9309140,9512062,9201061,9233,9233,9812219,9805019,110108
85,86,9911119,5048,9812031,9504047,9512062,7195,9608024,104143,104143,9512062,107115,11079
86,87,9911116,9806087,9905111,208048,7195,9707009,9511030,105242,105242,103239,9233,9808100
87,88,9911113,9608024,10034,11282,9707009,9811031,103239,105059,105059,9904180,104143,209230
88,89,9911112,9902105,11002,4103,11197,9503161,9409113,7018,7018,9208027,7018,10105
89,90,9911105,209241,9610043,211170,9603074,5130,9505105,210224,210224,9705122,105242,9511222
90,91,9911100,8142,209122,9805114,9811031,207231,9904017,12145,12145,9212149,111182,11131
91,92,9911098,5040,10021,9512062,9812056,9603074,9148,11029,11029,9401059,105059,107081
92,93,9911097,9804058,8205,9507060,9805170,11197,9903205,5029,5029,9806087,210224,9805114
93,94,9911096,9910149,10247,9904150,111210,9905229,9803235,110007,110007,9507121,12145,9702098
94,95,9911094,209230,9189,9511222,9401070,9206027,9504006,7226,7226,9504006,11029,9907123
95,96,9911091,9505035,4015,9910053,9301068,111210,9505161,111238,111238,9912072,103171,9704104
96,97,9911087,107166,5129,9512181,9603101,9812056,9904207,4013,4013,9206027,7226,106014
97,98,9911084,208048,103103,9512077,9503161,6179,9701125,9191,9191,9512077,4013,11077
98,99,9911082,9207016,7078,9402002,6179,9206007,9910219,107087,107087,9804085,5029,5247
99,100,9911068,9306002,9910053,9812219,9206027,9401070,9712251,111182,111182,9712066,9191,110007
100,101,9911067,106109,11125,9511178,9507155,9702194,9807080,5015,5015,9712004,108172,108101
101,102,9911066,9804085,104230,205306,9905229,9302116,9103,10016,10016,9602052,107087,103080
102,103,9911055,206038,9510209,12037,9302116,104031,9302033,8033,8033,9404173,8001,206071
103,104,9911043,9803235,10090,9510169,207231,9603101,5129,9101,9101,7191,10016,9604041
104,105,9911042,9612115,9030,9604041,9206007,9805170,9512216,6236,6236,9510169,5015,9213
105,106,9911041,9604035,104143,9710198,9303046,9303046,9503023,10256,10256,105097,112045,9812219
106,107,9911037,303191,103085,4074,9503023,9507155,9506136,103171,103171,7018,8033,103067
107,108,9911031,9304154,107251,9610157,104031,9903069,9912249,8001,8001,9201061,9101,9708009
108,109,9911026,12210,9909062,207106,9501075,9301068,5031,11282,11282,107248,9409089,4187
109,110,9911022,110108,106036,11079,9905142,106260,7018,103196,103196,212117,6236,9610157
110,111,9911016,210292,103079,8001,9205068,9512105,9202046,7089,7089,9711138,103196,9402002
111,112,9911015,9511222,11131,9508064,9603142,9401105,9908056,105311,105311,9911097,10256,12210
112,113,9911007,9602051,9910004,9304011,9810188,9908105,9511222,7175,7175,9910038,105311,9512062
113,114,9911004,107177,210292,9704104,9702194,9603142,9805028,106213,106213,9701125,7089,9247
114,115,9910263,208142,103089,9503057,209169,9607201,9504081,108172,108172,9512059,106213,107057
115,116,9910258,4147,6219,9512129,9512105,9503023,9206027,9409089,9409089,9906229,106109,106113
116,117,9910250,9908056,207156,106192,9401105,9501075,106109,5208,5208,9603167,7175,9511157
117,118,9910244,103239,3278,9805170,9908105,9705087,8001,11079,11079,9409113,11282,106127
118,119,9910229,9810072,11283,210217,9302047,9205068,9301046,9812031,9812031,9505035,110031,9512219
119,120,9910226,9309140,8075,205100,9709192,9511030,9911116,9907166,9907166,9411048,303191,9504081
120,121,9910222,9607201,9810072,112040,9207016,9302047,9303048,10101,10101,9402032,106247,10222
121,122,9910220,11095,5029,9804057,9402032,9905142,9805019,303191,303191,9607049,5208,5040
122,123,9910219,9704080,210224,9805058,9705087,9709100,8142,7106,7106,112032,9812031,4111
123,124,9910217,8013,108043,9610082,9607201,9208007,9406206,9189,9189,9610242,11079,9806087
124,125,9910216,12198,8042,9810188,9208007,9207016,9808141,8142,8142,9603074,10101,9601029
125,126,9910211,5006,207105,9710102,9903069,209169,9209049,112045,112045,9707202,9189,9503057
126,127,9910198,110007,107197,9507121,9511030,9908021,9304141,210292,210292,9602070,8142,7024
127,128,9910196,9504006,106231,9709172,9703110,9402032,9308154,108043,108043,9511222,9907166,4198
128,129,9910188,6240,10221,10105,9908021,9501071,107177,9213,9213,209162,7106,9603167
129,130,9910184,9711138,9908056,11032,9501071,9607049,9807069,9512077,9512077,6064,6219,5073
130,131,9910174,5247,7175,206161,9908199,9407182,9602070,12093,12093,9306023,12093,9512059
131,132,9910170,9505075,9233,103067,9607049,9709192,11156,6219,6219,9708164,108043,103171
132,133,9910159,9505100,110055,110050,9405109,9912072,12251,10251,10251,11166,107134,109162
133,134,9910157,9504081,112169,9213,9912072,9405109,9207094,6023,6023,9811028,210292,103163
134,135,9910156,9210010,105242,9309140,106260,9703110,9806194,106109,106109,9905142,112152,112145
135,136,9910149,206255,105184,9904019,9709100,9810188,9910149,211263,211263,9805114,9512077,9156
136,137,9910146,106010,107115,9603086,9505052,9512085,7044,9909062,9909062,9501071,9213,4068
137,138,9910142,9603161,209255,9511157,12234,9612115,9411187,209241,209241,9103,10251,9411149
138,139,9910132,10240,9252,9909049,106113,9810198,9708147,110031,110031,12023,9411149,9507121
139,140,9910118,9505052,10181,110108,103235,103235,5040,10204,10204,9804177,211263,12035
140,141,9910105,9604034,5073,210249,9612115,9505052,9505075,8081,8081,9703030,8081,9807080
141,142,9910098,9205027,304018,106234,9810089,9711084,9806051,7217,7217,9612115,9909062,107167
142,143,9910094,9210065,111069,107096,9407182,9908199,9505150,9611050,9611050,9807127,9611050,110050
143,144,9910093,5067,9803031,9705167,9412092,106113,9301052,6091,6091,210157,6023,9507158
144,145,9910091,9910004,104139,11131,9911097,9810089,5048,106247,106247,9402044,109213,4148
145,146,9910083,7024,107172,8015,9512085,9507121,9607049,8231,8231,10048,10204,9805019
146,147,9910076,5029,207107,103168,9602052,9603164,9604034,9002,9002,9803030,7217,209150
147,148,9910065,103067,5208,108152,9211021,8241,9305185,8119,8119,9503057,209241,9704041
148,149,9910062,207106,12145,106201,9507121,12234,9205089,12183,12183,9611230,111093,9806159
149,150,9910058,9806146,106068,4039,9406125,9511104,9711138,8204,8204,9910222,6091,205306
150,151,9910053,7044,103124,103115,12141,9712066,9505100,8252,8252,9148,112218,205060
151,152,9910052,5036,108150,110200,9810198,112032,9505062,10017,10017,9904207,8231,9910222
152,153,9910050,9602070,111199,9904033,9712066,9412092,103067,11099,11099,210134,8204,8226
153,154,9910048,9806051,9906064,11197,9507158,9602052,9607161,8144,8144,9207094,9002,9806146
154,155,9910045,9602114,106195,107081,5031,12141,9306013,9908134,9908134,9811019,8252,12213
155,156,9910040,9505062,12218,9908004,9511104,9911097,9410073,107134,107134,108032,11099,11032
156,157,9910038,9911161,10058,9902210,9603164,9507158,9804177,109176,109176,9904017,10017,9204099
157,158,9910030,207105,103069,9411048,8241,9703099,9506109,112152,112152,9506011,8144,7195
158,159,9910013,9505150,104036,9504006,9711084,9805114,9911161,9411149,9411149,10144,112226,104037
159,160,9910012,9603126,7191,207145,9511126,9406125,9810072,12081,12081,106113,11077,10088
160,161,9910005,6062,104099,8004,105048,9501040,9602051,11077,11077,11156,9806146,12198
161,162,9910004,105097,208217,209150,110026,9211021,9909011,9510169,9510169,11241,8119,106201
162,163,9909227,105059,212188,9705173,9504145,5031,9811015,9401139,9401139,9139,109176,8015
163,164,9909219,9611042,112214,9706025,7018,7018,9809057,7255,7255,9807080,12183,9808141
164,165,9909218,9704104,12179,9504145,112032,9711002,9501071,8023,8023,7024,12081,205204
165,166,9909215,9612192,9303067,7064,9507060,9504145,9501144,103209,103209,9209055,9908134,9610082
166,167,9909214,11256,205085,9707205,9703099,9806087,110108,109213,109213,9411102,9501068,8250
167,168,9909213,9211021,105129,11095,9207094,9411048,9206006,104232,104232,9504081,9510169,11095
168,169,9909205,9812135,211012,9610085,9804177,9511126,10108,10058,10058,9507046,7255,9912244
169,170,9909202,9702187,9002,9603126,207276,9804177,5247,9501068,9501068,9805019,8023,9710102
170,171,9909199,9708164,7204,9912244,9501040,9711138,9311015,212114,212114,207142,9401139,9710198
171,172,9909196,9504047,104090,7236,9411048,105048,9502072,6085,6085,7007,11193,103090
172,173,9909193,9305185,209241,110240,9303160,9504149,9511043,9807080,9807080,9803235,10058,9504006
173,174,9909192,9411187,9503099,9411149,9511053,9207094,9503163,11193,11193,9812072,103209,109213
174,175,9909182,9306069,9811237,112145,9708164,9705122,10060,107178,107178,9411057,9807080,9411048
175,176,9909180,9701125,9101,9911112,9711138,9304047,9603053,106201,106201,11283,106191,9706025
176,177,9909176,9702014,9090,9512059,9607234,207276,9405166,106281,106281,9603097,112223,9511053
177,178,9909172,9402032,6062,9806146,9306069,9403173,9504145,9806146,9806146,205202,106117,9511178
178,179,9909163,5204,10256,9204099,9504006,9607234,9404013,12217,12217,9306013,104232,9908004
179,180,9909146,9603087,8023,9601029,9805114,9803030,9606139,6202,6202,9903162,212114,9904207
180,181,9909134,9610082,106002,206071,9806087,9702027,110055,106117,106117,8231,6085,11060
181,182,9909129,12179,212063,5073,9204102,9303160,9211102,111093,111093,9807069,107178,109092
182,183,9909126,9601038,109176,9806087,9705122,9204102,9309075,112218,112218,9805028,106281,111182
183,184,9909125,9810126,10101,9611110,9803030,9301114,9207042,8076,8076,9303048,12217,112126
184,185,9909124,9708009,9512077,9705055,9911242,9201059,9504047,112226,112226,206173,106201,111238
185,186,9909119,9705078,6112,9904011,9403173,9507060,9806026,10218,10218,106076,8076,10010
186,187,9909112,9411210,11238,9711138,9702027,9911242,110007,7024,7024,9703166,6202,9606139
187,188,9909110,9507090,8142,9806240,9207084,9511053,9506011,9141,9141,9203079,106014,9803086
188,189,9909086,11073,107098,9507158,9504149,9306069,9307111,109131,109131,9911116,10218,9904011
189,190,9909082,9142,4013,110115,9304047,110026,9507048,106014,106014,106112,111008,9808069
190,191,9909081,6071,7235,9806159,9411176,9411176,9910093,104090,104090,9905229,105097,210249
191,192,9909072,9206084,303057,9504081,111208,111208,9910004,103090,103090,9606139,109131,107177
192,193,9909070,112218,104200,12213,9711002,9212083,9806146,110019,110019,9704128,9141,9904017
193,194,9909062,9506102,9402113,210183,9603097,9608068,5208,105097,105097,9506085,104090,106112
194,195,9909059,9612157,11170,12210,9407190,9211072,9303160,105085,105085,9402144,7024,9711138
195,196,9909058,7064,107087,110007,9301114,9505035,9512031,209153,209153,9810201,209153,110200
196,197,9909056,107143,211263,303185,9610242,8004,9312172,106191,106191,9612217,110019,9504145
197,198,9909053,5208,5015,111222,9811028,9207084,9912001,112223,112223,9309075,105085,12131
198,199,9909049,11156,106213,9907142,9912171,9407190,9301114,9603167,9603167,105286,9411048,6008
199,200,9909047,9912001,12024,9706155,9710198,9907123,9806074,9911041,9911041,9308154,103090,9912266
200,201,9909037,9205068,105257,9507063,9211040,9707120,9604044,103069,103069,106109,210157,9904019
201,202,9909030,111129,105245,9702167,9608068,9211040,105097,9511030,9511030,9202046,9911041,9904150
202,203,9909025,9303143,208048,9708123,9212083,9603097,9810126,210157,210157,9302033,7064,9707079
203,204,9909017,110028,4106,9608039,9211072,9504006,9505162,12239,12239,107105,103069,11256
204,205,9909011,9606139,105098,6008,9807069,9708164,9505061,212188,212188,9301046,9603167,9909049
205,206,9909006,9803031,211127,103090,9512077,9605029,11172,9105,9105,9201059,9139,11146
206,207,9908201,9712251,105076,5040,9201059,9402044,208020,9805034,9805034,9411187,9105,6023
207,208,9908199,11089,104164,103171,9512059,9807069,6240,9139,9139,9806199,9511030,9103
208,209,9908181,9908105,9611050,9903110,112044,9409113,11256,104095,104095,9612192,12239,11111
209,210,9908167,206063,104229,9804038,9510169,9205027,9805112,5159,5159,9504047,212188,9805096
210,211,9908165,8075,7089,9604097,9205027,9610242,6062,5087,5087,207249,4063,9809022
211,212,9908164,7177,7217,104147,5280,103170,9503121,10034,10034,9301083,9805034,9603142
212,213,9908160,9301068,12222,4198,9511222,9407168,9601038,11057,11057,106127,104095,9703210
213,214,9908157,207130,8127,9511228,9204064,9510169,9905210,103256,103256,9601013,9805114,108172
214,215,9908153,9505162,105311,211146,9209003,5280,9506112,11244,11244,9603053,110123,103209
215,216,9908152,9712110,209232,9905160,9707209,9706132,9612128,4063,4063,8241,5159,5048
216,217,9908148,7090,103196,7125,209162,9912171,4158,7064,7064,9307010,103256,301094
217,218,9908143,12145,211180,9607184,8004,9408158,9605001,109070,109070,9305185,10034,9806240
218,219,9908142,9038,109131,106255,103170,9605046,9206078,12164,12164,110007,11244,8112
219,220,9908141,9304011,207119,108101,9707120,9511222,9912012,8030,8030,9607161,9601029,208020
220,221,9908134,9246,209068,9611222,9907123,9209003,9504147,12266,12266,8004,108101,8013
221,222,9908121,9908134,6236,104037,6028,9710198,8013,10190,10190,103055,11057,106192
222,223,9908120,9504145,111034,110184,9206114,9512077,7146,109209,109209,205101,107057,8004
223,224,9908106,9806194,109187,103080,6219,9811028,9205064,111008,111008,107177,12266,9804184
224,225,9908105,9905210,6209,103209,3270,9206114,9505186,9908152,9908152,9908036,109209,9610085
225,226,9908097,9701025,6202,9912280,9605029,103239,9903225,9805114,9805114,9710248,10190,9709172
226,227,9908088,9512219,5085,9603074,5029,9512059,9805171,107057,107057,9307036,109070,7106
227,228,9908084,9705055,11079,9602022,9505035,9707209,9309097,105227,105227,12164,112140,9904033
228,229,9908077,9711143,207132,9810240,9407168,9204064,9908134,108101,108101,103067,9411057,9411178
229,230,9908076,9708118,7255,3251,11095,12062,112218,7140,7140,12154,5087,11073
230,231,9908075,9911022,112231,9602052,9409113,6028,9612121,9601029,9601029,5130,9911096,110184
231,232,9908071,8205,5114,9505073,303109,9809057,9611173,11033,11033,9411210,8030,9912280
232,233,9908063,111238,110136,9905155,9706132,9401006,9209055,6013,6013,9912171,10088,9304011
233,234,9908056,112045,205098,8226,103239,112044,9803031,301094,301094,9506064,9904017,9511043
234,235,9908049,303095,104133,9908148,9202014,111154,9406208,9911096,9911096,7044,9908152,12183
235,236,9908044,9201056,4183,4151,111228,6219,9308139,210134,210134,9706210,7140,3263
236,237,9908040,8252,10204,103163,9612192,9807165,9711002,9909214,9909214,9307111,12164,3251
237,238,9908039,9207094,9404008,9807080,107163,9201026,9211097,9411048,9411048,9605001,8140,9511108
238,239,9908038,9501071,11088,106113,9401006,3270,9408113,9412184,9412184,12251,9412184,6019
239,240,9908036,9511043,103056,207208,9404173,9404173,9608071,11147,11147,107191,11033,11292
240,241,9908035,9903225,9141,9901135,9807165,9902115,9403141,9909059,9909059,9512216,9909214,9512196
241,242,9908023,9709172,9510169,9507113,210134,107163,4147,10088,10088,9511043,6013,107220
242,243,9908022,208020,10251,9805019,9809057,111228,4014,9904017,9904017,209230,105227,207145
243,244,9908021,11125,208094,106014,12062,12023,9604166,110093,110093,9507060,11147,10060
244,245,9908019,9912012,11282,9912184,8200,11095,9503157,105139,105139,9312172,301094,9602052
245,246,9908006,7043,12009,12092,9604148,9308027,9310188,10181,10181,109162,9806087,9511164
246,247,9908004,9503163,11140,107057,111154,9202014,9205069,5178,5178,9507048,106127,104147
247,248,9907224,9604166,103067,9811093,9408158,9205088,9302074,9911161,9911161,9201007,107067,11190
248,249,9907210,8140,8144,12198,12023,303109,9602049,110123,110123,9908021,210134,104136
249,250,9907209,112223,207106,11077,9605046,9707171,9605150,6119,6119,9209049,110093,8119
250,251,9907206,9601177,9803131,4148,9709106,205202,9201021,11119,11119,9806146,9911161,9903205
251,252,9907202,107251,5272,9511164,9308027,9908056,9207095,104021,104021,9910030,10181,9309140
252,253,9907189,303172,106027,108075,105005,207105,9705221,112140,112140,9501075,9909059,9511213
253,254,9907188,9204083,8204,9103,9201026,9709106,7024,9806087,9806087,9205089,105139,112040
254,255,9907180,211170,5087,210044,207105,109163,12072,112195,112195,9804058,112253,9411057
255,256,9907166,211245,6091,9912271,109163,111013,4111,9912272,9912272,9406208,5178,9911112
256,257,9907165,12156,303191,9904129,9908056,105005,12210,106127,106127,9410073,6119,9812135
257,258,9907156,106127,7018,9704041,9205088,9202011,9512219,9411057,9411057,209188,112195,9305185
258,259,9907142,103171,109032,6202,304120,304120,9307010,110293,110293,106234,104021,107261
259,260,9907133,205321,7024,6019,205202,5029,9411028,206063,206063,110108,205100,9507115
260,261,9907130,9306153,9907166,12183,9202011,9604148,8252,9803067,9803067,7146,11119,6140
261,262,9907128,7146,12093,9911253,9707171,9502091,9511164,209150,209150,12141,9504090,9506194
262,263,9907123,9512031,9411149,7130,9903162,9310113,9610193,10244,10244,5087,110293,9709107
263,264,9907117,9907166,110093,109092,9402044,210134,5067,9512062,9512062,9804057,9511222,104232
264,265,9907116,9502072,210157,110274,110242,8200,9601150,11223,11223,208020,110087,9805047
265,266,9907113,9503121,11244,9512219,9502091,206173,7064,9511222,9511222,9405190,10244,9808149
266,267,9907106,9503179,110002,9912227,9603167,9804085,9403198,205100,205100,9504145,103078,206141
267,268,9907101,9202,7106,9803086,12111,12111,9506126,106180,106180,9903021,9803067,9806199
268,269,9907099,11197,11099,9905004,9211034,12024,5016,11233,11233,6132,11223,7130
269,270,9907088,10090,212114,9707099,206173,110242,9502025,8140,8140,108099,110234,9705167
270,271,9907061,207116,8001,9603167,12024,9203056,9201007,9140,9140,9204046,106180,110274
271,272,9907058,9603109,12217,9912266,111013,9203079,9209054,107184,107184,8001,9912272,108152
272,273,9907054,9812031,9501068,9411178,107248,9910226,9202092,6019,6019,8081,9512062,9705173
273,274,9907037,9605150,7158,9912272,9902115,9301083,11089,107067,107067,9211097,11233,9704110
274,275,9907036,9506112,11057,9156,212117,9906033,9402077,9504090,9504090,11095,107184,12164
275,276,9907033,9603003,301049,106127,9805019,9603167,5204,12024,12024,9612148,9612192,9807127
276,277,9907029,9510182,9411057,9206084,9902157,9902157,104136,12080,12080,9903205,210187,6062
277,278,9907026,111165,10017,303033,9711006,9910157,9811035,103168,103168,5133,206063,302030
278,279,9907016,4111,10244,9706210,9203079,212117,5006,106036,106036,303087,12024,12249
279,280,9906244,12234,8119,9208027,9310113,9903162,9809022,12234,12234,9707009,106036,9148
280,281,9906242,11017,210134,9909059,108172,107248,9210127,9182,9182,9811035,9602052,9805171
281,282,9906238,111182,9901159,9607067,9203056,9910013,5015,9911251,9911251,210070,110265,9612162
282,283,9906229,107138,9401139,9809022,9903205,9202057,9805168,7130,7130,9610157,209150,7043
283,284,9906222,9805112,103209,9905064,9804085,9903233,12198,105257,105257,9909134,210252,9904129
284,285,9906214,9705221,106187,9903207,9910013,9302103,9606001,111077,111077,7064,12080,5129
285,286,9906200,9411102,9411048,3263,9202057,9711006,9702014,11170,11170,9808141,9140,205201
286,287,9906197,9511164,6119,6140,11241,9506035,9909205,207097,207097,9708147,111085,9605033
287,288,9906194,9912167,107075,9903029,9506035,9211034,9301037,6014,6014,7195,9703166,9912072
288,289,9906192,9505073,12266,4111,12266,9502122,9907166,9602052,9602052,9502096,105257,9505053
289,290,9906191,210183,11117,8119,5133,11241,9204046,112253,112253,12128,6019,211146
290,291,9906188,9511053,9601029,9247,9910226,209162,9906182,9252,9252,9602043,111077,109081
291,292,9906182,5015,206255,9605154,208048,107067,9812135,6160,6160,9201021,11170,107143
292,293,9906162,106191,12164,205201,9302103,9209044,9607163,104133,104133,9712212,9911251,104169
293,294,9906161,106247,12183,9805047,105097,108172,9812013,10028,10028,9308139,9182,9903091
294,295,9906154,9303160,9912167,9903091,9602070,9602070,9902121,8092,8092,9810006,207097,9811093
295,296,9906144,9401070,6085,110178,9906033,9902018,9805217,9612192,9612192,9503157,103168,9604156
296,297,9906137,11226,8057,9903021,9301083,9806146,5029,11226,11226,9301114,6014,110240
297,298,9906129,106034,11223,9711108,9709172,9212009,107143,10105,10105,9307174,109057,110031
