,Id,degree centrality,betweenness centrality,closeness centrality,eigenvector centrality,Katz-Centrality,Percolation-Centrality,Harmonic centrality,hubscore,authoritiesscore,Page-Rank,rank-Prestige,degree_prestige,scores
61,9601028,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,1.0,4.09e-20,0.0,4.63e-05,0,0.000182782,0.363615651
62,6178,0.000182782,0.0,0.004652377,3.29e-13,0.013457904,0.0,27.90178074,0.0,1.64e-19,0.000200371,2,0.0,0.727231301
63,9704054,0.000365564,5.9e-05,0.002574268,1.15e-19,0.013500208,5.9e-05,16.30678211,4.8000000000000006e-21,4.71e-20,0.00045982,1,0.000182782,0.727231301
64,9211052,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,1.63e-20,0.0,4.63e-05,0,0.000182782,0.363615651
65,6108,0.000365564,6.68e-07,0.000324946,6.46e-29,0.013468643,6.68e-07,2.166666667,1.64e-20,-3.46e-19,0.000175082,3,0.000182782,0.727231301
66,9606013,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.2100000000000003e-21,0.0,4.63e-05,0,0.000182782,0.727231301
67,207179,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,4.45e-21,0.0,4.63e-05,0,0.000182782,0.363615651
68,8135,0.000365564,0.0,0.000571194,3.33e-30,0.014897869,0.0,3.5,0.0,5.99e-19,0.000224444,5,0.0,2.181693904
69,9305052,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,7.92e-21,0.0,4.63e-05,0,0.000182782,0.727231301
70,9602074,0.000365564,2.44e-05,0.000984684,2.6500000000000003e-21,0.013579,2.44e-05,6.948015873,-2.83e-19,-3.04e-19,0.00017406,2,0.000182782,0.727231301
71,9702104,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.84e-20,0.0,4.63e-05,0,0.000182782,0.727231301
72,9907001,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-2.73e-20,0.0,4.63e-05,0,0.000182782,0.727231301
73,208072,0.000731128,4.01e-07,0.000548346,6.57e-29,0.014800972,4.01e-07,3.666666667,-1.26e-20,6.86e-19,0.000247546,2,0.000365564,0.727231301
74,9511065,0.000365564,7.62e-06,0.002062009,2.93e-22,0.013617388,7.62e-06,12.80714286,6.08e-20,9.52e-19,0.000170716,2,0.000182782,0.727231301
75,9310032,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-8.32e-21,0.0,4.63e-05,0,0.000182782,0.727231301
76,9605004,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,4.05e-20,0.0,4.63e-05,0,0.000182782,0.727231301
77,9303160,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-4.09e-20,0.0,4.63e-05,0,0.000182782,0.727231301
78,9306118,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-3.54e-20,0.0,4.63e-05,0,0.000182782,0.727231301
79,9804205,0.000365564,2.67e-07,0.000417787,3.31e-30,0.01368666,2.67e-07,2.5,1.82e-20,7.65e-19,0.00018522,3,0.000182782,0.727231301
80,9510221,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-1.74e-20,0.0,4.63e-05,0,0.000182782,0.363615651
81,9408165,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,1.69e-20,-2.14e-19,8.55e-05,1,0.000182782,0.727231301
82,9612025,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,2.6500000000000003e-21,-4.72e-20,8.55e-05,2,0.000182782,0.363615651
83,202032,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,1.13e-20,0.0,4.63e-05,0,0.000182782,0.363615651
84,9511037,0.000548346,5.51e-06,0.000411259,1.14e-30,0.014655627,5.51e-06,2.5,-4.52e-20,1.22e-19,0.000157963,5,0.000182782,0.727231301
85,9304035,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-6.43e-20,0.0,4.63e-05,0,0.000182782,0.727231301
86,9906069,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-4.53e-21,0.0,4.63e-05,0,0.000182782,1.090846952
87,9504117,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,5.91e-22,0.0,4.63e-05,0,0.000182782,0.727231301
88,9408025,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-5.22e-20,0.0,4.63e-05,0,0.000182782,0.727231301
89,3112,0.000731128,2.67e-07,0.000584902,1.17e-30,0.015866836,2.67e-07,3.5,-3.26e-20,1.5e-19,0.000197187,5,0.000182782,0.727231301
90,207064,0.000182782,0.0,0.000243709,1.12e-30,0.013444419,0.0,1.5,0.0,-4.52e-19,0.000118739,1,0.0,0.363615651
91,9411031,0.000365564,3.64e-06,0.000182782,2.51e-32,0.013323298,3.64e-06,1.0,7.63e-21,-2.53e-19,8.55e-05,3,0.000182782,0.363615651
92,9207074,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-1.2e-20,0.0,4.63e-05,0,0.000182782,0.727231301
93,9307184,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-3.04e-20,0.0,4.63e-05,0,0.000182782,1.090846952
94,9509106,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,7.79e-20,0.0,4.63e-05,0,0.000182782,0.727231301
95,9608042,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,8.6e-20,0.0,4.63e-05,0,0.000182782,0.727231301
96,2231,0.000548346,5.35e-07,0.000487419,2.24e-30,0.014776748,5.35e-07,3.0,-3.55e-20,-2.93e-19,0.000191204,4,0.000182782,0.727231301
97,203026,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,-7.92e-21,-6.86e-19,8.55e-05,2,0.000182782,0.727231301
98,9609131,0.000365564,2.67e-07,0.000243709,1.12e-30,0.013444419,2.67e-07,1.5,-1.09e-20,-3.9e-19,0.000118739,2,0.000182782,0.727231301
99,9509022,0.000548346,0.0,0.000548346,7.490000000000001e-32,0.015745715,0.0,3.0,0.0,9.48e-19,0.000163946,5,0.0,0.727231301
100,9909215,0.00091391,8.42e-05,0.002778714,1.2e-22,0.017821037,8.42e-05,19.98690476,1.93e-19,-3.26e-19,0.001657426,6,0.000182782,0.727231301
101,9202001,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,1.98e-21,0.0,4.63e-05,0,0.000182782,0.727231301
102,9906130,0.000365564,1e-07,0.000274173,3.29e-29,0.013456531,1e-07,1.833333333,-2.33e-20,-2.22e-19,0.000146911,2,0.000182782,0.727231301
103,9905084,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-5.03e-21,0.0,4.63e-05,0,0.000182782,0.363615651
104,204158,0.001645037,3.48e-06,0.004775289,5.559999999999999e-23,0.02391127,3.48e-06,34.58333333,6.62e-19,1.44e-18,0.002652845,14,0.000182782,0.727231301
105,9405096,0.000365564,1.24e-06,0.000182782,2.51e-32,0.013323298,1.24e-06,1.0,-1.99e-20,6.98e-19,8.55e-05,1,0.000182782,0.727231301
106,9312172,0.000548346,7.39e-05,0.000792055,2.12e-25,0.013862782,7.39e-05,5.2,-3.79e-19,1.15e-19,0.000160778,1,0.000365564,0.727231301
107,9212040,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-7.21e-21,0.0,4.63e-05,0,0.000182782,0.727231301
108,9306129,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-2.75e-20,0.0,4.63e-05,0,0.000182782,0.727231301
109,204223,0.000365564,1.34e-07,0.000243709,1.12e-30,0.013444419,1.34e-07,1.5,8.63e-21,7.75e-20,0.000118739,1,0.000182782,0.727231301
110,9803136,0.000182782,0.0,0.001877826,1.15e-19,0.01346782,0.0,12.07344877,0.0,3.3e-19,0.00046135,3,0.0,0.727231301
111,9204054,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,-2.12e-20,-6.41e-19,8.55e-05,2,0.000182782,0.727231301
112,9303115,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,1.21e-19,0.0,4.63e-05,0,0.000182782,0.727231301
113,9303068,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-9e-20,0.0,4.63e-05,0,0.000182782,0.727231301
114,2014,0.000182782,0.0,0.000243709,1.12e-30,0.013444419,0.0,1.5,0.0,6.55e-19,0.000118739,2,0.0,0.363615651
115,209042,0.000548346,2.67e-07,0.000417787,3.29e-29,0.014667739,2.67e-07,2.833333333,-2.52e-20,-4.86e-19,0.000186134,4,0.000182782,0.727231301
116,9802116,0.000731128,0.000300822,0.030642441,0.123740824,0.014134511,0.000300822,190.3730817,-5.26e-18,2.07e-19,0.001903967,2,0.000548346,0.727231301
117,210066,0.000182782,0.0,0.000243709,1.12e-30,0.013444419,0.0,1.5,0.0,6.24e-19,0.000118739,3,0.0,0.727231301
118,9511154,0.000731128,0.000917335,0.009452201,5.18e-17,0.013498831,0.000917335,55.75353535,7.54e-19,-3.47e-19,0.000514793,3,0.000548346,0.727231301
119,212014,0.000182782,0.0,0.000589619,1.37e-26,0.01360563,0.0,3.95,0.0,1.33e-19,0.000328644,2,0.0,0.727231301
120,9206080,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-2.6e-19,0.0,4.63e-05,0,0.000182782,0.727231301
121,9406056,0.000365564,1.34e-06,0.000182782,2.51e-32,0.013323298,1.34e-06,1.0,2.89e-20,-5.27e-19,8.55e-05,1,0.000182782,0.727231301
122,9710002,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-9.29e-20,0.0,4.63e-05,0,0.000182782,0.727231301
123,9410114,0.000365564,8.02e-07,0.000182782,2.51e-32,0.013323298,8.02e-07,1.0,1.03e-19,6.54e-19,8.55e-05,1,0.000182782,1.454462603
124,9505176,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,4.1e-20,0.0,4.63e-05,0,0.000182782,0.363615651
125,9902109,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,9.68e-21,1.38e-20,8.55e-05,1,0.000182782,0.727231301
126,9207068,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-6.680000000000001e-21,0.0,4.63e-05,0,0.000182782,0.727231301
127,9611039,0.000365564,2.17e-05,0.006375939,4.26e-16,0.013458277,2.17e-05,37.46245144,-3.94e-20,-5.71e-19,0.000399971,3,0.000182782,0.727231301
128,9903217,0.000365564,1.27e-06,0.000182782,2.51e-32,0.013323298,1.27e-06,1.0,-1.37e-20,-1.25e-19,8.55e-05,2,0.000182782,0.727231301
129,203124,0.000548346,1.4e-06,0.000587299,2.39e-23,0.014791552,1.4e-06,4.977380952,4e-20,3.36e-19,0.00038525,5,0.000182782,0.727231301
130,9412027,0.000365564,0.000116118,0.001455785,2.46e-24,0.013927002,0.000116118,9.442857143,-2.32e-20,1.55e-19,0.000287091,1,0.000182782,0.727231301
131,9805009,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,1.93e-20,2.35e-19,8.55e-05,3,0.000182782,0.727231301
132,9305068,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.41e-20,0.0,4.63e-05,0,0.000182782,0.727231301
133,2186,0.00091391,9.32e-05,0.008434031,1.43e-12,0.017713442,9.32e-05,54.58241505,-2.81e-22,-2.37e-18,0.000611353,10,0.000182782,0.727231301
135,9412078,0.000365564,1.34e-07,0.000182782,2.51e-32,0.013323298,1.34e-07,1.0,-2.4400000000000002e-21,-7e-19,8.55e-05,3,0.000182782,0.363615651
136,9701050,0.000365564,1.34e-07,0.000243709,1.12e-30,0.013444419,1.34e-07,1.5,4.03e-20,-2.38e-19,0.000118739,1,0.000182782,0.727231301
137,9408032,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-5.3700000000000006e-21,0.0,4.63e-05,0,0.000182782,0.727231301
138,9505157,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-5.82e-20,0.0,4.63e-05,0,0.000182782,0.727231301
139,207280,0.000548346,2.67e-07,0.000487419,2.24e-30,0.014776748,2.67e-07,3.0,3.47e-20,1.48e-19,0.000191204,6,0.000182782,0.727231301
140,9211112,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.05e-20,0.0,4.63e-05,0,0.000182782,0.727231301
141,9711201,0.000365564,2.51e-06,0.000721508,3.62e-25,0.013607108,2.51e-06,4.933333333,-1.97e-20,5e-19,0.000209419,1,0.000182782,0.727231301
142,9307186,0.000365564,1.7e-06,0.000182782,2.51e-32,0.013323298,1.7e-06,1.0,-1.47e-20,-1.38e-19,8.55e-05,1,0.000182782,0.363615651
143,9411176,0.000731128,4.21e-06,0.000548346,7.490000000000001e-32,0.015745715,4.21e-06,3.0,2.58e-20,5.04e-19,0.000163946,4,0.000182782,0.727231301
144,9505128,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-2.29e-21,0.0,4.63e-05,0,0.000182782,0.363615651
145,8201,0.000365564,6.68e-07,0.000351504,7.47e-28,0.013469854,6.68e-07,2.416666667,-2.3e-20,2.91e-19,0.000199007,2,0.000182782,0.727231301
146,9203070,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,-2.29e-20,0.0,4.63e-05,0,0.000182782,0.727231301
147,204112,0.000365564,2.67e-07,0.000243709,1.12e-30,0.013444419,2.67e-07,1.5,5.53e-20,3.15e-19,0.000118739,2,0.000182782,0.727231301
149,209148,0.000365564,1.67e-07,0.000380796,7.16e-28,0.013578863,1.67e-07,2.583333333,-1.39e-20,-4.29e-19,0.000204076,2,0.000182782,0.727231301
150,9709227,0.000548346,1e-07,0.000411259,1.14e-30,0.014655627,1e-07,2.5,6.93e-20,-2.21e-19,0.000157963,5,0.000182782,0.727231301
151,9511118,0.000365564,6.68e-08,0.000182782,2.51e-32,0.013323298,6.68e-08,1.0,2.68e-20,-2.85e-20,8.55e-05,1,0.000182782,0.727231301
152,9803229,0.000365564,1e-07,0.000182782,2.51e-32,0.013323298,1e-07,1.0,4.76e-20,-3.98e-19,8.55e-05,2,0.000182782,0.727231301
153,206104,0.000365564,6.68e-08,0.000182782,2.51e-32,0.013323298,6.68e-08,1.0,3.2200000000000003e-21,5.44e-19,8.55e-05,1,0.000182782,0.727231301
154,9911028,0.000365564,4.01e-07,0.000365564,3.39e-29,0.013577651,4.01e-07,2.333333333,2.34e-20,6.82e-19,0.000180151,1,0.000182782,0.727231301
155,9606133,0.000365564,0.000117087,0.000577681,6.53e-23,0.013592335,0.000117087,4.503571429,-2.86e-20,4.36e-19,0.000394269,2,0.000182782,0.727231301
156,9510057,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.68e-20,0.0,4.63e-05,0,0.000182782,0.727231301
157,9308054,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.93e-20,0.0,4.63e-05,0,0.000182782,0.363615651
158,1163,0.000365564,3.01e-07,0.000274173,3.29e-29,0.013456531,3.01e-07,1.833333333,7.650000000000001e-21,-1.51e-19,0.000146911,3,0.000182782,0.727231301
159,9205091,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,4.08e-20,0.0,4.63e-05,0,0.000182782,0.727231301
160,9803237,0.000365564,0.0,0.001124694,2.16e-20,0.014815775,0.0,8.940079365,0.0,9.87e-19,0.000190523,3,0.0,0.727231301
161,9311050,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,4.44e-20,0.0,4.63e-05,0,0.000182782,0.727231301
162,9911063,0.000548346,2e-07,0.000365564,5e-32,0.014534506,2e-07,2.0,7.17e-20,8.65e-19,0.000124722,4,0.000182782,0.727231301
163,9404155,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,9.08e-20,0.0,4.63e-05,0,0.000182782,0.363615651
164,9603187,0.001827819,0.000218231,0.003167954,2.67e-22,0.023403287,0.000218231,24.1797619,1.52e-19,-2.31e-17,0.001113442,12,0.000365564,0.727231301
165,9712066,0.000548346,2.78e-05,0.010575367,6.57e-05,0.015256456,2.78e-05,74.67223677,-7.910000000000001e-21,5.93e-19,0.000495673,5,0.000182782,0.727231301
166,9207003,0.000182782,0.0,0.0,2.7899999999999997e-34,0.012112089,0.0,0.0,2.31e-20,0.0,4.63e-05,0,0.000182782,0.727231301
167,9710142,0.000182782,0.0,0.014496598,6.57e-05,0.01347884,0.0,90.6916731,0.0,2.58e-19,0.000350552,1,0.0,0.727231301
168,2213,0.000182782,0.0,0.008599326,1.45e-11,0.013460827,0.0,51.32343382,0.0,-3.36e-19,0.000338547,1,0.0,0.727231301
169,9804172,0.000365564,1.17e-06,0.000182782,2.51e-32,0.013323298,1.17e-06,1.0,4.84e-20,-9.18e-19,8.55e-05,2,0.000182782,0.727231301
170,9602160,0.000365564,3.34e-08,0.000182782,2.51e-32,0.013323298,3.34e-08,1.0,-5.97e-21,7.45e-19,8.55e-05,1,0.000182782,0.727231301
