,Id,Degree-Centrality,Betweenness-Centrality,EigenVector-centrality,Closeness-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Page-Rank,Katz-Centrality,Harmonic-Centrality,Percolation-Centrality,Rank-prestige,score
75,9707258,0.021651966,0.000386976,0.038876105,0.780188079,0.038764556,0.038764556,0.021651966,0.015710465,0.614375204,0.710823222,0.000386976,0.018615945,0.000399732
76,9708015,0.035284688,0.000374403,0.04722563,0.765155293,0.047114831,0.047114831,0.035284688,0.023845232,0.555603936,0.700126695,0.000374403,0.031161473,0.000376264
77,9703210,0.060946275,0.004144805,0.078493164,0.828851086,0.078341058,0.078341058,0.060946275,0.043452847,0.681518776,0.765830936,0.004144805,0.058276002,0.004265692
78,9701015,0.028869282,0.00106929,0.030255482,0.771414211,0.030209853,0.030209853,0.028869282,0.021269746,0.632086636,0.707316336,0.00106929,0.026709834,0.001287237
79,9607058,0.013632722,0.001345998,0.026552767,0.788110248,0.026492461,0.026492461,0.013632722,0.012475403,0.556474119,0.719453093,0.001345998,0.011736139,0.001453709
80,109053,0.02485966,0.001758854,0.034672665,0.786031626,0.034634539,0.034634539,0.02485966,0.018537218,0.608996603,0.721240037,0.001758854,0.024686362,0.001972703
81,109063,0.016038488,0.000256354,0.016256988,0.741058604,0.016230055,0.016230055,0.016038488,0.011941461,0.667579784,0.673439539,0.000256354,0.015378389,0.000312901
82,9903061,0.005613478,0.00022073,0.02382017,0.775634225,0.023804303,0.023804303,0.005613478,0.004057961,0.570308836,0.714562623,0.00022073,0.005261028,0.000196346
83,9703110,0.053728942,0.013794425,0.045733612,0.810158489,0.045624193,0.045624193,0.053728942,0.049465037,0.545984254,0.743810825,0.013794425,0.051396196,0.01507287
85,9705152,0.005613478,0.006314734,0.013001609,0.738766817,0.012948569,0.012948569,0.005613478,0.010653718,0.561950616,0.666806182,0.006314734,0.004451639,0.006901996
86,9702174,0.032878904,0.002123589,0.013883949,0.737666116,0.013857629,0.013857629,0.032878904,0.03188389,0.608674036,0.666995927,0.002123589,0.029542695,0.002711933
88,110028,0.075380908,0.00527467,0.103124071,0.823260432,0.102861966,0.102861966,0.075380908,0.051293004,0.664073662,0.76396559,0.00527467,0.076487252,0.005690207
89,9702180,0.043303932,0.001521395,0.053721114,0.800106868,0.053593106,0.053593106,0.043303932,0.030575731,0.576833325,0.733702594,0.001521395,0.038850668,0.001688369
91,9704198,0.030473138,0.003389545,0.05094821,0.790861544,0.050820471,0.050820471,0.030473138,0.023656782,0.576615145,0.724839526,0.003389545,0.02630514,0.003497073
92,9812072,0.048115482,0.009850268,0.093951384,0.883581358,0.093913042,0.093913042,0.048115482,0.036238346,0.560902513,0.824558381,0.009850268,0.046135168,0.009137622
93,9904033,0.023255821,0.008234302,0.06400484,0.882527133,0.063970585,0.063970585,0.023255821,0.020453129,0.521894787,0.821674141,0.008234302,0.02266289,0.006349084
94,9910222,0.030473138,0.016599847,0.053916926,0.845924907,0.053926798,0.053926798,0.030473138,0.03934746,0.550521346,0.782929723,0.016599847,0.027923917,0.017988369
96,9708168,0.04971932,0.001477172,0.06651582,0.797518838,0.066337247,0.066337247,0.04971932,0.035154757,0.590616214,0.733832366,0.001477172,0.044921085,0.001496616
98,110184,0.02004811,0.00069502,0.045183929,0.802921714,0.045134852,0.045134852,0.02004811,0.013983005,0.659794515,0.741723781,0.00069502,0.019830028,0.000637537
101,9706127,0.045709698,0.000933674,0.052453427,0.7724236,0.052322638,0.052322638,0.045709698,0.031788094,0.545781828,0.707511249,0.000933674,0.04087414,0.001224063
102,9711069,0.043303932,0.007993601,0.036753401,0.785116886,0.03674622,0.03674622,0.043303932,0.035196844,0.642975787,0.722667027,0.007993601,0.043707001,0.009179981
103,111013,0.032878904,0.010146242,0.047712526,0.797539556,0.047972451,0.047972451,0.032878904,0.03502347,0.538831289,0.727790736,0.010146242,0.029542695,0.011584394
104,9811231,0.005613478,0.005127151,0.00830824,0.747409942,0.008292405,0.008292405,0.005613478,0.009051891,0.543844608,0.674040452,0.005127151,0.005261028,0.005841761
105,9707192,0.052927031,0.006056815,0.054786362,0.79930476,0.054645177,0.054645177,0.052927031,0.041775955,0.532954402,0.73467026,0.006056815,0.048563335,0.007026257
106,9712046,0.032076976,0.002809082,0.023622981,0.774176871,0.023549766,0.023549766,0.032076976,0.031151446,0.616889306,0.705230529,0.002809082,0.027923917,0.002925738
107,111231,0.011226938,0.001546115,0.03395427,0.79213708,0.033933232,0.033933232,0.011226938,0.00964865,0.52443123,0.729281211,0.001546115,0.010117361,0.001605005
108,9811083,0.008821172,0.001115133,0.028123406,0.80521746,0.02809396,0.02809396,0.008821172,0.011030618,0.611483756,0.741123073,0.001115133,0.009712667,0.000969838
109,9911243,0.016038488,0.004038184,0.029065277,0.808632544,0.029035391,0.029035391,0.016038488,0.022808756,0.66396002,0.744363178,0.004038184,0.015378389,0.00401117
110,112040,0.060946275,0.003104196,0.085735408,0.821168226,0.085487603,0.085487603,0.060946275,0.039853134,0.659044527,0.756445947,0.003104196,0.062727641,0.003000748
113,201093,0.02485966,0.002192393,0.053523848,0.815225476,0.053577585,0.053577585,0.02485966,0.017123842,0.653061702,0.751765102,0.002192393,0.023876973,0.002421341
115,9905126,0.012028866,0.000115255,0.013507134,0.72022008,0.013458529,0.013458529,0.012028866,0.010025551,0.689514555,0.650314252,0.000115255,0.011331445,0.000137677
117,202172,0.019246182,0.000999781,0.022156806,0.758153552,0.022083518,0.022083518,0.019246182,0.018976935,0.633914068,0.687656889,0.000999781,0.020639417,0.001032246
118,203023,0.012028866,0.001706829,0.026990221,0.786474682,0.026981137,0.026981137,0.012028866,0.009994142,0.58970386,0.726846174,0.001706829,0.012950223,0.002100922
122,204023,0.020850038,0.000514804,0.048940316,0.805946835,0.048868652,0.048868652,0.020850038,0.013951597,0.55993351,0.744398703,0.000514804,0.021448806,0.000513941
124,9708082,0.032878904,0.00052598,0.046911913,0.766559703,0.046805972,0.046805972,0.032878904,0.022400447,0.551098856,0.702669892,0.00052598,0.028733306,0.00058669
125,9709096,0.043303932,0.00030525,0.054237818,0.774001184,0.054079342,0.054079342,0.043303932,0.029948192,0.548585264,0.707383102,0.00030525,0.03723189,0.00033324
127,205077,0.017642344,0.001956428,0.028992593,0.782485122,0.028972422,0.028972422,0.017642344,0.016055957,0.481001951,0.722813012,0.001956428,0.017401862,0.002184396
128,205100,0.046511626,0.002780443,0.083672297,0.832312031,0.083600305,0.083600305,0.046511626,0.034890927,0.58334182,0.775148011,0.002780443,0.050182113,0.00289541
129,205155,0.030473138,0.000771339,0.050255696,0.787533994,0.050173708,0.050173708,0.030473138,0.021269746,0.515337383,0.726313193,0.000771339,0.030756779,0.000869702
131,9909073,0.022453894,0.004000856,0.023345024,0.781538814,0.023278156,0.023278156,0.022453894,0.02177228,0.598891561,0.711269153,0.004000856,0.022258195,0.004319808
137,9902150,0.01523656,0.00078297,0.01751429,0.741237551,0.017449527,0.017449527,0.01523656,0.014862439,0.628123392,0.670998006,0.00078297,0.011736139,0.00072906
138,9909193,0.011226938,0.000110365,0.010194491,0.714861261,0.010154871,0.010154871,0.011226938,0.010590901,0.617307161,0.645200403,0.000110365,0.007689195,0.000125161
139,9709228,0.02004811,0.000472194,0.024455296,0.77171481,0.024429337,0.024429337,0.02004811,0.015364973,0.535605163,0.702957835,0.000472194,0.019830028,0.000589819
140,209230,0.101844424,0.035857925,0.111715407,0.872121599,0.111832841,0.111832841,0.101844424,0.088499041,0.46090022,0.813598116,0.035857925,0.103197086,0.038848891
141,210044,0.02004811,0.004111032,0.044604791,0.8423963,0.044540859,0.044540859,0.02004811,0.016903983,0.545941669,0.774649371,0.004111032,0.017401862,0.004569597
142,210183,0.051323176,0.003001501,0.076883935,0.800430249,0.076478371,0.076478371,0.051323176,0.032880791,0.620292297,0.731975454,0.003001501,0.053014974,0.003112337
143,211170,0.053728942,0.005973182,0.081974554,0.824576251,0.081560684,0.081560684,0.053728942,0.035870554,0.560113141,0.756589121,0.005973182,0.058680696,0.006465381
145,211075,0.035284688,8.52e-05,0.051631761,0.718542622,0.051295622,0.051295622,0.035284688,0.020296087,0.545655177,0.648131567,8.52e-05,0.037636584,8.6e-05
148,211141,0.017642344,0.000811476,0.056014428,0.796763267,0.055963315,0.055963315,0.017642344,0.012601037,0.544852209,0.737131468,0.000811476,0.019020639,0.000996857
149,211202,0.040096237,7.68e-05,0.057543436,0.723709493,0.057166157,0.057166157,0.040096237,0.022494672,0.560509848,0.653320044,7.68e-05,0.039660057,8.84e-05
150,9701120,0.012830794,0.002471386,0.016262238,0.754640216,0.016207883,0.016207883,0.012830794,0.019793553,0.571925158,0.684201941,0.002471386,0.011736139,0.002714983
151,211234,0.048115482,0.00031922,0.063769894,0.72813853,0.063369275,0.063369275,0.048115482,0.028368037,0.607877242,0.659493153,0.00031922,0.046539862,0.000365312
152,211271,0.053728942,0.00042749,0.078141172,0.752946516,0.077693408,0.077693408,0.053728942,0.031419046,0.577534362,0.68697184,0.00042749,0.055038446,0.000465441
153,212025,0.03448276,0.000115953,0.04897267,0.718786588,0.048654912,0.048654912,0.03448276,0.020170453,0.539465848,0.648071204,0.000115953,0.036827195,0.000132983
155,212095,0.046511626,0.000410027,0.063255249,0.728233537,0.062847563,0.062847563,0.046511626,0.027991137,0.526608625,0.658447433,0.000410027,0.048563335,0.000518634
160,303194,0.036888526,0.005424738,0.069328626,0.853225673,0.069283046,0.069283046,0.036888526,0.027582828,0.648239918,0.79541287,0.005424738,0.036827195,0.006062998
161,9604021,0.0096231,0.007767653,0.014823462,0.745603594,0.01476669,0.01476669,0.0096231,0.013292021,0.568791519,0.674329045,0.007767653,0.008903278,0.008506109
162,304036,0.017642344,0.000785296,0.019633017,0.748658603,0.019555886,0.019555886,0.017642344,0.016652716,0.618934167,0.678385111,0.000785296,0.017401862,0.000764262
164,304238,0.019246182,0.001863219,0.036324767,0.796040093,0.036300558,0.036300558,0.019246182,0.019039752,0.602830836,0.733482644,0.001863219,0.019020639,0.002141834
168,9706210,0.028067354,0.023355803,0.014335281,0.792454048,0.014345418,0.014345418,0.028067354,0.035745548,0.605776919,0.724960474,0.023355803,0.029138001,0.027026074
169,9709198,0.012028866,0.003746387,0.027638535,0.807738865,0.027641425,0.027641425,0.012028866,0.012129911,0.534666378,0.738035343,0.003746387,0.010522056,0.004092407
171,9606157,0.011226938,0.006526069,0.008510614,0.749334798,0.008491955,0.008491955,0.011226938,0.018380176,0.632265832,0.676050051,0.006526069,0.010522056,0.00769165
172,3142,0.010425028,0.001537104,0.037435338,0.819709998,0.037362385,0.037362385,0.010425028,0.009397383,0.560943981,0.754888868,0.001537104,0.01092675,0.001335534
173,9703072,0.037690454,0.000711491,0.033632098,0.761284163,0.033501317,0.033501317,0.037690454,0.032572989,0.591775035,0.693224587,0.000711491,0.036017807,0.000899099
174,9612104,0.01523656,0.002623801,0.023694765,0.769412976,0.023635794,0.023635794,0.01523656,0.013386246,0.546030067,0.700963259,0.002623801,0.014973695,0.002828621
176,5076,0.020850038,0.000538553,0.023873654,0.752678812,0.023783904,0.023783904,0.020850038,0.019133977,0.640400146,0.683158619,0.000538553,0.020234723,0.000594513
178,9906207,0.027265444,7.96e-05,0.025972555,0.719216035,0.025861218,0.025861218,0.027265444,0.020390312,0.614902556,0.650393987,7.96e-05,0.026709834,9.62e-05
180,9903182,0.032878904,0.000214443,0.028779382,0.727569002,0.028656247,0.028656247,0.032878904,0.025478467,0.573187854,0.658901645,0.000214443,0.031161473,0.000271442
181,7191,0.12349639,0.009434255,0.167537922,0.849001551,0.16732544,0.16732544,0.12349639,0.089668689,0.466184761,0.797757084,0.009434255,0.127074059,0.010670096
185,9707089,0.01523656,0.002953024,0.019829776,0.757022368,0.019821953,0.019821953,0.01523656,0.01426568,0.565481023,0.693916527,0.002953024,0.015783084,0.003305256
190,9903268,0.04971932,0.037965295,0.086683388,0.896418299,0.086677586,0.086677586,0.04971932,0.045286782,0.52156404,0.837471376,0.037965295,0.044111696,0.036775129
191,9908199,0.012830794,0.002880826,0.010170213,0.770484809,0.010177043,0.010177043,0.012830794,0.01445413,0.525149082,0.700421691,0.002880826,0.012545528,0.003641711
195,9139,0.048115482,0.009751932,0.082185425,0.858055319,0.082194809,0.082194809,0.048115482,0.040243226,0.581950078,0.802262134,0.009751932,0.049777418,0.011538851
197,10079,0.005613478,0.002417321,0.013990418,0.741828684,0.013946318,0.013946318,0.005613478,0.006727672,0.568593445,0.670270378,0.002417321,0.005665722,0.002785167
199,9610244,0.004009622,0.003674923,0.001831927,0.658864564,0.001824773,0.001824773,0.004009622,0.010025551,0.572048208,0.58582034,0.003674923,0.003237556,0.004396876
200,10272,0.011226938,0.009103307,0.013042442,0.737577493,0.012992913,0.012992913,0.011226938,0.024127907,0.563020287,0.666584904,0.009103307,0.011331445,0.00955788
201,11146,0.021651966,0.000505024,0.054860473,0.801600772,0.054835858,0.054835858,0.021651966,0.015364973,0.529232749,0.741815942,0.000505024,0.020639417,0.000507683
202,11204,0.01523656,0.000382785,0.038390953,0.795349138,0.038363904,0.038363904,0.01523656,0.011627377,0.566731774,0.733467616,0.000382785,0.017401862,0.00038878
203,12122,0.021651966,0.001331833,0.021883078,0.74644668,0.021795279,0.021795279,0.021651966,0.020830029,0.618301388,0.676452376,0.001331833,0.023067584,0.001431454
205,9903092,0.01443465,0.012833447,0.017919716,0.754872188,0.017848626,0.017848626,0.01443465,0.020955662,0.555924261,0.684096341,0.012833447,0.011736139,0.013453621
206,101013,0.027265444,0.001845477,0.076223139,0.841622572,0.076136032,0.076136032,0.027265444,0.019448061,0.545921012,0.778254143,0.001845477,0.028328612,0.001447928
211,106040,0.051323176,0.000808437,0.069956658,0.768844475,0.069753097,0.069753097,0.051323176,0.033111957,0.411657946,0.704927261,0.000808437,0.054229057,0.000862192
213,106193,0.012830794,0.006304039,0.027184929,0.807526373,0.027155632,0.027155632,0.012830794,0.020798621,0.627409057,0.743064181,0.006304039,0.01092675,0.006603339
214,107072,0.016840416,0.000553222,0.029939925,0.770446132,0.029859532,0.029859532,0.016840416,0.013260612,0.597148974,0.702639385,0.000553222,0.012545528,0.000583561
216,9610043,0.49799518,0.369579845,0.473607545,0.936897206,0.475100279,0.475100279,0.49799518,0.478451819,0.60617006,0.902876582,0.369579845,0.489680291,0.38108056
217,9908152,0.018444272,0.000335286,0.062285503,0.779930383,0.062668412,0.062668412,0.018444272,0.013386246,0.484983411,0.71393421,0.000335286,0.018211251,0.000360619
218,9703052,0.037690454,0.001347095,0.050311588,0.811636547,0.050394987,0.050394987,0.037690454,0.029667401,0.568646997,0.74671735,0.001347095,0.042897612,0.001456322
219,9705130,0.036888526,0.002637471,0.040401455,0.80811099,0.040481793,0.040481793,0.036888526,0.029504706,0.593289537,0.745869908,0.002637471,0.036422501,0.003064706
220,107200,0.020850038,0.000804889,0.044651932,0.793262959,0.044869673,0.044869673,0.020850038,0.017657784,0.569259484,0.729260569,0.000804889,0.018615945,0.000890752
221,9707079,0.052125104,0.002190451,0.078803886,0.817048177,0.078989151,0.078989151,0.052125104,0.039596214,0.391669381,0.754303007,0.002190451,0.055038446,0.00236638
222,9612120,0.019246182,0.000936419,0.030557694,0.800461557,0.030673696,0.030673696,0.019246182,0.017061025,0.679874492,0.733059984,0.000936419,0.020234723,0.001074621
223,9709107,0.050521248,0.006425651,0.071102195,0.826552318,0.071268567,0.071268567,0.050521248,0.040629235,0.30501301,0.764086185,0.006425651,0.052610279,0.007133684
224,9705029,0.013632722,0.004100862,0.028156412,0.772540236,0.028245839,0.028245839,0.013632722,0.01253822,0.637880802,0.703459031,0.004100862,0.014569,0.005006251
226,9711081,0.026463516,0.002078431,0.035800923,0.802816718,0.035889707,0.035889707,0.026463516,0.023185656,0.805721255,0.73658287,0.002078431,0.025900445,0.002520914
227,9710153,0.013632722,0.001685475,0.019143935,0.743049756,0.019223303,0.019223303,0.013632722,0.014140047,0.649406416,0.674976962,0.001685475,0.013354917,0.00206213
230,9612215,0.007217316,0.002455159,0.01455205,0.738953552,0.014611484,0.014611484,0.007217316,0.007135981,0.58392771,0.670317929,0.002455159,0.008093889,0.003004519
231,9710217,0.038492382,0.005272476,0.052012472,0.808483459,0.052148365,0.052148365,0.038492382,0.034004268,0.756677344,0.746395834,0.005272476,0.038445973,0.00546146
232,9710226,0.020850038,0.000246575,0.031239321,0.765584668,0.031347731,0.031347731,0.020850038,0.016872575,0.828350427,0.700900053,0.000246575,0.020639417,0.000255015
233,9711138,0.046511626,0.009962149,0.043067495,0.812162662,0.043135806,0.043135806,0.046511626,0.044076932,0.485396521,0.7510972,0.009962149,0.046944557,0.011505731
234,9912244,0.012830794,0.001435597,0.043090208,0.811357659,0.043130485,0.043130485,0.012830794,0.010779352,0.597229709,0.752240782,0.001435597,0.014569,0.001464207
235,9703056,0.023255821,0.001892515,0.035370087,0.790321959,0.035500585,0.035500585,0.023255821,0.020296087,0.758736593,0.724317302,0.001892515,0.025495751,0.002418431
236,9708012,0.017642344,0.000222127,0.029431055,0.776222628,0.029526728,0.029526728,0.017642344,0.013574696,0.69629901,0.708252539,0.000222127,0.018211251,0.000272224
237,9705194,0.012028866,0.000524583,0.01960319,0.77645824,0.019644575,0.019644575,0.012028866,0.010904985,0.495263855,0.70749149,0.000524583,0.013759611,0.000689165
239,9902106,0.0096231,0.000830503,0.032978454,0.798275839,0.032999339,0.032999339,0.0096231,0.0094602,0.54315029,0.736508985,0.000830503,0.008903278,0.001000721
240,203191,0.040096237,0.002875091,0.06985005,0.815279606,0.069858193,0.069858193,0.040096237,0.032374174,0.508120864,0.757378804,0.002875091,0.039660057,0.003036818
241,9612102,0.032878904,0.005167218,0.019175465,0.776360051,0.019223303,0.019223303,0.032878904,0.038746932,0.592184144,0.711881846,0.005167218,0.033994334,0.005652401
242,9612164,0.027265444,0.003555861,0.029780221,0.80785578,0.02985022,0.02985022,0.027265444,0.024599033,0.49359525,0.741327293,0.003555861,0.030352084,0.004112589
243,9612171,0.012028866,0.001197551,0.016089158,0.77288063,0.016119194,0.016119194,0.012028866,0.013197796,0.614795818,0.707976116,0.001197551,0.010117361,0.001319036
245,9711073,0.030473138,0.000785596,0.025981241,0.751849221,0.026068972,0.026068972,0.030473138,0.030381627,0.46939603,0.683241305,0.000785596,0.025900445,0.000982221
247,9708068,0.023255821,0.001458396,0.037488864,0.817842727,0.037445309,0.037445309,0.023255821,0.01869426,0.605465616,0.749135952,0.001458396,0.02266289,0.001794279
248,9711117,0.016840416,0.000590243,0.022081183,0.773737807,0.022083518,0.022083518,0.016840416,0.013951597,0.60928424,0.706099719,0.000590243,0.016187778,0.00072906
249,9612162,0.040898148,0.001083484,0.059881479,0.812571143,0.060025928,0.060025928,0.040898148,0.031090514,0.623017806,0.746936854,0.001083484,0.039255362,0.00110552
250,9702006,0.025661588,0.000948978,0.040309569,0.794556538,0.040407738,0.040407738,0.025661588,0.021458196,0.567609875,0.727063182,0.000948978,0.024686362,0.001035336
251,9704041,0.048115482,0.001793186,0.068076865,0.822797024,0.068212794,0.068212794,0.048115482,0.037764164,0.566639417,0.759136831,0.001793186,0.04815864,0.001804894
252,9710247,0.01443465,0.001834287,0.024980889,0.794217337,0.025033086,0.025033086,0.01443465,0.012475403,0.603338627,0.725275206,0.001834287,0.015378389,0.002298668
254,9711052,0.008821172,0.005091715,0.012409356,0.729835117,0.012438608,0.012438608,0.008821172,0.016935391,0.553770061,0.659630625,0.005091715,0.007689195,0.005482331
255,9712090,0.011226938,0.003904852,0.014195139,0.736489163,0.014234557,0.014234557,0.011226938,0.01599314,0.553536141,0.666538161,0.003904852,0.009307972,0.00465904
256,9905064,0.024057732,0.001957916,0.047116304,0.817450703,0.047136116,0.047136116,0.024057732,0.020390312,0.648058322,0.758552925,0.001957916,0.025495751,0.002243417
257,9707214,0.017642344,0.001046462,0.028390296,0.78652506,0.028442285,0.028442285,0.017642344,0.013857371,0.481925155,0.719550082,0.001046462,0.018211251,0.001212767
260,9707261,0.02485966,0.001470306,0.034541519,0.77076533,0.034632543,0.034632543,0.02485966,0.022902981,0.6633595,0.706536031,0.001470306,0.025900445,0.001569717
261,9709029,0.017642344,0.000260545,0.0301898,0.771530545,0.030270383,0.030270383,0.017642344,0.01523934,0.62559833,0.70338917,0.000260545,0.019425334,0.000345756
262,9707162,0.013632722,0.00101021,0.027160789,0.778990242,0.02725585,0.02725585,0.013632722,0.013166387,0.523765108,0.710714337,0.00101021,0.014569,0.001263684
264,108198,0.024057732,0.001964454,0.058696969,0.807972732,0.058964323,0.058964323,0.024057732,0.022808756,0.517408654,0.743700109,0.001964454,0.020639417,0.002084941
265,9712061,0.01523656,0.000609103,0.02607593,0.765699249,0.026124624,0.026124624,0.01523656,0.012475403,0.577169321,0.696160732,0.000609103,0.017401862,0.000771302
266,9706168,0.043303932,0.001989238,0.05269546,0.802890211,0.052816413,0.052816413,0.043303932,0.034834077,0.75420173,0.738392138,0.001989238,0.043707001,0.002404358
268,9706192,0.032076976,0.004574649,0.03025422,0.80437346,0.030300538,0.030300538,0.032076976,0.030386339,0.568789271,0.740326053,0.004574649,0.030352084,0.005402737
269,108233,0.01443465,0.000479878,0.031529197,0.785961185,0.031610693,0.031610693,0.01443465,0.012224136,0.610125744,0.721641409,0.000479878,0.012545528,0.000510812
270,9611215,0.03448276,0.000566494,0.044590238,0.780733772,0.044749278,0.044749278,0.03448276,0.026263676,0.606087594,0.715825964,0.000566494,0.036422501,0.000675085
272,109070,0.045709698,0.003171072,0.091735832,0.807696356,0.092332164,0.092332164,0.045709698,0.034487015,0.750864224,0.744007782,0.003171072,0.044921085,0.00344025
273,9704051,0.026463516,0.003468338,0.043834803,0.790088028,0.044169918,0.044169918,0.026463516,0.023939457,0.725221201,0.722598964,0.003468338,0.027114529,0.004070058
275,203083,0.023255821,0.001475719,0.058738273,0.818660658,0.058765217,0.058765217,0.023255821,0.018442993,0.656122434,0.758401112,0.001475719,0.021853501,0.001530127
276,109149,0.00481155,0.000164849,0.031134478,0.795225514,0.031168801,0.031168801,0.00481155,0.003806694,0.582435949,0.733403926,0.000164849,0.006475111,0.000125943
277,9703218,0.043303932,0.001279612,0.060250493,0.804499948,0.060380683,0.060380683,0.043303932,0.033850367,0.528482574,0.738567273,0.001279612,0.043302307,0.001385379
278,9704123,0.021651966,0.007533603,0.036310218,0.771084791,0.036393238,0.036393238,0.021651966,0.017594967,0.566154705,0.705770945,0.007533603,0.024281667,0.008192261
279,9705113,0.021651966,0.000178121,0.031795918,0.758134826,0.031867447,0.031867447,0.021651966,0.015867507,0.755674433,0.69211014,0.000178121,0.023067584,0.000201039
280,109157,0.007217316,0.000100586,0.032168511,0.772472194,0.03236477,0.03236477,0.007217316,0.005722604,0.588310333,0.704225353,0.000100586,0.005261028,0.000108733
281,9710032,0.01443465,0.004501011,0.032106609,0.808643196,0.032129079,0.032129079,0.01443465,0.016181591,0.588826124,0.740642443,0.004501011,0.012545528,0.004632545
