Id,degree centrality,betweenness centrality,eigenvector centrality,closeness centrality,hubscore,authoritiesscore,degree_prestige,rank-Prestige,Page-Rank,Percolation-Centrality
2.22E-06,0.005282047,0.002401525,1.49E-05,0.373815427,0.000943284,0.000154204,0.003728251,0.011627907,0.023523741,0.002401525
2.32E-06,0.017878557,0.00172638,0.000131493,0.412902016,0.001960021,0.005947863,0.011184752,0.039728682,0.02434625,0.00172638
2.42E-06,0.013815167,0.00019765,5.91E-05,0.368000478,0.001182971,0.009612708,0.00704225,0.040697674,0.008965342,0.00019765
2.52E-06,0,0,6.26E-31,0.000829053,2.59E-21,3.60E-05,0,0.001937984,0.004359295,0
2.62E-06,0.029662386,0.001365626,0.000341654,0.417209721,0.007047338,0.03164183,0.022783763,0.040697674,0.006004312,0.001365626
2.72E-06,0.002437668,2.00E-06,1.01E-07,0.304989781,1.68E-06,0.001822409,0.00041462,0.011627907,0.006744569,2.00E-06
2.83E-06,0.012189807,0.000424266,7.74E-05,0.363950166,0.001414926,0.018491112,0.002899749,0.048449612,0.021220718,0.000424266
2.93E-06,0.000812317,0,6.28E-34,0.00103632,2.59E-21,2.90E-06,0,0.004844961,0.008965342,0
3.03E-06,0.002844008,1.23E-05,7.59E-05,0.404871887,0.000923955,0.009612708,0.002071255,0.004844961,0.001809519,1.23E-05
3.13E-06,0.016659537,3.70E-05,0.0001552,0.405081967,0.002114658,0.010614032,0.014913011,0.013565891,0.002220773,3.70E-05
3.23E-06,0.069889954,0.018733665,0.022614833,0.500157756,0.014258127,0.063617436,0.045981777,0.127906977,0.066396171,0.018733665
3.33E-06,0.001218657,0,2.96E-31,0.00155448,2.59E-21,2.07E-06,0,0.00872093,0.024593002,0
3.43E-06,0.023973637,0.00227554,0.000135918,0.328969768,0.006172635,0.006809001,0.021955261,0.013565891,0.005181803,0.00227554
3.53E-06,0.005688387,2.86E-07,1.97E-19,0.007751347,9.55E-05,0.000941244,0.004556753,0.011627907,0.001891769,2.86E-07
3.63E-06,0.018691236,0.000129495,3.67E-05,0.340724372,0.001720334,0.005006619,0.013256007,0.031007752,0.007073573,0.000129495
3.73E-06,0.000405879,0,2.10E-34,0.000345748,2.61E-05,1.91E-06,0.00041462,0.000968992,0.006909071,0
3.83E-06,0.002031329,1.99E-06,9.64E-27,0.003949527,2.30E-05,4.11E-09,0.002071255,0.000968992,0.004606047,1.99E-06
3.93E-06,0.000405879,2.08E-08,2.10E-34,0.000345748,2.75E-21,8.48E-08,0.00041462,0.001937984,0.004606047,2.08E-08
4.04E-06,0.029256047,0.004644768,0.006334133,0.488064892,0.012480384,0.254196715,0.013256007,0.071705426,0.049186005,0.004644768
4.14E-06,0.004063028,0.0008753,9.80E-05,0.354393413,3.85E-08,0.005120102,0.000828401,0.015503876,0.070475813,0.0008753
4.34E-06,0.007313738,7.98E-05,0.000266463,0.39278689,0.000163528,0.014018532,0.001242753,0.031007752,0.006168813,7.98E-05
4.44E-06,0.001218657,0,1.37E-19,0.014582151,6.73E-08,2.08E-05,0.00041462,0.004844961,0.037177381,0
4.54E-06,0.004063028,0.001263086,7.21E-13,0.209114041,3.53E-08,2.18E-07,0.002485498,0.00872093,0.033969598,0.001263086
4.64E-06,0.003250348,4.05E-05,0.000256348,0.386671336,0.000279893,0.092386802,0.001242753,0.012596899,0.011021613,4.05E-05
4.74E-06,0.002031329,3.81E-08,1.49E-30,0.001410547,9.12E-21,1.95E-18,0.000828401,0.007751938,0.023605992,3.81E-08
4.84E-06,0.015034178,0.000573356,0.000287957,0.397706729,0.001186837,0.02389826,0.004556753,0.045542636,0.020562711,0.000573356
4.94E-06,0.002437668,8.95E-06,2.26E-30,0.001667982,6.38E-07,6.21E-06,0.002485498,0.000968992,0.000740258,8.95E-06
5.04E-06,0.007313738,6.47E-07,5.09E-05,0.330634446,8.00E-05,0.019559191,0.000828401,0.029069767,0.013982643,6.47E-07
5.15E-06,0.000405879,0,2.98E-32,0.000789572,2.59E-21,1.80E-08,0,0.001937984,0.004935051,0
5.25E-06,0.049166656,0.005129369,0.001616426,0.475162111,0.022804474,0.022162632,0.045153275,0.025193798,0.005099552,0.005129369
5.35E-06,0.014627846,0.000287104,0.007110236,0.502762596,0.002304088,0.288274432,0.003314,0.065891473,0.0097056,0.000287104
5.45E-06,0.022348286,0.000750559,0.001567621,0.449273469,0.007353712,0.266709256,0.011184752,0.057170543,0.016943674,0.000750559
5.55E-06,0.013002487,0.001886314,0.002764417,0.450157653,0.008698201,0.218358003,0.009527756,0.013565891,0.005017301,0.001886314
5.65E-06,0.011377128,1.14E-06,0.002903796,0.425426946,0.001237094,0.267289357,0.000828401,0.052325581,0.007320325,1.14E-06
5.95E-06,0.002031329,1.59E-07,3.89E-27,0.002945325,2.69E-07,7.74E-07,0.000828401,0.006782946,0.008389586,1.59E-07
6.05E-06,0.000812317,0,3.34E-33,0.000690796,2.19E-21,6.49E-19,0.00041462,0.004844961,0.006251064,0
6.15E-06,0.004063028,0.000917156,2.09E-10,0.251050916,0.000212626,4.88E-05,0.002899749,0.009689922,0.026567023,0.000917156
6.26E-06,0.011783468,2.54E-05,0.000494426,0.43099971,0.002617227,0.147369489,0.006627999,0.025193798,0.006086562,2.54E-05
6.36E-06,0.002437668,3.88E-07,4.68E-30,0.002680135,1.50E-05,7.48E-06,0.000828401,0.010658915,0.011268366,3.88E-07
6.46E-06,0.007313738,0.000113308,0.005920543,0.497269711,0.001530904,0.251707424,0.001657004,0.026162791,0.006909071,0.000113308
6.56E-06,0.017878557,0.001583586,0.000885887,0.451481966,0.00134534,0.040386725,0.004971004,0.063953488,0.029857056,0.001583586
6.66E-06,0.002031329,3.42E-07,1.37E-29,0.003729333,1.57E-09,2.50E-05,0.000828401,0.007751938,0.007567078,3.42E-07
6.76E-06,0.016659537,0.000523091,0.000705381,0.443634516,0.002702277,0.006234909,0.008699254,0.041666667,0.022043226,0.000523091
6.86E-06,0,0,3.14E-33,0.000460531,2.59E-21,5.94E-19,0,0.001937984,0.017766182,0
6.96E-06,0.004063028,8.06E-07,8.00E-28,0.005796695,4.14E-08,5.06E-05,0.000828401,0.019379845,0.063086397,8.06E-07
7.06E-06,0.046322286,0.001315208,0.009461499,0.463994613,0.02174614,0.037048979,0.03976802,0.046511628,0.00978785,0.001315208
7.16E-06,0.002437668,3.42E-08,0.000954213,0.436691512,0.000908491,0.195816202,0.000828401,0.009689922,0.00394804,3.42E-08
7.26E-06,0.004469367,3.11E-05,0.000177326,0.412214776,0.000479374,0.010213502,0.002485498,0.009689922,0.001809519,3.11E-05
7.37E-06,0.003656688,4.97E-06,2.11E-11,0.213317328,1.89E-06,0.000327767,0.001657004,0.015503876,0.005017301,4.97E-06
7.47E-06,0.000405879,0,4.90E-28,0.002045365,2.59E-21,6.19E-06,0,0.004844961,0.000575756,0
7.57E-06,0.003656688,1.50E-08,3.54E-05,0.354892536,8.43E-05,0.00787708,0.00041462,0.016472868,0.015463159,1.50E-08
7.67E-06,0.022754626,0.001476838,0.007433181,0.510075095,0.000622413,0.255368264,0.002485498,0.09496124,0.027471782,0.001476838
7.97E-06,0.002844008,0,4.33E-05,0.418359305,2.59E-21,0.136244782,0,0.013565891,0.054861313,0
8.07E-06,0.002844008,0.001243193,1.17E-28,0.003497577,4.33E-07,3.91E-06,0.00041462,0.013565891,0.023770494,0.001243193
8.17E-06,0.029256047,0.00760698,0.005119545,0.503396883,0.008080891,0.185686144,0.017398508,0.062015504,0.022701233,0.00760698
8.27E-06,0.024786317,0.003703093,0.000851234,0.488882145,0.000788647,0.033377458,0.005385255,0.098837209,0.076730167,0.003703093
8.37E-06,0.039414526,0.000237691,3.54E-05,0.377994071,0.005912961,0.0050934,0.037696765,0.010658915,0.00287878,0.000237691
8.48E-06,0.006907398,0.003508101,0.004723606,0.495014566,7.73E-05,0.022830181,0.003314,0.020348837,0.033805097,0.003508101
8.58E-06,0.001624997,2.08E-08,9.77E-27,0.003987503,2.27E-07,6.47E-06,0.001242753,0.003875969,0.006168813,2.08E-08
8.68E-06,0.000405879,0,4.19E-34,0.000690796,2.59E-21,4.40E-06,0,0.004844961,0.003454535,0
8.78E-06,0.000812317,6.61E-06,1.43E-17,0.020892205,6.80E-05,0.000687576,0.000828401,0.000968992,0.000329003,6.61E-06
8.88E-06,0.016253197,0.001131683,0.000773207,0.459823898,0.001658479,0.051401286,0.006627999,0.053294574,0.010857111,0.001131683
8.98E-06,0.002437668,0.000355259,7.46E-31,0.001410547,4.02E-05,7.08E-05,0.001657004,0.004844961,0.022536731,0.000355259
9.08E-06,0.000405879,2.08E-08,2.10E-34,0.000345748,2.03E-06,1.16E-06,0.00041462,0.001937984,0.006909071,2.08E-08
9.18E-06,0.021129267,4.32E-05,0.00281293,0.450247954,0.004542377,0.017623298,0.017812759,0.021317829,0.001316013,4.32E-05
9.28E-06,0.010158117,0.00017124,0.00131946,0.457055745,6.42E-05,0.036514939,0.000828401,0.043604651,0.019740202,0.00017124
9.38E-06,0.003656688,0,1.42E-18,0.017468209,2.59E-21,5.19E-05,0,0.01744186,0.024099497,0
9.48E-06,0,0,0,0,2.85E-21,5.12E-19,0.00041462,0,0,0
9.59E-06,0.000812317,4.15E-08,4.19E-34,0.000690796,2.85E-21,5.62E-19,0.00041462,0.003875969,0.027800785,4.15E-08
9.69E-06,0.004063028,1.10E-05,2.64E-26,0.008126281,1.00E-07,2.18E-05,0.001657004,0.016472868,0.027471782,1.10E-05
9.79E-06,0.007720078,0.000822974,0.002480316,0.4608684,0.000364943,0.026768722,0.001242753,0.039728682,0.038822398,0.000822974
9.99E-06,0.001218657,0.000426822,1.86E-07,0.293791635,8.70E-06,0.000195592,0.000828401,0.003875969,0.004112542,0.000426822
1.01E-05,0.006501058,1.67E-05,0.000515977,0.442176034,0.000316232,0.021294818,0.000828401,0.031976744,0.009952352,1.67E-05
1.02E-05,0.000405879,0.000237691,2.10E-34,0.000345748,3.18E-06,4.71E-19,0.00041462,0.002906977,0.013900393,0.000237691
1.03E-05,0.022348286,0.007049352,0.008547433,0.498913945,0.009328384,0.27144485,0.012427505,0.048449612,0.020151457,0.007049352
1.05E-05,0.005688387,0.00105799,0.000111896,0.407675581,0.000978077,0.022362897,0.002899749,0.019379845,0.005181803,0.00105799
1.06E-05,0.009751777,2.73E-05,3.60E-06,0.306695873,0.002037339,0.027236006,0.003314,0.033914729,0.01850644,2.73E-05
1.07E-05,0.010970788,1.90E-05,0.003252894,0.451817104,0.001604356,0.01575416,0.008285003,0.018410853,0.004523796,1.90E-05
1.08E-05,0.002437668,3.11E-07,4.58E-30,0.002947746,7.46E-08,2.24E-06,0.00041462,0.00872093,0.055437069,3.11E-07
1.09E-05,0.010158117,0.002128717,0.005440964,0.497614241,0.000444581,0.037583018,0.001242753,0.042635659,0.077407914,0.002128717
1.10E-05,0.007313738,1.52E-07,2.62E-21,0.008729604,5.03E-08,2.72E-05,0.00041462,0.035852713,0.042276934,1.52E-07
1.11E-05,0.014627846,0.001722393,0.000427463,0.411586424,0.001407194,0.037182489,0.00704225,0.043604651,0.00682682,0.001722393
1.12E-05,0.008126418,4.63E-06,1.37E-14,0.085311874,0.001237094,0.00787708,0.006627999,0.00872093,0.001809519,4.63E-06
1.13E-05,0.059731475,0,0,0,0.016847287,5.12E-19,0.06130903,0,0,0
1.14E-05,0.006094718,0.000776969,0.000786828,0.38540564,6.84E-05,0.009545953,0.001242753,0.028100775,0.026155768,0.000776969
1.15E-05,0,0,0,0,0.000533497,5.12E-19,0.00041462,0,0,0
1.16E-05,0,0,2.10E-34,0.000345748,2.59E-21,3.60E-19,0,0.001937984,0.013900393,0
1.17E-05,0.000405879,0,2.01E-31,0.000785093,2.59E-21,7.74E-06,0,0.001937984,0.008883091,0
1.18E-05,0.004875707,0.000211281,0.000635083,0.444298646,0.001314412,0.009278933,0.004142502,0.004844961,0.001069261,0.000211281
1.19E-05,0,0,0,0,2.34E-05,5.12E-19,0.00041462,0,0,0
1.21E-05,0.005282047,0.000211281,1.36E-06,0.298006051,4.33E-09,0.000422559,0.00041462,0.01744186,0.0292813,0.000211281
1.22E-05,0.021941947,0.001458564,0.01392546,0.585065602,0.011777753,0.247711475,0.009942007,0.055232558,0.043263944,0.001458564
1.23E-05,0.012189807,0.002111244,0.000327288,0.400711083,0.001043798,0.014686082,0.003728251,0.039728682,0.044415456,0.002111244
1.24E-05,0.007720078,0.002741875,2.30E-18,0.01393864,5.18E-05,0.016488464,0.002485498,0.028100775,0.05848035,0.002741875
1.25E-05,0.011783468,0.000352703,0.000725933,0.453345708,0.000556692,0.016221445,0.000828401,0.050387597,0.058398099,0.000352703
1.26E-05,0.013002487,0.000269213,0.001520578,0.454539232,0.00153477,0.031975605,0.006627999,0.029069767,0.007731579,0.000269213
1.27E-05,0.010970788,0.000844272,0.002780885,0.491478167,0.000954882,0.234990658,0.002071255,0.051356589,0.014722901,0.000844272
1.28E-05,0.006501058,0.000156757,3.89E-08,0.296473533,2.10E-06,7.54E-06,0.004142502,0.010658915,0.024428501,0.000156757
1.29E-05,0.005282047,3.21E-06,1.61E-30,0.002368723,0.000405921,4.89E-06,0.003728251,0.005813953,0.010363606,3.21E-06
1.30E-05,0.005282047,0.000123531,0.000243072,0.408222423,0.000378473,0.013350983,0.001657004,0.019379845,0.005099552,0.000123531
1.31E-05,0.017065877,0.000492421,0.005461569,0.496273278,0.005732925,0.25536092,0.007456501,0.040697674,0.049021503,0.000492421
1.32E-05,0.022754626,0.000330553,0.00024086,0.367845927,0.002172646,0.01615469,0.013256007,0.045542636,0.01850644,0.000330553
1.33E-05,0.018691236,0.001500505,0.000845415,0.445992636,0.00105153,0.026568457,0.009942007,0.041666667,0.025415511,0.001500505
1.34E-05,0.005688387,0.000345036,0.000657184,0.450404044,2.18E-06,0.002817057,0.002071255,0.01744186,0.034051849,0.000345036
1.35E-05,0.010564448,0.000536722,0.000264883,0.421148434,0.000626279,0.029171899,0.003728251,0.035852713,0.01266663,0.000536722
1.36E-05,0.003656688,0.000483902,2.46E-14,0.185880282,4.10E-05,4.78E-05,0.000828401,0.01744186,0.056012825,0.000483902
1.37E-05,0.008532757,5.88E-07,1.93E-21,0.007339823,1.82E-05,2.80E-05,0.003728251,0.022286822,0.015463159,5.88E-07
1.38E-05,0.023160966,5.47E-05,0.009111728,0.453517463,0.010139493,0.258056484,0.009942007,0.063953488,0.018588691,5.47E-05
1.40E-05,0.003250348,0.000150793,5.44E-06,0.35533363,4.48E-05,0.000102803,0.001657004,0.012596899,0.024428501,0.000150793
1.41E-05,0.001218657,2.21E-06,1.67E-05,0.316681843,5.22E-06,0.003538011,0.00041462,0.00872093,0.000493505,2.21E-06
1.42E-05,0.012596147,0,0.000170056,0.429817266,2.59E-21,0.006401797,0,0.050387597,0.066524482,0
1.43E-05,0.020316587,0.00171222,0.000161838,0.388663342,0.004083415,0.017690053,0.013256007,0.034883721,0.010857111,0.00171222
1.44E-05,0.011783468,0.000552057,0.000909888,0.451697758,0.00124096,0.048864599,0.004971004,0.03875969,0.009047593,0.000552057
1.45E-05,0.009345437,0.000517128,0.001284681,0.453431572,0.002829852,0.008811649,0.006213757,0.016472868,0.00583981,0.000517128
1.46E-05,0.000405879,0,3.34E-33,0.000690796,2.59E-21,1.91E-06,0,0.003875969,0.016779172,0
1.48E-05,0.000812317,0,6.64E-19,0.008878297,2.59E-21,0.000508005,0,0.005813953,0.000658007,0
1.49E-05,0.004875707,2.91E-05,0.00069435,0.449181776,2.11E-05,0.026701967,0.00041462,0.028100775,0.024922006,2.91E-05
1.50E-05,0.003656688,2.98E-09,0.00014793,0.413125514,2.11E-05,0.005100076,0.00041462,0.020348837,0.029034548,2.98E-09
1.51E-05,0.003250348,0.001617919,2.92E-05,0.324762169,3.62E-07,9.01E-06,0.002485498,0.004844961,0.011103864,0.001617919
1.52E-05,0.000405879,1.41E-06,1.57E-25,0.003704248,2.55E-21,6.10E-08,0.00041462,0.002906977,0.005099552,1.41E-06
1.54E-05,0,0,2.10E-34,0.000345748,2.59E-21,5.68E-07,0,0.002906977,0.001069261,0
1.55E-05,0.000405879,0,2.10E-34,0.000345748,2.30E-08,1.13E-05,0.00041462,0.002906977,0.003454535,0
1.56E-05,0.001624997,1.35E-07,3.60E-32,0.001692653,3.28E-09,1.38E-05,0.00041462,0.007751938,0.041536676,1.35E-07
1.57E-05,0.005688387,5.09E-05,0.000632633,0.446569426,0.000386592,0.016688729,0.001242753,0.018410853,0.016861423,5.09E-05
1.58E-05,0.001624997,4.46E-06,2.93E-19,0.009757308,8.39E-05,0.000139518,0.000828401,0.003875969,0.00287878,4.46E-06
1.59E-05,0.035757475,0.001893232,0.005000784,0.498491489,0.015308613,0.045259833,0.028169018,0.041666667,0.009294345,0.001893232
1.60E-05,0.001218657,0,0,0,0.000228476,5.12E-19,0.001657004,0,0,0
1.61E-05,0.003250348,0.000393596,0.000104309,0.405086538,0.000409787,0.003798355,0.001242753,0.010658915,0.00781383,0.000393596
1.62E-05,0.000405879,0,0,0,1.40E-07,5.12E-19,0.000828401,0,0,0
1.63E-05,0.005688387,0.000534166,4.30E-07,0.29519927,1.68E-07,7.88E-05,0.001242753,0.025193798,0.029445802,0.000534166
1.64E-05,0.005688387,0.000384225,8.38E-08,0.272931415,1.48E-07,1.62E-05,0.001657004,0.025193798,0.045978222,0.000384225
1.65E-05,0.005688387,0.000451528,0.000489132,0.438922559,0.000715195,0.007276286,0.002485498,0.016472868,0.026484772,0.000451528
1.66E-05,0.010564448,4.35E-05,0.003514006,0.451022667,0.001090189,0.023230711,0.004142502,0.03875969,0.011268366,4.35E-05
1.67E-05,0.018691236,0.000876689,0.000337024,0.416575721,0.001751261,0.01588767,0.015327262,0.022286822,0.006251064,0.000876689
1.68E-05,0.010564448,8.09E-05,8.06E-07,0.311689684,0.000193683,0.00827761,0.003314,0.040697674,0.031666575,8.09E-05
1.70E-05,0.008126418,1.90E-05,0.000132441,0.412816881,0.000173966,0.00454601,0.002485498,0.028100775,0.020151457,1.90E-05
1.71E-05,0.014627846,0.00039956,0.000526174,0.397438236,0.00039819,0.016221445,0.003314,0.054263566,0.034874358,0.00039956
1.72E-05,0.000812317,0,9.70E-31,0.002156886,5.18E-06,1.79E-06,0.00041462,0.003875969,0.001233763,0
1.73E-05,0.005688387,2.92E-07,4.20E-08,0.286610954,1.63E-07,8.21E-05,0.00041462,0.026162791,0.023523741,2.92E-07
1.74E-05,0.006501058,5.62E-05,2.08E-06,0.309575064,8.04E-05,0.001208264,0.002071255,0.022286822,0.017272677,5.62E-05
1.75E-05,0.002031329,0.000236839,3.56E-33,0.00103632,1.46E-07,1.21E-06,0.001242753,0.007751938,0.005922061,0.000236839
1.76E-05,0.004469367,2.72E-05,5.94E-07,0.278581678,6.92E-07,2.34E-05,0.001657004,0.018410853,0.018012935,2.72E-05
1.77E-05,0.003656688,3.69E-06,8.22E-16,0.052764197,0.00032783,0.000569419,0.001242753,0.015503876,0.009458847,3.69E-06
1.78E-05,0.014627846,0.000303291,0.009560994,0.5443667,0.004878596,0.219370675,0.003728251,0.049418605,0.014147145,0.000303291
1.79E-05,0.013815167,0.000206169,0.010036844,0.500150792,0.008824423,0.047195726,0.007870752,0.031976744,0.014147145,0.000206169
1.80E-05,0.007313738,0.00158218,0.006625811,0.502242273,0.001963887,0.109416649,0.002485498,0.024224806,0.032982588,0.00158218
1.81E-05,0.008939097,0.00025473,0.000318289,0.429628134,0.001898166,0.078057192,0.005385255,0.024224806,0.011186115,0.00025473
1.82E-05,0,0,0,0,2.55E-21,5.12E-19,0.00041462,0,0,0
1.83E-05,0.019503908,0.001257642,0.000121378,0.406922606,0.002764132,0.014686082,0.017398508,0.013565891,0.000904759,0.001257642
1.84E-05,0.014221507,0.000355259,0.00186233,0.454481708,0.001542502,0.016822239,0.009527756,0.024224806,0.010363606,0.000355259
1.85E-05,0.013002487,0.000178055,8.91E-08,0.306635514,0.001608222,0.003951891,0.007870752,0.027131783,0.016450169,0.000178055
1.86E-05,0.005282047,0.00054439,4.20E-08,0.286769844,1.11E-06,3.16E-06,0.002485498,0.013565891,0.012748881,0.00054439
1.87E-05,0.003656688,4.18E-06,0.000796826,0.392850762,5.91E-05,0.09691412,0.00041462,0.014534884,0.044333205,4.18E-06
1.88E-05,0.000812317,0,5.53E-23,0.005311647,2.59E-21,1.09E-08,0,0.003875969,0.018999945,0
1.89E-05,0.010158117,0.0002854,2.92E-21,0.007642465,2.13E-05,2.66E-05,0.005799506,0.024224806,0.01562766,0.0002854
1.90E-05,0.008126418,0.000545242,4.93E-05,0.332743355,0.001728066,0.013417738,0.002485498,0.026162791,0.015709911,0.000545242
1.91E-05,0.011783468,0.000239395,8.88E-05,0.434809202,0.00191363,0.204037738,0.002899749,0.045542636,0.038082141,0.000239395
1.92E-05,0.000812317,0,3.34E-33,0.000690796,2.19E-21,6.49E-19,0.00041462,0.004844961,0.006251064,0
1.93E-05,0.041446216,0.005778095,0.01246437,0.544416217,0.022583034,0.239812365,0.026926265,0.074612403,0.036437124,0.005778095
1.94E-05,0.013815167,0.003722415,0.006363653,0.49625956,0.007028047,0.234690261,0.005799506,0.040697674,0.022783484,0.003722415
1.95E-05,0.004063028,0,0.000174797,0.389489924,2.59E-21,0.004859758,0,0.018410853,0.013900393,0
1.96E-05,0.002437668,7.05E-08,3.25E-32,0.00077724,0.000405921,8.01E-05,0.002071255,0.003875969,0.003536786,7.05E-08
1.97E-05,0.000812317,0,5.97E-11,0.243350633,2.16E-10,1.72E-11,0.00041462,0.003875969,0.043675198,0
1.98E-05,0.063388525,0.01174464,0.005173489,0.461359831,0.023926093,0.036781959,0.058823533,0.032945736,0.005099552,0.01174464
1.99E-05,0.010158117,0.000990508,1.31E-05,0.337347598,0.000335948,0.005053347,0.002899749,0.03003876,0.02245448,0.000990508
2.00E-05,0.013002487,0.000151645,0.000535493,0.392812667,0.001693272,0.009345688,0.009113505,0.021317829,0.006909071,0.000151645
2.01E-05,0.025192657,0.000911235,0.000942144,0.427266556,0.003347886,0.056875189,0.010770509,0.063953488,0.03117307,0.000911235
2.02E-05,0.030881406,0.012383279,0.001407589,0.456898738,0.00256697,0.022162632,0.023612265,0.046511628,0.008554088,0.012383279
2.03E-05,0.007313738,6.80E-07,2.60E-14,0.063216046,1.21E-05,0.000317086,0.003314,0.022286822,0.019411199,6.80E-07
2.04E-05,0.041039877,0.001002554,9.48E-05,0.40487645,0.005635852,0.009746218,0.040182271,0.010658915,0.004606047,0.001002554
2.05E-05,0.021129267,0.000540982,0.003103669,0.455484727,0.013554645,0.238597426,0.013670258,0.037790698,0.014476148,0.000540982
2.06E-05,0.012596147,0.002092663,0.000342138,0.419529746,0.001878836,0.09676993,0.004971004,0.035852713,0.068055171,0.002092663
2.07E-05,0.068264595,0.021091179,0.005403811,0.463581318,0.023077872,0.235620157,0.061723281,0.040697674,0.008471837,0.021091179
2.08E-05,0.002437668,3.97E-05,0.000695127,0.44554996,0.000187884,0.018491112,0.000828401,0.009689922,0.001398264,3.97E-05
2.09E-05,0.006501058,5.73E-05,0.000129596,0.332694033,8.93E-05,0.005787651,0.000828401,0.028100775,0.019328948,5.73E-05
2.10E-05,0.014627846,0.000322885,0.007391312,0.456457363,0.001944557,0.017423033,0.008285003,0.03875969,0.020727213,0.000322885
2.11E-05,0.001624997,1.56E-07,3.34E-33,0.00077724,7.89E-05,5.59E-06,0.001242753,0.004844961,0.006497817,1.56E-07
2.12E-05,0.010564448,0.000983565,0.003955576,0.461010395,0.001287351,0.017156014,0.004142502,0.03875969,0.046882981,0.000983565
2.13E-05,0.030068726,0.00295751,0.001990473,0.433994713,0.001874971,0.053070159,0.00704225,0.11627907,0.123236439,0.00295751
2.14E-05,0.028037027,0.001713498,0.006450821,0.472188167,0.005304504,0.261685949,0.008285003,0.096899225,0.116785505,0.001713498
2.15E-05,0.005688387,3.07E-06,2.42E-06,0.325318102,0.000920089,0.003017322,0.001657004,0.020348837,0.024593002,3.07E-06
2.16E-05,0.029256047,0.003610087,0.000508312,0.417962366,0.004683019,0.017222768,0.023612265,0.031976744,0.010528108,0.003610087
2.17E-05,0.019097568,0.002111976,0.000822214,0.451215341,0.00170487,0.015220121,0.007456501,0.062015504,0.074950259,0.002111976
2.18E-05,0.003656688,0.000246211,2.02E-11,0.235556705,0.00022345,1.81E-05,0.002899749,0.00872093,0.022289979,0.000246211
2.19E-05,0.005688387,4.43E-05,0.000167527,0.407393467,0.000165848,0.018090582,0.002071255,0.018410853,0.005017301,4.43E-05
2.20E-05,0.002437668,0,4.30E-12,0.194065564,2.59E-21,0.000881165,0,0.012596899,0.026731524,0
2.22E-05,0.002031329,8.30E-08,4.24E-31,0.002487167,2.50E-08,1.74E-06,0.00041462,0.009689922,0.021220718,8.30E-08
