Id,Degree-Centrality,,,,,,,,,,,
9708168,0.002927566,,,,,,,,,,,
9703191,0.000661063,,,,,,,,,,,
110184,0.00118047,,,,,,,,,,,
9705148,0.000944376,,,,,,,,,,,
9811121,0.000566626,,,,,,,,,,,
9706127,0.002691472,,,,,,,,,,,
9711069,0.002549816,,,,,,,,,,,
111013,0.001935971,,,,,,,,,,,
9811231,0.000330532,,,,,,,,,,,
9707192,0.003116442,,,,,,,,,,,
9712046,0.001888752,,,,,,,,,,,
111231,0.000661063,,,,,,,,,,,
9811083,0.000519407,,,,,,,,,,,
9911243,0.000944376,,,,,,,,,,,
112040,0.00358863,,,,,,,,,,,
9704061,0.00118047,,,,,,,,,,,
112082,0.000188875,,,,,,,,,,,
201093,0.001463783,,,,,,,,,,,
201168,0.000141656,,,,,,,,,,,
9905126,0.000708282,,,,,,,,,,,
9602021,0.000519407,,,,,,,,,,,
202172,0.001133251,,,,,,,,,,,
203023,0.000708282,,,,,,,,,,,
203165,0.000424969,,,,,,,,,,,
9703197,0.000708282,,,,,,,,,,,
9707260,0.000708282,,,,,,,,,,,
204023,0.001227689,,,,,,,,,,,
9706121,0.000566626,,,,,,,,,,,
9708082,0.001935971,,,,,,,,,,,
9709096,0.002549816,,,,,,,,,,,
9601011,0.00080272,,,,,,,,,,,
205077,0.001038814,,,,,,,,,,,
205100,0.002738691,,,,,,,,,,,
205155,0.001794315,,,,,,,,,,,
206054,0.000330532,,,,,,,,,,,
9909073,0.001322127,,,,,,,,,,,
207151,0.000755501,,,,,,,,,,,
9709161,0.00037775,,,,,,,,,,,
207161,0.000519407,,,,,,,,,,,
208022,0.000613845,,,,,,,,,,,
9812002,0.000236094,,,,,,,,,,,
9902150,0.000897157,,,,,,,,,,,
9909193,0.000661063,,,,,,,,,,,
9709228,0.00118047,,,,,,,,,,,
209230,0.005996789,,,,,,,,,,,
210044,0.00118047,,,,,,,,,,,
210183,0.003022004,,,,,,,,,,,
211170,0.00316366,,,,,,,,,,,
210294,0.000755501,,,,,,,,,,,
211075,0.002077628,,,,,,,,,,,
211140,0.00037775,,,,,,,,,,,
9703172,0.00080272,,,,,,,,,,,
211141,0.001038814,,,,,,,,,,,
211202,0.002360941,,,,,,,,,,,
9701120,0.000755501,,,,,,,,,,,
211234,0.002833129,,,,,,,,,,,
211271,0.00316366,,,,,,,,,,,
212025,0.002030409,,,,,,,,,,,
212038,0.000188875,,,,,,,,,,,
212095,0.002738691,,,,,,,,,,,
9904121,0.000755501,,,,,,,,,,,
9606168,0.000708282,,,,,,,,,,,
9710125,0.000472188,,,,,,,,,,,
303065,0.000944376,,,,,,,,,,,
303194,0.002172065,,,,,,,,,,,
9604021,0.000566626,,,,,,,,,,,
304036,0.001038814,,,,,,,,,,,
9707062,0.000613845,,,,,,,,,,,
304238,0.001133251,,,,,,,,,,,
9601016,0.00037775,,,,,,,,,,,
9603188,0.000472188,,,,,,,,,,,
9606070,0.000188875,,,,,,,,,,,
9706210,0.001652658,,,,,,,,,,,
9709198,0.000708282,,,,,,,,,,,
3090,9.44E-05,,,,,,,,,,,
9606157,0.000661063,,,,,,,,,,,
3142,0.000613845,,,,,,,,,,,
9703072,0.002219284,,,,,,,,,,,
9612104,0.000897157,,,,,,,,,,,
9703215,0.000755501,,,,,,,,,,,
5076,0.001227689,,,,,,,,,,,
9812085,0.000755501,,,,,,,,,,,
9906207,0.00160544,,,,,,,,,,,
6086,0.000566626,,,,,,,,,,,
9903182,0.001935971,,,,,,,,,,,
7191,0.007271697,,,,,,,,,,,
8157,0.000519407,,,,,,,,,,,
9706074,0.000236094,,,,,,,,,,,
9707036,0.000283313,,,,,,,,,,,
9707089,0.000897157,,,,,,,,,,,
9707197,0.000755501,,,,,,,,,,,
9707226,0.000283313,,,,,,,,,,,
9707249,0.000424969,,,,,,,,,,,
9708113,0.000661063,,,,,,,,,,,
9903268,0.002927566,,,,,,,,,,,
9908199,0.000755501,,,,,,,,,,,
9910012,0.000283313,,,,,,,,,,,
9911034,0.001274908,,,,,,,,,,,
9021,0.000330532,,,,,,,,,,,
9139,0.002833129,,,,,,,,,,,
9149,0.000472188,,,,,,,,,,,
10079,0.000330532,,,,,,,,,,,
9903103,0.000283313,,,,,,,,,,,
9610244,0.000236094,,,,,,,,,,,
10272,0.000661063,,,,,,,,,,,
11146,0.001274908,,,,,,,,,,,
11204,0.000897157,,,,,,,,,,,
12122,0.001274908,,,,,,,,,,,
12162,0.000236094,,,,,,,,,,,
9903092,0.000849939,,,,,,,,,,,
101013,0.00160544,,,,,,,,,,,
101021,0.000330532,,,,,,,,,,,
9909034,0.000236094,,,,,,,,,,,
104033,0.000330532,,,,,,,,,,,
104077,0.000236094,,,,,,,,,,,
106040,0.003022004,,,,,,,,,,,
106093,0.000188875,,,,,,,,,,,
106193,0.000755501,,,,,,,,,,,
107072,0.000991595,,,,,,,,,,,
9609230,4.72E-05,,,,,,,,,,,
9610043,0.029322882,,,,,,,,,,,
9908152,0.001086033,,,,,,,,,,,
9703052,0.002219284,,,,,,,,,,,
9705130,0.002172065,,,,,,,,,,,
107200,0.001227689,,,,,,,,,,,
9707079,0.003069223,,,,,,,,,,,
9612120,0.001133251,,,,,,,,,,,
9709107,0.002974785,,,,,,,,,,,
9705029,0.00080272,,,,,,,,,,,
107250,0.000188875,,,,,,,,,,,
9711081,0.001558221,,,,,,,,,,,
9710153,0.00080272,,,,,,,,,,,
9811220,0.001038814,,,,,,,,,,,
204240,0.000424969,,,,,,,,,,,
9612215,0.000424969,,,,,,,,,,,
9710217,0.002266503,,,,,,,,,,,
9710226,0.001227689,,,,,,,,,,,
9711138,0.002738691,,,,,,,,,,,
9912244,0.000755501,,,,,,,,,,,
9703056,0.001369346,,,,,,,,,,,
9708012,0.001038814,,,,,,,,,,,
9705194,0.000708282,,,,,,,,,,,
9907046,0.00080272,,,,,,,,,,,
9902106,0.000566626,,,,,,,,,,,
203191,0.002360941,,,,,,,,,,,
9612102,0.001935971,,,,,,,,,,,
9612164,0.00160544,,,,,,,,,,,
9612171,0.000708282,,,,,,,,,,,
108128,0.001038814,,,,,,,,,,,
9711073,0.001794315,,,,,,,,,,,
9911170,0.000708282,,,,,,,,,,,
9708068,0.001369346,,,,,,,,,,,
9711117,0.000991595,,,,,,,,,,,
9612162,0.002408159,,,,,,,,,,,
9702006,0.001511002,,,,,,,,,,,
9704041,0.002833129,,,,,,,,,,,
9710247,0.000849939,,,,,,,,,,,
9705047,0.00037775,,,,,,,,,,,
9711052,0.000519407,,,,,,,,,,,
9712090,0.000661063,,,,,,,,,,,
9905064,0.001416564,,,,,,,,,,,
9707214,0.001038814,,,,,,,,,,,
9711012,0.000897157,,,,,,,,,,,
108176,0.001227689,,,,,,,,,,,
9707261,0.001463783,,,,,,,,,,,
9709029,0.001038814,,,,,,,,,,,
9707162,0.00080272,,,,,,,,,,,
108190,0.00037775,,,,,,,,,,,
108198,0.001416564,,,,,,,,,,,
9712061,0.000897157,,,,,,,,,,,
9706168,0.002549816,,,,,,,,,,,
108207,0.000849939,,,,,,,,,,,
9706192,0.001888752,,,,,,,,,,,
108233,0.000849939,,,,,,,,,,,
9611215,0.002030409,,,,,,,,,,,
109049,0.000661063,,,,,,,,,,,
109070,0.002691472,,,,,,,,,,,
9704051,0.001558221,,,,,,,,,,,
9811165,0.000519407,,,,,,,,,,,
203083,0.001369346,,,,,,,,,,,
109149,0.000283313,,,,,,,,,,,
9703218,0.002549816,,,,,,,,,,,
9704123,0.001274908,,,,,,,,,,,
9705113,0.001274908,,,,,,,,,,,
109157,0.000424969,,,,,,,,,,,
9710032,0.000849939,,,,,,,,,,,
109162,0.012135235,,,,,,,,,,,
9612027,0.000424969,,,,,,,,,,,
9706132,0.001086033,,,,,,,,,,,
9707202,0.001794315,,,,,,,,,,,
9712206,0.001227689,,,,,,,,,,,
9904064,0.000991595,,,,,,,,,,,
9912272,0.001322127,,,,,,,,,,,
9710122,0.001747096,,,,,,,,,,,
9702067,0.000849939,,,,,,,,,,,
9706194,0.001463783,,,,,,,,,,,
9710096,0.000613845,,,,,,,,,,,
109217,0.001038814,,,,,,,,,,,
110002,0.001463783,,,,,,,,,,,
110030,0.000236094,,,,,,,,,,,
9612157,0.004485787,,,,,,,,,,,
110039,0.001747096,,,,,,,,,,,
9707224,0.002219284,,,,,,,,,,,
9711029,0.001227689,,,,,,,,,,,
9812196,0.001935971,,,,,,,,,,,
9703163,0.00160544,,,,,,,,,,,
9703211,0.00160544,,,,,,,,,,,
9704134,0.001652658,,,,,,,,,,,
110271,0.001652658,,,,,,,,,,,
110093,0.001935971,,,,,,,,,,,
9903105,0.000849939,,,,,,,,,,,
110106,0.000236094,,,,,,,,,,,
9904089,0.000708282,,,,,,,,,,,
9710014,0.001794315,,,,,,,,,,,
110172,0.000849939,,,,,,,,,,,
110173,0.002219284,,,,,,,,,,,
9702108,0.001274908,,,,,,,,,,,
9709099,0.002077628,,,,,,,,,,,
9905091,0.00037775,,,,,,,,,,,
110175,0.000755501,,,,,,,,,,,
9701117,0.001511002,,,,,,,,,,,
9701169,0.001086033,,,,,,,,,,,
9707217,0.002408159,,,,,,,,,,,
9709132,0.000566626,,,,,,,,,,,
9709227,0.000519407,,,,,,,,,,,
111004,0.000944376,,,,,,,,,,,
111059,0.001558221,,,,,,,,,,,
9912254,0.001133251,,,,,,,,,,,
111121,0.001227689,,,,,,,,,,,
112180,0.001463783,,,,,,,,,,,
9712082,0.001227689,,,,,,,,,,,
9706156,0.000755501,,,,,,,,,,,
111200,0.00080272,,,,,,,,,,,
111208,0.006044008,,,,,,,,,,,
9911149,0.000566626,,,,,,,,,,,
9711169,0.000424969,,,,,,,,,,,
111225,0.00118047,,,,,,,,,,,
9909129,0.001322127,,,,,,,,,,,
9905068,0.000708282,,,,,,,,,,,
111240,4.72E-05,,,,,,,,,,,
9710064,0.000755501,,,,,,,,,,,
9711044,0.000472188,,,,,,,,,,,
111284,0.002124847,,,,,,,,,,,
112043,0.001558221,,,,,,,,,,,
9812119,0.000613845,,,,,,,,,,,
9912104,0.001558221,,,,,,,,,,,
112072,0.00080272,,,,,,,,,,,
9903043,0.000755501,,,,,,,,,,,
112081,0.001322127,,,,,,,,,,,
9612144,0.000519407,,,,,,,,,,,
9710098,0.001322127,,,,,,,,,,,
112114,0.000849939,,,,,,,,,,,
112116,0.000991595,,,,,,,,,,,
9904122,0.000897157,,,,,,,,,,,
9708137,0.001227689,,,,,,,,,,,
9710218,0.001747096,,,,,,,,,,,
112141,0.000566626,,,,,,,,,,,
9811254,0.000708282,,,,,,,,,,,
9904027,0.00037775,,,,,,,,,,,
9704109,0.00080272,,,,,,,,,,,
9705005,0.000472188,,,,,,,,,,,
9707200,0.001794315,,,,,,,,,,,
9710215,0.001416564,,,,,,,,,,,
9812184,0.000472188,,,,,,,,,,,
9704075,0.000708282,,,,,,,,,,,
201031,0.000472188,,,,,,,,,,,
201033,0.00037775,,,,,,,,,,,
9711100,0.000566626,,,,,,,,,,,
201129,0.000708282,,,,,,,,,,,
201140,0.002833129,,,,,,,,,,,
201151,0.000849939,,,,,,,,,,,
201182,0.00160544,,,,,,,,,,,
201183,0.001133251,,,,,,,,,,,
205213,0.002880348,,,,,,,,,,,
201218,0.001558221,,,,,,,,,,,
9612234,0.000424969,,,,,,,,,,,
9706187,0.000849939,,,,,,,,,,,
9611103,0.001086033,,,,,,,,,,,
9701151,0.001274908,,,,,,,,,,,
9701168,0.000613845,,,,,,,,,,,
9709225,0.000897157,,,,,,,,,,,
9711003,0.001322127,,,,,,,,,,,
9712202,0.001747096,,,,,,,,,,,
201248,0.00118047,,,,,,,,,,,
202021,0.011379734,,,,,,,,,,,
202065,0.002124847,,,,,,,,,,,
202138,0.00037775,,,,,,,,,,,
9612064,0.001227689,,,,,,,,,,,
202165,0.000566626,,,,,,,,,,,
202173,0.001086033,,,,,,,,,,,
202191,0.001416564,,,,,,,,,,,
9706039,0.000566626,,,,,,,,,,,
9712021,0.000944376,,,,,,,,,,,
203017,0.000566626,,,,,,,,,,,
9908004,0.005052413,,,,,,,,,,,
203095,0.000566626,,,,,,,,,,,
203097,0.000188875,,,,,,,,,,,
203101,0.004957975,,,,,,,,,,,
9811243,0.000188875,,,,,,,,,,,
9910146,0.001416564,,,,,,,,,,,
203116,0.00037775,,,,,,,,,,,
9909049,0.001416564,,,,,,,,,,,
203155,0.000708282,,,,,,,,,,,
9911138,0.000944376,,,,,,,,,,,
9903039,0.000755501,,,,,,,,,,,
203223,0.000283313,,,,,,,,,,,
9708123,0.001747096,,,,,,,,,,,
9912185,0.000708282,,,,,,,,,,,
204047,0.001274908,,,,,,,,,,,
9903217,0.001935971,,,,,,,,,,,
9907002,0.000472188,,,,,,,,,,,
204147,0.001841534,,,,,,,,,,,
204196,0.002880348,,,,,,,,,,,
9902158,0.001322127,,,,,,,,,,,
205037,0.002408159,,,,,,,,,,,
205054,0.000236094,,,,,,,,,,,
9709138,0.001463783,,,,,,,,,,,
205073,0.000897157,,,,,,,,,,,
9705111,0.000566626,,,,,,,,,,,
205093,0.00080272,,,,,,,,,,,
9912280,0.000661063,,,,,,,,,,,
9909219,0.001322127,,,,,,,,,,,
9707171,0.000944376,,,,,,,,,,,
205177,0.001699877,,,,,,,,,,,
205185,0.002266503,,,,,,,,,,,
205251,0.002880348,,,,,,,,,,,
205254,0.001888752,,,,,,,,,,,
9712047,0.002549816,,,,,,,,,,,
9712075,0.001558221,,,,,,,,,,,
9712084,0.002266503,,,,,,,,,,,
205306,0.003824724,,,,,,,,,,,
9811170,0.001038814,,,,,,,,,,,
9904094,0.00080272,,,,,,,,,,,
9902149,0.000897157,,,,,,,,,,,
206075,0.000236094,,,,,,,,,,,
206090,0.001086033,,,,,,,,,,,
206097,0.00037775,,,,,,,,,,,
9705126,0.000330532,,,,,,,,,,,
9703053,0.000330532,,,,,,,,,,,
206116,0.000991595,,,,,,,,,,,
206132,0.000897157,,,,,,,,,,,
9612096,0.001322127,,,,,,,,,,,
206192,0.001038814,,,,,,,,,,,
9904042,0.000613845,,,,,,,,,,,
206239,0.00080272,,,,,,,,,,,
9901072,0.00037775,,,,,,,,,,,
206247,0.001274908,,,,,,,,,,,
9704158,0.002124847,,,,,,,,,,,
206255,0.003919161,,,,,,,,,,,
207034,0.000991595,,,,,,,,,,,
207061,0.00118047,,,,,,,,,,,
207052,0.001274908,,,,,,,,,,,
207081,0.000613845,,,,,,,,,,,
9902001,0.000519407,,,,,,,,,,,
9708033,0.000519407,,,,,,,,,,,
207090,0.00037775,,,,,,,,,,,
207111,0.001322127,,,,,,,,,,,
207115,0.000424969,,,,,,,,,,,
207142,0.001038814,,,,,,,,,,,
207184,0.000424969,,,,,,,,,,,
9907099,0.00118047,,,,,,,,,,,
207200,0.00037775,,,,,,,,,,,
207209,0.000472188,,,,,,,,,,,
207249,0.001133251,,,,,,,,,,,
207264,0.00160544,,,,,,,,,,,
208029,0.001888752,,,,,,,,,,,
208048,0.005052413,,,,,,,,,,,
9709042,0.000472188,,,,,,,,,,,
208175,0.000472188,,,,,,,,,,,
208220,9.44E-05,,,,,,,,,,,
9907029,0.00118047,,,,,,,,,,,
209009,0.00118047,,,,,,,,,,,
209028,0.00037775,,,,,,,,,,,
209057,0.000708282,,,,,,,,,,,
209081,0.00080272,,,,,,,,,,,
209105,0.000330532,,,,,,,,,,,
209106,0.001369346,,,,,,,,,,,
9709178,0.000566626,,,,,,,,,,,
209223,0.000755501,,,,,,,,,,,
209140,0.000472188,,,,,,,,,,,
9704191,0.000236094,,,,,,,,,,,
9704190,0.00080272,,,,,,,,,,,
209182,0.000283313,,,,,,,,,,,
209201,0.002644253,,,,,,,,,,,
209219,0.001652658,,,,,,,,,,,
209225,0.001935971,,,,,,,,,,,
9812120,0.000283313,,,,,,,,,,,
9902200,0.001274908,,,,,,,,,,,
210022,0.000897157,,,,,,,,,,,
210035,0.001699877,,,,,,,,,,,
210132,0.001038814,,,,,,,,,,,
210133,0.000991595,,,,,,,,,,,
9901152,0.000613845,,,,,,,,,,,
9903025,0.000613845,,,,,,,,,,,
210134,0.002738691,,,,,,,,,,,
9709123,0.002266503,,,,,,,,,,,
210212,0.000897157,,,,,,,,,,,
9703118,0.001511002,,,,,,,,,,,
210243,0.000613845,,,,,,,,,,,
210261,0.000472188,,,,,,,,,,,
211029,0.00198319,,,,,,,,,,,
211068,0.001699877,,,,,,,,,,,
211110,0.001038814,,,,,,,,,,,
211139,0.001038814,,,,,,,,,,,
211156,0.001133251,,,,,,,,,,,
211160,0.00080272,,,,,,,,,,,
211272,0.001416564,,,,,,,,,,,
9705055,0.003258098,,,,,,,,,,,
9711082,0.002172065,,,,,,,,,,,
9904019,0.001416564,,,,,,,,,,,
212041,0.00037775,,,,,,,,,,,
212044,0.000566626,,,,,,,,,,,
212048,0.000330532,,,,,,,,,,,
212100,0.000283313,,,,,,,,,,,
212114,0.002549816,,,,,,,,,,,
212117,0.001133251,,,,,,,,,,,
212183,0.000991595,,,,,,,,,,,
212214,0.000755501,,,,,,,,,,,
212270,0.000897157,,,,,,,,,,,
212277,0.001794315,,,,,,,,,,,
212297,0.00037775,,,,,,,,,,,
301055,0.00160544,,,,,,,,,,,
301065,0.000661063,,,,,,,,,,,
9709038,0.000613845,,,,,,,,,,,
9711046,0.000849939,,,,,,,,,,,
9705188,0.001086033,,,,,,,,,,,
302010,0.000330532,,,,,,,,,,,
302059,0.000519407,,,,,,,,,,,
302138,0.00037775,,,,,,,,,,,
9709005,0.00037775,,,,,,,,,,,
9710030,0.00080272,,,,,,,,,,,
9901033,0.000472188,,,,,,,,,,,
303120,0.000236094,,,,,,,,,,,
303173,0.00160544,,,,,,,,,,,
303185,0.002313722,,,,,,,,,,,
9703174,0.000708282,,,,,,,,,,,
9709114,0.001794315,,,,,,,,,,,
9703016,0.001416564,,,,,,,,,,,
303204,0.001794315,,,,,,,,,,,
303210,0.000708282,,,,,,,,,,,
303233,0.000472188,,,,,,,,,,,
9701188,0.000897157,,,,,,,,,,,
9711015,0.000613845,,,,,,,,,,,
304164,0.000236094,,,,,,,,,,,
9704087,0.001558221,,,,,,,,,,,
9707259,0.001935971,,,,,,,,,,,
9708085,0.002408159,,,,,,,,,,,
9709118,0.001652658,,,,,,,,,,,
9904086,0.000849939,,,,,,,,,,,
9812143,0.000472188,,,,,,,,,,,
9703208,0.00118047,,,,,,,,,,,
9710245,0.000424969,,,,,,,,,,,
9710192,0.000755501,,,,,,,,,,,
9709209,0.000661063,,,,,,,,,,,
3065,0.000330532,,,,,,,,,,,
9909075,0.000519407,,,,,,,,,,,
9708029,0.000424969,,,,,,,,,,,
9707043,0.000283313,,,,,,,,,,,
9709098,0.00118047,,,,,,,,,,,
3075,0.004438568,,,,,,,,,,,
9901158,0.000424969,,,,,,,,,,,
9612021,0.000755501,,,,,,,,,,,
9705242,0.00037775,,,,,,,,,,,
3093,0.00118047,,,,,,,,,,,
3121,0.000472188,,,,,,,,,,,
9908153,0.000708282,,,,,,,,,,,
9906044,0.002597035,,,,,,,,,,,
9906137,0.000188875,,,,,,,,,,,
9811108,0.000472188,,,,,,,,,,,
3131,0.000661063,,,,,,,,,,,
3136,0.007507791,,,,,,,,,,,
9909213,0.000708282,,,,,,,,,,,
9704030,0.001227689,,,,,,,,,,,
4147,0.005005194,,,,,,,,,,,
3161,0.000849939,,,,,,,,,,,
9901034,0.000236094,,,,,,,,,,,
9707205,0.001274908,,,,,,,,,,,
9711034,0.000424969,,,,,,,,,,,
9612233,0.000755501,,,,,,,,,,,
3200,0.001747096,,,,,,,,,,,
3208,0.002502597,,,,,,,,,,,
9903216,0.000188875,,,,,,,,,,,
9703073,0.000613845,,,,,,,,,,,
9705014,0.000708282,,,,,,,,,,,
9712179,0.002266503,,,,,,,,,,,
9812008,0.001274908,,,,,,,,,,,
9902087,0.000708282,,,,,,,,,,,
3223,0.000472188,,,,,,,,,,,
9710041,0.000519407,,,,,,,,,,,
9710027,0.001935971,,,,,,,,,,,
9612119,0.000897157,,,,,,,,,,,
9612251,0.00118047,,,,,,,,,,,
9908106,0.001086033,,,,,,,,,,,
3280,0.001841534,,,,,,,,,,,
9912225,0.000755501,,,,,,,,,,,
9905071,0.000236094,,,,,,,,,,,
9712088,0.00080272,,,,,,,,,,,
9705110,0.001274908,,,,,,,,,,,
9706196,0.001652658,,,,,,,,,,,
9708022,0.001227689,,,,,,,,,,,
4038,0.001794315,,,,,,,,,,,
4023,0.000330532,,,,,,,,,,,
9909119,0.000849939,,,,,,,,,,,
9812039,0.000519407,,,,,,,,,,,
9708164,0.003116442,,,,,,,,,,,
4062,0.00080272,,,,,,,,,,,
9912241,0.000566626,,,,,,,,,,,
9710057,0.000991595,,,,,,,,,,,
4072,0.001558221,,,,,,,,,,,
4074,0.00278591,,,,,,,,,,,
4075,0.00037775,,,,,,,,,,,
9706083,0.000424969,,,,,,,,,,,
4127,9.44E-05,,,,,,,,,,,
9901008,0.000566626,,,,,,,,,,,
9707023,0.00037775,,,,,,,,,,,
4157,0.000661063,,,,,,,,,,,
4159,0.001227689,,,,,,,,,,,
9907016,9.44E-05,,,,,,,,,,,
4194,0.000755501,,,,,,,,,,,
9703008,0.000897157,,,,,,,,,,,
5123,0.001416564,,,,,,,,,,,
9705215,0.000236094,,,,,,,,,,,
5031,0.00675229,,,,,,,,,,,
5047,0.001888752,,,,,,,,,,,
5055,0.000519407,,,,,,,,,,,
5087,0.001463783,,,,,,,,,,,
5111,0.001416564,,,,,,,,,,,
5117,0.000661063,,,,,,,,,,,
9709222,0.001747096,,,,,,,,,,,
9903117,0.000566626,,,,,,,,,,,
5145,0.002833129,,,,,,,,,,,
9909227,0.002124847,,,,,,,,,,,
9707164,0.002266503,,,,,,,,,,,
5147,0.001794315,,,,,,,,,,,
5156,0.000424969,,,,,,,,,,,
5174,0.000944376,,,,,,,,,,,
5196,0.000141656,,,,,,,,,,,
5205,0.000661063,,,,,,,,,,,
5241,0.00037775,,,,,,,,,,,
9705211,0.000519407,,,,,,,,,,,
6006,0.001038814,,,,,,,,,,,
6019,0.001274908,,,,,,,,,,,
6024,0.00160544,,,,,,,,,,,
9706152,0.000472188,,,,,,,,,,,
9811198,0.000566626,,,,,,,,,,,
9709139,0.001558221,,,,,,,,,,,
9706073,0.001322127,,,,,,,,,,,
9703201,0.00160544,,,,,,,,,,,
9709065,0.001558221,,,,,,,,,,,
9904150,0.001369346,,,,,,,,,,,
6137,0.001274908,,,,,,,,,,,
6168,0.000661063,,,,,,,,,,,
6193,0.001558221,,,,,,,,,,,
6219,0.001699877,,,,,,,,,,,
6234,0.000755501,,,,,,,,,,,
7022,0.001133251,,,,,,,,,,,
7023,0.000661063,,,,,,,,,,,
7031,0.000661063,,,,,,,,,,,
7055,0.000849939,,,,,,,,,,,
7127,0.000897157,,,,,,,,,,,
7155,0.000519407,,,,,,,,,,,
9704086,0.000566626,,,,,,,,,,,
9711160,0.001038814,,,,,,,,,,,
7166,0.000472188,,,,,,,,,,,
7170,0.010954764,,,,,,,,,,,
7195,0.002927566,,,,,,,,,,,
7198,0.000613845,,,,,,,,,,,
9901105,0.001038814,,,,,,,,,,,
7236,0.001841534,,,,,,,,,,,
8004,0.000849939,,,,,,,,,,,
8005,0.000236094,,,,,,,,,,,
8013,0.004533006,,,,,,,,,,,
8015,0.003446973,,,,,,,,,,,
9906091,0.000141656,,,,,,,,,,,
8027,0.001416564,,,,,,,,,,,
8029,0.000991595,,,,,,,,,,,
8073,0.001322127,,,,,,,,,,,
8096,0.001038814,,,,,,,,,,,
8144,0.001888752,,,,,,,,,,,
8180,0.00080272,,,,,,,,,,,
8203,0.001794315,,,,,,,,,,,
