Id,Betweenness-Centrality,,,,,,,,,,,
205100,0.000398052,,,,,,,,,,,
205155,0.000110426,,,,,,,,,,,
206054,8.40E-06,,,,,,,,,,,
9909073,0.000572768,,,,,,,,,,,
207151,7.72E-05,,,,,,,,,,,
9709161,2.36E-06,,,,,,,,,,,
207161,1.21E-05,,,,,,,,,,,
208022,0.000202594,,,,,,,,,,,
9812002,1.37E-07,,,,,,,,,,,
9902150,0.000112091,,,,,,,,,,,
9909193,1.58E-05,,,,,,,,,,,
9709228,6.76E-05,,,,,,,,,,,
209230,0.00513347,,,,,,,,,,,
210044,0.000588541,,,,,,,,,,,
210183,0.000429699,,,,,,,,,,,
211170,0.000855129,,,,,,,,,,,
210294,0.000267783,,,,,,,,,,,
211075,1.22E-05,,,,,,,,,,,
211140,2.09E-05,,,,,,,,,,,
9703172,6.31E-05,,,,,,,,,,,
211141,0.000116172,,,,,,,,,,,
211202,1.10E-05,,,,,,,,,,,
9701120,0.000353807,,,,,,,,,,,
211234,4.57E-05,,,,,,,,,,,
211271,6.12E-05,,,,,,,,,,,
212025,1.66E-05,,,,,,,,,,,
212038,0.000134475,,,,,,,,,,,
212095,5.87E-05,,,,,,,,,,,
9904121,1.29E-05,,,,,,,,,,,
9606168,1.10E-05,,,,,,,,,,,
9710125,7.39E-07,,,,,,,,,,,
303065,4.78E-06,,,,,,,,,,,
303194,0.000776613,,,,,,,,,,,
9604021,0.001112028,,,,,,,,,,,
304036,0.000112424,,,,,,,,,,,
9707062,8.16E-05,,,,,,,,,,,
304238,0.000266741,,,,,,,,,,,
9601016,0.000311744,,,,,,,,,,,
9603188,0.000139601,,,,,,,,,,,
9606070,9.22E-05,,,,,,,,,,,
9706210,0.003343649,,,,,,,,,,,
9709198,0.000536338,,,,,,,,,,,
3090,5.74E-07,,,,,,,,,,,
9606157,0.000934281,,,,,,,,,,,
3142,0.000220054,,,,,,,,,,,
9703072,0.000101858,,,,,,,,,,,
9612104,0.000375627,,,,,,,,,,,
9703215,1.20E-05,,,,,,,,,,,
5076,7.71E-05,,,,,,,,,,,
9812085,3.50E-06,,,,,,,,,,,
9906207,1.14E-05,,,,,,,,,,,
6086,4.80E-05,,,,,,,,,,,
9903182,3.07E-05,,,,,,,,,,,
7191,0.001350621,,,,,,,,,,,
8157,9.97E-06,,,,,,,,,,,
9706074,2.61E-07,,,,,,,,,,,
9707036,9.43E-05,,,,,,,,,,,
9707089,0.000422759,,,,,,,,,,,
9707197,1.17E-05,,,,,,,,,,,
9707226,0.000104027,,,,,,,,,,,
9707249,3.21E-05,,,,,,,,,,,
9708113,1.47E-05,,,,,,,,,,,
9903268,0.005435164,,,,,,,,,,,
9908199,0.000412423,,,,,,,,,,,
9910012,1.51E-05,,,,,,,,,,,
9911034,7.33E-06,,,,,,,,,,,
9021,2.08E-05,,,,,,,,,,,
9139,0.0013961,,,,,,,,,,,
9149,2.31E-05,,,,,,,,,,,
10079,0.000346067,,,,,,,,,,,
9903103,4.35E-07,,,,,,,,,,,
9610244,0.000526107,,,,,,,,,,,
10272,0.001303242,,,,,,,,,,,
11146,7.23E-05,,,,,,,,,,,
11204,5.48E-05,,,,,,,,,,,
12122,0.000190667,,,,,,,,,,,
12162,4.10E-07,,,,,,,,,,,
9903092,0.001837254,,,,,,,,,,,
101013,0.000264201,,,,,,,,,,,
101021,2.59E-06,,,,,,,,,,,
9909034,2.51E-05,,,,,,,,,,,
104033,5.11E-05,,,,,,,,,,,
104077,5.51E-08,,,,,,,,,,,
106040,0.000115737,,,,,,,,,,,
106093,1.17E-06,,,,,,,,,,,
106193,0.000902495,,,,,,,,,,,
107072,7.92E-05,,,,,,,,,,,
9609230,0,,,,,,,,,,,
9610043,0.052909561,,,,,,,,,,,
9908152,4.80E-05,,,,,,,,,,,
9703052,0.000192852,,,,,,,,,,,
9705130,0.000377584,,,,,,,,,,,
107200,0.000115229,,,,,,,,,,,
9707079,0.000313588,,,,,,,,,,,
9612120,0.000134059,,,,,,,,,,,
9709107,0.000919905,,,,,,,,,,,
9705029,0.000587085,,,,,,,,,,,
107250,1.18E-05,,,,,,,,,,,
9711081,0.000297551,,,,,,,,,,,
9710153,0.000241295,,,,,,,,,,,
9811220,6.10E-05,,,,,,,,,,,
204240,4.96E-05,,,,,,,,,,,
9612215,0.000351484,,,,,,,,,,,
9710217,0.000754815,,,,,,,,,,,
9710226,3.53E-05,,,,,,,,,,,
9711138,0.001426195,,,,,,,,,,,
9912244,0.000205522,,,,,,,,,,,
9703056,0.000270935,,,,,,,,,,,
9708012,3.18E-05,,,,,,,,,,,
9705194,7.51E-05,,,,,,,,,,,
9907046,0.000181077,,,,,,,,,,,
9902106,0.000118896,,,,,,,,,,,
203191,0.000411602,,,,,,,,,,,
9612102,0.000739746,,,,,,,,,,,
9612164,0.000509062,,,,,,,,,,,
9612171,0.000171443,,,,,,,,,,,
108128,6.02E-05,,,,,,,,,,,
9711073,0.000112467,,,,,,,,,,,
9911170,8.12E-05,,,,,,,,,,,
9708068,0.000208786,,,,,,,,,,,
9711117,8.45E-05,,,,,,,,,,,
9612162,0.000155113,,,,,,,,,,,
9702006,0.000135857,,,,,,,,,,,
9704041,0.000256715,,,,,,,,,,,
9710247,0.000262599,,,,,,,,,,,
9705047,7.93E-05,,,,,,,,,,,
9711052,0.000728937,,,,,,,,,,,
9712090,0.000559024,,,,,,,,,,,
9905064,0.000280298,,,,,,,,,,,
9707214,0.000149813,,,,,,,,,,,
9711012,0.000167977,,,,,,,,,,,
108176,9.81E-05,,,,,,,,,,,
9707261,0.000210491,,,,,,,,,,,
9709029,3.73E-05,,,,,,,,,,,
9707162,0.000144623,,,,,,,,,,,
108190,7.29E-05,,,,,,,,,,,
108198,0.000281234,,,,,,,,,,,
9712061,8.72E-05,,,,,,,,,,,
9706168,0.000284782,,,,,,,,,,,
108207,3.24E-05,,,,,,,,,,,
9706192,0.000654913,,,,,,,,,,,
108233,6.87E-05,,,,,,,,,,,
9611215,8.11E-05,,,,,,,,,,,
109049,5.67E-05,,,,,,,,,,,
109070,0.000453975,,,,,,,,,,,
9704051,0.000496532,,,,,,,,,,,
9811165,5.42E-06,,,,,,,,,,,
203083,0.000211266,,,,,,,,,,,
109149,2.36E-05,,,,,,,,,,,
9703218,0.000183191,,,,,,,,,,,
9704123,0.001078521,,,,,,,,,,,
9705113,2.55E-05,,,,,,,,,,,
109157,1.44E-05,,,,,,,,,,,
9710032,0.000644371,,,,,,,,,,,
109162,0.007620109,,,,,,,,,,,
9612027,7.19E-05,,,,,,,,,,,
9706132,0.001571088,,,,,,,,,,,
9707202,0.001372073,,,,,,,,,,,
9712206,0.000359638,,,,,,,,,,,
9904064,0.000346487,,,,,,,,,,,
9912272,0.000335875,,,,,,,,,,,
9710122,0.00190894,,,,,,,,,,,
9702067,0.000176227,,,,,,,,,,,
9706194,0.000386533,,,,,,,,,,,
9710096,0.00013667,,,,,,,,,,,
109217,0.000283245,,,,,,,,,,,
110002,0.00012966,,,,,,,,,,,
110030,9.04E-05,,,,,,,,,,,
9612157,0.000407655,,,,,,,,,,,
110039,0.000282932,,,,,,,,,,,
9707224,0.000580409,,,,,,,,,,,
9711029,0.000194663,,,,,,,,,,,
9812196,0.001980353,,,,,,,,,,,
9703163,0.000222188,,,,,,,,,,,
9703211,0.000227097,,,,,,,,,,,
9704134,9.86E-05,,,,,,,,,,,
110271,0.000353119,,,,,,,,,,,
110093,0.00015979,,,,,,,,,,,
9903105,0.00012681,,,,,,,,,,,
110106,4.16E-05,,,,,,,,,,,
9904089,0.001212422,,,,,,,,,,,
9710014,0.000268722,,,,,,,,,,,
110172,5.05E-05,,,,,,,,,,,
110173,0.00125083,,,,,,,,,,,
9702108,3.19E-05,,,,,,,,,,,
9709099,0.000385199,,,,,,,,,,,
9905091,2.46E-06,,,,,,,,,,,
110175,8.00E-05,,,,,,,,,,,
9701117,0.000468012,,,,,,,,,,,
9701169,0.000313428,,,,,,,,,,,
9707217,0.000367589,,,,,,,,,,,
9709132,7.29E-05,,,,,,,,,,,
9709227,7.32E-05,,,,,,,,,,,
111004,0.000383016,,,,,,,,,,,
111059,0.000193517,,,,,,,,,,,
9912254,0.000133694,,,,,,,,,,,
111121,3.38E-05,,,,,,,,,,,
112180,0.000122307,,,,,,,,,,,
9712082,0.000150296,,,,,,,,,,,
9706156,0.00023415,,,,,,,,,,,
111200,0.000636148,,,,,,,,,,,
111208,0.002115773,,,,,,,,,,,
9911149,1.82E-05,,,,,,,,,,,
9711169,7.21E-05,,,,,,,,,,,
111225,0.000653207,,,,,,,,,,,
9909129,0.000831927,,,,,,,,,,,
9905068,0.000110653,,,,,,,,,,,
111240,0,,,,,,,,,,,
9710064,0.000154153,,,,,,,,,,,
9711044,0.000116025,,,,,,,,,,,
111284,0.002202365,,,,,,,,,,,
112043,0.000304705,,,,,,,,,,,
9812119,2.58E-05,,,,,,,,,,,
9912104,0.000292912,,,,,,,,,,,
112072,0.000137665,,,,,,,,,,,
9903043,8.41E-05,,,,,,,,,,,
112081,0.000103515,,,,,,,,,,,
9612144,1.01E-06,,,,,,,,,,,
9710098,0.000427282,,,,,,,,,,,
112114,0.000152055,,,,,,,,,,,
112116,0.000231897,,,,,,,,,,,
9904122,8.17E-05,,,,,,,,,,,
9708137,5.33E-05,,,,,,,,,,,
9710218,0.000158176,,,,,,,,,,,
112141,0.000966827,,,,,,,,,,,
9811254,0.000348493,,,,,,,,,,,
9904027,0.00013331,,,,,,,,,,,
9704109,0.000297434,,,,,,,,,,,
9705005,1.74E-05,,,,,,,,,,,
9707200,0.000271021,,,,,,,,,,,
9710215,0.000130221,,,,,,,,,,,
9812184,2.30E-05,,,,,,,,,,,
9704075,4.79E-05,,,,,,,,,,,
201031,0.000280671,,,,,,,,,,,
201033,0.000292676,,,,,,,,,,,
9711100,8.96E-05,,,,,,,,,,,
201129,0.00036231,,,,,,,,,,,
201140,0.000405602,,,,,,,,,,,
201151,0.000461778,,,,,,,,,,,
201182,0.000342546,,,,,,,,,,,
201183,0.000263298,,,,,,,,,,,
205213,0.000272827,,,,,,,,,,,
201218,7.87E-05,,,,,,,,,,,
9612234,2.98E-05,,,,,,,,,,,
9706187,0.000247853,,,,,,,,,,,
9611103,0.000126315,,,,,,,,,,,
9701151,9.49E-06,,,,,,,,,,,
9701168,9.75E-06,,,,,,,,,,,
9709225,3.54E-05,,,,,,,,,,,
9711003,0.000256398,,,,,,,,,,,
9712202,0.001178274,,,,,,,,,,,
201248,3.47E-05,,,,,,,,,,,
202021,0.0045889,,,,,,,,,,,
202065,0.00129992,,,,,,,,,,,
202138,0.000163383,,,,,,,,,,,
9612064,0.000158029,,,,,,,,,,,
202165,3.14E-05,,,,,,,,,,,
202173,0.000660196,,,,,,,,,,,
202191,0.000183588,,,,,,,,,,,
9706039,4.32E-05,,,,,,,,,,,
9712021,0.000121303,,,,,,,,,,,
203017,7.88E-05,,,,,,,,,,,
9908004,0.00263927,,,,,,,,,,,
203095,2.58E-05,,,,,,,,,,,
203097,4.24E-05,,,,,,,,,,,
203101,0.003477042,,,,,,,,,,,
9811243,1.39E-05,,,,,,,,,,,
9910146,0.000604847,,,,,,,,,,,
203116,0.000238344,,,,,,,,,,,
9909049,0.000261443,,,,,,,,,,,
203155,4.40E-05,,,,,,,,,,,
9911138,0.000257159,,,,,,,,,,,
9903039,0.000164947,,,,,,,,,,,
203223,3.07E-06,,,,,,,,,,,
9708123,0.000558399,,,,,,,,,,,
9912185,0.000110605,,,,,,,,,,,
204047,0.000308043,,,,,,,,,,,
9903217,0.000333034,,,,,,,,,,,
9907002,0.000358549,,,,,,,,,,,
204147,0.000159875,,,,,,,,,,,
204196,0.000248337,,,,,,,,,,,
9902158,0.000117217,,,,,,,,,,,
205037,0.00065043,,,,,,,,,,,
205054,1.88E-05,,,,,,,,,,,
9709138,0.000438154,,,,,,,,,,,
205073,0.000229696,,,,,,,,,,,
9705111,2.26E-05,,,,,,,,,,,
205093,0.000130291,,,,,,,,,,,
9912280,0.000378595,,,,,,,,,,,
9909219,0.000277754,,,,,,,,,,,
9707171,0.001936089,,,,,,,,,,,
205177,0.000473402,,,,,,,,,,,
205185,0.000186451,,,,,,,,,,,
205251,0.00058264,,,,,,,,,,,
205254,0.000138011,,,,,,,,,,,
9712047,0.00058893,,,,,,,,,,,
9712075,0.000103013,,,,,,,,,,,
9712084,0.000553794,,,,,,,,,,,
205306,0.002701612,,,,,,,,,,,
9811170,6.19E-05,,,,,,,,,,,
9904094,9.00E-05,,,,,,,,,,,
9902149,0.000244981,,,,,,,,,,,
206075,2.10E-07,,,,,,,,,,,
206090,3.55E-05,,,,,,,,,,,
206097,9.31E-05,,,,,,,,,,,
9705126,0.00068516,,,,,,,,,,,
9703053,0.000551559,,,,,,,,,,,
206116,9.46E-05,,,,,,,,,,,
206132,3.11E-05,,,,,,,,,,,
9612096,0.000326385,,,,,,,,,,,
206192,0.000676599,,,,,,,,,,,
9904042,2.83E-05,,,,,,,,,,,
206239,7.56E-05,,,,,,,,,,,
9901072,0.000139268,,,,,,,,,,,
206247,0.000246871,,,,,,,,,,,
9704158,0.000390509,,,,,,,,,,,
206255,0.001210513,,,,,,,,,,,
207034,3.42E-05,,,,,,,,,,,
207061,7.83E-05,,,,,,,,,,,
207052,0.000419922,,,,,,,,,,,
207081,0.001021553,,,,,,,,,,,
9902001,0.000155202,,,,,,,,,,,
9708033,0.000170796,,,,,,,,,,,
207090,4.91E-05,,,,,,,,,,,
207111,0.000246408,,,,,,,,,,,
207115,5.35E-06,,,,,,,,,,,
207142,0.000861972,,,,,,,,,,,
207184,9.15E-05,,,,,,,,,,,
9907099,0.000525921,,,,,,,,,,,
207200,0.000159996,,,,,,,,,,,
207209,4.57E-06,,,,,,,,,,,
207249,0.000372541,,,,,,,,,,,
207264,0.000118902,,,,,,,,,,,
208029,0.000120415,,,,,,,,,,,
208048,0.001652185,,,,,,,,,,,
9709042,0.000323638,,,,,,,,,,,
208175,0.000757845,,,,,,,,,,,
208220,5.03E-07,,,,,,,,,,,
9907029,0.000205549,,,,,,,,,,,
209009,3.61E-05,,,,,,,,,,,
209028,0.000659338,,,,,,,,,,,
209057,9.33E-06,,,,,,,,,,,
209081,1.27E-05,,,,,,,,,,,
209105,0.000147038,,,,,,,,,,,
209106,0.000920171,,,,,,,,,,,
9709178,0.000298799,,,,,,,,,,,
209223,9.59E-05,,,,,,,,,,,
209140,0.000363449,,,,,,,,,,,
9704191,1.10E-05,,,,,,,,,,,
9704190,0.000101452,,,,,,,,,,,
209182,1.60E-05,,,,,,,,,,,
209201,0.000195051,,,,,,,,,,,
209219,0.000143345,,,,,,,,,,,
209225,0.000479913,,,,,,,,,,,
9812120,6.41E-06,,,,,,,,,,,
9902200,0.000330602,,,,,,,,,,,
210022,0.001480597,,,,,,,,,,,
210035,0.000454522,,,,,,,,,,,
210132,0.000266177,,,,,,,,,,,
210133,0.000176366,,,,,,,,,,,
9901152,4.71E-06,,,,,,,,,,,
9903025,2.61E-06,,,,,,,,,,,
210134,0.001081863,,,,,,,,,,,
9709123,0.000135815,,,,,,,,,,,
210212,0.000143403,,,,,,,,,,,
9703118,0.000248443,,,,,,,,,,,
210243,5.08E-05,,,,,,,,,,,
210261,4.15E-06,,,,,,,,,,,
211029,0.000210827,,,,,,,,,,,
211068,0.001985695,,,,,,,,,,,
211110,0.000151476,,,,,,,,,,,
211139,0.000100674,,,,,,,,,,,
211156,0.000108352,,,,,,,,,,,
211160,0.000175945,,,,,,,,,,,
211272,0.000145141,,,,,,,,,,,
9705055,0.000728905,,,,,,,,,,,
9711082,0.000259992,,,,,,,,,,,
9904019,0.00060121,,,,,,,,,,,
212041,4.52E-05,,,,,,,,,,,
212044,4.74E-05,,,,,,,,,,,
212048,6.88E-07,,,,,,,,,,,
212100,6.68E-05,,,,,,,,,,,
212114,0.004328772,,,,,,,,,,,
212117,0.001384138,,,,,,,,,,,
212183,0.000224398,,,,,,,,,,,
212214,0.000122832,,,,,,,,,,,
212270,0.000300214,,,,,,,,,,,
212277,0.000511886,,,,,,,,,,,
212297,0.000141094,,,,,,,,,,,
301055,0.000268315,,,,,,,,,,,
301065,8.75E-05,,,,,,,,,,,
9709038,1.28E-05,,,,,,,,,,,
9711046,1.83E-05,,,,,,,,,,,
9705188,3.58E-05,,,,,,,,,,,
302010,6.30E-05,,,,,,,,,,,
302059,8.76E-05,,,,,,,,,,,
302138,9.68E-05,,,,,,,,,,,
9709005,2.40E-06,,,,,,,,,,,
9710030,7.69E-05,,,,,,,,,,,
9901033,2.19E-05,,,,,,,,,,,
303120,0.000144509,,,,,,,,,,,
303173,0.000303766,,,,,,,,,,,
303185,0.003973339,,,,,,,,,,,
9703174,0.000354835,,,,,,,,,,,
9709114,0.000316673,,,,,,,,,,,
9703016,9.24E-05,,,,,,,,,,,
303204,0.00030105,,,,,,,,,,,
303210,8.78E-05,,,,,,,,,,,
303233,1.31E-05,,,,,,,,,,,
9701188,7.60E-05,,,,,,,,,,,
9711015,0.000989841,,,,,,,,,,,
304164,0.000125386,,,,,,,,,,,
9704087,0.00013083,,,,,,,,,,,
9707259,0.00016408,,,,,,,,,,,
9708085,0.000451724,,,,,,,,,,,
9709118,0.000168688,,,,,,,,,,,
9904086,0.000120738,,,,,,,,,,,
9812143,1.10E-05,,,,,,,,,,,
9703208,2.36E-05,,,,,,,,,,,
9710245,0.000162323,,,,,,,,,,,
9710192,0.00010066,,,,,,,,,,,
9709209,0.000361791,,,,,,,,,,,
3065,6.30E-05,,,,,,,,,,,
9909075,1.94E-05,,,,,,,,,,,
9708029,5.71E-05,,,,,,,,,,,
9707043,4.56E-05,,,,,,,,,,,
9709098,0.000119028,,,,,,,,,,,
3075,0.001190327,,,,,,,,,,,
9901158,4.38E-06,,,,,,,,,,,
9612021,0.000632881,,,,,,,,,,,
9705242,7.76E-05,,,,,,,,,,,
3093,7.70E-05,,,,,,,,,,,
3121,3.12E-05,,,,,,,,,,,
9908153,3.37E-05,,,,,,,,,,,
9906044,0.001003476,,,,,,,,,,,
9906137,1.26E-06,,,,,,,,,,,
9811108,0.000567961,,,,,,,,,,,
3131,3.67E-05,,,,,,,,,,,
3136,0.005497636,,,,,,,,,,,
9909213,0.000470388,,,,,,,,,,,
9704030,0.00012118,,,,,,,,,,,
4147,0.0010378,,,,,,,,,,,
3161,6.16E-05,,,,,,,,,,,
9901034,1.05E-05,,,,,,,,,,,
9707205,0.000314988,,,,,,,,,,,
9711034,5.68E-05,,,,,,,,,,,
9612233,0.00428184,,,,,,,,,,,
3200,0.000541543,,,,,,,,,,,
3208,0.000282714,,,,,,,,,,,
9903216,3.80E-06,,,,,,,,,,,
9703073,2.30E-05,,,,,,,,,,,
9705014,0.000163467,,,,,,,,,,,
9712179,0.000150553,,,,,,,,,,,
9812008,7.90E-05,,,,,,,,,,,
9902087,0.000116533,,,,,,,,,,,
3223,3.83E-06,,,,,,,,,,,
9710041,0.000243887,,,,,,,,,,,
9710027,0.000166903,,,,,,,,,,,
9612119,0.000217597,,,,,,,,,,,
9612251,3.30E-05,,,,,,,,,,,
9908106,0.000190224,,,,,,,,,,,
3280,0.000364319,,,,,,,,,,,
9912225,0.000110254,,,,,,,,,,,
9905071,1.02E-05,,,,,,,,,,,
9712088,0.000753552,,,,,,,,,,,
9705110,4.21E-05,,,,,,,,,,,
9706196,7.15E-05,,,,,,,,,,,
9708022,6.15E-05,,,,,,,,,,,
4038,0.000378391,,,,,,,,,,,
4023,7.45E-06,,,,,,,,,,,
9909119,8.85E-05,,,,,,,,,,,
9812039,1.11E-05,,,,,,,,,,,
9708164,0.002529462,,,,,,,,,,,
4062,8.52E-05,,,,,,,,,,,
9912241,3.30E-05,,,,,,,,,,,
9710057,1.49E-05,,,,,,,,,,,
4072,0.000158863,,,,,,,,,,,
4074,0.001386351,,,,,,,,,,,
4075,3.67E-05,,,,,,,,,,,
9706083,0.000196727,,,,,,,,,,,
4127,1.59E-05,,,,,,,,,,,
9901008,2.10E-05,,,,,,,,,,,
9707023,0.000933481,,,,,,,,,,,
4157,0.002019143,,,,,,,,,,,
4159,0.000208969,,,,,,,,,,,
9907016,1.73E-06,,,,,,,,,,,
4194,3.77E-05,,,,,,,,,,,
9703008,0.000325884,,,,,,,,,,,
5123,0.000118826,,,,,,,,,,,
9705215,6.91E-05,,,,,,,,,,,
5031,0.002578272,,,,,,,,,,,
5047,0.000366575,,,,,,,,,,,
5055,0.000280096,,,,,,,,,,,
5087,0.000205505,,,,,,,,,,,
5111,0.000220692,,,,,,,,,,,
5117,0.000429588,,,,,,,,,,,
9709222,0.000538236,,,,,,,,,,,
9903117,3.60E-05,,,,,,,,,,,
5145,0.000782028,,,,,,,,,,,
9909227,0.000714982,,,,,,,,,,,
9707164,0.000642274,,,,,,,,,,,
5147,0.000127968,,,,,,,,,,,
5156,2.32E-05,,,,,,,,,,,
5174,3.50E-05,,,,,,,,,,,
5196,1.48E-05,,,,,,,,,,,
5205,7.11E-05,,,,,,,,,,,
5241,3.11E-05,,,,,,,,,,,
9705211,0.000878912,,,,,,,,,,,
6006,0.000402887,,,,,,,,,,,
6019,0.000272299,,,,,,,,,,,
6024,0.000480009,,,,,,,,,,,
9706152,0.000125813,,,,,,,,,,,
9811198,0.000406788,,,,,,,,,,,
9709139,0.000170478,,,,,,,,,,,
9706073,7.18E-05,,,,,,,,,,,
9703201,6.50E-05,,,,,,,,,,,
9709065,0.000145408,,,,,,,,,,,
9904150,0.000679922,,,,,,,,,,,
6137,0.000691066,,,,,,,,,,,
6168,8.17E-05,,,,,,,,,,,
6193,8.41E-05,,,,,,,,,,,
6219,0.000392854,,,,,,,,,,,
6234,0.000105528,,,,,,,,,,,
7022,0.000314246,,,,,,,,,,,
7023,0.000876234,,,,,,,,,,,
7031,0.001200155,,,,,,,,,,,
7055,2.34E-05,,,,,,,,,,,
7127,5.76E-05,,,,,,,,,,,
7155,3.03E-05,,,,,,,,,,,
9704086,1.06E-05,,,,,,,,,,,
9711160,6.59E-05,,,,,,,,,,,
7166,0.000401147,,,,,,,,,,,
7170,0.012441892,,,,,,,,,,,
7195,0.00293309,,,,,,,,,,,
7198,0.000116526,,,,,,,,,,,
9901105,0.00010128,,,,,,,,,,,
