Id,EigenVector-centrality,,,,,,,,,,,
9911243,0.00757936,,,,,,,,,,,
112040,0.022357245,,,,,,,,,,,
9704061,0.006498849,,,,,,,,,,,
112082,0.000612847,,,,,,,,,,,
201093,0.013957428,,,,,,,,,,,
201168,0.00046578,,,,,,,,,,,
9905126,0.003522259,,,,,,,,,,,
9602021,0.004024306,,,,,,,,,,,
202172,0.005777836,,,,,,,,,,,
203023,0.007038247,,,,,,,,,,,
203165,0.001766263,,,,,,,,,,,
9703197,0.001621233,,,,,,,,,,,
9707260,0.001700123,,,,,,,,,,,
204023,0.012762179,,,,,,,,,,,
9706121,0.006041086,,,,,,,,,,,
9708082,0.012233232,,,,,,,,,,,
9709096,0.01414361,,,,,,,,,,,
9601011,0.005014476,,,,,,,,,,,
205077,0.007560406,,,,,,,,,,,
205100,0.021819247,,,,,,,,,,,
205155,0.013105191,,,,,,,,,,,
206054,0.002274938,,,,,,,,,,,
9909073,0.006087688,,,,,,,,,,,
207151,0.004757973,,,,,,,,,,,
9709161,0.001345369,,,,,,,,,,,
207161,0.004735008,,,,,,,,,,,
208022,0.004462653,,,,,,,,,,,
9812002,0.000963777,,,,,,,,,,,
9902150,0.004567206,,,,,,,,,,,
9909193,0.00265842,,,,,,,,,,,
9709228,0.006377214,,,,,,,,,,,
209230,0.029132056,,,,,,,,,,,
210044,0.011631603,,,,,,,,,,,
210183,0.020049044,,,,,,,,,,,
211170,0.021376526,,,,,,,,,,,
210294,0.001370649,,,,,,,,,,,
211075,0.013464028,,,,,,,,,,,
211140,0.001236151,,,,,,,,,,,
9703172,0.004832734,,,,,,,,,,,
211141,0.014606897,,,,,,,,,,,
211202,0.015005617,,,,,,,,,,,
9701120,0.004240708,,,,,,,,,,,
211234,0.016629292,,,,,,,,,,,
211271,0.020376894,,,,,,,,,,,
212025,0.012770616,,,,,,,,,,,
212038,0.002115,,,,,,,,,,,
212095,0.016495088,,,,,,,,,,,
9904121,0.004374627,,,,,,,,,,,
9606168,0.005601373,,,,,,,,,,,
9710125,0.001209073,,,,,,,,,,,
303065,0.006524338,,,,,,,,,,,
303194,0.018078844,,,,,,,,,,,
9604021,0.003865518,,,,,,,,,,,
304036,0.005119707,,,,,,,,,,,
9707062,0.001016683,,,,,,,,,,,
304238,0.009472419,,,,,,,,,,,
9601016,0.002355479,,,,,,,,,,,
9603188,0.004086012,,,,,,,,,,,
9606070,0.000891304,,,,,,,,,,,
9706210,0.003738215,,,,,,,,,,,
9709198,0.007207308,,,,,,,,,,,
3090,0.00172818,,,,,,,,,,,
9606157,0.002219315,,,,,,,,,,,
3142,0.009762023,,,,,,,,,,,
9703072,0.008770251,,,,,,,,,,,
9612104,0.00617889,,,,,,,,,,,
9703215,0.00391168,,,,,,,,,,,
5076,0.006225539,,,,,,,,,,,
9812085,0.004379819,,,,,,,,,,,
9906207,0.00677287,,,,,,,,,,,
6086,0.004378894,,,,,,,,,,,
9903182,0.007504807,,,,,,,,,,,
7191,0.043688908,,,,,,,,,,,
8157,0.001421543,,,,,,,,,,,
9706074,0.000946247,,,,,,,,,,,
9707036,0.000820634,,,,,,,,,,,
9707089,0.005171016,,,,,,,,,,,
9707197,0.003427836,,,,,,,,,,,
9707226,0.002438574,,,,,,,,,,,
9707249,0.000558899,,,,,,,,,,,
9708113,0.002659903,,,,,,,,,,,
9903268,0.02260445,,,,,,,,,,,
9908199,0.002652089,,,,,,,,,,,
9910012,0.000660909,,,,,,,,,,,
9911034,0.005620498,,,,,,,,,,,
9021,0.001212579,,,,,,,,,,,
9139,0.021431515,,,,,,,,,,,
9149,0.003917062,,,,,,,,,,,
10079,0.003648285,,,,,,,,,,,
9903103,0.000925004,,,,,,,,,,,
9610244,0.000477712,,,,,,,,,,,
10272,0.003401081,,,,,,,,,,,
11146,0.01430598,,,,,,,,,,,
11204,0.010011219,,,,,,,,,,,
12122,0.005706456,,,,,,,,,,,
12162,0.000884536,,,,,,,,,,,
9903092,0.004672929,,,,,,,,,,,
101013,0.019876728,,,,,,,,,,,
101021,0.000669791,,,,,,,,,,,
9909034,0.000594914,,,,,,,,,,,
104033,0.001598575,,,,,,,,,,,
104077,0.000821633,,,,,,,,,,,
106040,0.018242616,,,,,,,,,,,
106093,0.001171843,,,,,,,,,,,
106193,0.007089021,,,,,,,,,,,
107072,0.007807442,,,,,,,,,,,
9609230,2.95E-05,,,,,,,,,,,
9610043,0.123502764,,,,,,,,,,,
9908152,0.016242207,,,,,,,,,,,
9703052,0.013119766,,,,,,,,,,,
9705130,0.010535498,,,,,,,,,,,
107200,0.011643896,,,,,,,,,,,
9707079,0.02054971,,,,,,,,,,,
9612120,0.007968538,,,,,,,,,,,
9709107,0.018541338,,,,,,,,,,,
9705029,0.007342355,,,,,,,,,,,
107250,0.002660605,,,,,,,,,,,
9711081,0.009335816,,,,,,,,,,,
9710153,0.004992169,,,,,,,,,,,
9811220,0.004726405,,,,,,,,,,,
204240,0.003768971,,,,,,,,,,,
9612215,0.003794742,,,,,,,,,,,
9710217,0.013563306,,,,,,,,,,,
9710226,0.008146286,,,,,,,,,,,
9711138,0.011230722,,,,,,,,,,,
9912244,0.011236645,,,,,,,,,,,
9703056,0.009223467,,,,,,,,,,,
9708012,0.007674744,,,,,,,,,,,
9705194,0.005111929,,,,,,,,,,,
9907046,0.00293828,,,,,,,,,,,
9902106,0.0085998,,,,,,,,,,,
203191,0.018214816,,,,,,,,,,,
9612102,0.005000391,,,,,,,,,,,
9612164,0.007765796,,,,,,,,,,,
9612171,0.004195574,,,,,,,,,,,
108128,0.004588831,,,,,,,,,,,
9711073,0.006775135,,,,,,,,,,,
9911170,0.004130233,,,,,,,,,,,
9708068,0.009775981,,,,,,,,,,,
9711117,0.005758116,,,,,,,,,,,
9612162,0.015615309,,,,,,,,,,,
9702006,0.010511537,,,,,,,,,,,
9704041,0.017752422,,,,,,,,,,,
9710247,0.006514273,,,,,,,,,,,
9705047,0.003534994,,,,,,,,,,,
9711052,0.003235991,,,,,,,,,,,
9712090,0.00370167,,,,,,,,,,,
9905064,0.012286531,,,,,,,,,,,
9707214,0.007403345,,,,,,,,,,,
9711012,0.005960162,,,,,,,,,,,
108176,0.006952839,,,,,,,,,,,
9707261,0.009007401,,,,,,,,,,,
9709029,0.007872602,,,,,,,,,,,
9707162,0.007082726,,,,,,,,,,,
108190,0.00264186,,,,,,,,,,,
108198,0.015306424,,,,,,,,,,,
9712061,0.006799827,,,,,,,,,,,
9706168,0.013741409,,,,,,,,,,,
108207,0.005662884,,,,,,,,,,,
9706192,0.007889401,,,,,,,,,,,
108233,0.008221877,,,,,,,,,,,
9611215,0.011627808,,,,,,,,,,,
109049,0.007881481,,,,,,,,,,,
109070,0.023921977,,,,,,,,,,,
9704051,0.011430813,,,,,,,,,,,
9811165,0.00385835,,,,,,,,,,,
203083,0.015317195,,,,,,,,,,,
109149,0.008118946,,,,,,,,,,,
9703218,0.015711537,,,,,,,,,,,
9704123,0.009468625,,,,,,,,,,,
9705113,0.00829143,,,,,,,,,,,
109157,0.008388591,,,,,,,,,,,
9710032,0.008372449,,,,,,,,,,,
109162,0.079146855,,,,,,,,,,,
9612027,0.004570573,,,,,,,,,,,
9706132,0.010561543,,,,,,,,,,,
9707202,0.008824101,,,,,,,,,,,
9712206,0.007201045,,,,,,,,,,,
9904064,0.010203709,,,,,,,,,,,
9912272,0.014777041,,,,,,,,,,,
9710122,0.008111816,,,,,,,,,,,
9702067,0.003014769,,,,,,,,,,,
9706194,0.00971113,,,,,,,,,,,
9710096,0.002775246,,,,,,,,,,,
109217,0.005748202,,,,,,,,,,,
110002,0.014868657,,,,,,,,,,,
110030,0.004056149,,,,,,,,,,,
9612157,0.025689987,,,,,,,,,,,
110039,0.014202713,,,,,,,,,,,
9707224,0.009675487,,,,,,,,,,,
9711029,0.009137038,,,,,,,,,,,
9812196,0.02564291,,,,,,,,,,,
9703163,0.009797164,,,,,,,,,,,
9703211,0.008957079,,,,,,,,,,,
9704134,0.010136518,,,,,,,,,,,
110271,0.012331493,,,,,,,,,,,
110093,0.024297668,,,,,,,,,,,
9903105,0.007094044,,,,,,,,,,,
110106,0.003114226,,,,,,,,,,,
9904089,0.006081171,,,,,,,,,,,
9710014,0.009932662,,,,,,,,,,,
110172,0.007671068,,,,,,,,,,,
110173,0.014260787,,,,,,,,,,,
9702108,0.008867416,,,,,,,,,,,
9709099,0.014340016,,,,,,,,,,,
9905091,0.00444351,,,,,,,,,,,
110175,0.009204212,,,,,,,,,,,
9701117,0.008596082,,,,,,,,,,,
9701169,0.006391679,,,,,,,,,,,
9707217,0.015459825,,,,,,,,,,,
9709132,0.004059418,,,,,,,,,,,
9709227,0.00297462,,,,,,,,,,,
111004,0.007685041,,,,,,,,,,,
111059,0.021961449,,,,,,,,,,,
9912254,0.011213619,,,,,,,,,,,
111121,0.010155874,,,,,,,,,,,
112180,0.009391118,,,,,,,,,,,
9712082,0.009607493,,,,,,,,,,,
9706156,0.006325887,,,,,,,,,,,
111200,0.008840792,,,,,,,,,,,
111208,0.062779501,,,,,,,,,,,
9911149,0.004699901,,,,,,,,,,,
9711169,0.002759861,,,,,,,,,,,
111225,0.009096653,,,,,,,,,,,
9909129,0.005217951,,,,,,,,,,,
9905068,0.006110786,,,,,,,,,,,
111240,0.002236255,,,,,,,,,,,
9710064,0.005373714,,,,,,,,,,,
9711044,0.003076692,,,,,,,,,,,
111284,0.023114861,,,,,,,,,,,
112043,0.0089635,,,,,,,,,,,
9812119,0.005626963,,,,,,,,,,,
9912104,0.010044831,,,,,,,,,,,
112072,0.003186753,,,,,,,,,,,
9903043,0.010790558,,,,,,,,,,,
112081,0.012004056,,,,,,,,,,,
9612144,0.0050906,,,,,,,,,,,
9710098,0.004658511,,,,,,,,,,,
112114,0.006755051,,,,,,,,,,,
112116,0.010431457,,,,,,,,,,,
9904122,0.00713176,,,,,,,,,,,
9708137,0.007882326,,,,,,,,,,,
9710218,0.00960927,,,,,,,,,,,
112141,0.007805702,,,,,,,,,,,
9811254,0.004703488,,,,,,,,,,,
9904027,0.007871529,,,,,,,,,,,
9704109,0.003650076,,,,,,,,,,,
9705005,0.003475921,,,,,,,,,,,
9707200,0.009728374,,,,,,,,,,,
9710215,0.00917384,,,,,,,,,,,
9812184,0.004792477,,,,,,,,,,,
9704075,0.006034573,,,,,,,,,,,
201031,0.003387285,,,,,,,,,,,
201033,0.005588492,,,,,,,,,,,
9711100,0.005039588,,,,,,,,,,,
201129,0.006224953,,,,,,,,,,,
201140,0.025899989,,,,,,,,,,,
201151,0.003704959,,,,,,,,,,,
201182,0.007642613,,,,,,,,,,,
201183,0.007704974,,,,,,,,,,,
205213,0.032957795,,,,,,,,,,,
201218,0.017927575,,,,,,,,,,,
9612234,0.005203624,,,,,,,,,,,
9706187,0.00611822,,,,,,,,,,,
9611103,0.006446384,,,,,,,,,,,
9701151,0.007439276,,,,,,,,,,,
9701168,0.005267408,,,,,,,,,,,
9709225,0.006038501,,,,,,,,,,,
9711003,0.006858566,,,,,,,,,,,
9712202,0.006735012,,,,,,,,,,,
201248,0.010210958,,,,,,,,,,,
202021,0.09616305,,,,,,,,,,,
202065,0.021340933,,,,,,,,,,,
202138,0.005321131,,,,,,,,,,,
9612064,0.006712866,,,,,,,,,,,
202165,0.007248575,,,,,,,,,,,
202173,0.004287858,,,,,,,,,,,
202191,0.020788509,,,,,,,,,,,
9706039,0.006658862,,,,,,,,,,,
9712021,0.007817938,,,,,,,,,,,
203017,0.003836103,,,,,,,,,,,
9908004,0.022959552,,,,,,,,,,,
203095,0.003935998,,,,,,,,,,,
203097,0.003735244,,,,,,,,,,,
203101,0.025788902,,,,,,,,,,,
9811243,0.008090214,,,,,,,,,,,
9910146,0.01394683,,,,,,,,,,,
203116,0.002956567,,,,,,,,,,,
9909049,0.017277765,,,,,,,,,,,
203155,0.00727381,,,,,,,,,,,
9911138,0.00377545,,,,,,,,,,,
9903039,0.004350293,,,,,,,,,,,
203223,0.00314043,,,,,,,,,,,
9708123,0.012450269,,,,,,,,,,,
9912185,0.01228717,,,,,,,,,,,
204047,0.011136859,,,,,,,,,,,
9903217,0.011269363,,,,,,,,,,,
9907002,0.004328938,,,,,,,,,,,
204147,0.027607192,,,,,,,,,,,
204196,0.037829087,,,,,,,,,,,
9902158,0.00934902,,,,,,,,,,,
205037,0.019190017,,,,,,,,,,,
205054,0.005511581,,,,,,,,,,,
9709138,0.010838935,,,,,,,,,,,
205073,0.003939082,,,,,,,,,,,
9705111,0.004273008,,,,,,,,,,,
205093,0.013392768,,,,,,,,,,,
9912280,0.014845721,,,,,,,,,,,
9909219,0.007907258,,,,,,,,,,,
9707171,0.004224064,,,,,,,,,,,
205177,0.017076126,,,,,,,,,,,
205185,0.023915348,,,,,,,,,,,
205251,0.02153735,,,,,,,,,,,
205254,0.014240941,,,,,,,,,,,
9712047,0.017205089,,,,,,,,,,,
9712075,0.011589502,,,,,,,,,,,
9712084,0.01310284,,,,,,,,,,,
205306,0.032208381,,,,,,,,,,,
9811170,0.008623097,,,,,,,,,,,
9904094,0.005803862,,,,,,,,,,,
9902149,0.013242282,,,,,,,,,,,
206075,0.003230034,,,,,,,,,,,
206090,0.011010961,,,,,,,,,,,
206097,0.002646674,,,,,,,,,,,
9705126,0.00249945,,,,,,,,,,,
9703053,0.002899042,,,,,,,,,,,
206116,0.006863558,,,,,,,,,,,
206132,0.011142521,,,,,,,,,,,
9612096,0.008388389,,,,,,,,,,,
206192,0.005110771,,,,,,,,,,,
9904042,0.010088983,,,,,,,,,,,
206239,0.012093365,,,,,,,,,,,
9901072,0.008390892,,,,,,,,,,,
206247,0.014324375,,,,,,,,,,,
9704158,0.012443468,,,,,,,,,,,
206255,0.026032606,,,,,,,,,,,
207034,0.010536755,,,,,,,,,,,
207061,0.009762837,,,,,,,,,,,
207052,0.009842661,,,,,,,,,,,
207081,0.008166596,,,,,,,,,,,
9902001,0.002604255,,,,,,,,,,,
9708033,0.003099548,,,,,,,,,,,
207090,0.012098138,,,,,,,,,,,
207111,0.009498063,,,,,,,,,,,
207115,0.004430596,,,,,,,,,,,
207142,0.020093194,,,,,,,,,,,
207184,0.003563606,,,,,,,,,,,
9907099,0.006331165,,,,,,,,,,,
207200,0.002551297,,,,,,,,,,,
207209,0.005825551,,,,,,,,,,,
207249,0.011812614,,,,,,,,,,,
207264,0.012369951,,,,,,,,,,,
208029,0.02036484,,,,,,,,,,,
208048,0.03407076,,,,,,,,,,,
9709042,0.003151615,,,,,,,,,,,
208175,0.004914898,,,,,,,,,,,
208220,0.002318671,,,,,,,,,,,
9907029,0.012816881,,,,,,,,,,,
209009,0.011311866,,,,,,,,,,,
209028,0.002250624,,,,,,,,,,,
209057,0.005695684,,,,,,,,,,,
209081,0.008222128,,,,,,,,,,,
209105,0.005948507,,,,,,,,,,,
209106,0.010453641,,,,,,,,,,,
9709178,0.002713382,,,,,,,,,,,
209223,0.009217665,,,,,,,,,,,
209140,0.004027252,,,,,,,,,,,
9704191,0.002847798,,,,,,,,,,,
9704190,0.006686756,,,,,,,,,,,
209182,0.002618999,,,,,,,,,,,
209201,0.032524656,,,,,,,,,,,
209219,0.015720144,,,,,,,,,,,
209225,0.014728026,,,,,,,,,,,
9812120,0.004040199,,,,,,,,,,,
9902200,0.012750793,,,,,,,,,,,
210022,0.007337386,,,,,,,,,,,
210035,0.024406264,,,,,,,,,,,
210132,0.004709808,,,,,,,,,,,
210133,0.013280554,,,,,,,,,,,
9901152,0.005323214,,,,,,,,,,,
9903025,0.006359922,,,,,,,,,,,
210134,0.028742243,,,,,,,,,,,
9709123,0.012740555,,,,,,,,,,,
210212,0.006035041,,,,,,,,,,,
9703118,0.009332536,,,,,,,,,,,
210243,0.006343418,,,,,,,,,,,
210261,0.005416628,,,,,,,,,,,
211029,0.019706411,,,,,,,,,,,
211068,0.01529213,,,,,,,,,,,
211110,0.021421332,,,,,,,,,,,
211139,0.010972267,,,,,,,,,,,
211156,0.00608851,,,,,,,,,,,
211160,0.009110284,,,,,,,,,,,
211272,0.007018071,,,,,,,,,,,
9705055,0.018297541,,,,,,,,,,,
9711082,0.013326731,,,,,,,,,,,
9904019,0.012201553,,,,,,,,,,,
212041,0.009439166,,,,,,,,,,,
212044,0.00390965,,,,,,,,,,,
212048,0.005072637,,,,,,,,,,,
212100,0.003075607,,,,,,,,,,,
212114,0.029469438,,,,,,,,,,,
212117,0.008180468,,,,,,,,,,,
212183,0.01194728,,,,,,,,,,,
212214,0.005583603,,,,,,,,,,,
212270,0.007561007,,,,,,,,,,,
212277,0.012195638,,,,,,,,,,,
212297,0.008310963,,,,,,,,,,,
301055,0.01842589,,,,,,,,,,,
301065,0.004507372,,,,,,,,,,,
9709038,0.005678405,,,,,,,,,,,
9711046,0.006641025,,,,,,,,,,,
9705188,0.008461081,,,,,,,,,,,
302010,0.00406622,,,,,,,,,,,
302059,0.003442709,,,,,,,,,,,
302138,0.003370831,,,,,,,,,,,
9709005,0.003398223,,,,,,,,,,,
9710030,0.004786745,,,,,,,,,,,
9901033,0.010238968,,,,,,,,,,,
303120,0.002786243,,,,,,,,,,,
303173,0.017926117,,,,,,,,,,,
303185,0.014997166,,,,,,,,,,,
9703174,0.005979541,,,,,,,,,,,
9709114,0.010782032,,,,,,,,,,,
9703016,0.008650674,,,,,,,,,,,
303204,0.013516758,,,,,,,,,,,
303210,0.009433381,,,,,,,,,,,
303233,0.005254657,,,,,,,,,,,
9701188,0.006538328,,,,,,,,,,,
9711015,0.006419927,,,,,,,,,,,
304164,0.003428445,,,,,,,,,,,
9704087,0.011020521,,,,,,,,,,,
9707259,0.010956407,,,,,,,,,,,
9708085,0.014496891,,,,,,,,,,,
9709118,0.010027764,,,,,,,,,,,
9904086,0.010513263,,,,,,,,,,,
9812143,0.00499405,,,,,,,,,,,
9703208,0.006839676,,,,,,,,,,,
9710245,0.002973952,,,,,,,,,,,
9710192,0.005736067,,,,,,,,,,,
9709209,0.005025314,,,,,,,,,,,
3065,0.004146202,,,,,,,,,,,
9909075,0.005026332,,,,,,,,,,,
9708029,0.004216576,,,,,,,,,,,
9707043,0.002414733,,,,,,,,,,,
9709098,0.007640171,,,,,,,,,,,
3075,0.039973422,,,,,,,,,,,
9901158,0.003294001,,,,,,,,,,,
9612021,0.0046138,,,,,,,,,,,
9705242,0.003355455,,,,,,,,,,,
3093,0.014050444,,,,,,,,,,,
3121,0.004097056,,,,,,,,,,,
9908153,0.011237672,,,,,,,,,,,
9906044,0.022693268,,,,,,,,,,,
9906137,0.002749023,,,,,,,,,,,
9811108,0.002900732,,,,,,,,,,,
3131,0.006760931,,,,,,,,,,,
3136,0.056881454,,,,,,,,,,,
9909213,0.006740323,,,,,,,,,,,
9704030,0.00880566,,,,,,,,,,,
4147,0.041980502,,,,,,,,,,,
3161,0.010697497,,,,,,,,,,,
9901034,0.007540167,,,,,,,,,,,
9707205,0.009733091,,,,,,,,,,,
9711034,0.005246038,,,,,,,,,,,
9612233,0.00408451,,,,,,,,,,,
3200,0.013227706,,,,,,,,,,,
3208,0.010964954,,,,,,,,,,,
9903216,0.002583332,,,,,,,,,,,
9703073,0.005868235,,,,,,,,,,,
9705014,0.005070138,,,,,,,,,,,
9712179,0.014356055,,,,,,,,,,,
9812008,0.010154108,,,,,,,,,,,
9902087,0.004785935,,,,,,,,,,,
3223,0.003166563,,,,,,,,,,,
9710041,0.002781817,,,,,,,,,,,
9710027,0.012732832,,,,,,,,,,,
9612119,0.004217268,,,,,,,,,,,
9612251,0.007895381,,,,,,,,,,,
9908106,0.009710535,,,,,,,,,,,
3280,0.009840709,,,,,,,,,,,
9912225,0.003497886,,,,,,,,,,,
9905071,0.002934197,,,,,,,,,,,
9712088,0.004887245,,,,,,,,,,,
9705110,0.008857505,,,,,,,,,,,
9706196,0.010305593,,,,,,,,,,,
9708022,0.00950638,,,,,,,,,,,
4038,0.024715455,,,,,,,,,,,
4023,0.003137855,,,,,,,,,,,
9909119,0.010318588,,,,,,,,,,,
9812039,0.004135526,,,,,,,,,,,
9708164,0.016304899,,,,,,,,,,,
4062,0.009867216,,,,,,,,,,,
9912241,0.010144409,,,,,,,,,,,
9710057,0.00759227,,,,,,,,,,,
4072,0.011501945,,,,,,,,,,,
4074,0.026252612,,,,,,,,,,,
4075,0.00919451,,,,,,,,,,,
9706083,0.004767792,,,,,,,,,,,
4127,0.002252742,,,,,,,,,,,
9901008,0.006510309,,,,,,,,,,,
9707023,0.00496848,,,,,,,,,,,
4157,0.006702221,,,,,,,,,,,
4159,0.0182633,,,,,,,,,,,
9907016,0.002456865,,,,,,,,,,,
4194,0.00679191,,,,,,,,,,,
9703008,0.004041014,,,,,,,,,,,
5123,0.014479213,,,,,,,,,,,
9705215,0.002425432,,,,,,,,,,,
5031,0.082510784,,,,,,,,,,,
5047,0.017815591,,,,,,,,,,,
5055,0.008514612,,,,,,,,,,,
5087,0.016027358,,,,,,,,,,,
5111,0.007316228,,,,,,,,,,,
5117,0.008614466,,,,,,,,,,,
9709222,0.005654756,,,,,,,,,,,
9903117,0.008526094,,,,,,,,,,,
5145,0.026462301,,,,,,,,,,,
9909227,0.01525336,,,,,,,,,,,
9707164,0.011869963,,,,,,,,,,,
5147,0.007457266,,,,,,,,,,,
5156,0.006288779,,,,,,,,,,,
5174,0.012718698,,,,,,,,,,,
5196,0.00701609,,,,,,,,,,,
5205,0.010408507,,,,,,,,,,,
5241,0.003888065,,,,,,,,,,,
9705211,0.00254206,,,,,,,,,,,
6006,0.013199377,,,,,,,,,,,
6019,0.014990488,,,,,,,,,,,
6024,0.014231723,,,,,,,,,,,
9706152,0.003531651,,,,,,,,,,,
9811198,0.006315485,,,,,,,,,,,
9709139,0.011710762,,,,,,,,,,,
9706073,0.008890266,,,,,,,,,,,
9703201,0.010602314,,,,,,,,,,,
9709065,0.007524017,,,,,,,,,,,
9904150,0.013306093,,,,,,,,,,,
6137,0.005897623,,,,,,,,,,,
6168,0.010684207,,,,,,,,,,,
6193,0.014291264,,,,,,,,,,,
6219,0.013049794,,,,,,,,,,,
6234,0.004285061,,,,,,,,,,,
7022,0.007705749,,,,,,,,,,,
7023,0.005104893,,,,,,,,,,,
7031,0.0053511,,,,,,,,,,,
7055,0.014654838,,,,,,,,,,,
7127,0.012874115,,,,,,,,,,,
7155,0.010727666,,,,,,,,,,,
9704086,0.005101525,,,,,,,,,,,
9711160,0.007098667,,,,,,,,,,,
7166,0.006683648,,,,,,,,,,,
7170,0.066526462,,,,,,,,,,,
7195,0.016391323,,,,,,,,,,,
7198,0.00569761,,,,,,,,,,,
9901105,0.010900767,,,,,,,,,,,
7236,0.019371376,,,,,,,,,,,
8004,0.011185376,,,,,,,,,,,
8005,0.002493496,,,,,,,,,,,
8013,0.050498349,,,,,,,,,,,
8015,0.026607472,,,,,,,,,,,
9906091,0.002703492,,,,,,,,,,,
8027,0.012732592,,,,,,,,,,,
8029,0.008760375,,,,,,,,,,,
8073,0.019652539,,,,,,,,,,,
8096,0.00330805,,,,,,,,,,,
8144,0.02162126,,,,,,,,,,,
8180,0.003578943,,,,,,,,,,,
8203,0.016702367,,,,,,,,,,,
8213,0.015624254,,,,,,,,,,,
