Id,betweenness_centrality
9307176,0.001337051
9307177,0.00168021
9307178,0
9307179,0
9307180,3.97E-07
9307181,0
9307182,0
9307183,0
9307184,0
9307185,5.49E-05
9307186,0.002041163
9307188,0
9307189,0
9307190,0.005236359
9307193,0
9307194,0.00078037
9307195,0.001090485
9307196,0.000772744
9307197,0
9509113,9.53E-07
9509119,0
9509122,0
9509123,0
9509128,0
9509131,0
9509134,0
9509136,0.003711206
9509138,0
9509144,0
9509150,0
9509154,1.43E-06
9509157,0
9509158,0
9701001,0
9701002,0
9701003,9.53E-07
9701004,1.91E-06
9701005,1.57E-05
9701006,0
9701007,2.67E-05
9701008,0
9701009,0.000498217
9701010,0.000102185
9701011,0.007447831
9701012,0.002719857
9701013,0.000284695
9701014,0
9701015,0.00488049
9701016,0
9701017,0.000114641
9509161,0
9701019,0
9701020,0.000739699
9701018,0
9701021,4.04E-05
9701023,0
9701024,0.0006609
9701025,0
9701022,9.53E-07
9701027,0.001034562
9701028,0
9701029,1.81E-05
9701026,0
9701032,0.005846421
9701033,0
9701034,1.81E-05
9701035,9.33E-06
9701036,0
9701037,0.046438627
9701039,0
9701040,0
9701041,0
9701042,0
9701043,1.32E-05
9701044,0
9701045,0.002567341
9701047,2.29E-05
9701048,0.007727443
9701049,0
9701050,1.91E-06
9701051,0
9701052,1.90E-05
9701053,0.003711206
9701054,0.013624702
9701055,0.007346155
9701056,0
9701057,0.014361859
9701058,1.29E-05
9701059,0
9701060,0.003101145
9701061,0
9701062,0.001542947
9509170,0.021911368
9509169,0.000106252
9701065,0
9701066,0
9701067,0.000274528
9701064,0
9701069,0
9701063,0
9701071,0
9701072,1.26E-05
9701073,0.007905377
9701074,7.14E-07
9701075,0
9701076,0
9701077,0.000259276
9701078,0.016141205
9701079,0
9701080,0.002320775
9701081,0.000101168
9701082,0
9701083,1.67E-06
9701084,0
9701085,0
9701087,4.30E-06
9701088,0.020691245
9701090,0
9701091,0
9701092,0.004905909
9701093,0
9701094,6.81E-05
9701095,0.001713255
9701096,2.72E-06
9701097,8.49E-06
9701099,5.16E-06
9701100,6.91E-06
9701101,3.61E-05
9701102,9.56E-05
9701103,3.81E-06
9701104,5.08E-06
9701105,7.14E-07
9701106,0.015480305
9701107,0
9701108,1.43E-06
9701109,0.000355869
9701111,9.53E-07
9701112,0
9701113,5.29E-05
9701114,0
9701115,0.013294252
9701116,0.000345701
9701117,0.009964334
9701118,9.63E-05
9701119,0.001370096
9701120,0.000404166
9701121,0
9701122,0.000665984
9701123,0
9701124,0.001357386
9701125,0
9701126,0
9701127,0
9701128,0.008769631
9701129,0.000668525
9701130,0
9701131,3.56E-06
9701132,0.015124436
9701133,0
9701134,0
9701135,0
9701136,0
9701137,0
9701138,0.000299947
9701139,0.002358904
9701140,0.009252596
9701141,5.13E-06
9701142,0.006710674
9701143,0.000225977
9701144,0.067946592
9701145,0
9701146,0
9701147,0.000271986
9701148,3.91E-05
9701149,0
9701150,4.78E-05
9701151,0.001756468
9701152,0
9701153,0
9701154,0.012811287
9701155,2.38E-07
9701156,0
9701157,0.001288754
9701158,0.001504818
9701160,9.53E-06
9701161,0
9701162,0
9701163,0.000237161
9701165,0
9701166,0
9701168,3.05E-05
9701169,0.002310607
9701170,0.000587184
9701171,0.000668525
9701172,0
9701173,0.011260715
9701174,0
9701175,0.004778813
9701176,0
9701177,0.000106507
9701178,0
9701179,0.000134213
9701180,0
9701181,0
9701182,0
9701183,0
9701185,0.010523557
9701186,0.021530079
9701187,0.022724783
9701188,2.82E-05
9701190,0
9701191,0.000739699
9701192,0
9308001,1.07E-05
9308002,0
9308003,0
9308005,0
9308006,0
9308008,0
9308009,0
9308012,0
9308013,9.53E-07
9308014,0
9308016,4.78E-07
9308017,1.91E-06
9308018,0.007905377
9308019,0.003889141
9308020,0.003609529
9308021,1.91E-06
9308022,2.41E-05
9308023,0
9308025,0
9308027,0.001026936
9308028,0
9308029,0
9308030,1.43E-06
9308031,0
9308034,0.002567341
9308035,0
9308036,2.82E-05
9308037,0.001298922
9308038,1.91E-06
9308039,0.001870855
9308040,0
9308041,9.53E-07
9308042,0.000566849
9308043,4.78E-07
9308044,0
9308045,0
9308046,0
9308047,0
9308048,0
9308049,0
9308051,0
9308052,0.011540326
9308053,6.41E-07
9308054,0
9308057,0.000854086
9308058,0
9308060,0.003075726
9308062,1.95E-05
9308063,0
9308066,0.002897791
9308067,0
9308068,0
9308070,0
9308072,0
9308073,0
9308074,0
9308075,0
9308076,4.78E-07
9308077,0.004194171
9308078,0
9308080,0
9308081,0
9308083,0
9308085,0
9308086,0.000294863
9308087,0
9308090,0
9308091,0
9308094,0
9308095,0
9308096,0
9308099,1.43E-06
9308100,0
9308101,0
9308102,0.001166742
9308103,0
9308106,0.003889141
9308107,0
9308108,3.58E-06
9308109,0
9308110,0
9308112,0.001209955
9308113,0
9308114,0.000645648
9308115,0.000935427
9308116,0
9308117,0
9308119,0.006558159
9308122,0
9308124,0
9308125,0
9308126,0
9308127,0.001184536
9308128,0
9308129,0.00259276
9308130,0
9308131,0.002160634
9308134,4.40E-05
9308135,0
9308136,0
9308137,0
9308139,0
9308140,9.53E-07
9308141,0
9308142,0
9308144,0
9308145,0
9308146,1.76E-05
9308148,0
9308149,0
9308150,4.78E-07
9308151,0
9308152,0
9308154,0.000683777
9308155,0.001616662
9308157,0
9308158,7.14E-07
2201,0
2208,0
2218,0
2222,0
2228,0
2231,0
2232,0
2234,0
2245,0
2251,0
9702001,0
9702002,8.31E-05
9702003,4.78E-07
9702005,0
9702006,0.007320735
9702007,0
9702008,0
9702009,3.97E-06
9702010,0.003558691
9702011,0
9702012,0.024631224
9702013,0
9702014,0.013650121
9702015,0.026165528
9702016,4.78E-07
9702017,8.41E-06
9702018,0.018886481
9702019,0.006303967
9702020,0
9702022,9.53E-07
9702023,0
9702024,0.013726379
9702025,0.000299947
9702026,0.000465172
9702027,0
9702028,8.59E-06
9702029,4.78E-07
9702030,0.003533272
9702031,0.001344677
9702032,0
9702033,0
9702034,0
9702035,0.005109263
9702036,9.53E-07
9702037,0.003101145
9702038,0.008057893
9702039,0.00014794
9702040,0
9702042,3.69E-06
9702043,0
9702045,0.001093026
9702046,0.011845357
9702047,0.010396461
9702048,0
9702049,0.001286213
9702050,0
9702051,0
9702052,0
9702053,0.00044992
9702054,7.19E-05
9702056,0
9702057,0
9702058,0.000632939
9702059,0.000245295
9702060,2.90E-05
9702061,0
9702062,0
9702063,0
9702064,0
9702065,3.20E-05
9702066,1.79E-05
9702067,0.00261818
9702068,0.001700546
9702070,0
9702071,0
9702072,1.92E-05
9702073,0
9702074,2.46E-06
9702075,0.00183781
9702076,0
9702077,0.010803169
9702078,0
9702079,0.015404047
9702080,0
9702081,0.002292814
9702082,0
9702083,0.001875938
9702084,1.84E-05
9702085,2.87E-06
9702086,0.004473783
9702087,0.001387889
9702088,0.004855071
9702089,0
9702090,0
9702091,0
9702092,0
9702093,0
9702094,0
9702095,2.38E-06
9702096,0
9702097,1.59E-07
9702098,0.000137264
9702099,0
9702100,9.53E-07
9702101,0
9702102,0
9702103,0
9702104,0
9702105,0.005948098
9702106,0.002203846
9702107,0
9702108,0.004524621
9702109,0.003863721
9702110,0
9702111,0.000935427
9702112,0
9702114,0
9702115,0.000427043
9702116,0
9702117,0
9702118,0.000106507
9702119,0
9702120,2.38E-06
9702121,0
9702123,0.000371121
9702124,0
9702125,0
9702126,1.53E-05
9702127,1.40E-05
9702128,0
9702129,0
9702130,0
9702131,0
9702132,0
9702133,0
9702134,0.000386372
9702135,9.53E-07
9702136,0
9702137,4.78E-07
9702138,0.000577016
9702139,0.000447378
9702140,0
9702141,0
9702142,5.87E-05
9702143,0.005515971
9702144,8.90E-05
9702145,0.000518552
9702146,0
9702147,0
9702148,0
9702149,0
9702150,2.38E-07
9702152,9.53E-07
9702153,0.001522611
9702154,0.023614456
9702155,0
9702156,7.19E-05
9702158,0
9702159,0.000112861
9702161,0
9702162,1.59E-07
9702163,0
9702164,0.017234231
9702165,0
9702166,0.024224517
9702167,0.000269444
9702168,0.020691245
9702169,0
9702170,2.38E-06
9702171,0.002320775
9702172,1.19E-06
9702173,0.010167688
9702174,0.000627855
9702176,0
9702177,0
9702178,0
9702179,0.000141077
9702180,0.032249873
9702181,9.53E-07
9702182,0.000235636
9702183,0
9702184,0.033253424
9702185,0
9702186,3.18E-07
9702187,0
9702188,9.53E-07
9702189,1.46E-05
9702190,0
9702191,8.11E-06
9702192,8.29E-05
9702193,0
9702194,0.000564307
9702195,0
9702196,0.000222927
9702197,7.27E-06
9702198,0
9702199,0.000287237
9702200,0.000124554
9702201,0
9702202,0
9702203,0
9702204,3.97E-07
9702205,0.002427536
9309001,0
9309002,2.87E-06
9309003,0.000930343
9309004,0
9309005,0
9309007,7.14E-07
9309008,0
9309011,0
9309012,0.000180476
9309013,0
9309014,9.94E-06
9309015,0
9309016,0
9309017,0
9309018,0
9309019,0
9309021,0
9309022,2.05E-05
9309023,0
9309025,0
9309026,0.000312656
9309027,5.54E-05
9309028,0.007651185
9309029,0
9309030,0
9309033,0.000876963
9309034,0
9309035,0
9309036,2.87E-06
9309037,0
9309039,0
9309040,3.33E-06
9309041,0.003634948
9309042,0.001359928
9309043,0
9309044,0.005948098
9309045,0
9309046,1.24E-05
9309047,0
9309048,1.53E-05
9309049,2.15E-06
9309050,0.001029478
9309051,0
9309052,0.00064819
9309055,0
9309056,0.000432127
9309058,0
9309059,0
9309060,0
9309061,0
9309062,0
9309063,1.91E-06
9309064,0
9309065,0.001698004
9309066,0
9309067,0.041210911
9309068,0
9309069,0
9309070,9.53E-07
9309071,0
9309072,0
9309073,0
9309074,0
9309075,0.007930797
9309076,0
9309082,0
9309083,0
9309084,5.77E-07
9309085,0.00587184
9309086,0
9309087,0
9309090,0
9309092,0
9309093,0
9309094,2.38E-06
9309095,0.005160102
9309096,0
9309097,0
9309098,0
9309099,4.78E-07
9309100,1.51E-06
9309101,0.000135993
9309102,1.43E-06
9309103,0
9309104,0
9309105,0.005643067
9309106,0
9309107,0
9309108,0
9309110,0.005160102
9309111,4.78E-07
9309112,0
9309113,0
9309114,0
9309115,0.006329386
3001,0
9309118,7.78E-05
9309119,0.01042188
9309120,0
9309121,0
9309123,3.58E-06
9309124,0.001522611
9309125,0.040642791
9309126,0
9309127,0
9309129,0
9309130,0
9309131,0
3020,0
9309133,0
9309134,0
9309135,0
9309136,3.81E-06
9309137,0
9309138,0
9309139,0
9309140,0
9309141,0
9309142,0
9309143,0.000439753
3027,0
9309145,0
9309146,2.38E-06
9309147,0
9309148,0
3033,0
9309150,0
9309151,9.53E-07
9309152,0.003863721
3035,0
9309154,0
3039,0
9309156,0
9309157,0
9309158,0
9309159,0
9309160,9.53E-07
3051,0
3069,0
3076,0
3080,0
3084,0
3089,0
3091,0
3102,0
3106,0
3109,0
3116,0
3118,0
3123,0
3131,0
3136,0
3149,0
3153,0
3154,0
3156,0
3159,0
3164,0
3165,0
3166,0
3167,0
3179,0
3181,0
3182,0
3183,0
3189,0
3190,0
3200,0
3202,0
3205,0
3206,0
3208,0
3211,0
3212,0
3219,0
3221,0
3222,0
3245,0
3246,0
3250,0
3253,0
3255,0
3257,0
3259,0
3261,0
3268,0
3269,0
3270,0
3277,0
3281,0
3287,0
3288,0
3289,0
3296,0
3297,0
3298,0
209087,0
9703001,0
9703002,0.000371121
9703003,0
9703004,0
9703005,3.58E-06
9703006,0.002122505
9703007,0.004448364
9703008,0.005922678
9703009,0.003075726
9703010,0
9703011,0
9703012,0.013294252
9703014,0.028763881
9703015,0
9703016,0.018149323
9703017,8.82E-05
9703018,0
9703019,6.58E-05
9703020,7.37E-05
9703021,0
9703023,3.81E-06
9703024,1.91E-06
9703025,0
9703026,2.54E-05
9703028,0
9703029,0.000246566
9703030,0
9703031,0
9703032,0
9703033,0
9703034,0
9703035,9.53E-07
9703036,1.26E-06
9703037,0
9703038,0
9703039,0.000917634
9703040,0
9703041,0.000948137
9703042,0
9703043,1.57E-05
9703044,0.000202591
9703045,0.000210725
9703046,0
9703047,0
9703048,5.57E-05
9703049,0
9703050,0.005007586
9703051,0.003304499
9703052,0.074880701
9703053,0.000851544
9703054,0
9703055,0
9703056,0.012684191
9703057,0.000256734
9703058,0
9703059,0
9703060,0
9703061,0
9703062,0.002201304
9703063,0.00015887
9703064,0
9703065,7.85E-06
9703066,0.007244478
9703067,2.38E-06
9703069,1.72E-05
9703070,0.00554139
9703071,0.000457546
9703072,0.025885154
9703073,0.00038383
9703074,0
9703075,0.004143333
9703076,0.001181994
9703077,0
9703078,0
9703079,0
9703080,0
9703081,0.003889141
9703082,0
9703083,0
9703084,7.40E-05
9703085,0.000813415
9703086,0.000123029
9703088,0
9703089,0
9703090,3.18E-06
9703091,0
9703092,1.72E-05
9703093,0
9703094,0.004270429
9703095,0
9703096,8.67E-06
9703097,0
9703098,0.008108731
9703099,0.000963388
9703100,0.009760981
9703101,0.027389972
9703102,0
9703104,8.97E-06
9703105,0.00424501
9703106,1.19E-06
9703107,0.000233603
9703108,0
9703109,0.001136239
9703110,0.060941309
9703111,2.95E-05
9703112,2.38E-07
9703113,0
9703114,0.00183781
9703115,7.91E-05
9703116,0
9703117,0
9703118,0.009964334
9703119,0
9703120,0
9703121,0
9703122,1.90E-05
9703123,0
9703124,0.004727975
9703125,7.73E-05
9703126,3.43E-06
9703127,0
9703128,0
9703129,6.94E-05
9703130,3.43E-05
9703131,1.45E-05
9703132,0.000584642
9703133,0.000133197
9703134,0.006100613
9703136,0
9703137,2.03E-05
9703138,5.16E-05
9703139,1.08E-05
9703140,0
9703141,0.00038383
9703142,8.87E-05
9703143,0
9703144,8.59E-06
9703145,0.004397525
9703146,0.008362923
9703147,0
9703148,0.000259276
9703149,0.000856628
9703150,0
9703151,0
9703152,0.000112607
9703153,0
9703154,0.001456521
9703155,0.00021403
9703156,0
9703157,0
9703158,0.000406708
9703159,0.007091962
9703160,0.004499202
9703161,0
9703162,0
9703163,0.007956216
9703165,3.63E-05
9703166,0
9703167,0.003151983
9703168,5.72E-06
9703169,0
9703170,0
9703171,7.40E-06
9703172,0.000114641
9703173,0
9703174,0.006608997
9703176,0.001736133
9703177,1.43E-06
9703178,0
9703179,0.002064041
9703180,0.000373663
9703181,3.33E-06
9703182,0.000199795
9703183,0
9703184,0
9703185,0
9703186,0.000927802
9703187,0
9703188,0.00521094
9703189,0
9703190,6.51E-05
9703191,0.000709196
9703192,0
9703193,3.10E-06
9703194,0.000211488
9703195,0.009837238
9703196,0.001670043
9703197,1.31E-05
9703198,0.01011685
9703199,0
9703200,0.001652249
9703201,0.00294863
9703202,2.95E-05
9703203,0
9703204,0
9703206,0
9703207,0
9703208,0.008947565
9703209,0.005083844
9703210,0.005490552
9703211,0.019293188
9703212,0
9703213,9.53E-07
9703214,0
9703215,0.000452462
9703216,0
9703217,0
9703218,0.03590414
9310002,0.002745276
9310004,0
9703219,0.003202822
9703222,0
9703220,0
9703224,0.000976098
9310008,0
9310010,0
9703227,8.06E-07
9703228,0.011896195
9310013,0.008439181
9310011,0
9310012,0
9310016,0.000854086
9310014,0
9310018,0
9310019,0.001286213
9310015,0
9310017,0
9310022,0.002313149
9310023,0
9310024,2.59E-05
9310025,0
9310026,0.022750202
9310021,0
9310027,0
9310029,0.006990286
9310031,0
9310032,0
9310033,0.000518552
9310035,0.000115912
9310036,0
9310037,0
9310038,0
9310039,0
9310040,0.00457546
9310041,0.000393998
9310042,2.10E-05
9310043,0
9310044,0
9310046,0.005592228
9310047,1.30E-05
9310048,0
9310049,2.38E-07
9310050,0
9310052,1.91E-06
9310053,0
9310054,0
9310055,4.32E-05
9310056,4.07E-05
9310058,2.62E-06
9310059,0
9310060,0
9310061,1.66E-05
9310062,0.00021225
9310063,0
9310065,0
9310067,8.18E-05
9310070,0.001708172
9310071,9.28E-05
9310072,0
9310073,0.000765119
9310074,0
9310075,3.10E-06
9310076,1.59E-06
9310077,0
9310079,1.43E-06
9310080,0.000742241
9310081,0
9310082,9.46E-06
9310083,0
9310084,0
9310085,0
9310086,0
9310088,0.001687836
9310089,1.43E-06
9310090,0
9310092,0
9310093,0
9310094,0
9310095,4.68E-06
9310096,0
9310097,0
9310098,0
9310099,0
9310100,0
9310101,0.069519788
9310102,0.000785454
9310103,4.78E-07
9310106,0
9310108,0
9310110,0
9310111,1.91E-06
9310112,0.001774262
9310113,0.000480423
4002,0
9310115,1.91E-06
9310116,0
9310117,3.61E-06
9310118,0
9310119,0
9310114,0
9310121,0.000261818
9310122,0.001217581
9310123,0.000480423
4011,0
9310125,7.70E-05
9310126,0.000350785
4012,0
9310128,0
9310129,0
9310130,0
9310131,3.33E-06
9310132,0
9310133,0
9310134,5.49E-07
9310135,0.000366037
9310136,0.002130131
9310137,0
9310138,1.50E-05
4023,0
4025,0
9310141,0.000592268
9310142,0
9310144,0
9310145,2.87E-06
9310146,0
9310147,0
9310148,0
4032,0
9310150,4.50E-05
9310151,0
4040,0
9310153,0
4041,0
9310155,4.88E-05
9310156,1.67E-06
9310157,0.002872372
9310158,0
9310159,0.024021163
9310160,0
4046,0
9310163,2.38E-06
9310164,0
9310165,0.000360953
9310166,1.91E-06
9310167,0
9310168,0
9310169,9.53E-07
9310170,0.032886879
9310171,0
4051,0
9310174,5.82E-06
9310177,2.67E-05
9310178,0.000749867
9310179,8.62E-05
9310180,0
9310181,0.007117382
9310182,0
9310183,8.92E-05
9310184,0.002257227
9310185,0
4066,0
9310187,0.00084646
9310188,0
9310189,0
9310191,0
9310192,9.53E-07
9310193,7.63E-06
9310194,0
4079,0
4081,0
9310197,0.000894757
9310198,0
4087,0
9310200,6.28E-05
9310201,0
9310202,0.000564307
9310195,0
4099,0
4106,0
4119,0
4130,0
4132,0
4143,0
4145,0
4146,0
4152,0
4172,0
4182,0
4185,0
4186,0
4187,0
4188,0
4190,0
4192,0
105064,0
105072,0
105074,0
105092,0
105102,0
105107,2.38E-07
105109,0
105114,7.45E-06
9704001,0
9704002,3.66E-05
9704004,0
9704005,0.015785336
9704006,0
9704007,0
9704009,0.00099135
9704010,1.91E-06
9704011,0
9704012,4.78E-07
9704013,0.025190447
9704014,0.00424501
9704015,0
9704016,0.000813415
9704017,0.000134976
9704018,0
9704019,4.78E-07
9704020,0
9704021,0
9704022,0
9704023,0.002465664
9704024,0
9704025,2.87E-05
9704026,1.67E-06
9704027,0.00017463
9704028,0.000752409
9704029,0
9704030,0.00945595
9704031,0
9704032,0
9704033,0
9704034,0.000302489
9704035,2.77E-05
9704036,0.001464147
9704037,0
9704038,0
9704039,2.53E-05
9704040,0.034526164
9704041,0.011489488
9704043,0.021657176
9704044,0
9704045,0.000599894
9704046,0
9704047,9.25E-05
9704048,0
9704049,0
9704050,0.005719325
9704051,0.028414113
9704052,0.000320282
9704054,0
9704055,0
9704056,0
9704057,0
9704058,0
9704059,0
9704060,0
9704061,5.01E-06
9704062,0
9704063,0.000218605
9704064,0.002821533
9704065,0.002643599
9704066,0
9704067,0.001095568
9704068,0
9704069,8.74E-07
9704070,2.62E-05
9704072,0
9704073,0
9704074,5.01E-05
9704075,0.000882047
9704076,0.002336026
9704077,0
9704078,0
9704079,0
9704080,0
9704081,0
9704082,0
9704083,0
9704084,4.78E-07
9704085,0
9704086,0.023538198
9704087,0.010040592
9704088,2.38E-06
9704089,0
9704090,2.38E-05
9704091,0
9704092,0.000124808
9704093,0.015200694
9704094,0
9704095,0.062425283
9704096,0.001217581
9704097,0
9704098,0
9704099,0
9704100,2.38E-07
9704101,1.60E-05
9704102,0.00038383
9704103,0
9704104,0.041554833
9704105,1.43E-06
9704107,0
9704108,0
9704109,0.088476425
9704110,0.010574396
9704111,0.000101677
9704112,0.006380224
9704113,8.59E-05
9704114,0
9704115,4.60E-06
9704116,0
9704117,4.91E-05
9704118,2.41E-05
9704119,0.000266902
9704120,0
9704121,0
9704122,0
9704123,0.00294863
9704124,1.43E-06
9704125,0.000106761
9704126,0
9704127,0
9704128,3.10E-06
9704129,0
9704130,7.93E-05
9704131,0
9704132,0
9704133,0.000427043
9704134,0.010218526
9704135,0.000220639
9704136,5.59E-06
9704137,0
9704138,0
9704140,0
9704141,5.64E-05
9704142,0
9704143,0
9704144,0
9704145,0
9704146,0.001436186
9704147,0.012836706
9704148,3.66E-05
9704149,0
9704150,0
9704151,0
9704152,1.05E-05
9704153,0.000106761
9704154,0.000130909
9704155,0
9704156,0.006710674
9704157,0
9704158,0.020589568
9704159,1.91E-06
9704160,0
9704161,0
9704162,0.001319258
9704163,0.000551597
9704164,5.95E-05
9704165,0
9704166,1.91E-06
9704167,0
9704168,0.012760449
9704169,0.003711206
9704170,0
9704171,0.000215809
9704172,0
9704173,0
9704174,0.004956748
9704175,0.001784429
9704176,0.000107523
9704177,0
9704178,0.000163446
9704179,0.001011685
9704180,2.87E-06
9704181,0
9704182,1.59E-07
9704183,0
9704184,2.50E-06
9704185,0
9704186,0
9704187,0
9704188,0
9704189,0.022445171
9704190,1.55E-05
9704191,0
9704192,0.001202329
9704193,0.000101423
9704194,0.000668525
9704195,0
9704196,7.78E-05
9704197,0
9704198,0.003660368
9704199,0.003355337
9704200,0
9704201,1.33E-06
9704202,0
9704203,0
9704204,0.003380756
9704205,0.002501251
9704206,0.000199032
9704207,0
9704209,0
9704210,0
9704211,0.000297405
9704212,1.81E-05
9704213,0.000207421
9704214,0
9704215,0.000243516
9311004,0
9311005,3.33E-06
9311007,0.0084646
9311008,0.002302981
9311009,0.030848257
9311010,0.001525153
9311011,0
9311012,0.002381781
9311013,0
9311014,0.003482433
9311015,0.001464147
9311016,0
9311017,0.000559223
9311020,2.38E-07
9311021,0.028621279
9311022,0.002119963
9311025,0
9311026,0
9311027,0.001487024
9311028,0
9311029,0
9311032,0
9311034,0
9311036,0
9311037,0
9311038,0
9311039,0
9311041,0
9311042,0
9311045,0.000157599
9311047,0.001148949
9311048,7.04E-05
9311049,0.000388914
9311050,0
9311052,6.35E-05
9311054,0
9311055,0
9311056,0
9311057,0
9311058,0.000981182
9311059,0
9311060,0
9311062,0.008540858
9311064,0.000513468
9311065,0
9311066,0.001461605
9311067,0
9311068,0
9311069,0
9311070,0.000299947
9311072,7.14E-07
9311074,0.000744783
9311075,0
9311076,0
9311077,0
9311078,1.05E-05
9311079,0.000477881
9311080,0.00455004
9311081,0
9311082,2.38E-06
9311083,1.43E-06
9311084,0.001476857
9311085,0.000760035
9311086,0
9311087,0.000490591
9311088,9.53E-07
9311089,0.000149465
9311090,1.43E-06
9311091,1.91E-06
9311092,0
9311093,0
9311094,0
9311095,0
9311096,0
9311097,1.43E-06
9311098,0
9311099,0
9311100,0
9311102,7.55E-06
9311103,8.59E-06
9311107,0
9311108,9.53E-06
9311109,0
9311110,0
9311111,1.80E-05
9311112,1.43E-06
9311113,0
9311114,5.24E-06
9311115,0
9311116,3.86E-05
9311117,0
5004,0
9311119,0
9311120,0.001919151
9311121,0
9311122,0.000818499
9311123,0
9311126,0
9311127,2.77E-06
9311128,7.35E-05
9311129,0.000632939
9311130,0.02086918
9311131,0
9311132,0
9311133,0
5014,0
5021,0
5019,0
9311137,0.003457014
9311138,0
9311139,0.000266902
9311140,0
9311141,2.38E-06
9311142,0
9311143,0.00292321
9311144,3.79E-05
5027,0
5030,0
9311147,0.000813415
9311148,0
5034,0
9311151,0
5041,0
9311155,3.10E-05
9311156,0.000164208
9311157,0.015251532
9311158,0
9311160,0
9311162,3.02E-06
9311163,0
9311164,5.16E-07
9311165,0
9311166,0
9311167,0.001105736
9311168,1.05E-05
5054,0
9311170,0
9311171,1.91E-06
9311172,0
9311173,1.91E-06
5053,0
9311177,0.018810223
5066,0
9311179,9.53E-07
9311180,0.000910008
9311181,0.001873397
5070,0
9311183,0
9311184,0
9311185,0.000124554
9311186,2.87E-06
9311187,0.000140314
5075,0
9311189,0.000320282
5071,0
5077,0
5079,0
5082,0
5087,0
5089,0
5093,0
5094,0
5107,0
5120,0
5128,0
5134,0
5144,0
5147,0
5150,0
5151,0
5153,0
5160,0
5162,0
5164,0
5165,0
5191,0
5192,0
5194,0
5207,0
5211,0
5220,0
5232,0
5233,0
5234,0
5235,0
5237,0
5260,0
5262,0
5269,0
5273,0
5277,0
5279,0
5281,0
5284,0
9705001,2.87E-06
9705002,3.43E-05
9705003,0.06107476
9705004,0.000220893
9705005,0.000158616
9705006,0
9705007,0
9705008,2.02E-05
9705009,0
9705010,1.91E-06
9705011,0
9705012,0
9705013,0.000181493
9705014,0.026118757
9705015,0.000404166
9705016,0.001131155
9705017,0.000571932
9705018,0
9705019,3.81E-06
9705020,0
9705021,0.000101423
9705022,0.001530237
9705023,0.05010535
9705024,0.004321267
9705025,0.002175885
9705026,0
9705027,0.001809848
9705028,0.000201829
9705029,0.006049774
9705030,0
9705031,0
9705032,0
9705034,0
9705035,0
9705036,0.000427043
9705037,0
9705038,0
9705039,0
9705040,0
9705041,0.000266902
9705042,0
9705044,0
9705045,0.00424501
9705046,0
