Id,eigenvector_centrality
9308125,0
9308126,0
9308127,5.14E-39
9308128,0
9308129,1.25E-37
9308130,0
9308131,7.67E-39
9308134,5.14E-39
9308135,0
9308136,0
9308137,0
9308139,0
9308140,6.17E-38
9308141,7.69E-27
9308142,0
9308144,0
9308145,0
9308146,1.85E-37
9308148,5.14E-39
9308149,0
9308150,7.69E-27
9308151,0
9308152,0
9308154,1.85E-37
9308155,6.91E-26
9308157,0
9308158,2.57E-39
2201,1.05E-20
2208,1.41E-21
2218,7.64E-21
2222,8.79E-21
2228,2.57E-39
2231,2.57E-39
2232,1.30E-20
2234,8.34E-34
2245,2.45E-19
2251,6.34E-29
9702001,1.33E-21
9702002,1.12E-33
9702003,1.85E-37
9702005,0
9702006,9.77E-20
9702007,0
9702008,0
9702009,2.49E-37
9702010,2.77E-18
9702011,2.57E-39
9702012,2.27E-19
9702013,5.14E-39
9702014,1.30E-30
9702015,2.17E-18
9702016,2.57E-39
9702017,4.70E-35
9702018,3.56E-20
9702019,3.34E-22
9702020,2.61E-21
9702022,6.17E-38
9702023,0
9702024,2.30E-18
9702025,2.57E-39
9702026,2.33E-20
9702027,0
9702028,5.14E-39
9702029,1.21E-37
9702030,1.48E-19
9702031,5.76E-20
9702032,7.67E-39
9702033,0
9702034,0
9702035,6.70E-29
9702036,2.57E-39
9702037,2.31E-38
9702038,1.18E-20
9702039,1.73E-20
9702040,9.48E-37
9702042,1.92E-25
9702043,0
9702045,3.11E-18
9702046,1.06E-20
9702047,9.93E-28
9702048,0
9702049,3.83E-31
9702050,0
9702051,7.73E-29
9702052,0
9702053,6.41E-38
9702054,9.85E-20
9702056,0
9702057,2.57E-39
9702058,2.09E-18
9702059,2.31E-21
9702060,3.84E-26
9702061,0
9702062,0
9702063,1.90E-35
9702064,6.41E-38
9702065,1.48E-36
9702066,4.33E-22
9702067,2.08E-19
9702068,7.52E-34
9702070,2.98E-37
9702071,2.57E-39
9702072,1.13E-36
9702073,0
9702074,1.76E-20
9702075,5.15E-18
9702076,0
9702077,3.52E-18
9702078,8.05E-21
9702079,4.78E-18
9702080,3.61E-37
9702081,1.09E-31
9702082,0
9702083,1.97E-19
9702084,6.91E-33
9702085,1.26E-35
9702086,8.50E-18
9702087,1.55E-21
9702088,1.78E-32
9702089,0
9702090,1.48E-32
9702091,2.94E-22
9702092,2.57E-39
9702093,0
9702094,0
9702095,1.85E-37
9702096,0
9702097,2.57E-39
9702098,7.44E-21
9702099,0
9702100,2.57E-39
9702101,0
9702102,0
9702103,0
9702104,0
9702105,1.16E-19
9702106,2.96E-19
9702107,0
9702108,6.62E-20
9702109,2.01E-17
9702110,0
9702111,3.82E-20
9702112,1.59E-21
9702114,6.41E-38
9702115,1.21E-34
9702116,5.14E-39
9702117,0
9702118,2.43E-35
9702119,7.69E-31
9702120,2.57E-39
9702121,0
9702123,1.22E-19
9702124,1.21E-37
9702125,2.57E-39
9702126,6.66E-33
9702127,4.70E-36
9702128,5.14E-39
9702129,4.01E-34
9702130,0
9702131,2.57E-39
9702132,4.05E-19
9702133,0
9702134,5.15E-22
9702135,2.57E-39
9702136,0
9702137,2.57E-39
9702138,2.21E-20
9702139,1.82E-37
9702140,2.57E-39
9702141,2.84E-36
9702142,7.64E-20
9702143,1.88E-33
9702144,1.32E-24
9702145,5.52E-33
9702146,2.57E-39
9702147,0
9702148,0
9702149,1.02E-38
9702150,5.14E-39
9702152,1.02E-38
9702153,4.07E-18
9702154,2.13E-21
9702155,0
9702156,1.13E-27
9702158,6.99E-21
9702159,6.05E-19
9702161,0
9702162,3.84E-36
9702163,0
9702164,1.46E-17
9702165,0
9702166,8.99E-19
9702167,1.19E-18
9702168,3.13E-18
9702169,0
9702170,1.87E-37
9702171,1.37E-35
9702172,2.72E-36
9702173,8.79E-19
9702174,1.02E-38
9702176,6.17E-38
9702177,2.57E-39
9702178,0
9702179,3.73E-21
9702180,1.02E-18
9702181,1.27E-31
9702182,3.38E-22
9702183,6.90E-38
9702184,1.50E-18
9702185,1.70E-32
9702186,2.01E-36
9702187,0
9702188,9.40E-21
9702189,1.48E-20
9702190,0
9702191,1.19E-34
9702192,6.25E-21
9702193,3.49E-35
9702194,2.70E-19
9702195,5.14E-39
9702196,6.54E-21
9702197,1.87E-37
9702198,0
9702199,7.48E-20
9702200,3.18E-22
9702201,0
9702202,0
9702203,0
9702204,1.01E-36
9702205,6.50E-19
9309001,2.57E-39
9309002,2.57E-39
9309003,2.57E-39
9309004,2.57E-39
9309005,1.01E-36
9309007,5.14E-39
9309008,4.58E-34
9309011,1.21E-37
9309012,2.51E-37
9309013,0
9309014,1.85E-37
9309015,0
9309016,0
9309017,0
9309018,0
9309019,1.29E-35
9309021,0
9309022,2.57E-39
9309023,0
9309025,0
9309026,7.67E-39
9309027,3.20E-36
9309028,4.58E-34
9309029,0
9309030,0
9309033,1.13E-36
9309034,0
9309035,0
9309036,1.02E-38
9309037,2.57E-39
9309039,0
9309040,3.05E-37
9309041,2.65E-35
9309042,2.64E-35
9309043,2.57E-39
9309044,6.34E-22
9309045,0
9309046,4.58E-34
9309047,0
9309048,7.67E-39
9309049,6.41E-38
9309050,2.44E-37
9309051,0
9309052,6.66E-38
9309055,0
9309056,7.67E-39
9309058,3.83E-36
9309059,0
9309060,0
9309061,0
9309062,0
9309063,2.57E-39
9309064,0
9309065,1.85E-37
9309066,2.57E-39
9309067,3.95E-34
9309068,5.14E-39
9309069,5.14E-39
9309070,6.17E-38
9309071,2.57E-39
9309072,2.57E-39
9309073,0
9309074,0
9309075,3.02E-36
9309076,0
9309082,1.01E-36
9309083,1.25E-37
9309084,3.02E-37
9309085,1.90E-37
9309086,0
9309087,0
9309090,0
9309092,0
9309093,0
9309094,5.14E-39
9309095,1.01E-36
9309096,0
9309097,0
9309098,0
9309099,2.57E-39
9309100,7.67E-39
9309101,5.14E-39
9309102,6.41E-38
9309103,2.38E-25
9309104,0
9309105,1.82E-37
9309106,0
9309107,0
9309108,1.02E-38
9309110,1.39E-37
9309111,7.67E-39
9309112,0
9309113,0
9309114,2.57E-39
9309115,2.05E-37
3001,3.29E-34
9309118,2.57E-39
9309119,1.06E-21
9309120,2.57E-39
9309121,1.07E-36
9309123,5.14E-39
9309124,7.67E-39
9309125,4.74E-33
9309126,0
9309127,0
9309129,5.14E-39
9309130,0
9309131,0
3020,2.57E-39
9309133,2.57E-39
9309134,0
9309135,0
9309136,5.14E-39
9309137,0
9309138,7.68E-38
9309139,2.57E-39
9309140,0
9309141,3.85E-35
9309142,0
9309143,6.41E-38
3027,3.70E-21
9309145,0
9309146,1.85E-37
9309147,0
9309148,0
3033,1.37E-13
9309150,0
9309151,2.57E-39
9309152,4.78E-34
3035,2.57E-39
9309154,0
3039,1.79E-37
9309156,1.87E-33
9309157,0
9309158,0
9309159,2.57E-39
9309160,2.57E-39
3051,6.17E-38
3069,1.29E-14
3076,2.57E-39
3080,5.14E-39
3084,1.07E-34
3089,2.78E-36
3091,3.11E-21
3102,2.57E-39
3106,7.19E-16
3109,7.69E-27
3116,2.57E-39
3118,2.57E-39
3123,5.14E-39
3131,2.36E-35
3136,9.40E-15
3149,5.14E-39
3153,2.57E-39
3154,5.44E-29
3156,7.64E-28
3159,2.57E-39
3164,3.30E-17
3165,3.30E-17
3166,3.30E-17
3167,5.14E-39
3179,5.14E-39
3181,2.83E-21
3182,2.83E-21
3183,2.57E-39
3189,1.21E-37
3190,1.30E-20
3200,2.36E-35
3202,4.66E-36
3205,2.57E-39
3206,2.57E-39
3208,2.98E-37
3211,8.95E-18
3212,6.17E-38
3219,1.37E-13
3221,5.14E-39
3222,2.57E-39
3245,2.57E-39
3246,3.48E-34
3250,3.29E-21
3253,1.45E-34
3255,2.57E-39
3257,1.01E-36
3259,3.52E-22
3261,2.57E-39
3268,3.12E-21
3269,2.33E-34
3270,2.50E-35
3277,1.92E-26
3281,2.57E-39
3287,6.17E-38
3288,1.21E-32
3289,5.14E-39
3296,6.34E-29
3297,2.57E-39
3298,2.57E-39
209087,0
9703001,6.41E-38
9703002,1.13E-20
9703003,0
9703004,2.35E-18
9703005,2.57E-39
9703006,6.41E-38
9703007,4.13E-19
9703008,4.13E-21
9703009,2.40E-19
9703010,0
9703011,2.57E-39
9703012,8.79E-18
9703014,1.28E-20
9703015,0
9703016,3.38E-19
9703017,1.15E-25
9703018,0
9703019,4.95E-30
9703020,6.41E-38
9703021,7.67E-39
9703023,2.00E-34
9703024,7.67E-39
9703025,0
9703026,2.31E-22
9703028,0
9703029,1.68E-19
9703030,0
9703031,0
9703032,2.57E-39
9703033,2.57E-39
9703034,9.44E-37
9703035,5.14E-39
9703036,5.52E-37
9703037,0
9703038,0
9703039,2.65E-20
9703040,0
9703041,5.48E-19
9703042,0
9703043,1.53E-32
9703044,6.25E-19
9703045,1.22E-32
9703046,0
9703047,5.44E-24
9703048,5.15E-22
9703049,0
9703050,2.04E-19
9703051,8.79E-19
9703052,3.34E-19
9703053,1.12E-21
9703054,1.30E-30
9703055,3.38E-35
9703056,1.90E-21
9703057,2.21E-20
9703058,2.03E-24
9703059,0
9703060,0
9703061,2.57E-39
9703062,7.89E-20
9703063,9.12E-19
9703064,1.02E-38
9703065,6.87E-21
9703066,1.80E-20
9703067,2.57E-39
9703069,3.73E-34
9703070,3.79E-19
9703071,6.17E-33
9703072,1.07E-18
9703073,2.42E-21
9703074,0
9703075,4.91E-20
9703076,5.31E-20
9703077,0
9703078,0
9703079,0
9703080,0
9703081,7.69E-26
9703082,0
9703083,0
9703084,1.27E-31
9703085,8.71E-34
9703086,2.77E-21
9703088,2.44E-37
9703089,0
9703090,2.41E-35
9703091,1.88E-33
9703092,1.38E-34
9703093,0
9703094,3.49E-29
9703095,2.13E-28
9703096,2.15E-32
9703097,0
9703098,4.17E-19
9703099,4.54E-20
9703100,2.64E-19
9703101,6.21E-18
9703102,0
9703104,5.14E-39
9703105,1.01E-36
9703106,3.83E-36
9703107,4.21E-21
9703108,1.19E-20
9703109,5.14E-39
9703110,1.53E-18
9703111,1.23E-17
9703112,2.57E-39
9703113,2.57E-39
9703114,1.11E-21
9703115,2.45E-30
9703116,1.85E-37
9703117,1.90E-36
9703118,1.78E-18
9703119,9.24E-33
9703120,5.14E-39
9703121,0
9703122,1.14E-30
9703123,0
9703124,1.14E-19
9703125,9.57E-21
9703126,8.71E-33
9703127,0
9703128,5.14E-39
9703129,1.54E-26
9703130,6.17E-38
9703131,2.57E-39
9703132,8.50E-22
9703133,2.57E-38
9703134,6.05E-18
9703136,0
9703137,1.54E-17
9703138,1.17E-19
9703139,2.02E-36
9703140,1.85E-37
9703141,1.54E-38
9703142,3.33E-21
9703143,1.01E-36
9703144,1.17E-35
9703145,6.05E-19
9703146,1.23E-17
9703147,0
9703148,3.48E-21
9703149,6.17E-38
9703150,0
9703151,6.25E-35
9703152,2.29E-28
9703153,6.75E-21
9703154,2.46E-37
9703155,4.33E-21
9703156,0
9703157,0
9703158,4.03E-21
9703159,6.01E-21
9703160,2.05E-25
9703161,3.55E-33
9703162,0
9703163,9.52E-19
9703165,6.17E-38
9703166,0
9703167,5.07E-19
9703168,1.02E-38
9703169,2.57E-39
9703170,8.26E-21
9703171,3.80E-19
9703172,2.45E-18
9703173,0
9703174,7.07E-21
9703176,1.70E-18
9703177,2.57E-39
9703178,0
9703179,1.82E-17
9703180,1.19E-18
9703181,1.08E-36
9703182,7.81E-19
9703183,3.59E-32
9703184,1.21E-37
9703185,0
9703186,1.64E-18
9703187,0
9703188,3.93E-30
9703189,0
9703190,1.16E-35
9703191,3.77E-33
9703192,0
9703193,1.85E-21
9703194,3.59E-38
9703195,2.53E-19
9703196,5.14E-39
9703197,1.47E-34
9703198,8.01E-20
9703199,6.21E-30
9703200,1.25E-35
9703201,6.13E-20
9703202,3.72E-34
9703203,2.35E-19
9703204,0
9703206,9.85E-20
9703207,3.70E-21
9703208,8.38E-20
9703209,2.93E-19
9703210,7.56E-19
9703211,2.38E-18
9703212,2.57E-39
9703213,5.11E-33
9703214,0
9703215,4.62E-18
9703216,0
9703217,0
9703218,3.86E-19
9310002,6.66E-38
9310004,0
9703219,7.07E-34
9703222,7.48E-20
9703220,1.01E-36
9703224,1.20E-20
9310008,0
9310010,0
9703227,4.82E-27
9703228,4.41E-20
9310013,3.48E-21
9310011,1.18E-34
9310012,3.20E-36
9310016,1.90E-37
9310014,6.17E-38
9310018,6.41E-38
9310019,6.66E-38
9310015,0
9310017,6.41E-38
9310022,7.67E-39
9310023,5.14E-39
9310024,5.14E-39
9310025,0
9310026,3.57E-34
9310021,0
9310027,0
9310029,6.41E-38
9310031,0
9310032,0
9310033,6.41E-38
9310035,6.17E-38
9310036,2.57E-39
9310037,2.57E-39
9310038,0
9310039,0
9310040,7.67E-39
9310041,7.67E-39
9310042,2.57E-39
9310043,0
9310044,0
9310046,5.85E-33
9310047,1.23E-37
9310048,2.57E-39
9310049,2.57E-39
9310050,2.04E-35
9310052,5.14E-39
9310053,0
9310054,6.17E-38
9310055,5.14E-39
9310056,1.01E-36
9310058,2.57E-39
9310059,0
9310060,0
9310061,6.01E-21
9310062,1.07E-36
9310063,0
9310065,0
9310067,6.66E-38
9310070,2.57E-39
9310071,1.13E-36
9310072,1.13E-36
9310073,5.14E-39
9310074,0
9310075,9.16E-34
9310076,2.57E-39
9310077,1.33E-37
9310079,6.66E-38
9310080,1.92E-26
9310081,0
9310082,1.54E-38
9310083,0
9310084,0
9310085,0
9310086,0
9310088,5.14E-39
9310089,7.67E-39
9310090,5.14E-39
9310092,5.14E-39
9310093,0
9310094,0
9310095,6.17E-38
9310096,0
9310097,0
9310098,2.57E-39
9310099,0
9310100,0
9310101,5.15E-21
9310102,2.57E-39
9310103,2.57E-39
9310106,0
9310108,2.57E-39
9310110,0
9310111,5.14E-39
9310112,2.57E-39
9310113,4.62E-34
4002,2.14E-12
9310115,6.90E-38
9310116,1.28E-37
9310117,2.57E-39
9310118,0
9310119,5.14E-39
9310114,0
9310121,5.14E-39
9310122,1.85E-37
9310123,1.92E-26
4011,2.73E-13
9310125,1.07E-36
9310126,1.28E-37
4012,2.57E-39
9310128,0
9310129,0
9310130,0
9310131,1.87E-18
9310132,0
9310133,6.87E-35
9310134,1.02E-38
9310135,2.57E-39
9310136,4.01E-33
9310137,4.01E-33
9310138,6.66E-38
4023,3.62E-15
4025,2.57E-39
9310141,5.14E-39
9310142,0
9310144,0
9310145,2.57E-39
9310146,0
9310147,0
9310148,0
4032,2.57E-39
9310150,9.44E-35
9310151,0
4040,3.29E-15
9310153,0
4041,6.38E-33
9310155,4.29E-37
9310156,1.12E-36
9310157,4.78E-34
9310158,0
9310159,4.58E-33
9310160,0
4046,3.84E-25
9310163,1.02E-38
9310164,0
9310165,5.14E-39
9310166,3.00E-37
9310167,0
9310168,5.14E-39
9310169,1.21E-37
9310170,3.17E-32
9310171,0
4051,5.40E-30
9310174,5.14E-39
9310177,7.67E-39
9310178,2.57E-39
9310179,1.54E-38
9310180,1.13E-36
9310181,2.08E-36
9310182,2.57E-39
9310183,2.71E-36
9310184,5.14E-39
9310185,0
4066,2.33E-34
9310187,1.02E-38
9310188,0
9310189,0
9310191,1.71E-35
9310192,9.44E-37
9310193,4.58E-34
9310194,0
4079,6.38E-33
4081,5.14E-39
9310197,2.01E-36
9310198,0
4087,3.00E-32
9310200,1.81E-31
9310201,0
9310202,1.12E-36
9310195,0
4099,1.01E-36
4106,5.14E-39
4119,2.54E-22
4130,9.20E-28
4132,1.07E-34
4143,1.82E-37
4145,5.27E-19
4146,2.57E-39
4152,4.70E-21
4172,2.06E-22
4182,2.57E-39
4185,2.57E-39
4186,9.48E-37
4187,2.00E-14
4188,2.57E-39
4190,6.17E-38
4192,2.57E-39
105064,2.57E-39
105072,2.57E-39
105074,2.57E-39
105092,2.57E-39
105102,4.78E-36
105107,4.03E-12
105109,5.14E-39
105114,2.82E-21
9704001,7.67E-39
9704002,5.14E-39
9704004,7.67E-39
9704005,2.74E-18
9704006,0
9704007,6.95E-20
9704009,2.17E-19
9704010,2.58E-20
9704011,0
9704012,2.57E-39
9704013,3.27E-18
9704014,4.13E-21
9704015,8.30E-27
9704016,3.55E-20
9704017,7.67E-39
9704018,0
9704019,2.57E-39
9704020,1.57E-22
9704021,0
9704022,1.23E-37
9704023,2.01E-26
9704024,9.57E-22
9704025,1.33E-37
9704026,5.68E-29
9704027,1.14E-18
9704028,6.17E-38
9704029,0
9704030,1.57E-18
9704031,1.98E-20
9704032,2.67E-19
9704033,2.38E-37
9704034,2.21E-26
9704035,4.09E-36
9704036,9.57E-33
9704037,0
9704038,1.89E-36
9704039,3.70E-21
9704040,2.23E-19
9704041,7.60E-19
9704043,1.01E-17
9704044,0
9704045,2.84E-34
9704046,8.38E-21
9704047,4.25E-19
9704048,2.57E-39
9704049,0
9704050,2.29E-21
9704051,1.86E-19
9704052,8.75E-22
9704054,0
9704055,0
9704056,0
9704057,0
9704058,0
9704059,0
9704060,1.89E-33
9704061,1.02E-17
9704062,2.57E-39
9704063,1.21E-33
9704064,4.66E-21
9704065,3.70E-21
9704066,1.57E-20
9704067,1.65E-20
9704068,2.57E-39
9704069,2.01E-36
9704070,1.28E-38
9704072,0
9704073,0
9704074,1.46E-33
9704075,1.66E-18
9704076,2.15E-25
9704077,1.65E-18
9704078,0
9704079,1.85E-29
9704080,0
9704081,0
9704082,0
9704083,5.14E-39
9704084,5.14E-39
9704085,0
9704086,3.21E-19
9704087,1.50E-18
9704088,2.57E-39
9704089,0
9704090,2.09E-32
9704091,1.25E-33
9704092,5.68E-20
9704093,9.48E-19
9704094,0
9704095,2.11E-17
9704096,7.15E-20
9704097,0
9704098,0
9704099,2.57E-39
9704100,5.14E-39
9704101,1.02E-38
9704102,9.89E-21
9704103,0
9704104,1.90E-17
9704105,1.21E-37
9704107,5.40E-22
9704108,0
9704109,3.30E-19
9704110,1.71E-18
9704111,3.56E-20
9704112,9.40E-18
9704113,3.04E-19
9704114,0
9704115,1.34E-29
9704116,0
9704117,1.30E-29
9704118,1.88E-35
9704119,9.08E-28
9704120,0
9704121,6.41E-38
9704122,2.71E-36
9704123,9.52E-19
9704124,9.44E-37
9704125,2.82E-38
9704126,1.58E-30
9704127,0
9704128,1.13E-36
9704129,0
9704130,7.40E-21
9704131,0
9704132,0
9704133,7.40E-21
9704134,2.71E-18
9704135,3.68E-22
9704136,4.99E-26
9704137,0
9704138,0
9704140,0
9704141,2.30E-25
9704142,0
9704143,0
9704144,0
9704145,0
9704146,1.36E-20
9704147,1.07E-17
9704148,1.05E-34
9704149,0
9704150,0
9704151,0
9704152,6.17E-38
9704153,7.85E-23
9704154,2.05E-32
9704155,0
9704156,1.10E-17
9704157,0
9704158,1.05E-18
9704159,1.23E-37
9704160,0
9704161,0
9704162,5.14E-39
9704163,4.41E-29
9704164,1.61E-25
9704165,0
9704166,1.13E-36
9704167,0
9704168,2.63E-20
9704169,4.37E-18
9704170,0
9704171,1.25E-37
9704172,0
9704173,0
