Id,degree centrality,betweenness centrality,eigenvector centrality,closeness centrality,hubscore,authoritiesscore,degree_prestige,rank-Prestige,Page-Rank,Percolation-Centrality,Harmonic centrality,score
1065,0.007313738,0.000113308,0.005920543,0.497269711,0.001530904,0.251707424,0.001657004,0.026162791,0.006909071,0.000113308,0.569153806,0.017878911
1071,0.046322286,0.001315208,0.009461499,0.463994613,0.02174614,0.037048979,0.03976802,0.046511628,0.00978785,0.001315208,0.52316726,0.002438033
1077,0.022754626,0.001476838,0.007433181,0.510075095,0.000622413,0.255368264,0.002485498,0.09496124,0.027471782,0.001476838,0.60627217,0.002844372
1082,0.029256047,0.00760698,0.005119545,0.503396883,0.008080891,0.185686144,0.017398508,0.062015504,0.022701233,0.00760698,0.567135725,0.024786672
1083,0.024786317,0.003703093,0.000851234,0.488882145,0.000788647,0.033377458,0.005385255,0.098837209,0.076730167,0.003703093,0.558223628,0.039414872
1084,0.039414526,0.000237691,3.54E-05,0.377994071,0.005912961,0.0050934,0.037696765,0.010658915,0.00287878,0.000237691,0.415347099,0.006907761
1085,0.006907398,0.003508101,0.004723606,0.495014566,7.73E-05,0.022830181,0.003314,0.020348837,0.033805097,0.003508101,0.560315229,0.001625356
1103,0.022348286,0.007049352,0.008547433,0.498913945,0.009328384,0.27144485,0.012427505,0.048449612,0.020151457,0.007049352,0.576641039,0.005688744
1113,0.059731475,0,0,0,0.016847287,7.61E-19,0.06130903,0,0,0,0,0.006095083
1122,0.021941947,0.001458564,0.01392546,0.585065602,0.011777753,0.247711475,0.009942007,0.055232558,0.043263944,0.001458564,0.608766234,0.012190166
1124,0.007720078,0.002741875,2.30E-18,0.01393864,5.18E-05,0.016488464,0.002485498,0.028100775,0.05848035,0.002741875,0.017262521,0.011783828
1127,0.010970788,0.000844272,0.002780885,0.491478167,0.000954882,0.234990658,0.002071255,0.051356589,0.014722901,0.000844272,0.541003135,0.006501422
1131,0.017065877,0.000492421,0.005461569,0.496273278,0.005732925,0.25536092,0.007456501,0.040697674,0.049021503,0.000492421,0.569098968,0.022754978
1138,0.023160966,5.47E-05,0.009111728,0.453517463,0.010139493,0.258056484,0.009942007,0.063953488,0.018588691,5.47E-05,0.508048289,0.003250711
1159,0.035757475,0.001893232,0.005000784,0.498491489,0.015308613,0.045259833,0.028169018,0.041666667,0.009294345,0.001893232,0.546154295,0.001219017
1178,0.013815167,0.000206169,0.010036844,0.500150792,0.008824423,0.047195726,0.007870752,0.031976744,0.014147145,0.000206169,0.572738005,0.0073141
1192,0.041446216,0.005778095,0.01246437,0.544416217,0.022583034,0.239812365,0.026926265,0.074612403,0.036437124,0.005778095,0.592668617,0.013815522
1193,0.013815167,0.003722415,0.006363653,0.49625956,0.007028047,0.234690261,0.005799506,0.040697674,0.022783484,0.003722415,0.541165546,0.004063389
1197,0.063388525,0.01174464,0.005173489,0.461359831,0.023926093,0.036781959,0.058823533,0.032945736,0.005099552,0.01174464,0.514942376,0.010158472
1201,0.030881406,0.012383279,0.001407589,0.456898738,0.00256697,0.022162632,0.023612265,0.046511628,0.008554088,0.012383279,0.524610462,0.0073141
1203,0.041039877,0.001002554,9.48E-05,0.40487645,0.005635852,0.009746218,0.040182271,0.010658915,0.004606047,0.001002554,0.436700334,0.021129622
1204,0.021129267,0.000540982,0.003103669,0.455484727,0.013554645,0.238597426,0.013670258,0.037790698,0.014476148,0.000540982,0.501830957,0.012596505
1206,0.068264595,0.021091179,0.005403811,0.463581318,0.023077872,0.235620157,0.061723281,0.040697674,0.008471837,0.021091179,0.529613659,0.002438033
1212,0.030068726,0.00295751,0.001990473,0.433994713,0.001874971,0.053070159,0.00704225,0.11627907,0.123236439,0.00295751,0.528491116,0.028037383
1213,0.028037027,0.001713498,0.006450821,0.472188167,0.005304504,0.261685949,0.008285003,0.096899225,0.116785505,0.001713498,0.559094674,0.005688744
1215,0.029256047,0.003610087,0.000508312,0.417962366,0.004683019,0.017222768,0.023612265,0.031976744,0.010528108,0.003610087,0.465972702,0.019097928
9701014,0.021535607,6.13E-05,2.97E-17,0.020053186,0.001210033,0.000578098,0.020298257,0.009689922,0.003619037,6.13E-05,0.020141115,0.002438033
9701025,0.081673784,0.001301986,7.84E-17,0.036095114,0.035183068,0.018491112,0.081193037,0.011627907,0.00197402,0.001301986,0.036660796,0.001219017
9701037,0.054449066,0.000669625,1.50E-16,0.034240442,0.009243296,0.022563162,0.047224522,0.042635659,0.006086562,0.000669625,0.037352908,0.008533117
9701069,0.031694086,0.00087271,6.95E-17,0.034857168,0.007455695,0.001048052,0.031897268,0.001937984,0.00098701,0.00087271,0.035157736,0.006095083
9701088,0.038601846,0.000418303,1.70E-16,0.035041283,0.014623997,0.02770329,0.030654515,0.044573643,0.007155823,0.000418303,0.038453429,0.005688744
9701093,0.064607545,0.001259465,1.98E-16,0.040424095,0.027794873,0.017289523,0.059652026,0.031007752,0.006744569,0.001259465,0.041431601,0.012596505
9701123,0.030881406,7.93E-05,5.72E-17,0.023648376,0.001917496,0.001935893,0.025683512,0.027131783,0.006497817,7.93E-05,0.025294613,0.003250711
9701125,0.091832263,0.001519486,1.07E-16,0.037952907,0.036158517,0.013951778,0.091135044,0.015503876,0.003536786,0.001519486,0.038921139,0.026818367
9701137,0.049572996,0.00031607,8.31E-17,0.029383859,0.020814647,0.026434947,0.045153275,0.026162791,0.001809519,0.00031607,0.031942598,0.004063389
9701139,0.032100417,0.000139718,1.89E-16,0.036430741,0.008177887,0.026167927,0.028997511,0.01744186,0.001562766,0.000139718,0.037640016,0.008939455
9701149,0.072327985,0.000677292,2.59E-16,0.034581935,0.018063891,0.020694024,0.067108536,0.034883721,0.003207783,0.000677292,0.037155631,0.006095083
9701162,0.055668085,0.001086692,8.60E-16,0.037354833,0.005245549,0.011748865,0.047224522,0.04748062,0.010363606,0.001086692,0.040097518,0.020316944
9701165,0.039820865,0.000753967,7.74E-16,0.039583977,0.003490925,0.015086611,0.030654515,0.053294574,0.01167962,0.000753967,0.04216399,0.006907761
9701166,0.072734324,0.001492062,2.66E-16,0.036095688,0.015157571,0.0359809,0.060480528,0.073643411,0.008718589,0.001492062,0.04126873,0.008939455
9701187,0.031694086,0.00028114,9.86E-17,0.030605686,0.009533819,0.060880484,0.017812759,0.074612403,0.012173125,0.00028114,0.036913508,0.016659894
9701190,0.023160966,0.00051372,7.55E-17,0.030143455,0.00305021,0.012816944,0.020712508,0.016472868,0.004359295,0.00051372,0.03134795,0.015847217
2007,0.012189807,0.003102655,0.000285428,0.413901396,0.001786054,0.077980423,0.006213757,0.022286822,0.030597314,0.003102655,0.462007672,0.012190166
2008,0.017878557,0.002233735,0.008574825,0.497193982,0.00441484,0.24642711,0.004556753,0.065891473,0.038082141,0.002233735,0.57068492,0.008533117
2016,0.058918795,0.005922755,0.001589814,0.466514156,0.008516541,0.20335884,0.02154101,0.191860465,0.090334457,0.005922755,0.577236195,0.006907761
2021,0.012596147,0.002765065,0.00472445,0.501113917,0.000552826,0.243987218,0.002899749,0.040697674,0.048692499,0.002765065,0.588618267,0.002438033
2025,0.007313738,7.22E-05,0.008342044,0.497966148,0.002876243,0.235131511,0.002485498,0.026162791,0.008307335,7.22E-05,0.566127372,0.006095083
2028,0.019910247,0.001929891,0.012714166,0.508255873,0.006053913,0.273202507,0.007456501,0.062984496,0.020151457,0.001929891,0.588797428,0.001219017
2029,0.018691236,0.001128599,0.001208295,0.467414606,0.000204507,0.046594932,0.002071255,0.088178295,0.074057837,0.001128599,0.556359404,0.000812678
2034,0.040227205,0.021231349,0.000799667,0.44929033,0.000637877,0.000540715,0.020712508,0.093023256,0.135778048,0.021231349,0.488020655,0.004469728
2037,0.027630687,0.000235135,8.19E-05,0.342727471,0.002516713,0.01562065,0.02154101,0.03875969,0.019740202,0.000235135,0.409954372,0.004063389
2039,0.009345437,0.000189983,0.00896626,0.498353134,0.003998752,0.256746085,0.003314,0.03003876,0.007073573,0.000189983,0.56897978,0.006095083
2040,0.029662386,0.00075993,0.022206493,0.508032971,0.003394277,0.277158403,0.010770509,0.099806202,0.019822453,0.00075993,0.573404977,0.002031694
2043,0.008939097,0.003208781,4.61E-13,0.176283061,1.08E-07,0.013284228,0.003728251,0.028100775,0.06242839,0.003208781,0.000295915,0.001625356
2044,0.018691236,0.002329988,0.000502977,0.468089087,0.010478186,0.219747172,0.012841756,0.028100775,0.007320325,0.002329988,0.209683456,0.038602194
2046,0.006094718,0.004120561,0.000137183,0.39039992,0.001086323,0.010747542,0.003314,0.013565891,0.012255376,0.004120561,0.045731299,0
2052,0.006501058,0.000148238,0.006953481,0.50488215,8.00E-05,0.256858901,0.000828401,0.027131783,0.041043171,0.000148238,0.577498868,0.039821211
2057,0.010158117,0.004742767,0.007581876,0.50022046,0.00161982,0.049465393,0.002071255,0.037790698,0.018095186,0.004742767,0.553005428,0.006501422
2066,0.017065877,0.000341628,0.002924196,0.45025925,0.010326681,0.16027722,0.011184752,0.031976744,0.00583981,0.000341628,0.489397591,0.017066233
2067,0.033725776,0.00525848,0.001965745,0.456393554,0.006064428,0.031374811,0.023612265,0.059108527,0.015051904,0.00525848,0.516587146,0.031694433
2072,0.044696935,1.87E-05,0.000190918,0.396897952,0.013054627,0.00333107,0.044739024,0.003875969,0.000411254,1.87E-05,0.401713721,0.010564811
2073,0.025598997,0.001426812,0.000195027,0.389975966,0.004054614,0.018691377,0.020298257,0.026162791,0.003619037,0.001426812,0.447356315,0.001625356
2075,0.076797714,0.000563132,0.000244337,0.411435527,0.016163947,0.022029122,0.075393539,0.015503876,0.000904759,0.000563132,0.446891884,0.002031694
2084,0.032506757,0.003099971,0.001309604,0.46356935,0.003961561,0.049865923,0.020712508,0.063953488,0.045566967,0.003099971,0.530795419,0.006095083
2091,0.083299143,0.015510461,0.004988666,0.524092278,0.035630626,0.246256217,0.077050535,0.041666667,0.004112542,0.015510461,0.546435489,0.0146282
2094,0.037382826,0.006689177,0.000109683,0.41675943,0.002872378,0.014285552,0.016984257,0.09496124,0.078477997,0.006689177,0.483396808,0.000406339
2100,0.017878557,0.001338415,0.007082417,0.501337786,0.002172646,0.240268301,0.008699254,0.054263566,0.018917694,0.001338415,0.579827856,0.001625356
2102,0.018691236,0.000148238,0.001647734,0.469889643,9.28E-05,0.029105144,0.001242753,0.079457364,0.060947875,0.000148238,0.563425763,0.002031694
2116,0.026818016,0.000719037,0.017748933,0.50588596,0.001082457,0.368279532,0.001242753,0.119186047,0.071806632,0.000719037,0.598475081,0.004876067
2117,0.048353985,0.00865013,0.000690718,0.455219131,0.00777587,0.020894289,0.044324773,0.027131783,0.005017301,0.00865013,0.511002597,0.052824055
2118,0.041852556,0.007687923,0.00794724,0.530510647,0.000146518,0.081270106,0.002071255,0.19379845,0.228382628,0.007687923,0.661761104,0.013409183
2125,0.015034178,0.00062788,0.012072192,0.551091505,0.006804635,0.266972271,0.005385255,0.045542636,0.023523741,0.00062788,0.614682333,0.002844372
2126,0.013815167,0.001125055,0.005854361,0.526682609,0.006751324,0.267860111,0.004556753,0.044573643,0.015956664,0.001125055,0.554886804,0.016659894
2130,0.037789166,0.001210496,0.02818105,0.503037256,0.002091462,0.082822158,0.005799506,0.166666667,0.076994192,0.001210496,0.569314574,0.003250711
2145,0.023567298,0.001260232,0.002665184,0.519843763,0.013205437,0.132392356,0.018641261,0.032945736,0.00394804,0.001260232,0.536869113,0.0146282
2149,0.013815167,0.003107153,0.000376892,0.396297897,0.003108199,0.010881051,0.006213757,0.044573643,0.021878724,0.003107153,0.46660433,0.020316944
2154,0.020316587,0.002793545,0.016371404,0.503192324,0.010843709,0.271514943,0.009527756,0.061046512,0.047211984,0.002793545,0.578365839,0.008533117
2158,0.034132116,0.000161869,0.000283216,0.418093751,0.008032992,0.044592284,0.025269261,0.046511628,0.008307335,0.000161869,0.473880951,0.0365705
2159,0.061356834,0.01076473,0.012480883,0.472573417,0.041563265,0.302398437,0.047224522,0.069767442,0.012831132,0.01076473,0.555169052,0.000812678
2160,0.066232896,0.021646465,0.023425168,0.52276478,0.036721163,0.379908239,0.042253518,0.123062016,0.050419767,0.021646465,0.630948586,0.008533117
2161,0.028037027,8.48E-05,0.002670829,0.451669349,0.007362294,0.013885023,0.027340516,0.009689922,0.000904759,8.48E-05,0.485478964,0.000812678
2164,0.025192657,0.000343332,0.003872552,0.452016147,0.005005669,0.019559191,0.023612265,0.013565891,0.001480515,0.000343332,0.487097614,0.002844372
2170,0.021535607,0.000685812,0.013060561,0.454700383,0.014007576,0.236198922,0.012013254,0.048449612,0.022372229,0.000685812,0.50513677,0.002031694
2171,0.036570147,0.001620228,0.000765631,0.42392255,0.003742209,0.030774017,0.026097763,0.054263566,0.02829429,0.001620228,0.482526431,0
2172,0.024786317,0.000849384,0.013378569,0.540491355,0.008818663,0.329408144,0.008285003,0.078488372,0.016038915,0.000849384,0.585237045,0.001219017
2184,0.027630687,0.000859437,0.007302997,0.515308397,0.002702277,0.33043617,0.003314,0.125,0.070776028,0.000859437,0.628651349,0.0511987
2186,0.062169506,0.012311146,0.000761161,0.418790986,0.015918771,0.02036025,0.055509525,0.036821705,0.00880084,0.012311146,0.468051066,0.015034539
2187,0.012189807,0.000153349,0.004324117,0.466029829,0.000800245,0.248525885,0.001242753,0.057170543,0.036519375,0.000153349,0.544011094,0
2188,0.008532757,0.00060147,0.005499646,0.495376475,0.001333742,0.239556026,0.002071255,0.027131783,0.022043226,0.00060147,0.564081215,0.008533117
2189,0.014221507,0.000401264,0.007702198,0.499128911,0.007355297,0.253937706,0.008285003,0.028100775,0.008554088,0.000401264,0.568950061,0.000406339
2190,0.032913097,2.52E-05,0.000840161,0.445196457,0.009202897,0.015553896,0.031483017,0.014534884,0.000822508,2.52E-05,0.471869304,0.001219017
2191,0.021535607,0.000530759,0.000736389,0.448023542,0.003506388,0.035046331,0.005385255,0.078488372,0.051982533,0.000530759,0.509344011,0.009752133
2192,0.015440518,0.001653811,0.006377286,0.50156185,0.012779181,0.031708585,0.013670258,0.011627907,0.008554088,0.001653811,0.568619676,0.021535961
2199,0.007313738,3.07E-05,0.011010345,0.499670609,0.000502569,0.244805633,0.00041462,0.031007752,0.018424189,3.07E-05,0.571027229,0.028037383
2211,0.062575846,0.001407984,0.00024971,0.416223261,0.010561303,0.016488464,0.055095274,0.041666667,0.006004312,0.001407984,0.472103983,0.006907761
2222,0.038601846,0.003196819,0.000742651,0.453815485,0.004521231,0.013551248,0.030654515,0.042635659,0.034792107,0.003196819,0.509201634,0.002844372
2223,0.037382826,0.000464307,0.00022063,0.42014328,0.006422528,0.028904879,0.031068766,0.032945736,0.002714278,0.000464307,0.478663648,0.003250711
2226,0.028037027,0.013041241,0.014957497,0.50100206,0.013897668,0.28244339,0.01449876,0.062015504,0.042194683,0.013041241,0.55768322,0.009752133
2228,0.016659537,0.000379113,0.010967537,0.510249033,0.005588804,0.271282636,0.008285003,0.039728682,0.011186115,0.000379113,0.589947588,0.004876067
2230,0.039820865,0.011943074,0.00950328,0.57913088,0.029674869,0.283274489,0.026926265,0.060077519,0.02533326,0.011943074,0.597163906,0.012190166
2237,0.061356834,0.002007511,0.000307555,0.419657217,0.008729747,0.014552572,0.055095274,0.040697674,0.005181803,0.002007511,0.472643716,0.002844372
2244,0.017065877,0.010744726,0.006844494,0.472107469,0.005272224,0.025767398,0.005799506,0.059108527,0.047129733,0.010744726,0.549529848,0.011783828
2245,0.031694086,0.012770878,3.64E-07,0.295410869,0.000819575,0.000213616,0.02154101,0.058139535,0.145566721,0.012770878,0.310600558,0.007720439
2255,0.006501058,2.47E-05,0.009132893,0.497634923,0.000132601,0.240893795,0.00041462,0.025193798,0.015051904,2.47E-05,0.567658145,0.000406339
9702008,0.051604695,0.00054439,3.60E-16,0.031932273,0.011272787,0.012750189,0.047224522,0.031976744,0.002385274,0.00054439,0.034454949,0
9702014,0.064607545,0.000165276,1.81E-16,0.031911403,0.017960053,0.005894459,0.06462303,0.007751938,0.000822508,0.000165276,0.031062604,0.011377489
9702015,0.041446216,8.69E-05,3.92E-17,0.019244478,0.025842584,0.03217587,0.037282514,0.028100775,0.002056271,8.69E-05,0.023142846,0.001219017
9702038,0.027630687,0.000103085,1.83E-16,0.034182715,0.008767053,0.024832829,0.022369512,0.028100775,0.00296103,0.000103085,0.035192729,0.004876067
9702076,0.078423074,0.000636399,5.78E-17,0.026602702,0.087920462,0.049665658,0.071251038,0.052325581,0.005264054,0.000636399,0.031447891,0.006095083
9702093,0.038601846,0.001479811,3.60E-16,0.047063373,0.010265638,0.041321293,0.02485501,0.072674419,0.017930684,0.001479811,0.050355547,0.001625356
9702094,0.030881406,0.001813891,1.44E-16,0.042642054,0.005988501,0.008878404,0.025683512,0.029069767,0.018588691,0.001813891,0.044301975,0
9702101,0.034132116,2.84E-05,4.84E-17,0.031753814,0.014910539,0.022296142,0.03272577,0.012596899,0.000493505,2.84E-05,0.032364864,0.01097115
9702103,0.032913097,0.002765465,2.26E-16,0.038385155,0.014277495,0.008210855,0.025269261,0.040697674,0.01751943,0.002765465,0.040704496,0.001625356
9702133,0.034132116,0.0001099,4.08E-16,0.032040442,0.008241288,0.013618003,0.031068766,0.027131783,0.00098701,0.0001099,0.03372714,0
9702136,0.048760325,0.001192179,8.57E-16,0.041642647,0.01810429,0.037249243,0.040596522,0.043604651,0.007978332,0.001192179,0.046097309,0.00365705
9702154,0.028849707,0.000109048,2.65E-16,0.032963393,0.004937435,0.011148071,0.025269261,0.022286822,0.001809519,0.000109048,0.034191786,0.002031694
9702155,0.026818016,7.71E-05,4.11E-17,0.01770345,0.008080736,0.002009323,0.026097763,0.010658915,0.000658007,7.71E-05,0.019205706,0.03291345
9702163,0.045509606,0.003227285,9.70E-16,0.061949425,0.015137043,0.050533472,0.031068766,0.071705426,0.015380908,0.003227285,0.065364418,0.009345794
9702174,0.024379977,4.06E-05,6.09E-33,0.000621506,0.0037886,7.68E-06,0.02485501,0.000968992,0.001069261,4.06E-05,0.00059183,0.000812678
9702180,0.034944796,0.000155053,5.82E-16,0.035667912,0.006273961,0.009679463,0.03272577,0.018410853,0.002303024,0.000155053,0.03594238,0.027631044
9702187,0.094676633,0.00050946,3.98E-16,0.038267405,0.041186995,0.030173222,0.092377797,0.026162791,0.001151512,0.00050946,0.039763674,0.002031694
9702194,0.009751777,0.003007987,8.57E-21,0.008785393,4.60E-05,0.001028026,0.002071255,0.041666667,0.071018668,0.003007987,0.014762782,0.004876067
9702198,0.033725776,0.000257286,1.91E-16,0.024850396,0.006556907,0.020293495,0.024440759,0.050387597,0.005510807,0.000257286,0.028361911,0
9702201,0.037789166,0.001419553,3.29E-16,0.05488977,0.009697077,0.033844743,0.03272577,0.03003876,0.004112542,0.001419553,0.054660403,0.000406339
9702202,0.044290595,0.000531611,5.22E-16,0.052704895,0.01235536,0.017690053,0.040182271,0.03003876,0.002549776,0.000531611,0.053591469,0.001219017
9702203,0.034132116,3.60E-05,5.72E-17,0.027986981,0.014575132,0.034712557,0.031068766,0.018410853,0.000822508,3.60E-05,0.029964911,0.001219017
3006,0.016659537,0.0048347,6.01E-05,0.377263409,0.002021875,0.006615412,0.011599003,0.027131783,0.011350616,0.0048347,0.553508821,0.019910605
3007,0.033319437,0.009407215,0.003048818,0.499406559,0.002679082,0.1220874,0.016570006,0.083333333,0.018588691,0.009407215,0,0.008533117
3017,0.008939097,0.000788896,0.007943026,0.502291441,0.003100467,0.250109311,0.002485498,0.031007752,0.018259687,0.000788896,0.437322916,0.003250711
3020,0.031694086,0.001046336,0.020000723,0.492502701,0.003922748,0.050600227,0.017398508,0.080426357,0.021631972,0.001046336,0.003486863,0.006095083
3025,0.031694086,0.004015108,0.002843761,0.501933396,0.003657159,0.033510968,0.01449876,0.096899225,0.065979982,0.004015108,0.481870151,0.001219017
3031,0.042665236,9.29E-05,0.000281635,0.412281028,0.006418082,0.006201532,0.040182271,0.018410853,0.002138522,9.29E-05,0.591604964,0.031288094
3032,0.029256047,0.000670477,0.014139329,0.506950038,0.009593084,0.355234286,0.00704225,0.102713178,0.045649218,0.000670477,0.55833387,0.011783828
3037,0.052823715,0.002128206,0.000882767,0.43527298,0.011107287,0.02837084,0.044324773,0.055232558,0.013489138,0.002128206,0.500121411,0.03291345
3038,0.013408827,1.45E-05,0.008849228,0.451868266,0.006133783,0.234648872,0.005385255,0.039728682,0.012419877,1.45E-05,0.022727695,0.016659894
3050,0.021535607,0.006704963,0.014606834,0.516501654,0.005299363,0.288714347,0.006627999,0.071705426,0.0341341,0.006704963,0.573344748,0.001219017
3052,0.052823715,0.004881173,0.00638942,0.530926343,0.029255803,0.258380913,0.043496271,0.054263566,0.011844121,0.004881173,0.483794903,0.004063389
3055,0.018691236,0.001361451,0.009800407,0.505138787,0.012636219,0.245527254,0.014084509,0.026162791,0.01850644,0.001361451,0.571791363,0.003250711
3056,0.016659537,0.002287842,0.005172828,0.499094224,0.002721607,0.258738719,0.005799506,0.054263566,0.035779117,0.002287842,0.495023717,0.004469728
3057,0.025598997,0.000275177,0.00034161,0.427643071,0.004172911,0.240810351,0.01822701,0.036821705,0.004112542,0.000275177,0.376010048,0.011377489
3059,0.009345437,0.014414645,0.008756886,0.509988169,0.003231908,0.264408882,0.002485498,0.035852713,0.029363551,0.014414645,0.423065403,0.030881755
3069,0.005688387,0,0.000131493,0.412480295,2.62E-21,0.007076021,0,0.03003876,0.105642161,0,0.022275783,0.00365705
3075,0.052011035,0.018753967,0.000971022,0.458608349,0.028716701,0.121060041,0.046810271,0.027131783,0.003783539,0.018753967,0.619720351,0.023567655
3076,0.036570147,0.004873011,0.034639656,0.52688352,0.004803288,0.295418543,0.013670258,0.122093023,0.031831077,0.004873011,0.373293888,0.013409183
3081,0.002844008,0.003812576,0.004723536,0.495533692,6.46E-05,0.023030446,0.000828401,0.013565891,0.019246697,0.003812576,0.030747569,0.064201544
3085,0.021129267,0.001811437,0.002892075,0.447080909,0.001758993,0.040720499,0.010356258,0.059108527,0.037917639,0.001811437,0.707840982,0.010564811
3086,0.054855406,0.011766322,0.075470389,0.612831731,0.001728066,0.064418495,0.005799506,0.222868217,0.327302427,0.011766322,0.003575638,0.006907761
3096,0.023973637,0.00020191,0.011503276,0.48589228,0.010768207,0.266639831,0.010356258,0.066860465,0.018588691,0.00020191,0.041474942,0.000812678
3101,0.051198355,0.012710748,0.000405353,0.421543923,0.007818743,0.015553896,0.043910522,0.037790698,0.006497817,0.012710748,0.572436305,0.003250711
3102,0.007720078,0.000155905,0.007798915,0.500464975,0.000869832,0.238564048,0.001242753,0.03003876,0.019575701,0.000155905,0.499113539,0.002031694
3110,0.021535607,0.002713122,0.000246233,0.420733963,0.000885295,0.012883699,0.009113505,0.063953488,0.01661467,0.002713122,0.297587286,0
3113,0.030068726,0.000447268,0.000368373,0.412897264,0.008864397,0.015553896,0.025269261,0.028100775,0.011186115,0.000447268,0.446261962,0.005688744
3116,0.017878557,0.000801675,0.012899059,0.502769637,0.009732759,0.252523169,0.008285003,0.04748062,0.024922006,0.000801675,0.455085115,0.004469728
3117,0.028037027,8.11E-05,0.001355592,0.441051891,0.010458006,0.00271025,0.028169018,0.002906977,0.000493505,8.11E-05,0.491275959,0.003250711
3119,0.016253197,0,0.014553488,0.505906278,2.62E-21,0.312562541,0,0.075581395,0.051982533,0,0.566824103,0.003250711
3122,0.047541305,0.002507532,0.001197032,0.4643666,0.005528496,0.055273071,0.03272577,0.074612403,0.01167962,0.002507532,0.571832177,0.031288094
3129,0.006907398,0.000362926,0.006446459,0.546745334,0.002052803,0.249923065,0.001657004,0.027131783,0.006004312,0.000362926,0.39705742,0.009752133
3131,0.021941947,0.000441305,0.00117941,0.471036176,0.000233115,0.069700811,0.001242753,0.103682171,0.057986845,0.000441305,0.027390911,0.011783828
3136,0.101584393,0.225235083,0.019532418,0.531020549,0.060826944,0.445281329,0.074150786,0.136627907,0.039480405,0.225235083,0.459575657,0.0073141
3145,0.032506757,0.001207616,0.000747519,0.428265257,0.006615824,0.249319601,0.021955261,0.048449612,0.023194738,0.001207616,0.371942593,0.003250711
3147,0.028443367,0.002751681,0.014657247,0.54075994,0.012314188,0.322008362,0.010770509,0.085271318,0.033887348,0.002751681,0.548004008,0.057293783
3151,0.013815167,0.000125235,0.006793139,0.497683202,0.006218446,0.251895005,0.006213757,0.037790698,0.009458847,0.000125235,0.431427172,0.004876067
3158,0.002437668,0.004470836,4.17E-05,0.463814824,2.62E-05,0.000251666,0.000828401,0.011627907,0.013160135,0.004470836,0.007328824,0.002438033
3160,0.112149212,0.007053356,0.001597963,0.458907232,0.017949306,0.030974281,0.100248549,0.062984496,0.015463159,0.007053356,0.385234533,0.00365705
3169,0.019503908,0.001028598,0.000773533,0.454366701,0.001666211,0.023697995,0.002485498,0.084302326,0.074210001,0.001028598,0.049642694,0.004063389
3179,0.010158117,0.00145266,0.003935994,0.530220835,0.003301495,0.237530682,0.002899749,0.035852713,0.024675253,0.00145266,0.517737066,0.068264933
3180,0.040227205,0.003483208,0.001267694,0.459418001,0.007199771,0.040720499,0.022783763,0.082364341,0.054861313,0.003483208,0.00813064,0.004469728
3183,0.030475066,0.001705004,0.024398415,0.52052945,0.008791176,0.203177267,0.011599003,0.089147287,0.037177381,0.001705004,0.503904779,0.008126778
3184,0.022754626,0.000838309,0.002000758,0.449211648,0.00111725,0.009545953,0.008285003,0.073643411,0.044908961,0.000838309,0.50913146,0.009752133
3187,0.056480765,0.004889914,0.001430085,0.471264887,0.006307014,0.065686838,0.033554264,0.108527132,0.03026831,0.004889914,0.060373049,0.070296627
