,Unnamed: 0,Node Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-Centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-Centrality,Page-Rank,Percolation-Centrality,Rank-Prestige,scores
228,228,9701023,1.12e-18,0.0,0.0,0.017829546,0.01859024,0.0,0.0,0.002853139,0.0,0.0,0.0,0.0,0.0,0.020842283
230,230,9701025,1.12e-18,0.0,0.0,0.101550461,0.102246313,0.0,0.0,0.056971421,0.0,0.0,0.0,0.0,0.0,0.093786085
241,241,9701037,0.091749197,0.046438627,0.053226761,0.074418688,0.054996129,5.03e-20,0.109238385,0.012820367,0.005527708,0.047254071,0.006231138,0.046438627,0.09486166,0.093786085
255,255,9701053,0.104177863,0.003711206,0.107477962,0.026356669,0.00309837,3.32e-18,0.001464881,0.002712956,0.016525615,0.003536486,0.014350501,0.003711206,0.106719368,0.406402864
256,256,9701054,0.095285723,0.013624702,0.092890357,0.02403109,0.007745926,1.23e-18,0.0,0.002482066,0.008072471,0.013509886,0.012273454,0.013624702,0.077075099,0.010419333
257,257,9701055,0.079138552,0.007346155,0.05955443,0.044961319,0.024012389,7.11e-19,0.002697822,0.007367408,0.012380302,0.006742222,0.004531737,0.007346155,0.116600791,0.083365542
259,259,9701057,0.001244004,0.014361859,0.070723915,0.010852809,0.003872963,5.56e-19,0.005829004,0.000262637,0.004006018,0.014374926,0.037339625,0.014361859,0.0256917,0.177150672
262,262,9701060,0.001201352,0.003101145,0.002845032,0.020930318,0.017041055,1.33e-37,0.002929761,2.99e-05,0.001054039,0.003103966,0.004673354,0.003101145,0.027667984,0.166730129
263,263,9701061,1.12e-18,0.0,0.0,0.015503967,0.016266463,0.0,0.070733243,0.005845101,0.0,0.0,0.0,0.0,0.0,0.062524455
265,265,9509170,0.00459926,0.021911368,0.026097875,0.019379932,0.006971333,4.1700000000000006e-21,0.00054933,0.000258102,0.00399027,0.022312938,0.011706987,0.021911368,0.063241107,0.031262826
271,271,9701069,1.12e-18,0.0,0.0,0.034108617,0.034856703,0.0,0.0,0.012179483,0.0,0.0,0.0,0.0,0.0,0.0
280,280,9701078,0.00136485,0.016141205,0.01771297,0.032558231,0.020914018,7.5599999999999995e-28,0.00109866,0.001344109,0.003296887,0.016054121,0.040212557,0.016141205,0.071146245,0.250094475
282,282,9701080,3.1e-05,0.002320775,0.012984287,0.021705511,0.016266463,7.56e-22,0.012799394,1.95e-05,0.001870992,0.002315254,0.00793054,0.002320775,0.023715415,0.45850558
284,284,9701082,1.12e-18,0.0,0.0,0.01627916,0.017041055,0.0,0.01398961,0.002898493,0.0,0.0,0.0,0.0,0.0,0.125047956
289,289,9701088,0.120996795,0.020691245,0.073873496,0.063565969,0.037180481,1.93e-18,0.042085658,0.019909017,0.013265224,0.019997685,0.01789092,0.020691245,0.128458498,0.104206628
293,293,9701093,1.12e-18,0.0,0.0,0.047286916,0.048024795,0.0,0.00036622,0.017970408,0.0,0.0,0.0,0.0,0.0,0.0
295,295,9701095,0.098646666,0.001713255,0.066631215,0.026356669,0.003872963,3.32e-19,0.013299895,0.002115116,0.013468077,0.001661385,0.004956587,0.001713255,0.108695652,0.052103912
305,305,9701106,0.047129976,0.015480305,0.039657037,0.013178388,0.004647556,1.1e-20,0.0,0.000614332,0.002933512,0.015341735,0.004154092,0.015480305,0.053359684,0.0
313,313,9701115,0.004712998,0.013294252,0.05383203,0.011628002,0.003872963,3.01e-18,0.058587377,0.001170942,0.002662402,0.013408117,0.006372755,0.013294252,0.051383399,0.010419333
315,315,9701117,0.216148166,0.009964334,0.086700612,0.030232652,0.001549006,1.17e-18,0.001647991,0.000102664,0.013462597,0.009871631,0.018693415,0.009964334,0.152173913,0.1354685
319,319,9701121,0.058930242,0.0,0.045709833,0.01627916,0.0,5.800000000000001e-21,0.0,4.45e-21,0.005614887,0.0,0.042063489,0.0,0.083003953,0.0
321,321,9701123,1.12e-18,0.0,0.0,0.033333424,0.03408211,0.0,0.011237727,0.008231637,0.0,0.0,0.0,0.0,0.0,0.0
323,323,9701125,1.12e-18,0.0,0.0,0.084496197,0.085205258,0.0,0.017242866,0.030033168,0.0,0.0,0.0,0.0,0.0,0.625234271
326,326,9701128,0.061276078,0.008769631,0.058589589,0.033333424,0.0123935,1.82e-19,0.06864662,0.004994849,0.007467533,0.008803052,0.01071567,0.008769631,0.118577075,0.218832845
330,330,9701132,2.42e-05,0.015124436,0.020530769,0.003876054,0.000774503,4.1700000000000006e-21,0.023718859,6.64e-08,0.001272187,0.015138196,0.031014075,0.015124436,0.017786561,0.041683369
335,335,9701137,1.12e-18,0.0,0.0,0.032558231,0.033307518,0.0,0.039869009,0.015178578,0.0,0.0,0.0,0.0,0.0,0.041683369
337,337,9701139,0.092492756,0.002358904,0.009912896,0.044186126,0.036405888,1.01e-30,0.012683425,0.014579748,0.002073211,0.002432288,0.000991317,0.002358904,0.041501976,0.0
338,338,9701140,0.00141461,0.009252596,0.01573065,0.009302423,0.005422148,4.9900000000000006e-21,0.0,1.39e-05,0.001591143,0.009159245,0.00835539,0.009252596,0.019762846,0.052103912
342,342,9701144,0.031633242,0.067946592,0.068851309,0.013953581,0.005422148,2.84e-18,0.025098288,0.002461451,0.005290313,0.06504794,0.010149203,0.067946592,0.049407115,0.020842283
347,347,9701149,1.12e-18,0.0,0.0,0.064341162,0.065065832,0.0,0.032312761,0.019796829,0.0,0.0,0.0,0.0,0.0,0.166730129
349,349,9701151,0.093296738,0.001756468,0.037079537,0.022480704,0.014717277,2.64e-21,0.060077689,0.005633672,0.002486336,0.001834393,0.00118014,0.001756468,0.035573123,0.0
352,352,9701154,0.142056715,0.012811287,0.081407679,0.028682266,0.007745926,3.2e-19,0.01107816,0.001150326,0.005568977,0.01289927,0.013784033,0.012811287,0.114624506,0.291776647
358,358,9701161,0.000781945,0.0,0.02587087,0.00542644,0.0,9.61e-26,0.005127082,4.45e-21,0.002308152,0.0,0.063398529,0.0,0.031620553,0.239673931
359,359,9701162,1.12e-18,0.0,0.0,0.04263574,0.043377222,0.0,0.0,0.00635174,0.0,0.0,0.0,0.0,0.0,0.187571216
361,361,9701165,1.12e-18,0.0,0.0,0.02403109,0.024786981,0.0,0.0,0.004410986,0.0,0.0,0.0,0.0,0.0,0.104206628
362,362,9701166,1.12e-18,0.0,0.0,0.056589232,0.057319906,0.0,0.002136284,0.016379576,0.0,0.0,0.0,0.0,0.0,0.125047956
364,364,9701169,0.149398471,0.002310607,0.024474048,0.017829546,0.004647556,3.13e-24,0.091960232,0.001925457,0.003756303,0.002368683,0.003729242,0.002310607,0.065217391,0.260515018
368,368,9701173,0.012795469,0.011260715,0.010528606,0.010852809,0.003872963,3.17e-32,0.024607378,0.003389134,0.002205546,0.01127096,0.020534433,0.011260715,0.043478261,0.041683369
379,379,9701185,0.098160438,0.010523557,0.086716225,0.023255897,0.007745926,4.62e-19,0.0,0.004374003,0.006967957,0.010507689,0.007741717,0.010523557,0.079051383,0.020842283
380,380,9701186,0.17390748,0.021530079,0.08565986,0.029457459,0.003872963,1.3e-19,0.00036622,0.001422447,0.01033021,0.021549668,0.015058585,0.021530079,0.114624506,0.072944999
381,381,9701187,0.132337846,0.022724783,0.097652926,0.04263574,0.013168092,5.64e-18,0.000793477,0.007326425,0.022021285,0.020862725,0.012698305,0.022724783,0.138339921,0.052103912
382,382,9701188,0.113269754,2.82e-05,0.038148621,0.014728774,0.000774503,2.64e-21,0.006286779,0.000428796,0.00403399,3.87e-05,0.005617466,2.82e-05,0.06916996,0.041683369
383,383,9701190,1.12e-18,0.0,0.0,0.020155125,0.020914018,0.0,0.00109866,0.003661254,0.0,0.0,0.0,0.0,0.0,0.104206628
400,400,9308020,0.000796162,0.003609529,0.003585926,0.02403109,0.019364833,2.5400000000000002e-37,0.00091555,0.001884226,0.001258047,0.003612813,0.008638624,0.003609529,0.027667984,0.197991759
405,405,9308027,5.35e-08,0.001026936,0.000444485,0.017054353,0.017041055,2.57e-39,0.0,1.11e-05,0.000170006,0.001027871,0.003162775,0.001026936,0.003952569,0.0
421,421,9308045,1.12e-18,0.0,0.0,0.017829546,0.01859024,0.0,0.0,7.59e-06,0.0,0.0,0.0,0.0,0.0,0.062524455
427,427,9308052,0.0018198,0.011540326,0.003568639,0.009302423,0.005422148,3.86e-35,0.00036622,0.002403729,0.001190556,0.011754364,0.001793813,0.011540326,0.031620553,0.125047956
442,442,9308075,1.12e-18,0.0,0.0,0.028682266,0.029434555,0.0,0.0,0.013767511,0.0,0.0,0.0,0.0,0.0,0.260515018
448,448,9308083,1.12e-18,0.0,0.0,0.044186126,0.044926407,0.0,0.001770064,0.007835455,0.0,0.0,0.0,0.0,0.0,0.093786085
458,458,9308100,1.12e-18,0.0,0.0,0.019379932,0.020139426,0.0,0.0,0.00725522,0.0,0.0,0.0,0.0,0.0,0.041683369
462,462,9308106,1.42e-05,0.003889141,0.001778145,0.020930318,0.01859024,1.02e-38,0.00073244,0.000315412,0.000680024,0.003892679,0.003493214,0.003889141,0.019762846,0.156309586
467,467,9308112,0.002523551,0.001209955,0.001333609,0.023255897,0.021688611,7.67e-39,0.00073244,0.003141752,0.000510018,0.001190702,0.000377645,0.001209955,0.015810277,0.093786085
474,474,9308122,1.12e-18,0.0,0.0,0.052713267,0.053446943,0.0,0.0,0.011786476,0.0,0.0,0.0,0.0,0.0,0.343879363
475,475,9308124,1.12e-18,0.0,0.0,0.030232652,0.03098374,0.0,0.0,0.007410164,0.0,0.0,0.0,0.0,0.0,0.010419333
480,480,9308129,0.000565844,0.00259276,0.001333609,0.023255897,0.021688611,1.2500000000000001e-37,0.00036622,0.002597511,0.000544021,0.002569677,0.002124252,0.00259276,0.009881423,0.072944999
487,487,9308139,1.12e-18,0.0,0.0,0.041085354,0.041828036,0.0,0.00626498,0.018206946,0.0,0.0,0.0,0.0,0.0,0.020842283
499,499,9308154,0.001521239,0.000683777,0.001587632,0.041085354,0.039504259,1.85e-37,0.001464881,0.006555995,0.000561018,0.000643691,0.000566467,0.000683777,0.013833992,0.864907006
505,505,2218,1.14e-18,0.0,0.016576978,0.0,0.0,7.64e-21,0.103807573,4.45e-21,0.000526578,0.0,0.04899091,0.0,0.005928854,0.45850558
517,517,9702006,0.094256398,0.007320735,0.059941019,0.027131862,0.019364833,9.77e-20,0.0,0.012728919,0.003566222,0.007251069,0.001274551,0.007320735,0.049407115,0.218832845
519,519,9702008,1.12e-18,0.0,0.0,0.041860547,0.042602629,0.0,0.00036622,0.010057193,0.0,0.0,0.0,0.0,0.0,0.177150672
523,523,9702012,0.069948562,0.024631224,0.083562959,0.020930318,0.007745926,2.27e-19,0.00073244,0.001640967,0.006720193,0.025009827,0.028417768,0.024631224,0.079051383,0.093786085
525,525,9702014,0.02466682,0.013650121,0.015991305,0.07751946,0.071262591,1.3e-30,0.065532084,0.02394757,0.002366831,0.014349484,0.001510579,0.013650121,0.039525692,0.093786085
526,526,9702015,0.059214586,0.026165528,0.06755484,0.051162881,0.041053444,2.17e-18,0.00109866,0.025237049,0.005283006,0.027522768,0.002124252,0.026165528,0.051383399,0.229253388
529,529,9702018,0.061489336,0.018886481,0.065928867,0.01627916,0.005422148,3.56e-20,0.008708628,0.002378991,0.006374365,0.018903664,0.033232738,0.018886481,0.053359684,0.020842283
534,534,9702024,0.008956828,0.013726379,0.066522814,0.007752019,0.000774503,2.3e-18,0.00091555,1.99e-05,0.003139544,0.013738867,0.036773158,0.013726379,0.041501976,0.010419333
548,548,9702038,0.059498929,0.008057893,0.047543462,0.033333424,0.020914018,1.18e-20,0.00036622,0.010248625,0.004015391,0.008217878,0.003304392,0.008057893,0.084980237,0.010419333
554,554,9702046,0.000708016,0.011845357,0.034754789,0.010852809,0.006196741,1.06e-20,0.003234945,0.001071989,0.002010715,0.012059672,0.018787826,0.011845357,0.0256917,0.145889043
555,555,9702047,0.024808992,0.010396461,0.008650888,0.006201633,0.002323778,9.93e-28,0.00091555,0.003121137,0.001194888,0.010609459,0.008260979,0.010396461,0.0256917,0.0
582,582,9702076,1.12e-18,0.0,0.0,0.050387688,0.051123166,0.0,0.00036622,0.062677906,0.0,0.0,0.0,0.0,0.0,0.041683369
583,583,9702077,0.109903835,0.010803169,0.110696669,0.030232652,0.010844314,3.52e-18,0.0,0.002444959,0.015412132,0.010762113,0.018551798,0.010803169,0.102766798,0.0
585,585,9702079,0.076324971,0.015404047,0.098103867,0.019379932,0.005422148,4.78e-18,0.001464881,0.00216047,0.01221975,0.015494389,0.022517068,0.015404047,0.07312253,0.229253388
592,592,9702086,0.083918371,0.004473783,0.072975133,0.030232652,0.00309837,8.5e-18,0.0,0.000659685,0.014579059,0.004401526,0.020770461,0.004473783,0.136363636,0.072944999
595,595,9702089,1.12e-18,0.0,0.0,0.015503967,0.016266463,0.0,0.070960532,0.000242022,0.0,0.0,0.0,0.0,0.0,0.010419333
599,599,9702093,1.12e-18,0.0,0.0,0.020155125,0.020914018,0.0,0.082586146,0.009191314,0.0,0.0,0.0,0.0,0.0,0.083365542
600,600,9702094,1.12e-18,0.0,0.0,0.032558231,0.033307518,0.0,0.0,0.010134417,0.0,0.0,0.0,0.0,0.0,0.052103912
604,604,9702098,0.217149767,0.000137264,0.050330731,0.026356669,0.000774503,7.44e-21,0.004712033,0.000956544,0.007263532,0.000120088,0.005381438,0.000137264,0.146245059,0.239673931
605,605,9702099,1.12e-18,0.0,0.0,0.015503967,0.016266463,0.0,0.00073244,0.01037413,0.0,0.0,0.0,0.0,0.0,0.218832845
607,607,9702101,1.12e-18,0.0,0.0,0.033333424,0.03408211,0.0,0.003540128,0.01931897,0.0,0.0,0.0,0.0,0.0,0.104206628
609,609,9702103,1.12e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.00036622,0.014651737,0.0,0.0,0.0,0.0,0.0,0.0
613,613,9702107,1.12e-18,0.0,0.0,0.018604739,0.019364833,0.0,0.00036622,0.003578793,0.0,0.0,0.0,0.0,0.0,0.114627171
614,614,9702108,0.118799529,0.004524621,0.057330537,0.023255897,0.007745926,6.62e-20,0.0098147,0.005843246,0.005530213,0.004579622,0.002690719,0.004524621,0.079051383,0.041683369
615,615,9702109,0.053812054,0.003863721,0.082020945,0.023255897,0.006971333,2.01e-17,0.004211532,0.003974605,0.013646848,0.003612813,0.018362976,0.003863721,0.081027668,0.177150672
616,616,9702110,1.12e-18,0.0,0.0,0.017054353,0.017815648,0.0,0.00073244,0.001030758,0.0,0.0,0.0,0.0,0.0,0.604393184
637,637,9702133,1.12e-18,0.0,0.0,0.035659003,0.036405888,0.0,0.001464881,0.013262563,0.0,0.0,0.0,0.0,0.0,0.041683369
640,640,9702136,1.12e-18,0.0,0.0,0.036434196,0.037180481,0.0,0.077986004,0.022814766,0.0,0.0,0.0,0.0,0.0,0.510608296
657,657,9702154,0.027723516,0.023614456,0.03913624,0.038759775,0.029434555,2.13e-21,0.001281771,0.008252128,0.002970209,0.024195672,0.014161678,0.023614456,0.053359684,0.917009964
658,658,9702155,1.12e-18,0.0,0.0,0.027907073,0.028659962,0.0,0.070772415,0.012777241,0.0,0.0,0.0,0.0,0.0,0.239673931
664,664,9702163,1.12e-18,0.0,0.0,0.031783038,0.032532925,0.0,0.081686942,0.020178828,0.0,0.0,0.0,0.0,0.0,0.0
665,665,9702164,0.076885839,0.017234231,0.094709686,0.021705511,0.008520519,1.46e-17,0.004858521,0.00462423,0.012074828,0.017580662,0.017088425,0.017234231,0.06916996,0.0
667,667,9702166,0.076462167,0.024224517,0.083890667,0.028682266,0.0123935,8.99e-19,0.001647991,0.007541194,0.008839569,0.024450095,0.011470959,0.024224517,0.075098814,0.010419333
668,668,9702167,0.15033254,0.000269444,0.094887798,0.026356669,0.000774503,1.19e-18,0.071703383,0.000507133,0.01034307,0.000208627,0.014114473,0.000269444,0.12055336,0.072944999
669,669,9702168,0.059285672,0.020691245,0.104864278,0.018604739,0.005422148,3.13e-18,0.003644762,0.00169869,0.009049167,0.021422456,0.009724352,0.020691245,0.071146245,0.375141235
674,674,9702173,0.035542969,0.010167688,0.069328838,0.015503967,0.003872963,8.79e-19,0.0,0.000766884,0.003845229,0.010355035,0.005050999,0.010167688,0.061264822,0.33345882
675,675,9702174,0.011515922,0.000627855,0.001778145,0.035659003,0.033307518,1.02e-38,0.003418055,0.005798016,0.000680024,0.000623338,0.000660878,0.000627855,0.015810277,0.156309586
680,680,9702180,0.060423047,0.032249873,0.07973271,0.048062109,0.037180481,1.02e-18,0.017594262,0.009517281,0.00427856,0.031721518,0.004201298,0.032249873,0.053359684,0.020842283
682,682,9702182,0.001563891,0.000235636,0.014924336,0.014728774,0.00309837,3.38e-22,0.0,5.48e-05,0.003763788,0.00023814,0.040400908,0.000235636,0.065217391,0.010419333
684,684,9702184,0.008601398,0.033253424,0.071477147,0.032558231,0.022463203,1.5e-18,0.030664134,0.00164509,0.003976685,0.033143237,0.046202475,0.033253424,0.04743083,0.343879363
687,687,9702187,1.12e-18,0.0,0.0,0.103100847,0.103795498,0.0,0.0,0.059558996,0.0,0.0,0.0,0.0,0.0,0.052103912
689,689,9702189,0.131245966,1.46e-05,0.055789447,0.019379932,0.000774503,1.48e-20,0.068147321,0.000956544,0.006282668,1.24e-05,0.005664671,1.46e-05,0.108695652,0.593972641
694,694,9702194,0.00318465,0.000564307,0.044259447,0.027907073,0.001549006,2.7e-19,0.001464881,2.02e-07,0.007964961,0.00056482,0.120752854,0.000564307,0.148221344,0.0
698,698,9702198,1.12e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.002746651,0.008715393,0.0,0.0,0.0,0.0,0.0,0.104206628
699,699,9702199,0.02239207,0.000287237,0.044651015,0.019379932,0.002323778,7.48e-20,0.0,6.72e-05,0.007621179,0.000290043,0.068295637,0.000287237,0.086956522,0.052103912
701,701,9702201,1.12e-18,0.0,0.0,0.03488381,0.035631296,0.0,0.0,0.013189668,0.0,0.0,0.0,0.0,0.0,0.052103912
702,702,9702202,1.12e-18,0.0,0.0,0.036434196,0.037180481,0.0,0.0,0.013265696,0.0,0.0,0.0,0.0,0.0,0.104206628
703,703,9702203,1.12e-18,0.0,0.0,0.026356669,0.027110759,0.0,0.0,0.016023965,0.0,0.0,0.0,0.0,0.0,0.020842283
715,715,9309013,1.12e-18,0.0,0.0,0.020930318,0.021688611,0.0,0.001281771,0.000155026,0.0,0.0,0.0,0.0,0.0,0.020842283
724,724,9309023,1.12e-18,0.0,0.0,0.037209389,0.037955073,0.0,0.00036622,0.004564487,0.0,0.0,0.0,0.0,0.0,0.052103912
736,736,9309039,1.12e-18,0.0,0.0,0.049612495,0.050348573,0.0,0.001525917,0.012594425,0.0,0.0,0.0,0.0,0.0,0.395982321
741,741,9309044,0.003056695,0.005948098,0.003879594,0.027907073,0.023237796,6.34e-22,0.00036622,0.001777028,0.001301945,0.005978952,0.00160499,0.005948098,0.023715415,1.208785401
750,750,9309055,1.12e-18,0.0,0.0,0.028682266,0.029434555,0.0,0.00036622,0.000166158,0.0,0.0,0.0,0.0,0.0,0.125047956
761,761,9309067,0.003163324,0.041210911,0.008915433,0.010077616,0.001549006,3.95e-34,0.0,7.01e-05,0.002429954,0.04136544,0.033279944,0.041210911,0.041501976,0.270935561
769,769,9309075,0.001627868,0.007930797,0.002469653,0.051938074,0.04957398,3.02e-36,0.00036622,0.005549562,0.000787129,0.008752167,0.000566467,0.007930797,0.015810277,0.573131555
783,783,9309097,1.12e-18,0.0,0.0,0.058139618,0.058869092,0.0,0.00036622,0.008547173,0.0,0.0,0.0,0.0,0.0,0.0
789,789,9309103,0.002495116,0.0,0.005976546,0.007752019,0.000774503,2.38e-25,0.00109866,5.77e-06,0.00221764,0.0,0.055891423,0.0,0.035573123,0.031262826
792,792,9309106,1.12e-18,0.0,0.0,0.025581476,0.026336166,0.0,0.006530926,0.002902616,0.0,0.0,0.0,0.0,0.0,0.062524455
795,795,9309110,0.003682252,0.005160102,0.003600749,0.036434196,0.03098374,1.39e-37,0.00073244,0.002168716,0.001394051,0.005088469,0.004814971,0.005160102,0.031620553,0.291776647
803,803,9309119,0.00333393,0.01042188,0.004677295,0.020155125,0.013942685,1.0600000000000001e-21,0.0,0.000279129,0.001806152,0.010456805,0.002973952,0.01042188,0.037549407,0.072944999
808,808,9309125,8.25e-05,0.040642791,0.006916462,0.011628002,0.002323778,4.74e-33,0.002746651,0.000206976,0.003086338,0.039716013,0.029597907,0.040642791,0.053359684,0.437664494
819,819,9309137,1.12e-18,0.0,0.0,0.018604739,0.019364833,0.0,0.00036622,6.27e-06,0.0,0.0,0.0,0.0,0.0,0.427243951
822,822,9309140,1.12e-18,0.0,0.0,0.084496197,0.085205258,0.0,0.003704927,0.015441298,0.0,0.0,0.0,0.0,0.0,0.427243951
824,824,9309142,1.12e-18,0.0,0.0,0.019379932,0.020139426,0.0,0.0,2.42e-05,0.0,0.0,0.0,0.0,0.0,0.041683369
827,827,9309145,1.12e-18,0.0,0.0,0.081395425,0.082106888,0.0,0.00054933,0.031945142,0.0,0.0,0.0,0.0,0.0,0.020842283
836,836,9309154,1.12e-18,0.0,0.0,0.01627916,0.017041055,0.0,0.003387536,0.000820484,0.0,0.0,0.0,0.0,0.0,0.145889043
844,844,3069,1.11e-18,0.0,0.147488954,0.000775103,0.0,1.29e-14,0.018867895,4.45e-21,0.001243135,0.0,0.047779614,0.0,0.009881423,0.354299906
851,851,3106,1.45e-18,0.0,0.115927261,0.000775103,0.0,7.19e-16,0.00073244,4.45e-21,0.001443367,0.0,0.046098623,0.0,0.007905138,0.052103912
872,872,3190,7.24e-19,0.0,0.027148348,0.003876054,0.0,1.3e-20,0.00073244,4.45e-21,0.001498374,0.0,0.041906766,0.0,0.027667984,0.031262826
891,891,3268,1.03e-18,0.0,0.017704306,0.000775103,0.0,3.1200000000000004e-21,0.00073244,4.45e-21,0.000617302,0.0,0.061570256,0.0,0.003952569,0.010419333
909,909,9703007,0.061204992,0.004448364,0.085568007,0.036434196,0.009295111,4.13e-19,0.007642666,0.002292407,0.014399891,0.004401526,0.02421647,0.004448364,0.124505929,0.0
911,911,9703009,0.150599112,0.003075726,0.057129544,0.022480704,0.003872963,2.4e-19,0.077582035,0.001389462,0.006525576,0.003078524,0.010998903,0.003075726,0.108695652,0.0
914,914,9703012,0.019264289,0.013294252,0.082443555,0.010852809,0.004647556,8.79e-18,0.00036622,0.002362498,0.006975858,0.013280905,0.020298405,0.013294252,0.031620553,0.0
915,915,9703014,0.000895683,0.028763881,0.018316207,0.006201633,0.000774503,1.28e-20,0.00036622,0.000266348,0.001757157,0.028924387,0.027332039,0.028763881,0.033596838,0.010419333
917,917,9703016,0.15066309,0.018149323,0.086459728,0.021705511,0.00309837,3.38e-19,0.00073244,0.001175065,0.006284262,0.018674683,0.004106887,0.018149323,0.096837945,0.062524455
927,927,9703028,1.12e-18,0.0,0.0,0.014728774,0.01549187,0.0,0.007000909,0.005412678,0.0,0.0,0.0,0.0,0.0,0.010419333
929,929,9703030,1.12e-18,0.0,0.0,0.178294639,0.178931053,0.0,0.024245822,0.096403622,0.0,0.0,0.0,0.0,0.0,0.0
930,930,9703031,1.12e-18,0.0,0.0,0.024806283,0.025561574,0.0,0.01178139,0.018626135,0.0,0.0,0.0,0.0,0.0,0.083365542
937,937,9703038,1.12e-18,0.0,0.0,0.020155125,0.020914018,0.0,0.001342807,0.00760877,0.0,0.0,0.0,0.0,0.0,0.0
938,938,9703039,0.125623068,0.000917634,0.053473773,0.017829546,0.004647556,2.65e-20,0.011713377,0.003422118,0.004458334,0.000857407,0.002124252,0.000917634,0.057312253,0.0
939,939,9703040,1.12e-18,0.0,0.0,0.041860547,0.042602629,0.0,0.031585894,0.049077337,0.0,0.0,0.0,0.0,0.0,0.020842283
940,940,9703041,0.11173572,0.000948137,0.05778654,0.018604739,0.004647556,5.48e-19,0.027884322,0.003319042,0.003779998,0.000961721,0.003304392,0.000948137,0.075098814,0.010419333
950,950,9703051,0.027083742,0.003304499,0.069658619,0.03488381,0.029434555,8.79e-19,0.005645894,0.008956879,0.002024591,0.003332947,0.000991317,0.003304499,0.027667984,0.0
951,951,9703052,0.106300489,0.074880701,0.091938051,0.037209389,0.023237796,3.34e-19,0.086712041,0.01312106,0.006367051,0.0746682,0.002879541,0.074880701,0.07312253,0.010419333
955,955,9703056,0.096931362,0.012684191,0.010369864,0.024806283,0.019364833,1.9000000000000003e-21,0.0,0.008418617,0.001543829,0.013001039,0.000708084,0.012684191,0.023715415,0.218832845
958,958,9703059,1.12e-18,0.0,0.0,0.027907073,0.028659962,0.0,0.0,0.008366955,0.0,0.0,0.0,0.0,0.0,0.1354685
970,970,9703072,0.092042782,0.025885154,0.083760729,0.048837302,0.021688611,1.07e-18,0.001586954,0.005371818,0.012370374,0.026130054,0.014020061,0.025885154,0.136363636,0.020842283
971,971,9703073,0.128322912,0.00038383,0.038127074,0.013178388,0.001549006,2.42e-21,0.004150495,0.000279954,0.003058789,0.000447785,0.001321757,0.00038383,0.057312253,0.010419333
