Id,eigenvector centrality
1077,0.0023516104049143985
1080,1.371095791114084e-05
1081,3.690335081832019e-29
1082,0.0016196525895997484
1083,0.00026930221415135265
1084,1.1240051125445412e-05
1085,0.0014943914782729695
1086,3.094922708142769e-27
1087,1.3492392268688642e-34
1088,4.507255056707156e-18
1089,0.00024461659196197495
1090,2.3649419431634507e-31
1091,6.860538441706093e-35
1092,0.0008899167778796197
1093,0.0004174328065554675
1094,4.497951434350412e-19
1095,2.2868461472353643e-36
1096,1.3492392268688642e-34
1097,8.361640992465181e-27
1098,0.0007846894681285835
1100,5.881887422470486e-08
1101,0.00016323754501632048
1102,6.860538441706093e-35
1103,0.0027041218413050715
1105,3.5415411383335904e-05
1106,1.1379929850279508e-06
1107,0.0010291067687144483
1108,1.4501897631924235e-30
1109,0.0017213389858203461
1110,8.282599884126022e-22
1111,0.00013523484341539858
1112,4.329681327694794e-15
1113,2.2868461472353643e-36
1114,0.0002489255855200565
1115,2.2868461472353643e-36
1116,6.860538441706093e-35
1117,6.373440212344957e-32
1118,0.00020091860661667984
1119,2.2868461472353643e-36
1121,4.3132289867303926e-07
1122,0.004405550487801842
1123,0.00010354342407007531
1124,7.26527588096697e-19
1125,0.0002296605808595252
1126,0.0004810595964321071
1127,0.0008797786705863175
1128,1.22778801759728e-08
1129,5.09129705143598e-31
1130,7.691727810955818e-05
1131,0.0017278580468170544
1132,7.617367581677426e-05
1133,0.0002674608252506363
1134,0.00020791112156749822
1135,8.379937078670271e-05
1136,7.780896054586425e-15
1137,6.121417587985508e-22
1138,0.0028826464960672346
1140,1.716546418558697e-06
1141,5.277000495716782e-06
1142,5.3815174815511485e-05
1143,5.120763543116384e-05
1144,0.00028785799402820765
1145,0.00040642999009974165
1146,1.0633834584644448e-33
1148,2.1032113993745183e-19
1149,0.00021966909126387694
1150,4.6811457079768365e-05
1151,9.233140408547298e-06
1152,4.976593391739208e-26
1154,6.860538441706093e-35
1155,6.860538441706093e-35
1156,1.1409075428557236e-32
1157,0.00020014410353655802
1158,9.259270129719767e-20
1159,0.0015820806898864106
1160,2.2868461472353643e-36
1161,3.3018008501041e-05
1162,2.2868461472353643e-36
1163,1.3572466832804077e-07
1164,2.650727213358647e-08
1165,0.0001547450468609645
1166,0.00111171390974756
1167,0.00010662305404152176
1168,2.552956788433888e-07
1169,4.188726886306333e-05
1170,0.00016646432034266002
1171,3.0652657072928103e-31
1172,1.3328248394452495e-08
1173,6.573832486948271e-07
1174,1.1297019967342705e-33
1175,1.8772403889576564e-07
1176,2.6008882186521277e-16
1177,0.0030247790782240375
1178,0.0031753224055088504
1179,0.002096184522608287
1180,0.00010069588334395531
1181,2.2868461472353643e-36
1182,3.843553063323894e-05
1183,0.0005891788101973686
1184,2.817835580198494e-08
1185,1.3328248394452495e-08
1186,0.00025208874614267946
1187,1.7485784790186642e-23
1188,9.25235457438758e-22
1189,1.5590795458925808e-05
1190,2.8103967332311192e-05
1191,1.0633834584644448e-33
1192,0.003943310279451766
1193,0.0020132471671402475
1194,5.528339696953816e-05
1195,1.034797881624002e-32
1196,1.8937788326786368e-11
1197,0.001636718632029734
1198,4.130169654090058e-06
1199,0.00016941249364881824
1200,0.0002980628667326193
1201,0.00044531445829534486
1202,8.237701748188343e-15
1203,2.999121090172416e-05
1204,0.0009818965563236585
1205,0.0001082406757632042
1206,0.0017095854411009975
1207,0.000219915055592766
1208,4.099024556463328e-05
1209,0.0023383642994827497
1210,1.0633834584644448e-33
1211,0.0012514116231605848
1212,0.0006297191465657685
1213,0.002040823724615516
1214,7.656994322424543e-07
1215,0.00016081263317624627
1216,0.00026012138439248256
1217,6.387572318901228e-12
1218,5.298277757387788e-05
1219,1.3588221871584888e-12
1221,1.3356782292157597e-31
1222,5.429521596612091e-31
9701002,1.0633834584644448e-33
9701003,6.860538441706093e-35
9701004,6.860538441706093e-35
9701005,6.860538441706093e-35
9701007,6.860538441706093e-35
9701008,5.762599517707264e-18
9701009,1.222458656523799e-18
9701010,1.1297019967342705e-33
9701011,9.998274730159655e-17
9701012,6.860538441706093e-35
9701013,9.371038142141076e-32
9701014,9.3913123542597e-18
9701015,7.655746151833718e-17
9701016,6.860538441706093e-35
9701017,6.860538441706093e-35
9701018,2.0627352248062976e-32
9701019,1.1391359109981888e-16
9701020,2.815941449600312e-19
9701021,2.2868461472353643e-36
9701022,6.860538441706093e-35
9701023,1.333050672075274e-16
9701024,2.605856611082403e-30
9701025,2.4837666562448645e-17
9701026,6.860538441706093e-35
9701027,2.2868461472353643e-36
9701028,2.2868461472353643e-36
9701029,6.860538441706093e-35
9701032,2.2868461472353643e-36
9701033,2.2868461472353643e-36
9701034,6.860538441706093e-35
9701035,2.1032072394867432e-19
9701037,4.7446928760921185e-17
9701039,2.2868461472353643e-36
9701040,2.2868461472353643e-36
9701041,1.3492392268688642e-34
9701042,3.862644438758899e-17
9701043,2.7122608753428732e-19
9701044,2.2868461472353643e-36
9701045,7.079239247098585e-18
9701047,7.604958260639311e-19
9701048,7.76781138486057e-18
9701049,2.2868461472353643e-36
9701050,2.2868461472353643e-36
9701051,2.2868461472353643e-36
9701052,9.970649201946189e-34
9701053,5.072787463955333e-17
9701054,4.130635679913515e-17
9701055,1.3054837039465938e-18
9701057,3.73489777585923e-18
9701058,2.2868461472353643e-36
9701059,1.2602575891348308e-19
9701060,4.935471966619962e-19
9701061,6.860538441706093e-35
9701062,2.566728673503205e-30
9701063,2.2868461472353643e-36
9701064,4.717260495594163e-31
9701065,2.012424609567121e-34
9701066,1.0633834584644448e-33
9701067,7.290595489136262e-20
9701069,2.1950789319292764e-17
9701071,1.034797881624002e-32
9701072,2.2868461472353643e-36
9701073,2.832297113038728e-19
9701074,2.2868461472353643e-36
9701075,3.952895955954882e-18
9701076,6.860538441706093e-35
9701077,4.574678281962409e-18
9701078,7.241586648436355e-19
9701079,2.2868461472353643e-36
9701080,1.3492392268688642e-34
9701081,2.10321855068729e-19
9701082,8.559460905081172e-18
9701083,2.2868461472353643e-36
9701084,1.0633834584644448e-33
9701085,1.0633834584644448e-33
9701087,6.860538441706093e-35
9701088,5.3740409841656067e-17
9701090,6.860538441706093e-35
9701091,2.012424609567121e-34
9701092,2.4349883038811825e-17
9701093,6.266104913220252e-17
9701094,8.510949676134522e-17
9701095,7.901798480201835e-18
9701096,2.1032069885788574e-19
9701097,2.155581178384054e-32
9701099,2.2628113942279196e-31
9701100,1.0633834584644448e-33
9701101,1.0155380633719857e-30
9701102,2.2868461472353643e-36
9701103,1.0633834584644448e-33
9701104,1.9698892712285417e-32
9701105,5.814169118577076e-31
9701106,4.58312318630152e-18
9701107,7.401377555527256e-32
9701108,1.034797881624002e-32
9701109,8.223727430073094e-32
9701111,2.2868461472353643e-36
9701112,2.2868461472353643e-36
9701113,6.860538441706093e-35
9701115,1.1280394226111591e-17
9701116,4.102423256439945e-18
9701117,3.896348034872982e-17
9701118,6.860538441706093e-35
9701119,5.401654423892635e-19
9701120,6.716367356771675e-19
9701121,2.426743586398551e-17
9701122,2.2868461472353643e-36
9701123,1.812315364503193e-17
9701124,2.2868461472353643e-36
9701125,3.3968256810784966e-17
9701126,2.1782688875369303e-28
9701127,5.2057093696711104e-17
9701128,7.779237385926946e-18
9701129,1.6243897770229588e-16
9701130,2.2868461472353643e-36
9701131,2.2868461472353643e-36
9701132,1.5255550648207115e-32
9701133,6.860538441706093e-35
9701134,8.31657338365085e-32
9701135,6.860538441706093e-35
9701136,2.2868461472353643e-36
9701137,2.6288168247250703e-17
9701138,2.929393931032594e-22
9701139,5.981009159978117e-17
9701140,2.929393931031931e-22
9701141,2.2868461472353643e-36
9701142,3.45921372680729e-17
9701143,2.3486640652062975e-17
9701144,1.3274722758422163e-17
9701145,9.994432401877437e-32
9701146,1.1297019967342705e-33
9701147,1.664619495041341e-16
9701148,7.26787147745165e-31
9701149,8.185384383972028e-17
9701150,5.589564609281716e-17
9701151,1.8923412796908708e-16
9701152,3.1443918729034865e-17
9701153,6.662454948012109e-19
9701154,2.879428234598463e-17
9701155,4.475024668653363e-19
9701156,2.092816399027032e-30
9701157,6.860538441706093e-35
9701158,2.617130762588273e-30
9701160,6.860538441706093e-35
9701161,6.307579043304579e-31
9701162,2.7221466510821425e-16
9701163,4.53310351991533e-17
9701165,2.4455509195544825e-16
9701166,8.408410977648666e-17
9701168,1.0945873299975134e-16
9701169,7.172657343613781e-17
9701170,2.3095605503223967e-18
9701171,1.7709336564190646e-32
9701172,6.860538441706093e-35
9701173,3.478322809336379e-18
9701174,1.8457743366123266e-19
9701175,1.3071193479879287e-16
9701176,2.0627352248062976e-32
9701177,2.8324198565837496e-19
9701178,9.264928480909355e-32
9701179,6.120730865343082e-19
9701180,2.2868461472353643e-36
9701181,1.3492392268688642e-34
9701182,2.2868461472353643e-36
9701185,1.3241216230053198e-16
9701186,8.699178845384323e-17
9701187,3.1222291512143445e-17
9701188,1.1980065236874814e-16
9701189,6.860538441706093e-35
9701190,2.3933925784772588e-17
9701191,1.2921073321683597e-18
2001,1.9838988786724372e-05
2002,0.0007299275225777433
2003,1.557555286012742e-06
2004,8.569318081045197e-06
2006,0.0016712492988753954
2007,9.029028195273325e-05
2008,0.002712788304808016
2009,6.514375040900156e-05
2010,1.0650696988948261e-05
2011,0.0018892270825013049
2012,8.187140198804693e-06
2013,4.313228981860447e-07
2014,2.80486279720758e-27
2015,9.970649201946189e-34
2016,0.0005029643210941744
2017,2.6865535775354325e-14
2019,6.265588119700877e-09
2020,7.4140901111088e-05
2021,0.0014946577246934484
2022,6.860538441706093e-35
2023,4.2618164273829997e-05
2024,7.300367561203872e-31
2025,0.0026391442564137587
2026,6.860538441706093e-35
2027,2.7986516247189646e-05
2028,0.0040223367288748
2029,0.0003822638789014954
2030,0.0007698638654250717
2031,0.0005710877926332006
2032,0.00016054849725553706
2033,0.0001543425481433285
2034,0.00025298778320402473
2035,7.296400032827533e-05
2037,2.5862552732171143e-05
2038,1.8951834820923608e-06
2039,0.0028366249839313087
2040,0.007025392352818745
2041,5.71425814753648e-18
2042,0.001519630543508026
2043,1.4642149869266644e-13
2044,0.00015912467122310172
2045,3.4548634884117357e-16
2046,4.342720447042762e-05
2047,0.00014571397961184832
9308155,6.860538441706093e-35
2049,2.7424348973733173e-18
2050,2.5060270531711854e-19
2051,7.884633883361032e-31
2052,0.0021998485004876087
2053,0.0004809045928313204
2054,0.0034217641774907876
2055,9.158818819677632e-32
2056,0.002625480042055142
2057,0.002398651943589965
2058,5.168226555828976e-31
2059,7.797619428990474e-18
2060,1.7747658874471418e-12
2061,0.001025667721501269
2062,8.30175690746291e-30
2063,9.353200742192636e-33
2064,6.860538441706093e-35
2065,2.0183006818324624e-17
2066,0.0009251177427866713
2067,0.0006218963801331037
2068,2.1622130322110364e-32
2069,3.231356797508943e-05
2070,1.1323085840448675e-05
2071,2.1619182564506676e-16
2072,6.038510900299874e-05
2073,6.167196825368586e-05
2074,2.5584877891212783e-05
2075,7.731199166949657e-05
2076,0.0031615293797898794
2077,5.370724259247506e-05
2078,0.00014437842480778288
2079,2.2868461472353643e-36
2080,3.575414764748527e-18
2081,4.6772694977268536e-15
2082,1.18864288213195e-05
2083,7.394745701700272e-32
2084,0.00041431538724982656
2085,0.00010730423600871762
2086,0.0006528982078312438
2087,0.00031018934558468657
2088,9.994054550089986e-06
2089,1.0222739562591929e-14
2090,0.00013669232873678914
2091,0.0015782474130608042
2092,0.000641081044258217
2093,1.58031683796065e-06
2094,3.467550356130219e-05
2095,2.2868461472353643e-36
2096,2.750948994085945e-07
2097,2.384719087376771e-05
2098,5.1552847855796635e-05
2099,0.0027874942825710874
2100,0.0022406395602278914
2101,5.858935634779015e-05
2102,0.000521287669627704
2103,0.0006373019622718019
2104,0.000621149329954194
2105,1.2008177684672948e-06
2106,2.5779786891635653e-06
2107,7.965403180302403e-07
2108,2.2159731305060623e-14
2110,1.529490314731359e-05
2111,0.0021434378401442534
2112,1.716618439459218e-14
2113,1.0633834584644448e-33
2114,4.559070200205303e-30
2115,3.22254968875681e-19
2116,0.005615168586606892
2117,0.00021851950966476514
2118,0.002514240577625808
2119,0.00024583460110695507
2120,2.0195844277405256e-12
2121,0.002236725697615053
2122,4.9804656214201685e-26
2123,6.860538441706093e-35
2125,0.0038192378904813398
2126,0.0018521241068118412
2127,3.180572130077161e-05
2128,0.0005603513905998452
2129,9.098457992693897e-05
2130,0.008915541909773138
2131,1.6506097912308327e-06
2132,0.0029628792137010346
2133,1.8127657659741474e-06
2134,0.0004876845561581297
2135,0.0016852839150524465
2136,3.68337864449713e-27
2138,0.00014968812430559192
2139,6.860538441706093e-35
2140,6.919441431219534e-05
2141,0.0005343897251695705
2142,1.1298030391413023e-19
2143,0.00012175821019701613
2144,6.221077600462676e-06
2145,0.000843174785533429
2146,0.00011165941827026945
2147,0.00290722259950338
2148,2.5181835034896928e-30
2149,0.00011923557179384204
2150,1.3641747887903444e-05
2151,1.3492392268688642e-34
2152,0.003143116586051783
2153,2.092816399027032e-30
2154,0.005179365106155287
2155,1.60367197765834e-14
2156,0.00030937629798758793
2157,0.00023805528357380632
2158,8.964500838133397e-05
2159,0.003948534168052499
2160,0.007410939906857346
2161,0.0008449607062602425
2162,2.058161532511827e-33
2164,0.0012251455203767048
2165,0.00019887477672810458
2166,0.0003256315633233114
2167,2.772443060111585e-07
2168,7.09042084198173e-17
2169,3.0419215439490224e-05
2170,0.004131925302076248
2171,0.00024222000951478837
2172,0.004232532488546207
2173,1.6553335836763182e-31
2174,0.0027355702320223593
2175,0.0004575370236302151
2176,0.000659489168359065
2177,1.8634562681975088e-05
2179,2.2868461472353643e-36
2180,0.00026025135931979476
2181,1.4382237203876126e-15
2182,1.6163156842929797e-15
2183,5.8103925493483095e-05
2184,0.0023104243688776976
2185,1.3237802507687718e-08
2186,0.0002408055491715428
2187,0.001368006362019662
2188,0.0017399041264306008
2189,0.0024367178976065543
2190,0.000265799324456511
2191,0.0002329693718991042
2192,0.0020175599962756917
2193,9.495041593816199e-06
2194,0.0002918889349513412
2195,6.860538441706093e-35
2196,5.771108544287762e-07
2197,1.3492392268688642e-34
2198,0.00337718826501711
2199,0.0034833053366469247
2200,0.00012011730691394177
2201,1.755851906078048e-30
2202,0.0007148110499618245
2203,1.6740756814569536e-26
2204,5.4734037963307915e-06
2205,0.00032885610773405354
2206,5.5973532353576916e-30
2207,1.0248210107947902e-19
2208,4.963282079723736e-28
2209,5.1536409347957416e-05
2210,3.4120128124674985e-05
2211,7.896332080357306e-05
2212,6.833933626930751e-05
2213,1.2275037046484966e-08
2214,2.8587297257782346e-05
2215,1.1116453156998808e-05
2216,0.00046691709480167016
2217,5.6729748497911545e-06
2218,5.083175806874992e-06
2219,2.298741758932075e-06
2220,8.311339305941465e-05
2221,1.1177739829519187e-17
2222,0.00023494981054763504
2223,6.977070359237604e-05
2224,6.860538441706093e-35
2225,9.550043703356181e-26
2226,0.004732051945545466
2227,1.9189778562517783e-06
2228,0.0034697620095139265
2229,1.3871918757203615e-17
2230,0.0030065195112247626
2231,1.7760133596385237e-07
2232,1.6631276083243705e-18
2233,9.353200742192636e-33
2234,2.598050862779193e-08
2235,0.002713333370964547
2236,3.731921983355016e-05
2237,9.727386680704312e-05
2238,2.2868461472353643e-36
2239,3.5594297764304875e-18
2240,1.1421793327901665e-16
2241,6.627000119407632e-08
2242,0.00023712037674884786
2243,5.514280812930309e-14
2244,0.0021653692726239355
2245,1.1526323174045312e-07
2246,3.617097794720451e-16
2247,6.269988278012108e-17
2248,2.135166542457802e-19
2249,0.0009306762131329821
2250,0.003590281334752093
2251,7.784583307339981e-14
2252,9.440523701895701e-07
2254,2.3711846883885922e-05
2255,0.0028893423048773556
2256,0.00026167143035892633
2258,0.0014960656438591797
2259,2.7922391457743786e-32
9702002,2.2868461472353643e-36
9702003,2.2868461472353643e-36
9702005,6.07811690089098e-31
9702006,6.12746798596367e-17
9702007,1.0633834584644448e-33
9702008,1.1364550909006445e-16
9702009,1.3492392268688642e-34
9702010,2.181653817772385e-17
9702012,3.0472575942903084e-17
9702014,5.738774853860431e-17
9702015,1.243914669858551e-17
9702016,2.2868461472353643e-36
9702017,1.1297019967342705e-33
9702018,1.472022651076798e-17
9702019,9.970649201946189e-34
9702020,6.860538441706093e-35
9702021,2.2868461472353643e-36
9702022,2.2868461472353643e-36
9702023,2.2868461472353643e-36
9702024,1.0822555939857787e-17
9702025,2.2868461472353643e-36
9702026,1.0281660277970197e-32
9702027,2.2868461472353643e-36
9702028,2.2868461472353643e-36
9702029,2.2868461472353643e-36
9702030,1.803517179546969e-16
9702031,4.527719263610927e-17
9702032,2.058161532511827e-33
9702033,2.2868461472353643e-36
9702034,2.2868461472353643e-36
9702035,1.49482671314031e-29
9702036,1.8847157298661007e-20
9702037,2.335668433228262e-17
9702038,5.800423460387631e-17
9702039,6.285376108855052e-19
9702042,6.860538441706093e-35
9702043,2.3537975056634057e-17
9702044,2.2868461472353643e-36
9702045,2.0508035975376844e-17
9702046,1.2610064897693318e-18
9702047,1.5717722254563383e-31
9702048,2.2868461472353643e-36
9702049,3.18557668309886e-33
9702050,4.1379180179413145e-18
9702051,6.860538441706093e-35
9702052,1.314725963270309e-16
9702053,9.970649201946189e-34
9702054,2.696354357059537e-18
9702056,7.394745701700272e-32
9702057,6.860538441706093e-35
9702058,1.0395988188571307e-18
9702059,4.747725638734562e-17
9702060,6.860538441706093e-35
9702061,3.680620463969019e-16
9702062,2.2868461472353643e-36
9702064,2.2868461472353643e-36
9702065,7.79342983362593e-19
9702066,2.2868461472353643e-36
9702067,4.474297648716131e-18
9702068,1.0633834584644448e-33
9702070,1.2582639134395473e-30
9702072,2.0581615325118277e-33
9702073,2.2868461472353643e-36
9702074,3.650809526511701e-19
9702075,1.1860654805066646e-17
9702076,1.827210302063689e-17
9702077,7.19955921258945e-17
9702079,1.0258150539717078e-16
9702080,2.012424609567121e-34
9702081,6.860538441706093e-35
9702082,1.9918429942420012e-33
9702083,2.4396636461828543e-17
9702084,3.227661341519322e-20
9702085,6.860538441706093e-35
9702086,1.6221407764698604e-17
9702087,3.962261299466838e-22
9702088,3.9262861501883953e-32
9702089,9.072604719926857e-32
9702092,2.2868461472353643e-36
9702093,1.1417365561498484e-16
9702094,4.5681121010846696e-17
9702095,2.2868461472353643e-36
9702096,2.2868461472353643e-36
9702097,2.2868461472353643e-36
9702098,2.9656995517829354e-17
9702099,1.0247511361944675e-16
9702100,2.2868461472353643e-36
9702101,1.5287120301651183e-17
9702102,6.860538441706093e-35
9702103,7.136384202032145e-17
9702104,2.2868461472353643e-36
9702105,2.4903835359569772e-17
9702106,3.2536746252092905e-17
9702107,3.5291658799972273e-17
9702108,1.5406149804801465e-16
9702109,5.244027829508025e-17
9702110,1.589567001397253e-17
9702111,1.064294030589817e-16
9702112,1.0633834584644448e-33
9702114,1.3492392268688642e-34
9702115,2.974903954684797e-29
9702116,3.5191164359059313e-17
9702117,2.2868461472353643e-36
9702118,2.2868461472353643e-36
9702119,6.860538441706093e-35
9702120,6.860538441706093e-35
9702121,2.2868461472353643e-36
9702123,9.41097445697314e-17
9702125,6.860538441706093e-35
9702126,2.2868461472353643e-36
9702127,1.2623390732739214e-33
9702130,2.2868461472353643e-36
9702132,8.182801079587993e-19
9702133,1.2915902321022234e-16
9702134,1.9255244559721754e-33
9702135,2.2868461472353643e-36
9702136,2.7070720107509477e-16
9702137,2.2868461472353643e-36
9702138,6.320523523390567e-19
9702139,2.2868461472353643e-36
9702140,6.860538441706093e-35
9702141,2.2868461472353643e-36
9702142,4.018389476465691e-18
9702143,2.1602335206997907e-19
9702144,3.762991727442603e-18
9702145,2.2868461472353643e-36
9702146,6.860538441706093e-35
9702147,2.2868461472353643e-36
9702148,2.2868461472353643e-36
9702150,1.449746115039859e-31
9702152,4.941557212978966e-18
9702153,1.4859643604045467e-16
9702154,8.369744887024069e-17
9702155,1.2973170604063088e-17
9702156,6.860538441706093e-35
9702158,1.0633834584644448e-33
9702159,3.0734986905414902e-18
9702161,1.0792130497193451e-17
9702162,6.860538441706093e-35
9702163,3.0734873993162837e-16
9702164,9.530128341770792e-17
9702165,2.247146599184523e-16
9702166,2.479533207925884e-17
9702167,5.942006660213712e-17
9702168,3.551020100817673e-17
9702169,5.401654423892635e-19
9702170,2.2868461472353643e-36
9702171,1.1409075428557235e-32
9702172,6.860538441706093e-35
9702173,1.7394428914046225e-16
9702174,1.9255244559721754e-33
9702176,2.2868461472353643e-36
9702177,6.860538441706093e-35
9702178,2.2868461472353643e-36
9702179,1.737927171968789e-18
9702180,1.8385358248900364e-16
9702181,1.1297019967342705e-33
9702182,2.190798609051479e-33
9702184,1.5162090867553678e-17
9702186,6.860538441706093e-35
9702187,1.2625458484900487e-16
9702188,2.2868461472353643e-36
9702189,1.0383889954746463e-16
9702190,1.0633834584644448e-33
9702191,2.2868461472353643e-36
9702192,1.9918429942420012e-33
9702194,2.714587207881755e-21
9702195,1.1297019967342705e-33
9702196,1.1297019967342704e-33
9702197,6.069329123791408e-18
9702198,6.049742115856769e-17
9702199,1.8749230426102347e-16
9702200,8.864799956483524e-19
9702201,1.0355877193947935e-16
9702202,1.6453952022724168e-16
9702203,1.8055290347354573e-17
9702204,2.2868461472353643e-36
9702205,1.4290636669329652e-16
9309068,6.860538441706093e-35
9309100,6.860538441706093e-35
209007,8.003544054810273e-07
9309107,6.860538441706093e-35
3001,2.623618556193378e-13
3002,0.000873380301079424
3003,2.3104610385116755e-16
3004,0.00015340899614012075
3005,2.511330284197643e-05
3006,1.8958756707862417e-05
3007,0.0009645439788799168
3008,2.2868461472353643e-36
3009,1.853622235951301e-21
3010,1.3492392268688642e-34
3011,2.2868461472353643e-36
3012,7.068208569622141e-05
9309124,6.860538441706093e-35
3013,2.2868461472353643e-36
3015,1.034797881624002e-32
3016,6.860538441706093e-35
3017,0.002512908314755871
3018,3.2219434381071434e-05
3019,0.001862522917875799
3020,0.006327560328188218
3021,7.116511991504585e-30
3022,0.00012753478662152565
3023,7.448374027510006e-07
3024,0.00024840569617456975
3025,0.0008996705915604518
3026,0.0013594971620112055
3027,2.058161532511827e-33
3028,1.798023571637983e-08
3029,3.5116199737883903e-19
3030,2.6808375659089944e-25
3031,8.905827294667462e-05
3032,0.004473211112797812
3033,0.0009027364783748759
3034,9.059341012272896e-32
3035,0.000247984915604325
3036,0.00012502727948460963
3037,0.00027927792319911517
3038,0.0027995995423882674
3039,6.356767157785018e-18
3040,9.010148047351253e-28
3041,0.0005501518055041317
3042,0.004307725407704724
3043,1.201102047906001e-13
3044,4.272395745859505e-06
3045,0.0011383914298556347
3046,0.00017078229602159061
3047,5.4012711766782636e-05
3048,4.632687172855847e-05
3049,2.1217022952517058e-26
3050,0.004621114193459524
3051,0.0029239126148612278
3052,0.0020213989563448776
3053,0.0008906509791792193
3054,0.0011336477025987303
3055,0.0031005210433463952
3056,0.0016365102410069521
3057,0.00010807415612978633
3058,2.5673640134546348e-06
3059,0.0027703861016768945
3060,1.1116453422050249e-05
3061,0.0009866240399237544
3062,6.596379958979068e-16
3063,0.0003605979091062988
3064,1.3123985572934932e-07
3065,1.7508439117258854e-05
3066,0.00014952785561888672
3067,0.0007803518521405306
3068,0.0026908920310068137
3069,4.1558207587047416e-05
3070,1.8489731019430115e-18
3071,6.754603117087657e-05
3072,7.500372648174585e-05
3073,5.380161737658627e-28
3074,0.0013630202874366432
3075,0.0003071985921346243
3076,0.010958829298427035
3077,3.602796411405719e-06
3078,1.4370619139904782e-06
3079,2.2868461472353643e-36
3080,1.3492392268688642e-34
3081,0.0014943689791924923
3082,1.6801208673449913e-17
3083,2.0821460879606823e-05
3084,1.0876926330095566e-30
3085,0.0009149562802906949
3086,0.023876308463795508
3087,6.376529741489872e-30
3089,6.860538441706093e-35
3090,0.00017297231050830502
3091,4.12592187304206e-29
3092,3.5791944919814234e-15
3093,0.00012662506143326085
3094,9.970649201946189e-34
3095,4.094997056857288e-14
3096,0.0036392521295765343
3097,5.992164694350402e-17
3098,0.00032360006468124214
3099,2.5187668434834835e-05
3100,4.473113462859115e-05
3101,0.00012824024518929048
3102,0.0024673155999299476
3103,0.0021301202511732776
3105,1.6801208673449913e-17
3106,0.0010260972520903223
3107,2.2868461472353643e-36
3108,6.860538441706093e-35
3109,0.0011917223367309926
3110,7.790877140190553e-05
3111,2.6895379582323182e-08
3112,6.137803585333826e-31
3113,0.00011654127906913283
3114,2.3238746723355153e-05
3115,0.0015902014521174215
3116,0.004080831073012606
3117,0.00042886360978361957
3118,0.0004800429862553216
3119,0.004604237351422946
3120,0.0021723359953563413
3121,0.0004100871493245283
3122,0.0003787009631081832
3123,0.0015009720928532795
3124,8.169205774822113e-05
3125,6.860538441706093e-35
3126,1.8498563759139935e-29
3127,1.8509732715723037e-31
3128,8.553612762088694e-29
3129,0.0020394435668457025
3130,6.539988752872544e-06
3131,0.00037312630134163637
3132,9.182063393265583e-18
3133,1.1297019967342705e-33
3134,4.605845351300856e-31
3135,6.843255530199504e-08
3136,0.006179403541421583
3137,0.0002689297926453314
3138,4.9711529180241724e-18
3139,1.1116453156622317e-05
3140,4.323143069639658e-26
3141,7.5841698309348315e-06
3142,2.5229936317619597e-09
3143,3.561136468274453e-06
3144,9.293494002109085e-28
3145,0.00023649049446571133
3146,1.8595556084479481e-06
3147,0.0046370630661632444
3148,0.0031441025093712147
3149,1.3492392268688642e-34
3150,1.6163156842929797e-15
3151,0.0021491223995563744
3152,6.867418668322086e-05
3153,0.00023984791755515708
3154,0.00020306806379861034
3155,6.860538441706093e-35
3156,5.338442328815859e-07
3157,2.8794474555482224e-05
3158,1.3171456686554216e-05
3159,9.508117306650723e-23
