Id,betweenness centrality
2103,6.445146436867476e-05
2104,4.199059463624219e-06
2105,2.486066213992297e-05
2106,3.8388167128076826e-05
2107,7.575739099643301e-06
2108,1.3578761297999572e-05
2110,5.3807431552349305e-06
2111,1.829951685686685e-05
2112,0.0
2113,9.744502553619977e-09
2114,2.042285326862853e-07
2115,0.0
2116,8.436743188024851e-05
2117,0.0010153448210037052
2118,0.0009024018336856783
2119,2.787664527935998e-05
2120,0.0
2121,3.735666243455881e-05
2122,1.0962565372822475e-07
2123,4.872251276809989e-09
2125,7.37154016499325e-05
2126,0.00013205791597904618
2127,0.000141513437930012
2128,1.4869528405438777e-05
2129,6.781239819388772e-07
2130,0.00014208741372919825
2131,4.47401223399537e-06
2132,2.4498500579621345e-05
2133,7.164556924500056e-08
2134,1.0655783908316729e-07
2135,1.4362779076641949e-06
2136,3.2571746736069723e-07
2138,4.958738580986494e-05
2139,2.4361256384049943e-09
2140,0.00017825510696277245
2141,4.2820438672637433e-05
2142,1.3801273607295532e-07
2143,6.437490338812905e-05
2144,0.0
2145,0.00014792547255224276
2146,6.948974613725154e-07
2147,3.886335778722798e-05
2148,1.1696410202303418e-08
2149,0.0003647152369275254
2150,2.0082721698749883e-05
2151,4.872251276809989e-09
2152,7.3870547792223e-08
2153,4.462033874306361e-06
2154,0.00032790432836687775
2155,2.853408487958504e-06
2156,3.875363022332115e-05
2157,2.8831108953463655e-05
2158,1.9008627316154038e-05
2159,0.0012635553867261983
2160,0.002540844250460792
2161,9.947588259689456e-06
2162,3.537748925588144e-05
2164,4.0344080612239566e-05
2165,1.305809635740084e-06
2166,2.054890038113035e-06
2167,0.00024531709382819537
2168,0.0
2169,4.4110968259362075e-05
2170,8.045556969323032e-05
2171,0.00019018115913317093
2172,9.972459998774998e-05
2173,8.397361239390412e-07
2174,0.00014872547713686504
2175,7.981021717543915e-05
2176,0.00010510896742949758
2177,0.0
2179,0.0
2180,4.873815156373247e-05
2181,5.089739104290697e-07
2182,0.0
2183,4.90281791917588e-05
2184,0.00010087986185408173
2185,1.7221088143867683e-08
2186,0.0014450724094365582
2187,1.8017915301916915e-05
2188,7.060511209377193e-05
2189,4.71190269010576e-05
2190,2.959664043777485e-06
2191,6.227028204045529e-05
2192,0.00019412256528548319
2193,4.781192291281344e-06
2194,1.4586383742852435e-05
2195,2.4361256384049943e-09
2196,2.8546483942782363e-05
2197,4.872251276809989e-09
2198,4.2099056692341425e-05
2199,3.597953794582608e-06
2200,0.0
2201,0.0
2202,0.0
2203,1.4860366394270465e-07
2204,1.523070140791662e-06
2205,2.1117480308569482e-05
2206,0.0
2207,0.0
2208,5.458105657768079e-07
2209,1.0452493420659506e-05
2210,1.855313838526116e-07
2211,0.00016526761596378462
2212,0.00012170315885047364
2213,8.348430547179093e-05
2214,3.275655022122127e-05
2215,7.702238331463459e-07
2216,1.1499961297651001e-07
2217,4.395971152363094e-05
2218,9.08660287911188e-05
2219,0.00021115222788527796
2220,0.0
2221,0.0
2222,0.0003752401323172536
2223,5.4519374606489496e-05
2224,0.0
2225,6.392529015487948e-07
2226,0.0015307698314905394
2227,2.913836085266762e-07
2228,4.453909453541334e-05
2229,5.23330786300074e-07
2230,0.0014018676950428874
2231,5.589673974248552e-05
2232,0.0
2233,1.8590628005971008e-08
2234,7.738720116828844e-05
2235,3.508169365726816e-07
2236,1.0298506658114855e-05
2237,0.00023563999115175813
2238,0.0
2239,5.000106762798396e-05
2240,6.828755812093642e-08
2241,1.7768770692824836e-05
2242,0.00014685092407444619
2243,1.3318453539803814e-07
2244,0.0012612073206272013
2245,0.0014990345950662105
2246,0.0
2247,3.062824169452172e-06
2248,0.0
2249,0.0
2250,2.168941706700651e-05
2251,3.015456529517339e-07
2252,0.0
2254,1.2356723117365342e-05
2255,2.9020138563532417e-06
2256,0.00016661978755439327
2258,0.0
2259,0.0
9702002,0.0
9702003,0.0
9702005,6.474926658924307e-08
9702006,5.4417456756171125e-05
9702007,8.64395302695313e-06
9702008,6.385455503606845e-05
9702009,5.748369032801547e-05
9702010,2.0825208065203216e-06
9702012,6.344226437950805e-05
9702014,1.9365171303669304e-05
9702015,1.0173588369065512e-05
9702016,0.0
9702017,2.684457452191128e-05
9702018,2.3605765301478583e-05
9702019,2.5815760197635407e-05
9702020,0.0
9702021,0.0
9702022,0.0
9702023,0.0
9702024,4.180287727790384e-06
9702025,0.0
9702026,1.7853320750025171e-07
9702027,0.0
9702028,0.0
9702029,0.0
9702030,8.16924292858717e-06
9702031,1.8743365028507726e-07
9702032,0.0
9702033,0.0
9702034,0.0
9702035,5.177021337141169e-05
9702036,9.176073237992145e-09
9702037,9.037428510450222e-06
9702038,1.2056463531317224e-05
9702039,8.362460240844466e-05
9702042,8.120418794683314e-10
9702043,0.00019872950549420067
9702044,0.0
9702045,0.00015923881512806454
9702046,3.242206487564838e-05
9702047,4.6769974692354814e-05
9702048,0.0
9702049,4.160703714073497e-05
9702050,2.185443065959949e-05
9702051,0.0
9702052,5.793142696251193e-07
9702053,4.971910962017465e-09
9702054,1.8151729909970603e-06
9702056,8.289264914879019e-07
9702057,0.0
9702058,1.1701247007315996e-07
9702059,2.885479634321117e-05
9702060,2.4361256384049943e-09
9702061,4.791038872689039e-05
9702062,0.0
9702064,0.0
9702065,1.1297599516645548e-06
9702066,0.0
9702067,3.862977078852273e-05
9702068,2.7986322859954808e-05
9702070,0.0
9702072,5.587172947493906e-05
9702073,0.0
9702074,1.705287946883496e-09
9702075,3.56443802091857e-05
9702076,7.4725255459966e-05
9702077,8.809991137403205e-06
9702079,2.564651390794579e-05
9702080,0.0
9702081,2.793018044431326e-05
9702082,9.734193586359989e-06
9702083,2.8691418363401397e-05
9702084,6.0155207650088235e-09
9702085,1.2180628192024972e-08
9702086,6.530361119003803e-05
9702087,1.4341561838981212e-07
9702088,8.456032256606406e-05
9702089,3.369788527898163e-05
9702092,0.0
9702093,0.00017369948565062543
9702094,0.00021291255705943392
9702095,0.0
9702096,0.0
9702097,0.0
9702098,1.38123651346085e-06
9702099,5.895643016095864e-05
9702100,0.0
9702101,3.332686940344541e-06
9702102,2.6797382022454937e-08
9702103,0.0003246084686672615
9702104,0.0
9702105,2.0933746745619568e-05
9702106,4.346660757953735e-05
9702107,4.906926926644105e-05
9702108,7.685582182712908e-06
9702109,4.762913848443988e-05
9702110,3.384686519158688e-05
9702111,6.937074705768239e-06
9702112,0.0
9702114,0.0
9702115,6.949967946012965e-07
9702116,0.0
9702117,0.0
9702118,0.0
9702119,0.0
9702120,1.2180628192024972e-08
9702121,0.0
9702123,3.0585953099507425e-07
9702125,8.954703454403541e-06
9702126,0.0
9702127,7.198751261486758e-07
9702130,0.0
9702132,0.0
9702133,1.2879048379319014e-05
9702134,6.739947599587151e-08
9702135,0.0
9702136,0.00013993702971422037
9702137,0.0
9702138,4.932770907386982e-05
9702139,0.0
9702140,0.0
9702141,0.0
9702142,3.917936506125817e-07
9702143,2.7963391181577148e-05
9702144,6.199256020656626e-07
9702145,0.0
9702146,0.0
9702147,0.0
9702148,0.0
9702150,0.0
9702152,2.0936995214486728e-08
9702153,1.8750141773396562e-05
9702154,1.2802608938683827e-05
9702155,9.051220626089274e-06
9702156,2.2899923530221265e-07
9702158,0.0
9702159,1.4488896661353386e-08
9702161,7.456432320444963e-07
9702162,2.4361256384049943e-09
9702163,0.0003788157466643034
9702164,1.0716919953865343e-05
9702165,8.77134193608596e-06
9702166,8.370028236416612e-05
9702167,6.6426377977268774e-06
9702168,5.843935322284674e-05
9702169,0.0
9702170,0.0
9702171,3.859060473091369e-07
9702172,1.2180628192024972e-09
9702173,1.6869962249382717e-05
9702174,4.760328789030623e-06
9702176,0.0
9702177,0.0
9702178,0.0
9702179,1.0915830935668112e-06
9702180,1.8248224419745386e-05
9702181,2.4361256384049943e-09
9702182,7.868269487309936e-05
9702184,0.0001017623059427253
9702186,0.0
9702187,5.980248642162347e-05
9702188,0.0
9702189,4.885156946181014e-08
9702190,2.1644999773938547e-06
9702191,0.0
9702192,0.0
9702194,0.00035307510922727447
9702195,1.6168469258482256e-05
9702196,4.8145648135520704e-05
9702197,0.0
9702198,3.02297956493016e-05
9702199,6.492384663849738e-05
9702200,8.19489969686102e-08
9702201,0.0001666259762762159
9702202,6.238269980127539e-05
9702203,4.230932517826434e-06
9702204,0.0
9702205,1.1796175610405875e-05
9309068,0.0
9309100,0.0
209007,0.0
9309107,0.0
3001,1.8981673287097708e-07
3002,2.59439056120958e-06
3003,6.864014510915444e-08
3004,0.00011839378393192845
3005,0.00018419777066556957
3006,0.0005674927034155108
3007,0.0011042114344290773
3008,0.0
3009,1.713235102765627e-05
3010,2.0301046986708282e-08
3011,0.0
3012,4.364467546682288e-05
9309124,0.0
3013,0.0
3015,0.0
3016,2.962408303727319e-08
3017,9.262246851359276e-05
3018,6.0356003886782236e-05
3019,0.0
3020,0.00012281783028943828
3021,0.0
3022,1.1145636888640692e-05
3023,1.6313350077488614e-06
3024,0.00018674678258594657
3025,0.000471290172238715
3026,5.769753240172201e-08
3027,1.989502604697412e-08
3028,0.0
3029,5.66802224437315e-06
3030,0.0
3031,1.0916354495469287e-05
3032,7.868903062124448e-05
3033,0.00019218988230517532
3034,9.860508536401168e-10
3035,3.7095080335042556e-05
3036,5.193738639104662e-07
3037,0.00024980679735894773
3038,1.6952405041623896e-06
3039,8.651582790423906e-05
3040,0.0
3041,1.211798922846544e-07
3042,2.7975525997062206e-05
3043,6.213744356164861e-07
3044,1.828422704975025e-05
3045,1.932063332906083e-05
3046,3.7957096855004883e-06
3047,0.0
3048,0.00012053329532088918
3049,3.869640569127857e-07
3050,0.0007870225350408458
3051,1.4901240679776117e-05
3052,0.0005729476929770032
3053,2.7209997773223784e-06
3054,2.9160721197600038e-05
3055,0.00015980636163095751
3056,0.0002685452566496053
3057,3.227580291847311e-05
3058,3.5714343825529975e-05
3059,0.0016919789915392374
3060,0.0
3061,5.171952357267255e-05
3062,4.22633167867258e-05
3063,0.00010063498316324351
3064,0.00021153451513156768
3065,1.7130779749934193e-07
3066,3.701715336064829e-06
3067,3.837583868568883e-05
3068,0.00021582885510442197
3069,0.0
3070,4.917224312589176e-05
3071,9.942408686970882e-07
3072,7.535569653619434e-05
3073,1.4427047025396726e-07
3074,7.758372375450327e-05
3075,0.0022013253200249315
3076,0.0005719900483511076
3077,4.967991014399305e-05
3078,2.093450977220454e-06
3079,0.0
3080,0.0
3081,0.00044751722989720493
3082,1.4373141266589468e-08
3083,0.0
3084,6.090314096012486e-08
3085,0.00021262534055728856
3086,0.0013811208888622967
3087,1.0353533963221226e-08
3089,0.0
3090,0.0
3091,0.0
3092,1.3971586557192381e-05
3093,0.0001603548650370347
3094,0.0
3095,1.7690912374131505e-09
3096,2.370775321794768e-05
3097,2.707127730260597e-07
3098,1.174627970507084e-05
3099,0.00011655887809128133
3100,0.00012515764300417056
3101,0.001491976952125186
3102,1.8342554517415602e-05
3103,2.1305872952241208e-05
3105,0.0
3106,9.470605193546405e-05
3107,0.0
3108,0.0
3109,3.086443797464756e-05
3110,0.0003184644024746014
3111,8.28282717057698e-08
3112,2.8418429771250708e-06
3113,5.245735985931204e-05
3114,0.000271251679391547
3115,7.082498859748299e-06
3116,9.411832796497198e-05
3117,9.523649936783758e-06
3118,0.00012345495360210622
3119,0.0
3120,0.0002946105820123945
3121,1.545472599585647e-05
3122,0.0002943322548993769
3123,0.00012682226226177492
3124,2.470705233654992e-05
3125,0.0
3126,0.0
3127,3.451177987740408e-09
3128,2.2200644954750272e-07
3129,4.2612495565068024e-05
3130,3.0876882261064254e-06
3131,5.1760973799578354e-05
3132,0.0
3133,0.0
3134,6.090314096012486e-08
3135,2.488195253902138e-05
3136,0.026437906349628067
3137,2.0143071880939572e-05
3138,3.7673423541573876e-06
3139,9.271468339191458e-05
3140,1.1866638665297216e-07
3141,1.4208787245163845e-05
3142,4.035321221811701e-06
3143,0.00017306894532502252
3144,1.2516923303152156e-06
3145,0.00014174932824233044
3146,0.00025929463967623036
3147,0.00032299005388940807
3148,0.00020614674005348587
3149,0.0
3150,5.481282686411237e-09
3151,1.4669699985656535e-05
3152,2.2814954190094355e-05
3153,3.098878188566293e-05
3154,5.301564094205153e-05
3155,1.705287946883496e-08
3156,2.4073603847465783e-07
3157,1.0715305217910158e-05
3158,0.000524782848906153
3159,5.440680592437821e-09
3160,0.0008279165692689453
3161,1.9273261062414216e-05
3162,5.245321154786766e-06
3163,2.1654677536775553e-06
3164,0.0
3165,0.0
3166,2.9415448180771675e-05
3167,0.0
3168,0.0
3169,0.00012073645753382179
3170,0.0
3171,7.925410156986145e-05
3172,0.0
3173,8.556951981611767e-05
3174,3.3158718960713845e-06
3175,8.289098361948141e-05
3176,6.340808662927157e-05
3177,0.00014485946076248508
3178,1.0542913854386513e-06
3179,0.00017051235734196556
3180,0.00040885639554829754
3181,0.0
3182,0.0
3183,0.00020013193494757553
3184,9.841431721625261e-05
3185,9.712261019649841e-05
3186,0.0
3187,0.0005739744084946854
3188,3.5003041037509427e-05
3189,3.6541884576074916e-08
3190,1.0795023282545526e-05
3191,1.7864921348303293e-09
3192,3.472545061815845e-05
3193,0.0
3194,7.11412489704788e-07
3195,4.3850261491289895e-08
3196,5.176766981610613e-09
3197,0.00011459403746189392
3198,0.00011169657525982816
3199,2.1759438173542463e-06
3200,7.49442247034913e-05
3201,2.904356772809388e-08
3202,8.644686667893443e-07
3203,0.00013871298615008058
3204,1.6584167009956343e-05
3205,4.773107560287722e-05
3206,1.6945889722279595e-06
209049,7.3083769152149825e-09
3208,0.00023025632006010087
3209,0.0
3210,5.087442374869096e-08
3211,0.0007313955654350235
3212,0.0
3213,9.602461013389655e-05
3215,0.0001604182500752248
3216,4.911103548617525e-06
3217,2.662602285293897e-06
3218,3.8724154191268e-05
3219,0.00012071859681272301
3220,2.0879942461915118e-05
3221,0.0002859539632265829
3222,7.792003699115687e-07
3223,2.51796615328757e-05
3224,5.720061667635854e-08
3225,4.95509172914395e-05
3226,2.2186276997588357e-05
3227,4.938356489009052e-05
3228,1.2245747155429409e-06
3229,2.1803324463724698e-08
3230,2.5802260980502388e-05
3231,7.826765027801162e-05
3232,1.648684078746187e-05
3233,1.3312306925844651e-05
3234,1.5063836388659866e-06
3235,6.2390501165769895e-06
3236,5.501971557995559e-05
3237,4.4253388756702724e-05
3238,0.0
3239,2.0760045937151228e-07
3240,5.121738595729608e-06
3241,0.0
3242,3.532361894068296e-05
3243,1.019998047950002e-05
3244,4.127018297425187e-08
3245,9.381521561084134e-07
3246,3.6541884576074916e-08
3247,0.0
3248,1.1301309445880606e-05
3249,1.0466863800502722e-05
3250,0.0
3251,2.282102652341374e-05
3252,2.6730218294235897e-06
3253,2.9448698758919036e-07
3254,0.0
3255,6.045651792641727e-07
3256,0.00014735555389147875
3257,3.045157048006243e-09
3258,0.0
3259,2.837071316392483e-08
3260,0.0
3261,0.00012631672718311574
3262,4.686594276602928e-05
3263,0.00018837900407924187
3264,0.00018403379601296142
3265,2.8258339060760896e-05
3267,0.0
3268,1.9489005107239955e-08
3269,0.0003446278423491357
3270,0.00012478000720803176
3271,0.0001527445202716961
3272,0.0001215846797379251
3273,0.00010741409772849537
3274,0.0
3275,0.0001853992652034063
3276,2.018343273916581e-07
3277,0.0001124953913368734
3278,0.00017100029718863601
3279,0.0
3280,0.00019937741601311354
3281,3.636485257371278e-05
