Id,Page-Rank
9701119,2.8425548602724483e-05
9701120,4.4059704790792906e-05
9701121,4.2081273567463895e-05
9701122,1.995127013045944e-05
9701123,2.79487798914286e-05
9701124,1.995127013045944e-05
9701125,2.428334650237689e-05
9701126,2.2698252967806104e-05
9701127,2.626968947727882e-05
9701128,2.2087953983182795e-05
9701129,2.9014754179416553e-05
9701130,1.995127013045944e-05
9701131,1.995127013045944e-05
9701132,4.9901391142816035e-05
9701133,2.277124254206277e-05
9701134,2.1438075256537723e-05
9701135,2.2368389340405154e-05
9701136,1.995127013045944e-05
9701137,2.2190205333993558e-05
9701138,2.8883347593665393e-05
9701139,2.1931492109940326e-05
9701140,2.465338897626039e-05
9701141,1.995127013045944e-05
9701142,2.9148435561554505e-05
9701143,2.2757210449556083e-05
9701144,2.7162008249616893e-05
9701145,3.726938536086407e-05
9701146,2.358157268075928e-05
9701147,3.075839266499803e-05
9701148,2.81702033962678e-05
9701149,2.3944262604811716e-05
9701150,2.0799105054201963e-05
9701151,2.5357480337097867e-05
9701152,3.835694629304843e-05
9701153,2.2388710599998165e-05
9701154,3.1260442005381686e-05
9701155,2.7782607948872426e-05
9701156,2.1872034181305928e-05
9701157,2.277124254206277e-05
9701158,2.2132114859734887e-05
9701160,2.1831251738194995e-05
9701161,6.422460500437971e-05
9701162,3.258417370213604e-05
9701163,3.776812184507594e-05
9701165,3.415683000608216e-05
9701166,3.059584953654344e-05
9701168,2.112099597036439e-05
9701169,2.2604625864854038e-05
9701170,2.5629146918608638e-05
9701171,2.3323813649911762e-05
9701172,2.079726185394044e-05
9701173,5.0700406793064104e-05
9701174,2.8412016653663117e-05
9701175,2.8193683957884065e-05
9701176,2.7827414470163617e-05
9701177,2.069381824186033e-05
9701178,4.2178307301364593e-05
9701179,4.461807415899892e-05
9701180,1.995127013045944e-05
9701181,2.7565195641788443e-05
9701182,1.995127013045944e-05
9701185,2.688285857886879e-05
9701186,3.519867917143263e-05
9701187,3.481806208924337e-05
9701188,2.402346444403821e-05
9701189,2.841118736526944e-05
9701190,2.527523746400307e-05
9701191,3.6904629236616463e-05
2001,3.694567904508996e-05
2002,6.649243716637058e-05
2003,8.018953189115966e-05
2004,2.985178387428697e-05
2006,3.820110120548707e-05
2007,5.7199931366376206e-05
2008,6.634383566879557e-05
2009,5.1039826345569286e-05
2010,2.975951930254603e-05
2011,6.653564999280941e-05
2012,4.623262328970703e-05
2013,3.4181190183049996e-05
2014,8.784245681054949e-05
2015,2.4760252901029074e-05
2016,0.00012982822418306864
2017,5.4905826907976e-05
2019,5.314658792321612e-05
2020,3.50346115873235e-05
2021,7.923459462200809e-05
2022,2.5591214953666106e-05
2023,2.2065784379782148e-05
2024,3.4843942578202276e-05
2025,3.0129500322254447e-05
2026,2.5591214953666106e-05
2027,2.3374071565629515e-05
2028,4.447574934532048e-05
2029,0.00011003885561718
2030,9.898071232541896e-05
2031,2.5782668204482494e-05
2032,4.110391872748712e-05
2033,2.05044002154967e-05
2034,0.00018507837904267488
2035,4.735692182266218e-05
2037,4.3951696479580504e-05
2038,4.655357461793213e-05
2039,2.8557491401432584e-05
2040,4.412067201019036e-05
2041,2.7359489459209427e-05
2042,2.3532770931166494e-05
2043,9.594831081947585e-05
2044,2.8889799743754833e-05
2045,3.377314514196739e-05
2046,3.491035904149527e-05
2047,3.370458900003794e-05
9308155,2.0434693972448583e-05
2049,5.237142429824784e-05
2050,4.2665482829142376e-05
2051,2.796655546494682e-05
2052,6.989039068812086e-05
2053,3.2483372916191905e-05
2054,2.8595261253926966e-05
2055,2.6094622259696527e-05
2056,3.332317239127157e-05
2057,4.200544648040866e-05
2058,2.192489241139145e-05
2059,3.8901068914172626e-05
2060,4.988910368480679e-05
2061,5.360447130287758e-05
2062,2.633125181434918e-05
2063,2.3737443842522526e-05
2064,2.206624943916194e-05
2065,3.899996186351981e-05
2066,2.710782122315257e-05
2067,3.834753397768118e-05
2068,7.428645604277337e-05
2069,2.2783594784652664e-05
2070,4.4935903110521e-05
2071,3.767644691389925e-05
2072,2.0538161733945835e-05
2073,2.437040635247721e-05
2074,3.5705489289188916e-05
2075,2.114579052255917e-05
2076,2.9421927360411737e-05
2077,5.9721377529949786e-05
2078,7.577737887305754e-05
2079,1.995127013045944e-05
2080,6.440154323066235e-05
2081,0.00010497596091691938
2082,2.431559979731878e-05
2083,3.337222132954703e-05
2084,7.544030249827801e-05
2085,4.058485329208654e-05
2086,4.4541973964539186e-05
2087,7.185807822735292e-05
2088,3.393522092716175e-05
2089,2.0352996286063384e-05
2090,3.627348582611761e-05
2091,2.500901404337415e-05
2092,2.1883740309841394e-05
2093,6.700391310694475e-05
2094,0.00011541304559074223
2095,1.995127013045944e-05
2096,3.954721733178628e-05
2097,3.904501028651556e-05
2098,8.58618930458621e-05
2099,3.4962950353933354e-05
2100,4.3035607152891965e-05
2101,2.611486229250426e-05
2102,9.409062918499896e-05
2103,5.035238691082678e-05
2104,4.20681357690136e-05
2105,5.51893743804687e-05
2106,2.0545940756795992e-05
2107,4.0810388184896e-05
2108,6.193785681885965e-05
2110,2.6886448440157854e-05
2111,5.677249794489886e-05
2112,4.9685935257770395e-05
2113,2.172117856051163e-05
2114,4.637778683325068e-05
2115,2.809691920036549e-05
2116,0.00010730160335224033
2117,2.606549284606382e-05
2118,0.0002976662788211413
2119,2.7803432752674103e-05
2120,3.953389601927145e-05
2121,2.5909826570403003e-05
2122,4.186254515166653e-05
2123,2.841118736526944e-05
2125,4.8569064876737705e-05
2126,3.937405613473585e-05
2127,8.883577363327769e-05
2128,4.9380794799630067e-05
2129,2.8049240064768854e-05
2130,0.00011360905679731903
2131,4.023138311340333e-05
2132,4.321521172739469e-05
2133,2.8414031696663702e-05
2134,3.4124970996149195e-05
2135,2.919748989987698e-05
2136,2.7337859477613543e-05
2138,5.445794428067005e-05
2139,2.4181228747864442e-05
2140,6.581451402551106e-05
2141,2.877138503805054e-05
2142,2.4790965734477333e-05
2143,2.6295745960928466e-05
2144,7.840026219925654e-05
2145,2.4766829406447632e-05
2146,3.018096911432915e-05
2147,2.9798911557814923e-05
2148,2.6036173527215688e-05
2149,4.655230393442085e-05
2150,9.02174680556579e-05
2151,5.379093906969944e-05
2152,3.306120233609788e-05
2153,2.1872034181305928e-05
2154,7.743341554817354e-05
2155,8.163633125762328e-05
2156,3.6371404375093246e-05
2157,2.502993672446232e-05
2158,3.0065168606614162e-05
2159,3.5647828687359204e-05
2160,8.126997307525034e-05
2161,2.1133666767064893e-05
2162,3.647065324460489e-05
2164,2.184994196930326e-05
2165,4.7220295197207606e-05
2166,7.939211309979139e-05
2167,3.7589030565697484e-05
2168,2.7550492025167126e-05
2169,4.578155941853546e-05
2170,4.7175407593052586e-05
2171,5.4408319804943505e-05
2172,3.949589243832374e-05
2173,3.0276732608389158e-05
2174,3.7129439633223296e-05
2175,2.745024410137413e-05
2176,4.6639543020590975e-05
2177,2.941588603575241e-05
2179,1.995127013045944e-05
2180,3.344609034816949e-05
2181,3.9548329285767125e-05
2182,2.195664431463475e-05
2183,4.7093130112410244e-05
2184,0.00010604893248515798
2185,3.41718896820803e-05
2186,3.074611762210113e-05
2187,6.437202269666067e-05
2188,4.677022640978699e-05
2189,3.043878054947416e-05
2190,2.0967146675920512e-05
2191,8.318912366589922e-05
2192,3.037490951626555e-05
2193,2.1692743702674725e-05
2194,3.010877720267705e-05
2195,1.998552080752345e-05
2196,3.9611835136404385e-05
2197,2.629620805656694e-05
2198,4.2510272948355776e-05
2199,4.243288875388319e-05
2200,5.190343916043577e-05
2201,3.2260114856673264e-05
2202,3.6284943633398065e-05
2203,2.753946154436263e-05
2204,2.8358190171948445e-05
2205,5.4179895677715526e-05
2206,2.63089897887212e-05
2207,2.848543186061259e-05
2208,3.3094977705252986e-05
2209,3.680525164914009e-05
2210,2.117815733343218e-05
2211,2.7312394556033175e-05
2212,5.1340128402505364e-05
2213,2.8816612803590115e-05
2214,5.8717385166299585e-05
2215,4.733851943660043e-05
2216,3.707066394592801e-05
2217,7.085370957024004e-05
2218,9.499979992198522e-05
2219,4.541084288871861e-05
2220,3.3067768234773655e-05
2221,3.600153777411074e-05
2222,6.228988568484331e-05
2223,2.326403738408769e-05
2224,2.5591214953666106e-05
2225,5.631595193727385e-05
2226,7.12842183009812e-05
2227,2.1113291530042944e-05
2228,3.364122905886824e-05
2229,4.892707285939139e-05
2230,5.0814221311485534e-05
2231,4.678856885790879e-05
2232,5.451668435425342e-05
2233,2.043141655547257e-05
2234,5.669834483473472e-05
2235,4.148444516875706e-05
2236,2.3231432654714923e-05
2237,2.6336732572295946e-05
2238,1.995127013045944e-05
2239,4.599196247852904e-05
2240,2.5171483793304985e-05
2241,3.198096726252844e-05
2242,7.237098941842424e-05
2243,2.769878503910892e-05
2244,7.733768958908438e-05
2245,0.00019697917838348836
2246,2.8210917192026273e-05
2247,5.1591179260403275e-05
2248,2.1901078446886823e-05
2249,2.925624029088664e-05
2250,5.0072026103050335e-05
2251,5.532980491220847e-05
2252,3.329413838077919e-05
2254,2.5781907882929608e-05
2255,3.827787658893875e-05
2256,3.6786002645931796e-05
2258,2.8376756181582324e-05
2259,3.070439141986714e-05
9702002,1.995127013045944e-05
9702003,1.995127013045944e-05
9702005,2.3193405936352173e-05
9702006,3.187023582912966e-05
9702007,2.394802029342654e-05
9702008,2.2884955139558357e-05
9702009,4.110106321748444e-05
9702010,3.0019869880576332e-05
9702012,4.1730004236336e-05
9702014,2.0968302916736626e-05
9702015,2.251733462764551e-05
9702016,1.995127013045944e-05
9702017,2.3749413616839146e-05
9702018,4.696368771508094e-05
9702019,2.2707678834844593e-05
9702020,2.5591214953666106e-05
9702021,1.995127013045944e-05
9702022,1.995127013045944e-05
9702023,1.995127013045944e-05
9702024,3.4699386820402425e-05
9702025,1.995127013045944e-05
9702026,2.362476797949889e-05
9702027,1.995127013045944e-05
9702028,1.995127013045944e-05
9702029,1.995127013045944e-05
9702030,2.628286977571773e-05
9702031,2.2871415118146348e-05
9702032,3.8231982598866504e-05
9702033,1.995127013045944e-05
9702034,1.995127013045944e-05
9702035,4.2281267618620736e-05
9702036,2.3402008675707946e-05
9702037,2.2829477718142484e-05
9702038,2.3637933591223505e-05
9702039,7.320046027837503e-05
9702042,2.0434693972448583e-05
9702043,6.622672757687296e-05
9702044,1.995127013045944e-05
9702045,2.8119119855458006e-05
9702046,3.668177537661457e-05
9702047,3.0852016089079154e-05
9702048,1.995127013045944e-05
9702049,4.5966440587706184e-05
9702050,2.3674532270413794e-05
9702051,2.5591214953666106e-05
9702052,3.572767935116079e-05
9702053,2.115233683236465e-05
9702054,2.2144212021899983e-05
9702056,2.0801811749427228e-05
9702057,2.055554993294587e-05
9702058,2.3079682447545778e-05
9702059,3.5334365129495924e-05
9702060,2.1079259095100774e-05
9702061,3.827917529946634e-05
9702062,1.995127013045944e-05
9702064,1.995127013045944e-05
9702065,2.1002541693443542e-05
9702066,1.995127013045944e-05
9702067,2.7146357698478615e-05
9702068,3.230743651977898e-05
9702070,4.300660443894793e-05
9702072,5.201115526759033e-05
9702073,1.995127013045944e-05
9702074,2.9754499405151558e-05
9702075,3.743020650841855e-05
9702076,2.6350912915171762e-05
9702077,3.841423876055165e-05
9702079,4.472175113903018e-05
9702080,4.589501631721011e-05
9702081,3.687110460007944e-05
9702082,2.2228064735881404e-05
9702083,3.075641562131618e-05
9702084,2.0791998436499122e-05
9702085,2.055554993294587e-05
9702086,2.881053382234685e-05
9702087,2.0438454965976006e-05
9702088,2.9068309829804082e-05
9702089,2.397212801797645e-05
9702092,1.995127013045944e-05
9702093,4.182469859486907e-05
9702094,4.25710295493986e-05
9702095,1.995127013045944e-05
9702096,1.995127013045944e-05
9702097,1.995127013045944e-05
9702098,2.3857117240034672e-05
9702099,2.5543461159258424e-05
9702100,1.995127013045944e-05
9702101,2.0561914341657633e-05
9702102,2.277124254206277e-05
9702103,4.131623404305781e-05
9702104,1.995127013045944e-05
9702105,3.9191976556301635e-05
9702106,2.489325777191223e-05
9702107,2.5850876961764774e-05
9702108,2.3671915578078394e-05
9702109,3.91216519519733e-05
9702110,3.296426827320063e-05
9702111,2.1097421760183023e-05
9702112,3.506900067179441e-05
9702114,2.3369418508160452e-05
9702115,2.146636670515617e-05
9702116,2.035299272799145e-05
9702117,1.995127013045944e-05
9702118,1.995127013045944e-05
9702119,2.4181228747864442e-05
9702120,3.687110460007944e-05
9702121,1.995127013045944e-05
9702123,4.1023323055452984e-05
9702125,2.4181228747864442e-05
9702126,1.995127013045944e-05
9702127,5.9058090032936424e-05
9702130,1.995127013045944e-05
9702132,3.7489598097880995e-05
9702133,2.1223092934782723e-05
9702134,2.0716216959150403e-05
9702135,1.995127013045944e-05
9702136,2.9709434506956094e-05
9702137,1.995127013045944e-05
9702138,3.3311440641186306e-05
9702139,1.995127013045944e-05
9702140,2.333523702438344e-05
9702141,1.995127013045944e-05
9702142,2.1154171890945658e-05
9702143,3.717028253425779e-05
9702144,2.7064324143089882e-05
9702145,1.995127013045944e-05
9702146,2.055554993294587e-05
9702147,1.995127013045944e-05
9702148,1.995127013045944e-05
9702150,2.1822035228763932e-05
9702152,3.323403687797864e-05
9702153,3.058998893766123e-05
9702154,2.2237473071242645e-05
9702155,2.0778561235143378e-05
9702156,2.333523702438344e-05
9702158,2.6630214728201987e-05
9702159,3.7866430284368336e-05
9702161,2.1138784367116745e-05
9702162,2.055554993294587e-05
9702163,3.868669259591981e-05
9702164,3.595035620513157e-05
9702165,2.5833479687686153e-05
9702166,3.7448066810720664e-05
9702167,3.376995754796363e-05
9702168,3.0745024965799845e-05
9702169,1.9965631367914485e-05
9702170,1.995127013045944e-05
9702171,2.689597264654544e-05
9702172,2.333523702438344e-05
9702173,2.4107596553008436e-05
9702174,2.126591077543383e-05
9702176,1.995127013045944e-05
9702177,2.4181228747864442e-05
9702178,1.995127013045944e-05
9702179,3.4413389703995904e-05
9702180,2.2778294005440125e-05
9702181,4.874504807050138e-05
9702182,5.233910971656801e-05
9702184,4.517938409287912e-05
9702186,2.206624943916194e-05
9702187,2.1422960597126686e-05
9702188,1.995127013045944e-05
9702189,2.5603476699584678e-05
9702190,2.07951665145402e-05
9702191,1.995127013045944e-05
9702192,2.034466313259876e-05
9702194,0.00010634362269431761
9702195,2.655298815020578e-05
9702196,2.733198718735054e-05
9702197,2.1538855525216797e-05
9702198,2.6714384592497794e-05
9702199,6.461388014517812e-05
9702200,2.478748741628568e-05
9702201,2.501352507595617e-05
9702202,2.3113677436062176e-05
9702203,2.1029774387900238e-05
9702204,1.995127013045944e-05
9702205,2.40406515273325e-05
9309068,2.0720353515442168e-05
9309100,2.0720353515442168e-05
209007,2.4932429543208678e-05
9309107,2.0720353515442168e-05
3001,2.7161193157719792e-05
3002,2.3270226475219613e-05
3003,3.398372009968594e-05
3004,2.0107725811273587e-05
3005,2.7499392070610097e-05
3006,3.384376939053014e-05
3007,4.258234585139784e-05
3008,1.995127013045944e-05
3009,4.39765196058019e-05
3010,2.5450216333085938e-05
3011,1.995127013045944e-05
3012,3.741481155225706e-05
9309124,2.0033805908360025e-05
3013,1.995127013045944e-05
3015,3.5341738118222596e-05
3016,2.046399238711459e-05
3017,4.218672149419821e-05
3018,2.220921691987115e-05
3019,5.260767221752842e-05
3020,4.629811620940087e-05
3021,3.964955826241049e-05
3022,4.1452679283610185e-05
3023,2.649654683288654e-05
3024,4.734050157052664e-05
3025,0.00010021786392861249
3026,2.5845793481310765e-05
3027,5.601864090973169e-05
3028,2.712506638184682e-05
3029,3.11564629149004e-05
3030,2.102084690756726e-05
3031,2.2565980626680442e-05
3032,7.553221931261768e-05
3033,9.204538414492936e-05
3034,2.0263462798003264e-05
3035,4.717519203513131e-05
3036,2.6870477059562923e-05
3037,3.638876403045564e-05
3038,3.5106417819573386e-05
3039,6.534385550244715e-05
3040,3.310704572225314e-05
3041,3.00388245028932e-05
3042,3.351277559538699e-05
3043,6.977865521235203e-05
3044,3.7965735748585774e-05
3045,2.269816040310373e-05
3046,2.389518170545054e-05
3047,4.387436988095703e-05
3048,3.4646571683399337e-05
3049,3.365294760076159e-05
3050,6.153619001579122e-05
3051,3.9351480336563774e-05
3052,3.444485966382287e-05
3053,2.806934555915627e-05
3054,2.2378018784055642e-05
3055,4.250981800979979e-05
3056,6.346047467775875e-05
3057,2.5018480889819532e-05
3058,2.384887150431194e-05
3059,5.5700796219586396e-05
3060,2.535710176356768e-05
3061,2.538471886396619e-05
3062,4.169187511378677e-05
3063,5.765895798302628e-05
3064,4.98567905925364e-05
3065,2.172363270450811e-05
3066,2.6041489150458318e-05
3067,2.6380963861390633e-05
3068,5.4943200520693175e-05
3069,0.0001484392693917596
3070,4.494000576764062e-05
3071,3.130756200597e-05
3072,4.833653484344856e-05
3073,2.3239267723012056e-05
3074,2.5668462562920068e-05
3075,2.459896779759334e-05
3076,5.866597490410586e-05
3077,2.037839128800681e-05
3078,3.3747680087309867e-05
3079,1.995127013045944e-05
3080,5.379093906969944e-05
3081,4.339450303847755e-05
3082,2.1938125730797707e-05
3083,4.72377375317532e-05
3084,8.961367961673998e-05
3085,6.613096393000425e-05
3086,0.000417932179526893
3087,3.2401882589953565e-05
3089,3.687110460007944e-05
3090,2.7634440640320066e-05
3091,4.1272375724905446e-05
3092,2.9057300300432175e-05
3093,2.6175763993098954e-05
3094,2.7743768439478528e-05
3095,4.4082166919653334e-05
3096,4.2618443681693305e-05
3097,2.4880152305175147e-05
3098,2.9986999485798403e-05
3099,2.8564969402133358e-05
3100,6.289208695066574e-05
3101,2.785835918572484e-05
3102,4.375097528282162e-05
3103,3.657010000098236e-05
3105,2.1938125730797707e-05
3106,0.00011261959727665289
3107,1.995127013045944e-05
3108,2.2368389340405154e-05
3109,4.076496553641655e-05
3110,4.017377437710802e-05
3111,3.0515276742184516e-05
3112,2.5405132613443845e-05
3113,3.364071081820276e-05
3114,2.4004457794476622e-05
3115,3.500080490863967e-05
3116,5.032183765567135e-05
3117,2.062479651004525e-05
3118,2.2943226941779954e-05
3119,8.322522754586655e-05
3120,3.5341771838270054e-05
3121,5.205303649319751e-05
3122,3.422013086424175e-05
3123,4.7654344618148845e-05
3124,2.6074310126271758e-05
3125,2.164325357742144e-05
3126,3.5773122930073616e-05
3127,4.9313614814753646e-05
3128,2.853323501513352e-05
3129,2.7308707553516957e-05
3130,2.0694770502308117e-05
3131,9.05237402826586e-05
3132,2.048757005684135e-05
3133,2.341316200747363e-05
3134,2.428828954229876e-05
3135,3.90001134895731e-05
3136,6.798310277528294e-05
