Id,Degree-Centrality,Betweenness-Centrality,EigenVector-centrality,Closeness-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Page-Rank,Katz-Centrality,Harmonic-Centrality,Percolation-Centrality,Rank-prestige,score
9712010,0.0096231,1.44E-05,0.005251469,0.680292537,0.005232641,0.005232641,0.0096231,0.009303158,0.570811874,0.607914509,1.44E-05,0.010117361,3.37E-05
9704067,0.020850038,0.000183709,0.017313868,0.72580569,0.017249977,0.017249977,0.020850038,0.017469334,0.647924918,0.657645543,0.000183709,0.021448806,0.00024641
9812155,0.012028866,3.21E-06,0.005106905,0.671967865,0.005077435,0.005077435,0.012028866,0.010904985,0.580328949,0.599684412,3.21E-06,0.010522056,4.43E-06
9902018,0.032076976,0.011061901,0.030624209,0.807080509,0.030548201,0.030548201,0.032076976,0.030927505,0.512788469,0.737104122,0.011061901,0.032780251,0.012205144
303104,0.01523656,2.33E-05,0.019871192,0.691424904,0.019755436,0.019755436,0.01523656,0.009177525,0.531548335,0.618769713,2.33E-05,0.014973695,2.66E-05
304138,0.01443465,2.63E-05,0.020562302,0.700441536,0.020442775,0.020442775,0.01443465,0.008674991,0.513841945,0.627661902,2.63E-05,0.014569,3.49E-05
304271,0.030473138,0.001172313,0.044530039,0.796339535,0.044355499,0.044355499,0.030473138,0.020892846,0.565201366,0.727583026,0.001172313,0.02994739,0.001343161
9707212,0.02485966,0.002121173,0.013634503,0.731818669,0.013613735,0.013613735,0.02485966,0.024504808,0.589403007,0.666645392,0.002121173,0.025900445,0.002399047
9707047,0.016038488,0.000397454,0.00943779,0.715911609,0.009423188,0.009423188,0.016038488,0.013668921,0.581906666,0.650613393,0.000397454,0.017401862,0.000443538
9608077,0.004009622,6.29E-08,0.000439437,0.564704692,0.000436792,0.000436792,0.004009622,0.003963736,0.569732801,0.494879056,6.29E-08,0.004451639,9.70E-08
9611020,0.010425028,0.000102681,0.006630656,0.720245427,0.006607318,0.006607318,0.010425028,0.009303158,0.534173162,0.647863778,0.000102681,0.009712667,0.000204168
110146,0.027265444,0.005407261,0.064216605,0.834983543,0.06426215,0.06426215,0.027265444,0.022400447,0.647618789,0.774145587,0.005407261,0.027923917,0.006121628
9904210,0.008821172,2.50E-06,0.004435375,0.672041423,0.004412269,0.004412269,0.008821172,0.008046824,0.585073522,0.599392134,2.50E-06,0.008903278,3.47E-06
9705004,0.021651966,2.93E-05,0.024770574,0.716881329,0.02470139,0.02470139,0.021651966,0.014548356,0.586310678,0.647906203,2.93E-05,0.020639417,3.65E-05
9705106,0.028067354,5.60E-05,0.03037981,0.718458533,0.030295881,0.030295881,0.028067354,0.019008344,0.58719638,0.650496836,5.60E-05,0.025495751,6.99E-05
207027,0.032878904,0.001356686,0.035034156,0.767777195,0.034989516,0.034989516,0.032878904,0.024284949,0.623853577,0.70155072,0.001356686,0.028733306,0.001630483
9705164,0.008821172,4.70E-05,0.003085728,0.662404784,0.003081937,0.003081937,0.008821172,0.008957666,0.544144055,0.58891307,4.70E-05,0.009712667,7.68E-05
9411149,0.162790699,0.043176267,0.098474599,0.820389128,0.098184961,0.098184961,0.162790699,0.158841534,0.513444038,0.758962769,0.043176267,0.159449616,0.048346631
9605232,0.011226938,0.000328301,0.017511023,0.742492593,0.017449527,0.017449527,0.011226938,0.0094602,0.575349944,0.671997006,0.000328301,0.01092675,0.000349667
9607200,0.012028866,3.02E-05,0.006753761,0.681970164,0.006718179,0.006718179,0.012028866,0.009837101,0.576104526,0.610610341,3.02E-05,0.012545528,4.25E-05
9607151,0.016038488,8.38E-05,0.027093139,0.76399363,0.02698668,0.02698668,0.016038488,0.012224136,0.539521759,0.69329257,8.38E-05,0.016187778,8.68E-05
9611049,0.008821172,9.01E-06,0.00919499,0.685825041,0.009157121,0.009157121,0.008821172,0.006256547,0.549237867,0.613518252,9.01E-06,0.008093889,1.23E-05
9611152,0.008019244,5.43E-05,0.016949943,0.748795571,0.016895221,0.016895221,0.008019244,0.006696264,0.568561427,0.677565884,5.43E-05,0.006475111,4.78E-05
9701009,0.019246182,0.000127129,0.026171604,0.752974219,0.026066533,0.026066533,0.019246182,0.014799622,0.552854851,0.683237193,0.000127129,0.017401862,0.000129072
9605108,0.016840416,0.000268927,0.005961435,0.679298939,0.005942151,0.005942151,0.016840416,0.017406517,0.536201469,0.607714136,0.000268927,0.018615945,0.00036453
9605113,0.019246182,0.00062447,0.012947972,0.742636298,0.012904224,0.012904224,0.019246182,0.017846234,0.564093214,0.671796787,0.00062447,0.020639417,0.000761133
9607021,0.013632722,0.000236097,0.006665963,0.713855493,0.00662949,0.00662949,0.013632722,0.01216132,0.525782124,0.641309454,0.000236097,0.014164306,0.000362183
9608046,0.010425028,8.38E-06,0.004524527,0.674263058,0.004500958,0.004500958,0.010425028,0.009680059,0.539409365,0.601573894,8.38E-06,0.012545528,1.20E-05
9701012,0.010425028,0.000468702,0.015479721,0.749362238,0.015431856,0.015431856,0.010425028,0.01253822,0.561248827,0.677819774,0.000468702,0.008903278,0.000552271
9702014,0.066559736,0.002407276,0.068899033,0.795689311,0.068769538,0.068769538,0.066559736,0.049180163,0.514641402,0.732468667,0.002407276,0.063132335,0.002658059
9704104,0.06896552,0.005104219,0.092482021,0.84414531,0.092311765,0.092311765,0.06896552,0.049781947,0.43418147,0.781526186,0.005104219,0.067988669,0.005214644
9707071,0.013632722,0.000123637,0.026263083,0.751646712,0.026171408,0.026171408,0.013632722,0.010873577,0.603617594,0.682365368,0.000123637,0.013354917,0.000132983
9710001,0.011226938,0.000463812,0.016029067,0.742133577,0.015963989,0.015963989,0.011226938,0.010747943,0.593367616,0.671291971,0.000463812,0.01092675,0.000513158
9710024,0.0096231,0.00022073,0.006024299,0.685182085,0.006008668,0.006008668,0.0096231,0.009491608,0.592304601,0.613667556,0.00022073,0.008498584,0.000292563
9703051,0.037690454,0.000285692,0.041961472,0.76083131,0.041854474,0.041854474,0.037690454,0.025886776,0.577719496,0.694552668,0.000285692,0.034399029,0.000334022
9704043,0.044105859,0.000947581,0.055368836,0.782994084,0.055249148,0.055249148,0.044105859,0.030405184,0.544854548,0.718875999,0.000947581,0.04087414,0.001125413
9707027,0.031275066,7.75E-05,0.035984214,0.725719894,0.035880617,0.035880617,0.031275066,0.020987071,0.564268389,0.658929605,7.75E-05,0.027519223,9.86E-05
9710149,0.026463516,0.007529866,0.014760889,0.760510864,0.014722345,0.014722345,0.026463516,0.031807567,0.659276572,0.693509453,0.007529866,0.028328612,0.008230583
9705199,0.062550114,0.002530843,0.084750066,0.823857003,0.084539963,0.084539963,0.062550114,0.04517277,0.65137755,0.760917874,0.002530843,0.060299474,0.002669331
108101,0.028869282,0.000725657,0.059810666,0.810019529,0.059758088,0.059758088,0.028869282,0.020327495,0.555562034,0.750649201,0.000725657,0.032375556,0.000685254
9812166,0.01443465,0.030811766,0.021477353,0.786232952,0.021462696,0.021462696,0.01443465,0.0325554,0.586245697,0.721003577,0.030811766,0.01092675,0.034416947
9612131,0.04490777,0.001544278,0.039486002,0.782425284,0.039417306,0.039417306,0.04490777,0.034888728,0.569776621,0.717290501,0.001544278,0.042088223,0.001906798
9712029,0.016840416,0.00052598,0.031213371,0.765288825,0.031120022,0.031120022,0.016840416,0.013229204,0.613302201,0.696392108,0.00052598,0.013759611,0.000514723
9705069,0.012028866,6.97E-05,0.019210588,0.739852978,0.019134614,0.019134614,0.012028866,0.010245409,0.587355939,0.669363543,6.97E-05,0.010522056,6.76E-05
9707258,0.021651966,0.000386976,0.038876105,0.780188079,0.038764556,0.038764556,0.021651966,0.015710465,0.614375204,0.710823222,0.000386976,0.018615945,0.000399732
9708015,0.035284688,0.000374403,0.04722563,0.765155293,0.047114831,0.047114831,0.035284688,0.023845232,0.555603936,0.700126695,0.000374403,0.031161473,0.000376264
9703210,0.060946275,0.004144805,0.078493164,0.828851086,0.078341058,0.078341058,0.060946275,0.043452847,0.681518776,0.765830936,0.004144805,0.058276002,0.004265692
9701015,0.028869282,0.00106929,0.030255482,0.771414211,0.030209853,0.030209853,0.028869282,0.021269746,0.632086636,0.707316336,0.00106929,0.026709834,0.001287237
9607058,0.013632722,0.001345998,0.026552767,0.788110248,0.026492461,0.026492461,0.013632722,0.012475403,0.556474119,0.719453093,0.001345998,0.011736139,0.001453709
109053,0.02485966,0.001758854,0.034672665,0.786031626,0.034634539,0.034634539,0.02485966,0.018537218,0.608996603,0.721240037,0.001758854,0.024686362,0.001972703
109063,0.016038488,0.000256354,0.016256988,0.741058604,0.016230055,0.016230055,0.016038488,0.011941461,0.667579784,0.673439539,0.000256354,0.015378389,0.000312901
9903061,0.005613478,0.00022073,0.02382017,0.775634225,0.023804303,0.023804303,0.005613478,0.004057961,0.570308836,0.714562623,0.00022073,0.005261028,0.000196346
9703110,0.053728942,0.013794425,0.045733612,0.810158489,0.045624193,0.045624193,0.053728942,0.049465037,0.545984254,0.743810825,0.013794425,0.051396196,0.01507287
9702173,0.01443465,0.000294772,0.013307683,0.740754595,0.013303324,0.013303324,0.01443465,0.010590901,0.531493259,0.672656558,0.000294772,0.013354917,0.000384087
9705152,0.005613478,0.006314734,0.013001609,0.738766817,0.012948569,0.012948569,0.005613478,0.010653718,0.561950616,0.666806182,0.006314734,0.004451639,0.006901996
9702174,0.032878904,0.002123589,0.013883949,0.737666116,0.013857629,0.013857629,0.032878904,0.03188389,0.608674036,0.666995927,0.002123589,0.029542695,0.002711933
9603129,0.003207694,0.000592339,0.009940382,0.732525952,0.009910976,0.009910976,0.003207694,0.004372045,0.580555027,0.660160562,0.000592339,0.003237556,0.000625803
110028,0.075380908,0.00527467,0.103124071,0.823260432,0.102861966,0.102861966,0.075380908,0.051293004,0.664073662,0.76396559,0.00527467,0.076487252,0.005690207
9702180,0.043303932,0.001521395,0.053721114,0.800106868,0.053593106,0.053593106,0.043303932,0.030575731,0.576833325,0.733702594,0.001521395,0.038850668,0.001688369
9607125,0.012028866,6.95E-05,0.023663143,0.750874489,0.023577481,0.023577481,0.012028866,0.009020483,0.510914817,0.680341345,6.95E-05,0.010522056,6.52E-05
9704198,0.030473138,0.003389545,0.05094821,0.790861544,0.050820471,0.050820471,0.030473138,0.023656782,0.576615145,0.724839526,0.003389545,0.02630514,0.003497073
9812072,0.048115482,0.009850268,0.093951384,0.883581358,0.093913042,0.093913042,0.048115482,0.036238346,0.560902513,0.824558381,0.009850268,0.046135168,0.009137622
9904033,0.023255821,0.008234302,0.06400484,0.882527133,0.063970585,0.063970585,0.023255821,0.020453129,0.521894787,0.821674141,0.008234302,0.02266289,0.006349084
9910222,0.030473138,0.016599847,0.053916926,0.845924907,0.053926798,0.053926798,0.030473138,0.03934746,0.550521346,0.782929723,0.016599847,0.027923917,0.017988369
9607239,0.023255821,0.001032499,0.018694256,0.751840013,0.018624654,0.018624654,0.023255821,0.021301154,0.531696989,0.683020821,0.001032499,0.022258195,0.00136781
9708168,0.04971932,0.001477172,0.06651582,0.797518838,0.066337247,0.066337247,0.04971932,0.035154757,0.590616214,0.733832366,0.001477172,0.044921085,0.001496616
9703191,0.011226938,0.000398152,0.005248398,0.695316837,0.005232641,0.005232641,0.011226938,0.011250477,0.560571683,0.623064817,0.000398152,0.012140834,0.000571045
110184,0.02004811,0.00069502,0.045183929,0.802921714,0.045134852,0.045134852,0.02004811,0.013983005,0.659794515,0.741723781,0.00069502,0.019830028,0.000637537
9705148,0.016038488,0.000250067,0.02052058,0.733234602,0.020487119,0.020487119,0.016038488,0.011407519,0.604539798,0.665901188,0.000250067,0.014973695,0.000287087
9811121,0.0096231,0.002314395,0.003967569,0.68834722,0.003946653,0.003946653,0.0096231,0.012758079,0.577967874,0.615585453,0.002314395,0.010522056,0.00271277
9706127,0.045709698,0.000933674,0.052453427,0.7724236,0.052322638,0.052322638,0.045709698,0.031788094,0.545781828,0.707511249,0.000933674,0.04087414,0.001224063
9711069,0.043303932,0.007993601,0.036753401,0.785116886,0.03674622,0.03674622,0.043303932,0.035196844,0.642975787,0.722667027,0.007993601,0.043707001,0.009179981
111013,0.032878904,0.010146242,0.047712526,0.797539556,0.047972451,0.047972451,0.032878904,0.03502347,0.538831289,0.727790736,0.010146242,0.029542695,0.011584394
9811231,0.005613478,0.005127151,0.00830824,0.747409942,0.008292405,0.008292405,0.005613478,0.009051891,0.543844608,0.674040452,0.005127151,0.005261028,0.005841761
9707192,0.052927031,0.006056815,0.054786362,0.79930476,0.054645177,0.054645177,0.052927031,0.041775955,0.532954402,0.73467026,0.006056815,0.048563335,0.007026257
9712046,0.032076976,0.002809082,0.023622981,0.774176871,0.023549766,0.023549766,0.032076976,0.031151446,0.616889306,0.705230529,0.002809082,0.027923917,0.002925738
111231,0.011226938,0.001546115,0.03395427,0.79213708,0.033933232,0.033933232,0.011226938,0.00964865,0.52443123,0.729281211,0.001546115,0.010117361,0.001605005
9811083,0.008821172,0.001115133,0.028123406,0.80521746,0.02809396,0.02809396,0.008821172,0.011030618,0.611483756,0.741123073,0.001115133,0.009712667,0.000969838
9911243,0.016038488,0.004038184,0.029065277,0.808632544,0.029035391,0.029035391,0.016038488,0.022808756,0.66396002,0.744363178,0.004038184,0.015378389,0.00401117
112040,0.060946275,0.003104196,0.085735408,0.821168226,0.085487603,0.085487603,0.060946275,0.039853134,0.659044527,0.756445947,0.003104196,0.062727641,0.003000748
9704061,0.02004811,1.19E-05,0.024921741,0.716990167,0.024850831,0.024850831,0.02004811,0.013103571,0.581539245,0.647874614,1.19E-05,0.016997167,1.14E-05
112082,0.003207694,8.80E-05,0.002350141,0.650921891,0.002350254,0.002350254,0.003207694,0.003869511,0.583537493,0.579020602,8.80E-05,0.002428167,0.000150975
201093,0.02485966,0.002192393,0.053523848,0.815225476,0.053577585,0.053577585,0.02485966,0.017123842,0.653061702,0.751765102,0.002192393,0.023876973,0.002421341
201168,0.002405766,0.001157393,0.00178617,0.647653308,0.001780428,0.001780428,0.002405766,0.006916122,0.5705413,0.575121986,0.001157393,0.002428167,0.001268025
9905126,0.012028866,0.000115255,0.013507134,0.72022008,0.013458529,0.013458529,0.012028866,0.010025551,0.689514555,0.650314252,0.000115255,0.011331445,0.000137677
9602021,0.008821172,0.000116652,0.015432381,0.758069297,0.015387511,0.015387511,0.008821172,0.008989075,0.579642197,0.685258241,0.000116652,0.008498584,0.000172096
202172,0.019246182,0.000999781,0.022156806,0.758153552,0.022083518,0.022083518,0.019246182,0.018976935,0.633914068,0.687656889,0.000999781,0.020639417,0.001032246
203023,0.012028866,0.001706829,0.026990221,0.786474682,0.026981137,0.026981137,0.012028866,0.009994142,0.58970386,0.726846174,0.001706829,0.012950223,0.002100922
203165,0.007217316,0.000585353,0.006773253,0.691681969,0.006806867,0.006806867,0.007217316,0.006225138,0.527414324,0.619937487,0.000585353,0.006475111,0.000834649
9703197,0.012028866,3.38E-05,0.006217093,0.677843903,0.006186046,0.006186046,0.012028866,0.010496676,0.592466953,0.60618604,3.38E-05,0.011331445,5.34E-05
9707260,0.012028866,4.73E-05,0.00651962,0.686354085,0.006496457,0.006496457,0.012028866,0.010528085,0.581314554,0.614972421,4.73E-05,0.011331445,7.48E-05
204023,0.020850038,0.000514804,0.048940316,0.805946835,0.048868652,0.048868652,0.020850038,0.013951597,0.55993351,0.744398703,0.000514804,0.021448806,0.000513941
9706121,0.0096231,0.001945825,0.023166315,0.759175449,0.023104326,0.023104326,0.0096231,0.014297089,0.569962349,0.690333084,0.001945825,0.006879806,0.002141177
9708082,0.032878904,0.00052598,0.046911913,0.766559703,0.046805972,0.046805972,0.032878904,0.022400447,0.551098856,0.702669892,0.00052598,0.028733306,0.00058669
9709096,0.043303932,0.00030525,0.054237818,0.774001184,0.054079342,0.054079342,0.043303932,0.029948192,0.548585264,0.707383102,0.00030525,0.03723189,0.00033324
9601011,0.013632722,0.000760834,0.019229478,0.759598134,0.019178959,0.019178959,0.013632722,0.013574696,0.567346185,0.689510641,0.000760834,0.012140834,0.000750964
205077,0.017642344,0.001956428,0.028992593,0.782485122,0.028972422,0.028972422,0.017642344,0.016055957,0.481001951,0.722813012,0.001956428,0.017401862,0.002184396
205100,0.046511626,0.002780443,0.083672297,0.832312031,0.083600305,0.083600305,0.046511626,0.034890927,0.58334182,0.775148011,0.002780443,0.050182113,0.00289541
205155,0.030473138,0.000771339,0.050255696,0.787533994,0.050173708,0.050173708,0.030473138,0.021269746,0.515337383,0.726313193,0.000771339,0.030756779,0.000869702
206054,0.005613478,5.87E-05,0.008723916,0.719443599,0.008691505,0.008691505,0.005613478,0.005000212,0.536954857,0.649249155,5.87E-05,0.006070417,6.85E-05
9909073,0.022453894,0.004000856,0.023345024,0.781538814,0.023278156,0.023278156,0.022453894,0.02177228,0.598891561,0.711269153,0.004000856,0.022258195,0.004319808
207151,0.012830794,0.000539252,0.018245842,0.73872237,0.018181209,0.018181209,0.012830794,0.012286953,0.59766509,0.667914825,0.000539252,0.012140834,0.000589819
9709161,0.006415388,1.65E-05,0.005159212,0.680714943,0.005143952,0.005143952,0.006415388,0.005754013,0.583071701,0.608345361,1.65E-05,0.006475111,2.65E-05
207161,0.008821172,8.45E-05,0.018157776,0.739986741,0.018092521,0.018092521,0.008821172,0.008015415,0.597627375,0.668834499,8.45E-05,0.0072845,8.76E-05
208022,0.010425028,0.001415144,0.017113351,0.745395383,0.017050427,0.017050427,0.010425028,0.011344702,0.599710765,0.674445491,0.001415144,0.008498584,0.001460249
9812002,0.004009622,9.57E-07,0.003695885,0.674411198,0.003680586,0.003680586,0.004009622,0.003586835,0.592930297,0.601133739,9.57E-07,0.00364225,1.10E-06
9902150,0.01523656,0.00078297,0.01751429,0.741237551,0.017449527,0.017449527,0.01523656,0.014862439,0.628123392,0.670998006,0.00078297,0.011736139,0.00072906
9909193,0.011226938,0.000110365,0.010194491,0.714861261,0.010154871,0.010154871,0.011226938,0.010590901,0.617307161,0.645200403,0.000110365,0.007689195,0.000125161
9709228,0.02004811,0.000472194,0.024455296,0.77171481,0.024429337,0.024429337,0.02004811,0.015364973,0.535605163,0.702957835,0.000472194,0.019830028,0.000589819
209230,0.101844424,0.035857925,0.111715407,0.872121599,0.111832841,0.111832841,0.101844424,0.088499041,0.46090022,0.813598116,0.035857925,0.103197086,0.038848891
210044,0.02004811,0.004111032,0.044604791,0.8423963,0.044540859,0.044540859,0.02004811,0.016903983,0.545941669,0.774649371,0.004111032,0.017401862,0.004569597
210183,0.051323176,0.003001501,0.076883935,0.800430249,0.076478371,0.076478371,0.051323176,0.032880791,0.620292297,0.731975454,0.003001501,0.053014974,0.003112337
211170,0.053728942,0.005973182,0.081974554,0.824576251,0.081560684,0.081560684,0.053728942,0.035870554,0.560113141,0.756589121,0.005973182,0.058680696,0.006465381
210294,0.012830794,0.001870497,0.005256155,0.71606191,0.005254813,0.005254813,0.012830794,0.015584832,0.592696873,0.646781408,0.001870497,0.013354917,0.002149758
211075,0.035284688,8.52E-05,0.051631761,0.718542622,0.051295622,0.051295622,0.035284688,0.020296087,0.545655177,0.648131567,8.52E-05,0.037636584,8.60E-05
211140,0.006415388,0.000145989,0.004740383,0.700489486,0.00472268,0.00472268,0.006415388,0.00600528,0.49754881,0.627090465,0.000145989,0.005665722,0.000214338
9703172,0.013632722,0.000440761,0.018532535,0.750828576,0.01849162,0.01849162,0.013632722,0.010559493,0.524082639,0.682437074,0.000440761,0.014164306,0.000498296
211141,0.017642344,0.000811476,0.056014428,0.796763267,0.055963315,0.055963315,0.017642344,0.012601037,0.544852209,0.737131468,0.000811476,0.019020639,0.000996857
211202,0.040096237,7.68E-05,0.057543436,0.723709493,0.057166157,0.057166157,0.040096237,0.022494672,0.560509848,0.653320044,7.68E-05,0.039660057,8.84E-05
9701120,0.012830794,0.002471386,0.016262238,0.754640216,0.016207883,0.016207883,0.012830794,0.019793553,0.571925158,0.684201941,0.002471386,0.011736139,0.002714983
211234,0.048115482,0.00031922,0.063769894,0.72813853,0.063369275,0.063369275,0.048115482,0.028368037,0.607877242,0.659493153,0.00031922,0.046539862,0.000365312
211271,0.053728942,0.00042749,0.078141172,0.752946516,0.077693408,0.077693408,0.053728942,0.031419046,0.577534362,0.68697184,0.00042749,0.055038446,0.000465441
212025,0.03448276,0.000115953,0.04897267,0.718786588,0.048654912,0.048654912,0.03448276,0.020170453,0.539465848,0.648071204,0.000115953,0.036827195,0.000132983
212038,0.003207694,0.000939325,0.008110587,0.732595882,0.008092855,0.008092855,0.003207694,0.005879646,0.565914729,0.660114252,0.000939325,0.002428167,0.001029884
212095,0.046511626,0.000410027,0.063255249,0.728233537,0.062847563,0.062847563,0.046511626,0.027991137,0.526608625,0.658447433,0.000410027,0.048563335,0.000518634
9904121,0.012830794,9.01E-05,0.016775789,0.717736185,0.016695672,0.016695672,0.012830794,0.010088367,0.610378542,0.64787032,9.01E-05,0.011331445,9.70E-05
9606168,0.012028866,7.68E-05,0.021480106,0.741533001,0.021396179,0.021396179,0.012028866,0.010402451,0.605598378,0.670892508,7.68E-05,0.009712667,8.37E-05
9710125,0.008019244,5.16E-06,0.004636545,0.676559074,0.004611819,0.004611819,0.008019244,0.007293023,0.60122795,0.604336633,5.16E-06,0.006475111,6.74E-06
303065,0.016038488,3.34E-05,0.025019486,0.716538283,0.024877216,0.024877216,0.016038488,0.009585834,0.502950263,0.644715676,3.34E-05,0.018211251,4.08E-05
303194,0.036888526,0.005424738,0.069328626,0.853225673,0.069283046,0.069283046,0.036888526,0.027582828,0.648239918,0.79541287,0.005424738,0.036827195,0.006062998
9604021,0.0096231,0.007767653,0.014823462,0.745603594,0.01476669,0.01476669,0.0096231,0.013292021,0.568791519,0.674329045,0.007767653,0.008903278,0.008506109
304036,0.017642344,0.000785296,0.019633017,0.748658603,0.019555886,0.019555886,0.017642344,0.016652716,0.618934167,0.678385111,0.000785296,0.017401862,0.000764262
9707062,0.010425028,0.000569986,0.003898769,0.69732284,0.003880136,0.003880136,0.010425028,0.011533152,0.578108175,0.625649469,0.000569986,0.010522056,0.000760351
304238,0.019246182,0.001863219,0.036324767,0.796040093,0.036300558,0.036300558,0.019246182,0.019039752,0.602830836,0.733482644,0.001863219,0.019020639,0.002141834
9601016,0.006415388,0.00217757,0.009032775,0.751444309,0.009001916,0.009001916,0.006415388,0.007889782,0.552535382,0.679440236,0.00217757,0.004451639,0.002624821
9603188,0.008019244,0.00097513,0.015669011,0.751186864,0.015609233,0.015609233,0.008019244,0.0094602,0.576958128,0.680489427,0.00097513,0.007689195,0.001044246
